weekday;day;month;year;time;CONSUMO_TOTAL FNC;AVAC FNC;IT FNC
Sun;1;1;2017;00:00;7.62;3.04;3.84
Sun;1;1;2017;00:15;7.65;3.04;3.86
Sun;1;1;2017;00:30;8.58;4.03;3.85
Sun;1;1;2017;00:45;8.4;3.75;3.84
Sun;1;1;2017;01:00;8.78;4.23;3.85
Sun;1;1;2017;01:15;9.14;4.6;3.84
Sun;1;1;2017;01:30;8.22;3.7;3.84
Sun;1;1;2017;01:45;9.1;4.64;3.83
Sun;1;1;2017;02:00;7.8;3.27;3.83
Sun;1;1;2017;02:15;7.65;3.13;3.82
Sun;1;1;2017;02:30;8.79;4.38;3.82
Sun;1;1;2017;02:45;8.86;4.39;3.81
Sun;1;1;2017;03:00;8.32;3.9;3.8
Sun;1;1;2017;03:15;8.84;4.39;3.8
Sun;1;1;2017;03:30;7.62;3.15;3.8
Sun;1;1;2017;03:45;7.7;3.25;3.8
Sun;1;1;2017;04:00;9.14;4.71;3.8
Sun;1;1;2017;04:15;8.49;4.04;3.8
Sun;1;1;2017;04:30;8.72;4.31;3.8
Sun;1;1;2017;04:45;8.32;3.87;3.8
Sun;1;1;2017;05:00;7.6;3.15;3.79
Sun;1;1;2017;05:15;8.21;3.77;3.79
Sun;1;1;2017;05:30;9.11;4.69;3.8
Sun;1;1;2017;05:45;8.15;3.7;3.8
Sun;1;1;2017;06:00;8.72;4.18;3.8
Sun;1;1;2017;06:15;7.78;3.08;3.79
Sun;1;1;2017;06:30;7.51;3.08;3.79
Sun;1;1;2017;06:45;7.53;3.07;3.79
Sun;1;1;2017;07:00;7.52;3.07;3.8
Sun;1;1;2017;07:15;7.39;3.07;3.8
Sun;1;1;2017;07:30;7.39;3.07;3.8
Sun;1;1;2017;07:45;7.39;3.07;3.8
Sun;1;1;2017;08:00;7.4;3.08;3.8
Sun;1;1;2017;08:15;7.41;3.07;3.81
Sun;1;1;2017;08:30;7.76;3.47;3.8
Sun;1;1;2017;08:45;8.61;4.28;3.8
Sun;1;1;2017;09:00;8.07;3.78;3.8
Sun;1;1;2017;09:15;8.96;4.67;3.8
Sun;1;1;2017;09:30;8.29;3.96;3.81
Sun;1;1;2017;09:45;8.75;4.43;3.8
Sun;1;1;2017;10:00;7.86;3.51;3.8
Sun;1;1;2017;10:15;7.45;3.12;3.8
Sun;1;1;2017;10:30;8.6;4.3;3.81
Sun;1;1;2017;10:45;8.72;4.38;3.81
Sun;1;1;2017;11:00;8.27;3.89;3.81
Sun;1;1;2017;11:15;8.57;4.18;3.81
Sun;1;1;2017;11:30;7.48;3.11;3.81
Sun;1;1;2017;11:45;7.77;3.45;3.82
Sun;1;1;2017;12:00;8.99;4.68;3.82
Sun;1;1;2017;12:15;8.31;3.95;3.82
Sun;1;1;2017;12:30;8.62;4.26;3.83
Sun;1;1;2017;12:45;7.44;3.06;3.83
Sun;1;1;2017;13:00;7.45;3.06;3.81
Sun;1;1;2017;13:15;7.42;3.06;3.82
Sun;1;1;2017;13:30;7.43;3.05;3.81
Sun;1;1;2017;13:45;7.42;3.06;3.81
Sun;1;1;2017;14:00;7.44;3.06;3.82
Sun;1;1;2017;14:15;7.42;3.06;3.81
Sun;1;1;2017;14:30;7.7;3.32;3.81
Sun;1;1;2017;14:45;8.73;4.35;3.81
Sun;1;1;2017;15:00;8.17;3.81;3.81
Sun;1;1;2017;15:15;9.02;4.67;3.83
Sun;1;1;2017;15:30;8.31;3.9;3.83
Sun;1;1;2017;15:45;8.82;4.48;3.83
Sun;1;1;2017;16:00;7.99;3.58;3.82
Sun;1;1;2017;16:15;7.51;3.14;3.82
Sun;1;1;2017;16:30;8.74;4.41;3.81
Sun;1;1;2017;16:45;8.71;4.34;3.81
Sun;1;1;2017;17:00;8.37;4.01;3.83
Sun;1;1;2017;17:15;7.92;3.5;3.83
Sun;1;1;2017;17:30;7.46;3.06;3.83
Sun;1;1;2017;17:45;7.43;3.04;3.82
Sun;1;1;2017;18:00;7.49;3.02;3.83
Sun;1;1;2017;18:15;7.54;3.02;3.82
Sun;1;1;2017;18:30;7.52;3.01;3.82
Sun;1;1;2017;18:45;7.53;3.01;3.83
Sun;1;1;2017;19:00;7.61;3.0;3.82
Sun;1;1;2017;19:15;8.92;4.12;3.83
Sun;1;1;2017;19:30;8.42;3.87;3.82
Sun;1;1;2017;19:45;8.59;4.06;3.83
Sun;1;1;2017;20:00;9.12;4.62;3.82
Sun;1;1;2017;20:15;8.2;3.65;3.83
Sun;1;1;2017;20:30;9.11;4.58;3.82
Sun;1;1;2017;20:45;7.75;3.15;3.82
Sun;1;1;2017;21:00;7.7;3.16;3.82
Sun;1;1;2017;21:15;9.14;4.63;3.82
Sun;1;1;2017;21:30;8.6;4.05;3.82
Sun;1;1;2017;21:45;8.71;4.22;3.81
Sun;1;1;2017;22:00;8.49;3.94;3.81
Sun;1;1;2017;22:15;7.65;3.12;3.81
Sun;1;1;2017;22:30;8.23;3.74;3.82
Sun;1;1;2017;22:45;9.68;5.22;3.82
Sun;1;1;2017;23:00;10.51;6.06;3.82
Sun;1;1;2017;23:15;9.8;5.32;3.82
Sun;1;1;2017;23:30;8.3;3.82;3.81
Sun;1;1;2017;23:45;9.1;4.67;3.81
Mon;2;1;2017;00:00;9.11;4.67;3.81
Mon;2;1;2017;00:15;8.63;4.16;3.82
Mon;2;1;2017;00:30;8.4;3.97;3.82
Mon;2;1;2017;00:45;9.12;4.7;3.81
Mon;2;1;2017;01:00;8.24;3.79;3.8
Mon;2;1;2017;01:15;9.32;4.91;3.81
Mon;2;1;2017;01:30;9.05;4.63;3.81
Mon;2;1;2017;01:45;8.3;3.8;3.8
Mon;2;1;2017;02:00;8.48;4.07;3.8
Mon;2;1;2017;02:15;8.96;4.55;3.81
Mon;2;1;2017;02:30;8.98;4.52;3.81
Mon;2;1;2017;02:45;8.25;3.8;3.81
Mon;2;1;2017;03:00;8.82;4.42;3.8
Mon;2;1;2017;03:15;8.89;4.46;3.8
Mon;2;1;2017;03:30;8.12;3.73;3.79
Mon;2;1;2017;03:45;8.5;4.1;3.79
Mon;2;1;2017;04:00;8.92;4.52;3.8
Mon;2;1;2017;04:15;7.89;3.45;3.79
Mon;2;1;2017;04:30;8.48;4.05;3.79
Mon;2;1;2017;04:45;8.99;4.57;3.79
Mon;2;1;2017;05:00;8.06;3.7;3.8
Mon;2;1;2017;05:15;8.63;4.22;3.79
Mon;2;1;2017;05:30;8.66;4.25;3.79
Mon;2;1;2017;05:45;8.41;3.97;3.79
Mon;2;1;2017;06:00;8.23;3.84;3.8
Mon;2;1;2017;06:15;8.77;4.36;3.8
Mon;2;1;2017;06:30;8.2;3.79;3.8
Mon;2;1;2017;06:45;8.84;4.44;3.8
Mon;2;1;2017;07:00;8.22;3.79;3.8
Mon;2;1;2017;07:15;8.6;4.27;3.8
Mon;2;1;2017;07:30;8.25;3.96;3.8
Mon;2;1;2017;07:45;8.41;4.15;3.8
Mon;2;1;2017;08:00;8.37;3.87;3.8
Mon;2;1;2017;08:15;8.69;4.23;3.8
Mon;2;1;2017;08:30;8.16;3.83;3.81
Mon;2;1;2017;08:45;8.7;4.35;3.81
Mon;2;1;2017;09:00;8.65;4.4;3.81
Mon;2;1;2017;09:15;8.19;3.6;3.82
Mon;2;1;2017;09:30;8.73;4.1;3.83
Mon;2;1;2017;09:45;9.13;4.49;3.82
Mon;2;1;2017;10:00;8.81;4.21;3.82
Mon;2;1;2017;10:15;8.55;3.87;3.82
Mon;2;1;2017;10:30;8.97;4.32;3.82
Mon;2;1;2017;10:45;8.68;4.0;3.83
Mon;2;1;2017;11:00;8.92;4.26;3.82
Mon;2;1;2017;11:15;8.85;4.14;3.83
Mon;2;1;2017;11:30;8.64;3.96;3.83
Mon;2;1;2017;11:45;9.34;4.57;3.83
Mon;2;1;2017;12:00;9.0;3.94;3.83
Mon;2;1;2017;12:15;9.22;4.42;3.83
Mon;2;1;2017;12:30;8.81;3.93;3.83
Mon;2;1;2017;12:45;9.51;4.39;3.82
Mon;2;1;2017;13:00;9.23;4.09;3.83
Mon;2;1;2017;13:15;9.05;3.95;3.83
Mon;2;1;2017;13:30;9.28;4.51;3.82
Mon;2;1;2017;13:45;8.69;3.92;3.82
Mon;2;1;2017;14:00;9.25;4.52;3.83
Mon;2;1;2017;14:15;8.78;3.96;3.83
Mon;2;1;2017;14:30;9.05;4.3;3.83
Mon;2;1;2017;14:45;9.06;4.15;3.84
Mon;2;1;2017;15:00;9.06;4.12;3.83
Mon;2;1;2017;15:15;9.14;4.35;3.83
Mon;2;1;2017;15:30;8.67;3.92;3.83
Mon;2;1;2017;15:45;8.95;4.27;3.83
Mon;2;1;2017;16:00;8.86;4.08;3.84
Mon;2;1;2017;16:15;8.91;4.2;3.84
Mon;2;1;2017;16:30;8.95;4.16;3.84
Mon;2;1;2017;16:45;8.89;4.16;3.82
Mon;2;1;2017;17:00;8.87;4.17;3.82
Mon;2;1;2017;17:15;8.76;4.14;3.82
Mon;2;1;2017;17:30;9.12;4.41;3.82
Mon;2;1;2017;17:45;8.61;3.94;3.82
Mon;2;1;2017;18:00;9.14;4.48;3.82
Mon;2;1;2017;18:15;8.49;3.89;3.83
Mon;2;1;2017;18:30;8.63;4.16;3.82
Mon;2;1;2017;18:45;8.53;4.02;3.83
Mon;2;1;2017;19:00;8.46;3.99;3.82
Mon;2;1;2017;19:15;8.53;4.06;3.82
Mon;2;1;2017;19:30;8.29;3.8;3.82
Mon;2;1;2017;19:45;8.8;4.31;3.82
Mon;2;1;2017;20:00;8.28;3.78;3.82
Mon;2;1;2017;20:15;8.88;4.43;3.81
Mon;2;1;2017;20:30;8.04;3.59;3.82
Mon;2;1;2017;20:45;8.38;3.89;3.81
Mon;2;1;2017;21:00;8.87;4.37;3.82
Mon;2;1;2017;21:15;8.12;3.64;3.82
Mon;2;1;2017;21:30;8.55;4.07;3.81
Mon;2;1;2017;21:45;8.91;4.47;3.81
Mon;2;1;2017;22:00;8.07;3.6;3.81
Mon;2;1;2017;22:15;8.55;4.05;3.82
Mon;2;1;2017;22:30;8.94;4.44;3.81
Mon;2;1;2017;22:45;8.1;3.62;3.81
Mon;2;1;2017;23:00;9.03;4.5;3.81
Mon;2;1;2017;23:15;8.3;3.83;3.81
Mon;2;1;2017;23:30;8.45;4.02;3.81
Mon;2;1;2017;23:45;8.51;4.07;3.81
Tue;3;1;2017;00:00;8.58;4.12;3.81
Tue;3;1;2017;00:15;8.55;4.1;3.8
Tue;3;1;2017;00:30;8.26;3.8;3.81
Tue;3;1;2017;00:45;8.79;4.35;3.81
Tue;3;1;2017;01:00;8.19;3.71;3.81
Tue;3;1;2017;01:15;8.57;4.12;3.81
Tue;3;1;2017;01:30;8.72;4.27;3.81
Tue;3;1;2017;01:45;8.45;3.67;3.81
Tue;3;1;2017;02:00;8.45;3.92;3.81
Tue;3;1;2017;02:15;8.82;4.38;3.81
Tue;3;1;2017;02:30;8.13;3.72;3.8
Tue;3;1;2017;02:45;9.5;5.08;3.81
Tue;3;1;2017;03:00;9.37;4.9;3.8
Tue;3;1;2017;03:15;8.68;4.21;3.8
Tue;3;1;2017;03:30;7.92;3.46;3.81
Tue;3;1;2017;03:45;7.91;3.45;3.8
Tue;3;1;2017;04:00;8.12;3.65;3.8
Tue;3;1;2017;04:15;8.4;4.0;3.8
Tue;3;1;2017;04:30;7.83;3.36;3.8
Tue;3;1;2017;04:45;7.47;3.0;3.79
Tue;3;1;2017;05:00;7.84;3.38;3.8
Tue;3;1;2017;05:15;7.77;3.31;3.79
Tue;3;1;2017;05:30;7.84;3.39;3.8
Tue;3;1;2017;05:45;7.84;3.37;3.79
Tue;3;1;2017;06:00;7.82;3.37;3.8
Tue;3;1;2017;06:15;8.04;3.57;3.8
Tue;3;1;2017;06:30;7.87;3.47;3.79
Tue;3;1;2017;06:45;7.62;3.16;3.79
Tue;3;1;2017;07:00;7.84;3.37;3.8
Tue;3;1;2017;07:15;8.33;3.89;3.8
Tue;3;1;2017;07:30;7.78;3.44;3.8
Tue;3;1;2017;07:45;7.64;3.26;3.8
Tue;3;1;2017;08:00;8.02;3.66;3.8
Tue;3;1;2017;08:15;8.34;4.01;3.8
Tue;3;1;2017;08:30;7.75;3.1;3.82
Tue;3;1;2017;08:45;8.18;3.51;3.82
Tue;3;1;2017;09:00;8.19;3.47;3.83
Tue;3;1;2017;09:15;8.12;3.44;3.82
Tue;3;1;2017;09:30;8.44;3.76;3.83
Tue;3;1;2017;09:45;8.08;3.28;3.85
Tue;3;1;2017;10:00;7.98;3.14;3.85
Tue;3;1;2017;10:15;8.22;3.42;3.83
Tue;3;1;2017;10:30;8.34;3.59;3.84
Tue;3;1;2017;10:45;8.32;3.57;3.85
Tue;3;1;2017;11:00;8.07;3.29;3.84
Tue;3;1;2017;11:15;8.35;3.37;3.85
Tue;3;1;2017;11:30;8.88;3.8;3.85
Tue;3;1;2017;11:45;8.31;3.57;3.84
Tue;3;1;2017;12:00;8.14;3.36;3.85
Tue;3;1;2017;12:15;8.84;4.08;3.84
Tue;3;1;2017;12:30;8.48;3.68;3.85
Tue;3;1;2017;12:45;8.55;3.81;3.83
Tue;3;1;2017;13:00;8.11;3.26;3.84
Tue;3;1;2017;13:15;8.63;3.59;3.83
Tue;3;1;2017;13:30;7.9;3.16;3.82
Tue;3;1;2017;13:45;8.36;3.67;3.83
Tue;3;1;2017;14:00;8.47;3.77;3.83
Tue;3;1;2017;14:15;7.92;3.21;3.83
Tue;3;1;2017;14:30;7.84;3.11;3.82
Tue;3;1;2017;14:45;8.41;3.73;3.83
Tue;3;1;2017;15:00;8.32;3.61;3.84
Tue;3;1;2017;15:15;8.4;3.71;3.84
Tue;3;1;2017;15:30;7.93;3.24;3.83
Tue;3;1;2017;15:45;8.11;3.39;3.83
Tue;3;1;2017;16:00;8.89;4.23;3.84
Tue;3;1;2017;16:15;7.91;3.19;3.82
Tue;3;1;2017;16:30;8.7;4.03;3.83
Tue;3;1;2017;16:45;8.33;3.64;3.82
Tue;3;1;2017;17:00;8.25;3.5;3.82
Tue;3;1;2017;17:15;7.98;3.26;3.82
Tue;3;1;2017;17:30;8.12;3.69;3.82
Tue;3;1;2017;17:45;7.96;3.61;3.83
Tue;3;1;2017;18:00;7.54;3.16;3.82
Tue;3;1;2017;18:15;7.75;3.31;3.82
Tue;3;1;2017;18:30;8.05;3.51;3.82
Tue;3;1;2017;18:45;7.98;3.49;3.82
Tue;3;1;2017;19:00;7.57;3.06;3.83
Tue;3;1;2017;19:15;7.63;3.09;3.82
Tue;3;1;2017;19:30;8.54;4.03;3.82
Tue;3;1;2017;19:45;8.15;3.67;3.82
Tue;3;1;2017;20:00;7.89;3.38;3.81
Tue;3;1;2017;20:15;8.18;3.7;3.81
Tue;3;1;2017;20:30;8.04;3.55;3.82
Tue;3;1;2017;20:45;7.98;3.51;3.81
Tue;3;1;2017;21:00;8.29;3.77;3.81
Tue;3;1;2017;21:15;7.63;3.17;3.83
Tue;3;1;2017;21:30;7.63;3.1;3.82
Tue;3;1;2017;21:45;7.81;3.3;3.83
Tue;3;1;2017;22:00;8.24;3.77;3.82
Tue;3;1;2017;22:15;7.54;3.04;3.83
Tue;3;1;2017;22:30;7.67;3.16;3.83
Tue;3;1;2017;22:45;7.8;3.3;3.81
Tue;3;1;2017;23:00;8.24;3.76;3.82
Tue;3;1;2017;23:15;7.39;2.94;3.82
Tue;3;1;2017;23:30;7.92;3.45;3.81
Tue;3;1;2017;23:45;8.18;3.72;3.8
Wed;4;1;2017;00:00;8.1;3.67;3.81
Wed;4;1;2017;00:15;7.87;3.39;3.8
Wed;4;1;2017;00:30;8.14;3.66;3.8
Wed;4;1;2017;00:45;8.2;3.74;3.8
Wed;4;1;2017;01:00;7.88;3.44;3.8
Wed;4;1;2017;01:15;7.36;2.89;3.79
Wed;4;1;2017;01:30;8.01;3.57;3.8
Wed;4;1;2017;01:45;8.04;3.58;3.81
Wed;4;1;2017;02:00;7.6;3.16;3.8
Wed;4;1;2017;02:15;7.6;3.15;3.79
Wed;4;1;2017;02:30;7.78;3.32;3.8
Wed;4;1;2017;02:45;8.16;3.71;3.79
Wed;4;1;2017;03:00;7.86;3.13;3.8
Wed;4;1;2017;03:15;7.62;3.14;3.79
Wed;4;1;2017;03:30;8.31;3.85;3.79
Wed;4;1;2017;03:45;7.82;3.44;3.79
Wed;4;1;2017;04:00;7.88;3.44;3.79
Wed;4;1;2017;04:15;8.17;3.77;3.8
Wed;4;1;2017;04:30;8.14;3.73;3.79
Wed;4;1;2017;04:45;7.52;3.12;3.79
Wed;4;1;2017;05:00;7.72;3.26;3.79
Wed;4;1;2017;05:15;8.27;3.83;3.79
Wed;4;1;2017;05:30;7.55;3.07;3.79
Wed;4;1;2017;05:45;7.66;3.22;3.79
Wed;4;1;2017;06:00;8.03;3.59;3.79
Wed;4;1;2017;06:15;7.9;3.52;3.79
Wed;4;1;2017;06:30;7.57;3.13;3.79
Wed;4;1;2017;06:45;7.92;3.52;3.79
Wed;4;1;2017;07:00;9.67;5.32;3.79
Wed;4;1;2017;07:15;7.75;3.32;3.79
Wed;4;1;2017;07:30;7.41;3.05;3.8
Wed;4;1;2017;07:45;7.38;3.05;3.8
Wed;4;1;2017;08:00;7.41;3.06;3.8
Wed;4;1;2017;08:15;7.87;3.1;3.81
Wed;4;1;2017;08:30;8.21;3.39;3.83
Wed;4;1;2017;08:45;8.54;3.87;3.84
Wed;4;1;2017;09:00;7.87;3.22;3.82
Wed;4;1;2017;09:15;8.68;4.09;3.82
Wed;4;1;2017;09:30;8.17;3.42;3.83
Wed;4;1;2017;09:45;7.96;3.22;3.83
Wed;4;1;2017;10:00;8.94;4.26;3.84
Wed;4;1;2017;10:15;8.22;3.22;3.83
Wed;4;1;2017;10:30;8.86;4.12;3.83
Wed;4;1;2017;10:45;8.11;3.38;3.83
Wed;4;1;2017;11:00;8.1;3.4;3.83
Wed;4;1;2017;11:15;8.89;4.15;3.84
Wed;4;1;2017;11:30;7.96;3.22;3.83
Wed;4;1;2017;11:45;8.91;4.27;3.83
Wed;4;1;2017;12:00;8.01;3.23;3.83
Wed;4;1;2017;12:15;8.35;3.65;3.84
Wed;4;1;2017;12:30;8.92;3.91;3.83
Wed;4;1;2017;12:45;8.32;3.23;3.83
Wed;4;1;2017;13:00;9.45;4.37;3.82
Wed;4;1;2017;13:15;8.32;3.23;3.82
Wed;4;1;2017;13:30;8.99;4.35;3.82
Wed;4;1;2017;13:45;7.69;3.23;3.81
Wed;4;1;2017;14:00;8.29;3.91;3.82
Wed;4;1;2017;14:15;8.28;3.67;3.82
Wed;4;1;2017;14:30;8.37;3.67;3.83
Wed;4;1;2017;14:45;8.74;3.94;3.91
Wed;4;1;2017;15:00;8.0;3.23;3.87
Wed;4;1;2017;15:15;9.18;4.39;3.87
Wed;4;1;2017;15:30;8.04;3.23;3.87
Wed;4;1;2017;15:45;9.13;4.39;3.86
Wed;4;1;2017;16:00;8.05;3.25;3.85
Wed;4;1;2017;16:15;8.74;4.04;3.85
Wed;4;1;2017;16:30;8.34;3.57;3.86
Wed;4;1;2017;16:45;8.3;3.55;3.87
Wed;4;1;2017;17:00;8.86;4.03;3.87
Wed;4;1;2017;17:15;8.2;3.29;3.87
Wed;4;1;2017;17:30;9.35;4.32;3.88
Wed;4;1;2017;17:45;7.97;3.24;3.87
Wed;4;1;2017;18:00;9.02;4.33;3.86
Wed;4;1;2017;18:15;7.64;3.22;3.85
Wed;4;1;2017;18:30;8.63;4.22;3.86
Wed;4;1;2017;18:45;7.62;3.1;3.86
Wed;4;1;2017;19:00;8.73;4.23;3.86
Wed;4;1;2017;19:15;7.67;3.12;3.85
Wed;4;1;2017;19:30;8.43;3.92;3.86
Wed;4;1;2017;19:45;7.98;3.41;3.85
Wed;4;1;2017;20:00;8.19;3.67;3.85
Wed;4;1;2017;20:15;8.28;3.74;3.86
Wed;4;1;2017;20:30;7.92;3.4;3.86
Wed;4;1;2017;20:45;8.49;3.95;3.84
Wed;4;1;2017;21:00;7.7;3.22;3.82
Wed;4;1;2017;21:15;8.69;4.18;3.82
Wed;4;1;2017;21:30;7.68;3.12;3.83
Wed;4;1;2017;21:45;8.81;4.32;3.82
Wed;4;1;2017;22:00;7.63;3.12;3.82
Wed;4;1;2017;22:15;8.72;4.25;3.82
Wed;4;1;2017;22:30;7.6;3.13;3.82
Wed;4;1;2017;22:45;8.73;4.28;3.82
Wed;4;1;2017;23:00;7.66;3.13;3.82
Wed;4;1;2017;23:15;8.62;4.16;3.82
Wed;4;1;2017;23:30;7.78;3.27;3.81
Wed;4;1;2017;23:45;8.52;4.07;3.81
Thu;5;1;2017;00:00;7.76;3.28;3.81
Thu;5;1;2017;00:15;8.12;3.62;3.81
Thu;5;1;2017;00:30;7.53;3.05;3.81
Thu;5;1;2017;00:45;7.53;3.05;3.81
Thu;5;1;2017;01:00;7.52;3.05;3.8
Thu;5;1;2017;01:15;7.51;3.06;3.8
Thu;5;1;2017;01:30;7.51;3.06;3.8
Thu;5;1;2017;01:45;7.52;3.06;3.8
Thu;5;1;2017;02:00;8.26;3.8;3.81
Thu;5;1;2017;02:15;8.01;3.6;3.8
Thu;5;1;2017;02:30;8.09;3.62;3.8
Thu;5;1;2017;02:45;7.52;3.06;3.8
Thu;5;1;2017;03:00;7.52;3.06;3.81
Thu;5;1;2017;03:15;7.5;3.06;3.8
Thu;5;1;2017;03:30;7.57;3.14;3.8
Thu;5;1;2017;03:45;8.1;3.62;3.8
Thu;5;1;2017;04:00;8.3;3.91;3.8
Thu;5;1;2017;04:15;7.81;3.35;3.8
Thu;5;1;2017;04:30;7.5;3.06;3.8
Thu;5;1;2017;04:45;7.54;3.06;3.8
Thu;5;1;2017;05:00;7.56;3.06;3.8
Thu;5;1;2017;05:15;7.52;3.05;3.8
Thu;5;1;2017;05:30;8.3;3.86;3.81
Thu;5;1;2017;05:45;7.76;3.36;3.8
Thu;5;1;2017;06:00;8.13;3.69;3.8
Thu;5;1;2017;06:15;7.48;3.05;3.8
Thu;5;1;2017;06:30;7.5;3.04;3.81
Thu;5;1;2017;06:45;7.49;3.03;3.8
Thu;5;1;2017;07:00;7.48;3.04;3.8
Thu;5;1;2017;07:15;7.93;3.5;3.8
Thu;5;1;2017;07:30;8.04;3.25;3.81
Thu;5;1;2017;07:45;8.65;4.17;3.81
Thu;5;1;2017;08:00;7.5;3.07;3.81
Thu;5;1;2017;08:15;7.86;3.17;3.82
Thu;5;1;2017;08:30;7.7;3.17;3.82
Thu;5;1;2017;08:45;7.52;3.16;3.82
Thu;5;1;2017;09:00;7.64;3.15;3.82
Thu;5;1;2017;09:15;8.78;4.16;3.82
Thu;5;1;2017;09:30;7.75;3.03;3.82
Thu;5;1;2017;09:45;8.74;4.01;3.83
Thu;5;1;2017;10:00;7.79;3.15;3.83
Thu;5;1;2017;10:15;7.8;3.14;3.82
Thu;5;1;2017;10:30;7.85;3.14;3.83
Thu;5;1;2017;10:45;9.1;4.52;3.82
Thu;5;1;2017;11:00;10.8;6.23;3.83
Thu;5;1;2017;11:15;9.09;4.26;3.83
Thu;5;1;2017;11:30;9.77;4.74;3.82
Thu;5;1;2017;11:45;9.49;4.71;3.83
Thu;5;1;2017;12:00;8.75;4.04;3.83
Thu;5;1;2017;12:15;8.47;3.95;3.83
Thu;5;1;2017;12:30;8.84;4.43;3.83
Thu;5;1;2017;12:45;9.14;4.79;3.83
Thu;5;1;2017;13:00;8.28;3.93;3.82
Thu;5;1;2017;13:15;9.05;4.7;3.82
Thu;5;1;2017;13:30;8.51;3.94;3.82
Thu;5;1;2017;13:45;8.94;4.31;3.83
Thu;5;1;2017;14:00;9.04;4.41;3.83
Thu;5;1;2017;14:15;8.51;3.84;3.83
Thu;5;1;2017;14:30;9.72;4.74;3.83
Thu;5;1;2017;14:45;9.02;4.27;3.83
Thu;5;1;2017;15:00;8.96;4.26;3.84
Thu;5;1;2017;15:15;8.83;4.17;3.86
Thu;5;1;2017;15:30;8.85;4.07;3.87
Thu;5;1;2017;15:45;9.51;4.82;3.86
Thu;5;1;2017;16:00;8.95;4.29;3.86
Thu;5;1;2017;16:15;8.62;3.93;3.86
Thu;5;1;2017;16:30;9.38;4.7;3.86
Thu;5;1;2017;16:45;8.74;4.04;3.87
Thu;5;1;2017;17:00;8.95;4.18;3.86
Thu;5;1;2017;17:15;8.99;4.36;3.85
Thu;5;1;2017;17:30;8.59;4.16;3.86
Thu;5;1;2017;17:45;8.82;4.44;3.86
Thu;5;1;2017;18:00;8.5;4.13;3.86
Thu;5;1;2017;18:15;8.76;4.42;3.85
Thu;5;1;2017;18:30;8.4;3.97;3.86
Thu;5;1;2017;18:45;8.68;4.23;3.87
Thu;5;1;2017;19:00;8.6;4.06;3.87
Thu;5;1;2017;19:15;8.58;4.09;3.85
Thu;5;1;2017;19:30;8.62;4.12;3.83
Thu;5;1;2017;19:45;8.25;3.8;3.82
Thu;5;1;2017;20:00;8.79;4.32;3.82
Thu;5;1;2017;20:15;8.57;4.12;3.83
Thu;5;1;2017;20:30;8.49;3.96;3.83
Thu;5;1;2017;20:45;9.0;4.53;3.83
Thu;5;1;2017;21:00;7.99;3.52;3.82
Thu;5;1;2017;21:15;8.58;4.13;3.82
Thu;5;1;2017;21:30;8.98;4.56;3.82
Thu;5;1;2017;21:45;8.27;3.78;3.82
Thu;5;1;2017;22:00;8.79;4.3;3.83
Thu;5;1;2017;22:15;8.72;4.27;3.83
Thu;5;1;2017;22:30;8.49;4.04;3.82
Thu;5;1;2017;22:45;8.57;4.16;3.81
Thu;5;1;2017;23:00;8.68;4.22;3.81
Thu;5;1;2017;23:15;8.33;3.88;3.81
Thu;5;1;2017;23:30;8.74;4.29;3.81
Thu;5;1;2017;23:45;8.82;4.39;3.82
Fri;6;1;2017;00:00;8.38;3.86;3.82
Fri;6;1;2017;00:15;9.39;4.63;3.82
Fri;6;1;2017;00:30;8.14;3.7;3.82
Fri;6;1;2017;00:45;8.6;4.12;3.81
Fri;6;1;2017;01:00;9.02;4.62;3.81
Fri;6;1;2017;01:15;8.02;3.62;3.81
Fri;6;1;2017;01:30;8.58;4.15;3.8
Fri;6;1;2017;01:45;9.03;4.62;3.81
Fri;6;1;2017;02:00;8.39;3.89;3.81
Fri;6;1;2017;02:15;8.28;3.77;3.8
Fri;6;1;2017;02:30;8.67;4.29;3.8
Fri;6;1;2017;02:45;8.77;4.42;3.8
Fri;6;1;2017;03:00;8.08;3.66;3.8
Fri;6;1;2017;03:15;8.62;4.24;3.8
Fri;6;1;2017;03:30;9.02;4.66;3.8
Fri;6;1;2017;03:45;8.09;3.68;3.8
Fri;6;1;2017;04:00;8.34;3.93;3.81
Fri;6;1;2017;04:15;8.71;4.31;3.8
Fri;6;1;2017;04:30;8.88;4.56;3.8
Fri;6;1;2017;04:45;8.02;3.62;3.8
Fri;6;1;2017;05:00;8.51;4.11;3.8
Fri;6;1;2017;05:15;8.81;4.39;3.81
Fri;6;1;2017;05:30;8.4;4.06;3.8
Fri;6;1;2017;05:45;8.28;3.87;3.8
Fri;6;1;2017;06:00;8.62;4.23;3.8
Fri;6;1;2017;06:15;8.73;4.39;3.8
Fri;6;1;2017;06:30;8.06;3.65;3.81
Fri;6;1;2017;06:45;8.77;4.38;3.8
Fri;6;1;2017;07:00;8.71;4.36;3.8
Fri;6;1;2017;07:15;8.39;3.98;3.8
Fri;6;1;2017;07:30;8.38;4.0;3.81
Fri;6;1;2017;07:45;8.29;3.82;3.81
Fri;6;1;2017;08:00;8.92;4.53;3.81
Fri;6;1;2017;08:15;8.58;3.98;3.83
Fri;6;1;2017;08:30;8.69;4.06;3.83
Fri;6;1;2017;08:45;8.98;4.38;3.82
