weekday;day;month;year;time;CONSUMO_TOTAL FAR;AVAC FAR;IT FAR
Sun;28;1;2018;23:30;15.5;4.97;12.97
Sun;28;1;2018;23:45;23.5;4.97;12.97
Mon;29;1;2018;00:00;5.0;3.05;8.14
Mon;29;1;2018;00:15;15.5;3.05;8.14
Mon;29;1;2018;00:30;15.5;3.05;8.14
Mon;29;1;2018;00:45;11.0;2.82;7.49
Mon;29;1;2018;01:00;14.5;3.54;10.45
Mon;29;1;2018;01:15;14.5;4.18;9.47
Mon;29;1;2018;01:30;15.0;3.59;9.8
Mon;29;1;2018;01:45;23.0;3.59;9.8
Mon;29;1;2018;02:00;11.67;3.59;9.8
Mon;29;1;2018;02:15;11.67;3.59;9.8
Mon;29;1;2018;02:30;11.67;3.59;9.8
Mon;29;1;2018;02:45;13.0;3.34;8.83
Mon;29;1;2018;03:00;14.0;4.63;12.76
Mon;29;1;2018;03:15;23.0;4.63;12.76
Mon;29;1;2018;03:30;6.0;1.46;3.87
Mon;29;1;2018;03:45;14.0;3.64;9.69
Mon;29;1;2018;04:00;23.0;3.64;9.69
Mon;29;1;2018;04:15;14.0;3.64;9.69
Mon;29;1;2018;04:30;14.0;3.64;9.69
Mon;29;1;2018;04:45;14.0;3.64;9.69
Mon;29;1;2018;05:00;14.0;3.64;9.69
Mon;29;1;2018;05:15;14.0;3.64;9.69
Mon;29;1;2018;05:30;12.0;3.64;9.69
Mon;29;1;2018;05:45;12.0;3.64;9.69
Mon;29;1;2018;06:00;12.0;3.64;9.69
Mon;29;1;2018;06:15;14.0;3.49;10.32
Mon;29;1;2018;06:30;14.5;3.56;9.48
Mon;29;1;2018;06:45;14.0;3.54;9.48
Mon;29;1;2018;07:00;14.5;3.57;9.5
Mon;29;1;2018;07:15;14.0;4.63;12.88
Mon;29;1;2018;07:30;23.0;4.63;12.88
Mon;29;1;2018;07:45;6.0;1.37;3.68
Mon;29;1;2018;08:00;15.0;4.62;12.8
Mon;29;1;2018;08:15;24.5;4.62;12.8
Mon;29;1;2018;08:30;6.5;1.47;3.89
Mon;29;1;2018;08:45;16.0;3.88;9.85
Mon;29;1;2018;09:00;16.5;3.88;9.85
Mon;29;1;2018;09:15;16.5;3.88;9.85
Mon;29;1;2018;09:30;16.5;3.88;9.85
Mon;29;1;2018;09:45;16.5;3.88;9.85
Mon;29;1;2018;10:00;15.0;4.93;12.75
Mon;29;1;2018;10:15;28.0;4.93;12.75
Mon;29;1;2018;10:30;5.0;1.18;3.14
Mon;29;1;2018;10:45;15.0;4.63;12.78
Mon;29;1;2018;11:00;25.0;4.63;12.78
Mon;29;1;2018;11:15;6.0;1.49;3.91
Mon;29;1;2018;11:30;17.0;3.99;9.84
Mon;29;1;2018;11:45;16.25;3.99;9.84
Mon;29;1;2018;12:00;16.25;3.99;9.84
Mon;29;1;2018;12:15;16.25;3.99;9.84
Mon;29;1;2018;12:30;16.25;3.99;9.84
Mon;29;1;2018;12:45;14.0;3.27;9.67
Mon;29;1;2018;13:00;16.0;3.58;9.46
Mon;29;1;2018;13:15;17.0;4.08;9.5
Mon;29;1;2018;13:30;15.0;3.66;9.42
Mon;29;1;2018;13:45;15.0;4.94;12.85
Mon;29;1;2018;14:00;25.0;4.94;12.85
Mon;29;1;2018;14:15;6.0;1.4;3.75
Mon;29;1;2018;14:30;16.0;3.55;9.46
Mon;29;1;2018;14:45;15.0;3.57;10.47
Mon;29;1;2018;15:00;15.5;4.19;9.47
Mon;29;1;2018;15:15;16.0;4.16;9.49
Mon;29;1;2018;15:30;16.5;3.56;9.48
Mon;29;1;2018;15:45;15.0;5.12;12.94
Mon;29;1;2018;16:00;25.5;5.12;12.94
Mon;29;1;2018;16:15;6.5;1.7;3.52
Mon;29;1;2018;16:30;16.5;3.93;10.02
Mon;29;1;2018;16:45;15.88;3.93;10.02
Mon;29;1;2018;17:00;15.88;3.93;10.02
Mon;29;1;2018;17:15;15.88;3.93;10.02
Mon;29;1;2018;17:30;15.88;3.93;10.02
Mon;29;1;2018;17:45;19.5;3.93;10.02
Mon;29;1;2018;18:00;19.5;3.93;10.02
Mon;29;1;2018;18:15;12.33;3.93;10.02
Mon;29;1;2018;18:30;12.33;3.93;10.02
Mon;29;1;2018;18:45;12.33;3.93;10.02
Mon;29;1;2018;19:00;15.0;3.93;10.02
Mon;29;1;2018;19:15;15.0;3.93;10.02
Mon;29;1;2018;19:30;15.0;3.93;10.02
Mon;29;1;2018;19:45;15.0;3.93;10.02
Mon;29;1;2018;20:00;15.0;3.93;10.02
Mon;29;1;2018;20:15;18.0;3.93;10.02
Mon;29;1;2018;20:30;18.0;3.93;10.02
Mon;29;1;2018;20:45;8.0;2.47;5.11
Mon;29;1;2018;21:00;15.0;4.27;9.46
Mon;29;1;2018;21:15;14.0;3.54;9.46
Mon;29;1;2018;21:30;14.0;3.97;10.16
Mon;29;1;2018;21:45;24.0;3.97;10.16
Mon;29;1;2018;22:00;14.4;3.97;10.16
Mon;29;1;2018;22:15;14.4;3.97;10.16
Mon;29;1;2018;22:30;14.4;3.97;10.16
Mon;29;1;2018;22:45;14.4;3.97;10.16
Mon;29;1;2018;23:00;14.4;3.97;10.16
Mon;29;1;2018;23:15;14.4;3.97;10.16
Mon;29;1;2018;23:30;14.4;3.97;10.16
Mon;29;1;2018;23:45;14.4;3.97;10.16
Tue;30;1;2018;00:00;14.4;3.97;10.16
Tue;30;1;2018;00:15;14.4;3.97;10.16
Tue;30;1;2018;00:30;6.5;3.46;9.76
Tue;30;1;2018;00:45;16.75;1.57;3.23
Tue;30;1;2018;01:00;16.75;3.52;9.91
Tue;30;1;2018;01:15;16.75;3.52;9.91
Tue;30;1;2018;01:30;16.75;3.52;9.91
Tue;30;1;2018;01:45;14.3;3.52;9.91
Tue;30;1;2018;02:00;14.3;3.52;9.91
Tue;30;1;2018;02:15;14.3;3.52;9.91
Tue;30;1;2018;02:30;14.3;3.52;9.91
Tue;30;1;2018;02:45;14.3;3.52;9.91
Tue;30;1;2018;03:00;13.5;3.52;9.91
Tue;30;1;2018;03:15;13.5;3.52;9.91
Tue;30;1;2018;03:30;13.5;3.52;9.91
Tue;30;1;2018;03:45;13.5;3.52;9.91
Tue;30;1;2018;04:00;13.5;1.49;4.37
Tue;30;1;2018;04:15;13.5;4.9;9.22
Tue;30;1;2018;04:30;13.5;5.97;12.54
Tue;30;1;2018;04:45;13.5;5.97;12.54
Tue;30;1;2018;05:00;13.5;3.57;8.54
Tue;30;1;2018;05:15;14.5;4.86;12.23
Tue;30;1;2018;05:30;23.0;4.86;12.23
Tue;30;1;2018;05:45;5.5;1.45;3.91
Tue;30;1;2018;06:00;14.5;3.54;10.46
Tue;30;1;2018;06:15;14.0;4.62;12.39
Tue;30;1;2018;06:30;23.0;4.62;12.39
Tue;30;1;2018;06:45;5.5;1.48;3.59
Tue;30;1;2018;07:00;15.5;5.1;12.74
Tue;30;1;2018;07:15;22.5;5.1;12.74
Tue;30;1;2018;07:30;5.5;3.22;8.48
Tue;30;1;2018;07:45;16.5;3.22;8.48
Tue;30;1;2018;08:00;16.5;3.22;8.48
Tue;30;1;2018;08:15;13.0;2.94;7.88
Tue;30;1;2018;08:30;15.0;3.53;9.49
Tue;30;1;2018;08:45;16.0;3.54;9.48
Tue;30;1;2018;09:00;16.0;4.11;10.47
Tue;30;1;2018;09:15;16.0;4.93;12.38
Tue;30;1;2018;09:30;26.0;4.93;12.38
Tue;30;1;2018;09:45;6.0;1.38;4.68
Tue;30;1;2018;10:00;16.0;3.9;9.78
Tue;30;1;2018;10:15;25.5;3.9;9.78
Tue;30;1;2018;10:30;13.17;3.9;9.78
Tue;30;1;2018;10:45;13.17;3.9;9.78
Tue;30;1;2018;11:00;13.17;3.9;9.78
Tue;30;1;2018;11:15;14.0;3.36;8.98
Tue;30;1;2018;11:30;16.0;4.27;10.5
Tue;30;1;2018;11:45;16.0;4.06;9.43
Tue;30;1;2018;12:00;15.0;4.14;9.48
Tue;30;1;2018;12:15;16.0;3.94;9.84
Tue;30;1;2018;12:30;25.0;3.94;9.84
Tue;30;1;2018;12:45;14.5;3.94;9.84
Tue;30;1;2018;13:00;14.5;3.94;9.84
Tue;30;1;2018;13:15;14.5;3.94;9.84
Tue;30;1;2018;13:30;14.5;3.94;9.84
Tue;30;1;2018;13:45;14.5;3.94;9.84
Tue;30;1;2018;14:00;14.5;3.94;9.84
Tue;30;1;2018;14:15;14.5;3.94;9.84
Tue;30;1;2018;14:30;14.5;3.94;9.84
Tue;30;1;2018;14:45;14.0;3.28;8.74
Tue;30;1;2018;15:00;15.0;4.03;9.47
Tue;30;1;2018;15:15;16.0;4.23;10.45
Tue;30;1;2018;15:30;17.0;4.16;9.49
Tue;30;1;2018;15:45;15.0;4.28;10.54
Tue;30;1;2018;16:00;26.0;4.28;10.54
Tue;30;1;2018;16:15;15.9;4.28;10.54
Tue;30;1;2018;16:30;15.9;4.28;10.54
Tue;30;1;2018;16:45;15.9;4.28;10.54
Tue;30;1;2018;17:00;15.9;4.28;10.54
Tue;30;1;2018;17:15;15.9;4.28;10.54
Tue;30;1;2018;17:30;6.0;1.5;4.01
Tue;30;1;2018;17:45;15.5;3.57;9.49
Tue;30;1;2018;18:00;15.0;4.01;10.44
Tue;30;1;2018;18:15;15.0;5.21;12.31
Tue;30;1;2018;18:30;25.0;5.21;12.31
Tue;30;1;2018;18:45;6.5;1.45;3.82
Tue;30;1;2018;19:00;16.0;5.15;10.47
Tue;30;1;2018;19:15;17.0;6.01;9.43
Tue;30;1;2018;19:30;16.5;5.9;9.46
Tue;30;1;2018;19:45;15.0;3.69;9.86
Tue;30;1;2018;20:00;14.75;3.69;9.86
Tue;30;1;2018;20:15;14.75;3.69;9.86
Tue;30;1;2018;20:30;14.75;3.69;9.86
Tue;30;1;2018;20:45;14.75;3.69;9.86
Tue;30;1;2018;21:00;13.5;5.56;9.99
Tue;30;1;2018;21:15;17.5;5.56;9.99
Tue;30;1;2018;21:30;17.5;5.56;9.99
Tue;30;1;2018;21:45;17.5;5.56;9.99
Tue;30;1;2018;22:00;17.5;5.56;9.99
Tue;30;1;2018;22:15;11.5;2.75;7.67
Tue;30;1;2018;22:30;14.0;3.55;9.41
Tue;30;1;2018;22:45;14.5;3.57;9.44
Tue;30;1;2018;23:00;14.5;3.55;10.44
Tue;30;1;2018;23:15;15.0;3.59;9.44
Tue;30;1;2018;23:30;14.0;3.64;9.44
Tue;30;1;2018;23:45;15.0;3.74;9.48
Wed;31;1;2018;00:00;14.0;3.76;10.43
Wed;31;1;2018;00:15;15.0;6.2;12.47
Wed;31;1;2018;00:30;26.0;6.2;12.47
Wed;31;1;2018;00:45;6.0;2.25;3.39
Wed;31;1;2018;01:00;17.0;5.98;9.45
Wed;31;1;2018;01:15;16.5;5.71;10.41
Wed;31;1;2018;01:30;16.5;4.09;9.82
Wed;31;1;2018;01:45;14.75;4.09;9.82
Wed;31;1;2018;02:00;14.75;4.09;9.82
Wed;31;1;2018;02:15;14.75;4.09;9.82
Wed;31;1;2018;02:30;14.75;4.09;9.82
Wed;31;1;2018;02:45;13.0;4.62;12.67
Wed;31;1;2018;03:00;24.5;4.62;12.67
Wed;31;1;2018;03:15;4.5;1.15;2.99
Wed;31;1;2018;03:30;15.0;5.11;10.28
Wed;31;1;2018;03:45;23.0;5.11;10.28
Wed;31;1;2018;04:00;12.67;5.11;10.28
Wed;31;1;2018;04:15;12.67;5.11;10.28
Wed;31;1;2018;04:30;12.67;5.11;10.28
Wed;31;1;2018;04:45;20.75;5.11;10.28
Wed;31;1;2018;05:00;20.75;5.11;10.28
Wed;31;1;2018;05:15;7.5;3.43;9.16
Wed;31;1;2018;05:30;15.0;3.43;9.16
Wed;31;1;2018;05:45;15.0;3.43;9.16
Wed;31;1;2018;06:00;14.3;3.43;9.16
Wed;31;1;2018;06:15;14.3;3.43;9.16
Wed;31;1;2018;06:30;14.3;3.43;9.16
Wed;31;1;2018;06:45;14.3;3.43;9.16
Wed;31;1;2018;07:00;14.3;3.43;9.16
Wed;31;1;2018;07:15;13.5;3.4;8.73
Wed;31;1;2018;07:30;15.0;3.75;10.47
Wed;31;1;2018;07:45;14.5;5.38;9.77
Wed;31;1;2018;08:00;27.5;5.38;9.77
Wed;31;1;2018;08:15;14.67;5.38;9.77
Wed;31;1;2018;08:30;14.67;5.38;9.77
Wed;31;1;2018;08:45;14.67;5.38;9.77
Wed;31;1;2018;09:00;15.0;4.13;8.84
Wed;31;1;2018;09:15;16.0;3.58;9.96
Wed;31;1;2018;09:30;26.0;3.58;9.96
Wed;31;1;2018;09:45;12.83;3.58;9.96
Wed;31;1;2018;10:00;12.83;3.58;9.96
Wed;31;1;2018;10:15;12.83;3.58;9.96
Wed;31;1;2018;10:30;14.5;4.68;12.21
Wed;31;1;2018;10:45;25.0;4.68;12.21
Wed;31;1;2018;11:00;5.5;1.33;3.4
Wed;31;1;2018;11:15;15.5;4.97;12.75
Wed;31;1;2018;11:30;25.0;4.97;12.75
Wed;31;1;2018;11:45;7.0;1.99;3.91
Wed;31;1;2018;12:00;18.5;6.24;10.46
Wed;31;1;2018;12:15;18.5;5.97;9.44
Wed;31;1;2018;12:30;17.5;5.78;9.45
Wed;31;1;2018;12:45;16.0;4.7;9.43
Wed;31;1;2018;13:00;14.5;3.52;10.41
Wed;31;1;2018;13:15;15.0;3.56;9.45
Wed;31;1;2018;13:30;15.0;3.58;9.47
Wed;31;1;2018;13:45;15.0;4.72;12.98
Wed;31;1;2018;14:00;24.5;4.72;12.98
Wed;31;1;2018;14:15;5.5;3.18;8.46
Wed;31;1;2018;14:30;16.75;3.18;8.46
Wed;31;1;2018;14:45;16.75;3.18;8.46
Wed;31;1;2018;15:00;11.5;2.97;7.39
Wed;31;1;2018;15:15;16.0;3.87;9.41
Wed;31;1;2018;15:30;16.0;7.34;12.77
Wed;31;1;2018;15:45;28.5;7.34;12.77
Wed;31;1;2018;16:00;7.5;2.38;3.81
Wed;31;1;2018;16:15;17.0;5.78;9.45
Wed;31;1;2018;16:30;16.0;4.27;9.45
Wed;31;1;2018;16:45;15.0;3.54;10.44
Wed;31;1;2018;17:00;16.0;3.55;9.46
Wed;31;1;2018;17:15;15.5;3.57;9.45
Wed;31;1;2018;17:30;15.0;3.57;10.48
Wed;31;1;2018;17:45;14.5;3.53;9.41
Wed;31;1;2018;18:00;15.0;3.63;9.48
Wed;31;1;2018;18:15;14.5;4.41;9.75
Wed;31;1;2018;18:30;24.0;4.41;9.75
Wed;31;1;2018;18:45;13.17;4.41;9.75
Wed;31;1;2018;19:00;13.17;4.41;9.75
Wed;31;1;2018;19:15;13.17;4.41;9.75
Wed;31;1;2018;19:30;17.0;5.62;9.99
Wed;31;1;2018;19:45;16.0;5.71;9.43
Wed;31;1;2018;20:00;15.5;5.07;12.73
Wed;31;1;2018;20:15;23.0;5.07;12.73
Wed;31;1;2018;20:30;5.5;1.42;3.82
Wed;31;1;2018;20:45;14.0;4.54;12.21
Wed;31;1;2018;21:00;23.0;4.54;12.21
Wed;31;1;2018;21:15;6.0;1.47;3.97
Wed;31;1;2018;21:30;14.0;3.53;10.44
Wed;31;1;2018;21:45;14.5;3.61;9.42
Wed;31;1;2018;22:00;14.5;5.03;12.65
Wed;31;1;2018;22:15;24.5;5.03;12.65
Wed;31;1;2018;22:30;4.5;1.29;4.08
Wed;31;1;2018;22:45;17.0;6.07;9.44
Wed;31;1;2018;23:00;16.5;5.92;9.43
Wed;31;1;2018;23:15;16.5;5.7;9.42
Wed;31;1;2018;23:30;16.0;5.53;9.42
Wed;31;1;2018;23:45;15.0;3.84;10.42
Thu;1;2;2018;00:00;14.0;3.47;9.4
Thu;1;2;2018;00:15;14.0;3.46;9.44
Thu;1;2;2018;00:30;14.0;4.56;12.91
Thu;1;2;2018;00:45;23.0;4.56;12.91
Thu;1;2;2018;01:00;5.5;4.55;9.69
Thu;1;2;2018;01:15;15.75;4.55;9.69
Thu;1;2;2018;01:30;15.75;4.55;9.69
Thu;1;2;2018;01:45;19.5;4.55;9.69
Thu;1;2;2018;02:00;19.5;4.55;9.69
Thu;1;2;2018;02:15;13.5;4.55;9.69
Thu;1;2;2018;02:30;13.5;4.55;9.69
Thu;1;2;2018;02:45;13.5;4.55;9.69
Thu;1;2;2018;03:00;18.5;4.55;9.69
Thu;1;2;2018;03:15;18.5;4.55;9.69
Thu;1;2;2018;03:30;4.5;2.97;8.46
Thu;1;2;2018;03:45;16.0;2.97;8.46
Thu;1;2;2018;04:00;16.0;2.97;8.46
Thu;1;2;2018;04:15;10.0;2.47;6.7
Thu;1;2;2018;04:30;14.0;3.44;9.43
Thu;1;2;2018;04:45;14.0;3.51;10.46
Thu;1;2;2018;05:00;15.0;4.75;12.26
Thu;1;2;2018;05:15;22.5;4.75;12.26
Thu;1;2;2018;05:30;5.5;1.48;3.78
Thu;1;2;2018;05:45;15.5;6.95;12.72
Thu;1;2;2018;06:00;26.5;6.95;12.72
Thu;1;2;2018;06:15;7.0;2.33;3.88
Thu;1;2;2018;06:30;16.0;4.22;10.47
Thu;1;2;2018;06:45;14.75;4.22;10.47
Thu;1;2;2018;07:00;14.75;4.22;10.47
Thu;1;2;2018;07:15;14.75;4.22;10.47
Thu;1;2;2018;07:30;14.75;4.22;10.47
Thu;1;2;2018;07:45;18.5;4.22;10.47
Thu;1;2;2018;08:00;18.5;4.22;10.47
Thu;1;2;2018;08:15;7.0;1.6;4.19
Thu;1;2;2018;08:30;16.0;4.25;10.04
Thu;1;2;2018;08:45;25.0;4.25;10.04
Thu;1;2;2018;09:00;16.8;4.25;10.04
Thu;1;2;2018;09:15;16.8;4.25;10.04
Thu;1;2;2018;09:30;16.8;4.25;10.04
Thu;1;2;2018;09:45;16.8;4.25;10.04
Thu;1;2;2018;10:00;16.8;4.25;10.04
Thu;1;2;2018;10:15;15.35;4.25;10.04
Thu;1;2;2018;10:30;15.35;4.25;10.04
Thu;1;2;2018;10:45;15.35;4.25;10.04
Thu;1;2;2018;11:00;15.35;4.25;10.04
Thu;1;2;2018;11:15;15.35;4.25;10.04
Thu;1;2;2018;11:30;15.35;4.25;10.04
Thu;1;2;2018;11:45;15.35;4.25;10.04
Thu;1;2;2018;12:00;15.35;4.25;10.04
Thu;1;2;2018;12:15;15.35;4.25;10.04
Thu;1;2;2018;12:30;15.35;4.25;10.04
Thu;1;2;2018;12:45;7.5;2.2;4.51
Thu;1;2;2018;13:00;17.5;6.21;9.44
Thu;1;2;2018;13:15;17.0;5.98;9.43
Thu;1;2;2018;13:30;17.5;5.82;10.46
Thu;1;2;2018;13:45;15.0;4.34;9.41
Thu;1;2;2018;14:00;15.0;3.56;9.44
Thu;1;2;2018;14:15;15.0;3.66;10.07
Thu;1;2;2018;14:30;15.63;3.66;10.07
Thu;1;2;2018;14:45;15.63;3.66;10.07
Thu;1;2;2018;15:00;15.63;3.66;10.07
Thu;1;2;2018;15:15;15.63;3.66;10.07
Thu;1;2;2018;15:30;13.5;3.24;8.31
Thu;1;2;2018;15:45;15.0;3.75;9.45
Thu;1;2;2018;16:00;15.0;3.77;10.4
Thu;1;2;2018;16:15;15.5;3.83;9.44
Thu;1;2;2018;16:30;16.0;4.13;9.45
Thu;1;2;2018;16:45;17.5;6.18;9.45
Thu;1;2;2018;17:00;18.0;7.39;12.9
Thu;1;2;2018;17:15;27.0;7.39;12.9
Thu;1;2;2018;17:30;5.5;1.23;3.51
Thu;1;2;2018;17:45;15.5;3.53;10.46
Thu;1;2;2018;18:00;14.0;3.53;9.43
Thu;1;2;2018;18:15;15.0;3.52;9.45
Thu;1;2;2018;18:30;14.0;3.54;9.44
Thu;1;2;2018;18:45;14.5;3.53;10.44
Thu;1;2;2018;19:00;14.5;3.58;9.45
Thu;1;2;2018;19:15;15.0;3.63;9.47
Thu;1;2;2018;19:30;14.5;3.68;9.43
Thu;1;2;2018;19:45;14.5;5.12;9.99
Thu;1;2;2018;20:00;16.38;5.12;9.99
Thu;1;2;2018;20:15;16.38;5.12;9.99
Thu;1;2;2018;20:30;16.38;5.12;9.99
Thu;1;2;2018;20:45;16.38;5.12;9.99
Thu;1;2;2018;21:00;14.5;3.83;9.79
Thu;1;2;2018;21:15;14.75;3.83;9.79
Thu;1;2;2018;21:30;14.75;3.83;9.79
Thu;1;2;2018;21:45;14.75;3.83;9.79
Thu;1;2;2018;22:00;14.75;3.83;9.79
Thu;1;2;2018;22:15;12.5;4.63;12.68
Thu;1;2;2018;22:30;24.5;4.63;12.68
Thu;1;2;2018;22:45;4.0;0.98;2.51
Thu;1;2;2018;23:00;14.5;3.75;9.44
Thu;1;2;2018;23:15;14.5;3.84;9.44
Thu;1;2;2018;23:30;17.0;5.79;9.48
Thu;1;2;2018;23:45;16.0;5.95;10.39
Fri;2;2;2018;00:00;16.5;5.72;9.42
Fri;2;2;2018;00:15;16.0;5.12;9.41
Fri;2;2;2018;00:30;13.5;3.45;9.41
Fri;2;2;2018;00:45;15.0;4.62;13.07
Fri;2;2;2018;01:00;23.0;4.62;13.07
Fri;2;2;2018;01:15;5.0;4.01;9.19
Fri;2;2;2018;01:30;15.43;4.01;9.19
Fri;2;2;2018;01:45;15.43;4.01;9.19
Fri;2;2;2018;02:00;15.43;4.01;9.19
Fri;2;2;2018;02:15;15.43;4.01;9.19
Fri;2;2;2018;02:30;15.43;4.01;9.19
Fri;2;2;2018;02:45;15.43;4.01;9.19
Fri;2;2;2018;03:00;15.43;4.01;9.19
Fri;2;2;2018;03:15;13.0;6.51;12.65
Fri;2;2;2018;03:30;28.0;6.51;12.65
Fri;2;2;2018;03:45;2.5;2.97;8.11
Fri;2;2;2018;04:00;16.75;2.97;8.11
Fri;2;2;2018;04:15;16.75;2.97;8.11
Fri;2;2;2018;04:30;9.0;2.06;5.57
Fri;2;2;2018;04:45;13.5;3.59;9.94
Fri;2;2;2018;05:00;22.5;3.59;9.94
Fri;2;2;2018;05:15;11.67;3.59;9.94
Fri;2;2;2018;05:30;11.67;3.59;9.94
Fri;2;2;2018;05:45;11.67;3.59;9.94
Fri;2;2;2018;06:00;14.0;3.54;8.94
Fri;2;2;2018;06:15;15.0;4.24;9.43
Fri;2;2;2018;06:30;17.0;6.09;9.45
Fri;2;2;2018;06:45;16.0;4.56;10.5
Fri;2;2;2018;07:00;15.5;4.56;10.5
Fri;2;2;2018;07:15;15.5;4.56;10.5
Fri;2;2;2018;07:30;15.5;4.56;10.5
Fri;2;2;2018;07:45;15.5;4.56;10.5
Fri;2;2;2018;08:00;17.5;4.56;10.5
Fri;2;2;2018;08:15;17.5;4.56;10.5
Fri;2;2;2018;08:30;6.0;3.08;8.48
Fri;2;2;2018;08:45;16.75;3.08;8.48
Fri;2;2;2018;09:00;16.75;3.08;8.48
Fri;2;2;2018;09:15;13.5;5.04;9.82
Fri;2;2;2018;09:30;18.0;5.04;9.82
Fri;2;2;2018;09:45;18.0;5.04;9.82
Fri;2;2;2018;10:00;18.0;5.04;9.82
Fri;2;2;2018;10:15;18.0;5.04;9.82
Fri;2;2;2018;10:30;12.0;3.16;7.17
Fri;2;2;2018;10:45;14.5;3.5;10.46
Fri;2;2;2018;11:00;15.5;3.51;9.47
Fri;2;2;2018;11:15;15.5;3.51;9.5
Fri;2;2;2018;11:30;15.5;3.52;10.45
Fri;2;2;2018;11:45;16.0;4.53;10.17
Fri;2;2;2018;12:00;25.0;4.53;10.17
Fri;2;2;2018;12:15;15.7;4.53;10.17
Fri;2;2;2018;12:30;15.7;4.53;10.17
Fri;2;2;2018;12:45;15.7;4.53;10.17
Fri;2;2;2018;13:00;15.7;4.53;10.17
Fri;2;2;2018;13:15;15.7;4.53;10.17
Fri;2;2;2018;13:30;15.7;4.53;10.17
Fri;2;2;2018;13:45;15.7;4.53;10.17
Fri;2;2;2018;14:00;15.7;4.53;10.17
Fri;2;2;2018;14:15;15.7;4.53;10.17
Fri;2;2;2018;14:30;15.7;4.53;10.17
Fri;2;2;2018;14:45;6.0;3.04;8.47
Fri;2;2;2018;15:00;16.5;3.04;8.47
Fri;2;2;2018;15:15;16.5;3.04;8.47
Fri;2;2;2018;15:30;12.0;2.92;7.82
Fri;2;2;2018;15:45;15.0;3.53;9.46
Fri;2;2;2018;16:00;15.0;3.56;10.48
Fri;2;2;2018;16:15;15.0;3.59;9.44
Fri;2;2;2018;16:30;15.0;4.21;9.82
Fri;2;2;2018;16:45;25.0;4.21;9.82
Fri;2;2;2018;17:00;13.0;4.21;9.82
Fri;2;2;2018;17:15;13.0;4.21;9.82
Fri;2;2;2018;17:30;13.0;4.21;9.82
Fri;2;2;2018;17:45;16.0;7.47;12.7
Fri;2;2;2018;18:00;28.0;7.47;12.7
Fri;2;2;2018;18:15;5.0;1.21;3.25
Fri;2;2;2018;18:30;14.0;3.46;9.47
Fri;2;2;2018;18:45;15.0;3.48;10.48
Fri;2;2;2018;19:00;14.0;3.46;9.46
Fri;2;2;2018;19:15;14.0;3.47;9.48
Fri;2;2;2018;19:30;15.0;4.76;12.9
Fri;2;2;2018;19:45;23.5;4.76;12.9
Fri;2;2;2018;20:00;6.0;3.57;9.21
Fri;2;2;2018;20:15;14.79;3.57;9.21
Fri;2;2;2018;20:30;14.79;3.57;9.21
Fri;2;2;2018;20:45;14.79;3.57;9.21
Fri;2;2;2018;21:00;14.79;3.57;9.21
Fri;2;2;2018;21:15;14.79;3.57;9.21
Fri;2;2;2018;21:30;14.79;3.57;9.21
Fri;2;2;2018;21:45;14.79;3.57;9.21
Fri;2;2;2018;22:00;12.0;2.9;7.63
Fri;2;2;2018;22:15;14.0;3.58;9.46
Fri;2;2;2018;22:30;14.0;3.56;9.46
Fri;2;2;2018;22:45;15.0;3.58;10.49
Fri;2;2;2018;23:00;14.0;3.56;9.45
Fri;2;2;2018;23:15;14.0;3.58;9.47
Fri;2;2;2018;23:30;15.0;3.59;9.46
Fri;2;2;2018;23:45;14.0;3.57;9.46
Sat;3;2;2018;00:00;14.0;3.57;10.46
Sat;3;2;2018;00:15;14.0;3.57;9.47
Sat;3;2;2018;00:30;14.5;3.58;9.44
Sat;3;2;2018;00:45;14.5;3.57;9.46
Sat;3;2;2018;01:00;14.0;3.57;10.44
Sat;3;2;2018;01:15;14.0;3.58;9.47
Sat;3;2;2018;01:30;14.5;3.58;9.45
Sat;3;2;2018;01:45;14.5;3.57;9.44
Sat;3;2;2018;02:00;14.0;3.58;10.47
Sat;3;2;2018;02:15;14.5;3.62;9.79
Sat;3;2;2018;02:30;14.63;3.62;9.79
Sat;3;2;2018;02:45;14.63;3.62;9.79
Sat;3;2;2018;03:00;14.63;3.62;9.79
Sat;3;2;2018;03:15;14.63;3.62;9.79
Sat;3;2;2018;03:30;13.0;3.32;8.76
Sat;3;2;2018;03:45;14.0;3.57;9.68
Sat;3;2;2018;04:00;14.5;3.57;9.68
Sat;3;2;2018;04:15;14.5;3.57;9.68
Sat;3;2;2018;04:30;14.5;3.57;9.68
Sat;3;2;2018;04:45;14.5;3.57;9.68
Sat;3;2;2018;05:00;17.75;3.57;9.68
Sat;3;2;2018;05:15;17.75;3.57;9.68
Sat;3;2;2018;05:30;11.83;3.57;9.68
Sat;3;2;2018;05:45;11.83;3.57;9.68
Sat;3;2;2018;06:00;11.83;3.57;9.68
Sat;3;2;2018;06:15;14.0;4.61;12.73
Sat;3;2;2018;06:30;23.0;4.61;12.73
Sat;3;2;2018;06:45;5.0;3.07;8.47
Sat;3;2;2018;07:00;15.75;3.07;8.47
Sat;3;2;2018;07:15;15.75;3.07;8.47
Sat;3;2;2018;07:30;12.0;2.92;7.73
Sat;3;2;2018;07:45;13.5;3.57;9.46
Sat;3;2;2018;08:00;15.0;3.57;9.49
Sat;3;2;2018;08:15;14.0;3.57;10.49
