weekday;day;month;year;time;EA+ GERAL MAT (KWh);EA+ AVAC IT MAT (KWh);EA+ IT MAT (KWh)
Fri;1;1;2016;00:00;44.0;8.56;37.78
Fri;1;1;2016;00:15;44.0;8.17;37.83
Fri;1;1;2016;00:30;45.0;8.15;38.8
Fri;1;1;2016;00:45;44.0;8.17;37.8
Fri;1;1;2016;01:00;44.0;8.16;37.71
Fri;1;1;2016;01:15;45.0;8.21;37.74
Fri;1;1;2016;01:30;43.0;8.2;38.76
Fri;1;1;2016;01:45;45.0;8.18;37.77
Fri;1;1;2016;02:00;44.0;8.17;37.76
Fri;1;1;2016;02:15;44.0;8.19;38.76
Fri;1;1;2016;02:30;45.0;8.72;37.66
Fri;1;1;2016;02:45;46.0;9.92;37.64
Fri;1;1;2016;03:00;46.0;9.92;37.63
Fri;1;1;2016;03:15;47.0;10.27;39.9
Fri;1;1;2016;03:30;44.0;9.59;36.38
Fri;1;1;2016;03:45;46.0;9.92;37.63
Fri;1;1;2016;04:00;45.0;8.36;38.63
Fri;1;1;2016;04:15;43.0;8.14;37.52
Fri;1;1;2016;04:30;45.0;8.13;37.71
Fri;1;1;2016;04:45;44.0;8.11;38.5
Fri;1;1;2016;05:00;44.0;8.18;37.58
Fri;1;1;2016;05:15;44.0;8.19;37.57
Fri;1;1;2016;05:30;44.0;8.18;37.51
Fri;1;1;2016;05:45;44.0;8.18;38.57
Fri;1;1;2016;06:00;44.0;8.18;37.53
Fri;1;1;2016;06:15;44.0;8.15;37.49
Fri;1;1;2016;06:30;44.0;8.21;38.54
Fri;1;1;2016;06:45;47.0;11.09;37.6
Fri;1;1;2016;07:00;49.0;12.8;37.53
Fri;1;1;2016;07:15;48.0;12.83;37.56
Fri;1;1;2016;07:30;49.0;12.81;38.63
Fri;1;1;2016;07:45;49.0;13.1;37.55
Fri;1;1;2016;08:00;49.0;12.74;37.65
Fri;1;1;2016;08:15;50.0;13.77;38.74
Fri;1;1;2016;08:30;50.0;13.88;37.84
Fri;1;1;2016;08:45;49.0;13.21;37.68
Fri;1;1;2016;09:00;51.0;14.88;38.65
Fri;1;1;2016;09:15;49.0;13.18;37.87
Fri;1;1;2016;09:30;51.0;14.64;37.88
Fri;1;1;2016;09:45;48.0;12.54;38.72
Fri;1;1;2016;10:00;52.0;15.11;37.86
Fri;1;1;2016;10:15;50.0;14.17;37.84
Fri;1;1;2016;10:30;52.0;15.2;38.93
Fri;1;1;2016;10:45;51.0;15.34;37.82
Fri;1;1;2016;11:00;52.0;15.35;37.84
Fri;1;1;2016;11:15;52.0;15.36;39.04
Fri;1;1;2016;11:30;51.0;15.33;38.04
Fri;1;1;2016;11:45;52.0;15.34;37.9
Fri;1;1;2016;12:00;51.0;15.35;39.05
Fri;1;1;2016;12:15;53.0;16.24;38.06
Fri;1;1;2016;12:30;53.0;16.24;38.03
Fri;1;1;2016;12:45;52.0;16.32;38.95
Fri;1;1;2016;13:00;53.0;16.31;37.91
Fri;1;1;2016;13:15;52.0;15.75;38.05
Fri;1;1;2016;13:30;52.0;15.23;39.09
Fri;1;1;2016;13:45;51.0;15.48;37.88
Fri;1;1;2016;14:00;51.0;15.06;37.9
Fri;1;1;2016;14:15;52.0;15.51;39.03
Fri;1;1;2016;14:30;52.0;15.49;38.07
Fri;1;1;2016;14:45;52.0;15.53;37.87
Fri;1;1;2016;15:00;51.0;15.16;39.1
Fri;1;1;2016;15:15;50.0;13.53;38.03
Fri;1;1;2016;15:30;49.0;12.79;39.02
Fri;1;1;2016;15:45;49.0;12.06;37.85
Fri;1;1;2016;16:00;48.0;12.4;38.08
Fri;1;1;2016;16:15;48.0;11.65;39.13
Fri;1;1;2016;16:30;49.0;12.74;37.86
Fri;1;1;2016;16:45;48.0;11.64;37.94
Fri;1;1;2016;17:00;49.0;12.87;38.89
Fri;1;1;2016;17:15;48.0;11.63;37.96
Fri;1;1;2016;17:30;49.0;13.1;37.97
Fri;1;1;2016;17:45;48.0;11.31;37.82
Fri;1;1;2016;18:00;48.0;12.44;38.93
Fri;1;1;2016;18:15;48.0;11.54;37.88
Fri;1;1;2016;18:30;49.0;12.31;37.98
Fri;1;1;2016;18:45;48.0;11.93;38.88
Fri;1;1;2016;19:00;47.0;11.47;38.02
Fri;1;1;2016;19:15;48.0;12.33;37.83
Fri;1;1;2016;19:30;48.0;11.36;37.92
Fri;1;1;2016;19:45;48.0;11.36;38.84
Fri;1;1;2016;20:00;47.0;11.41;37.92
Fri;1;1;2016;20:15;48.0;12.23;37.88
Fri;1;1;2016;20:30;48.0;11.36;38.91
Fri;1;1;2016;20:45;47.0;11.39;37.85
Fri;1;1;2016;21:00;48.0;11.38;37.85
Fri;1;1;2016;21:15;47.0;11.39;38.86
Fri;1;1;2016;21:30;48.0;11.35;37.9
Fri;1;1;2016;21:45;46.0;10.09;37.91
Fri;1;1;2016;22:00;47.0;10.97;37.89
Fri;1;1;2016;22:15;48.0;11.25;38.9
Fri;1;1;2016;22:30;47.0;10.7;37.86
Fri;1;1;2016;22:45;46.0;10.22;37.95
Fri;1;1;2016;23:00;46.0;10.68;38.78
Fri;1;1;2016;23:15;48.0;11.17;37.98
Fri;1;1;2016;23:30;46.0;10.43;37.76
Fri;1;1;2016;23:45;47.0;10.18;37.8
Sat;2;1;2016;00:00;48.0;10.83;39.97
Sat;2;1;2016;00:15;45.0;10.11;36.69
Sat;2;1;2016;00:30;46.0;10.53;37.78
Sat;2;1;2016;00:45;46.0;10.01;38.74
Sat;2;1;2016;01:00;47.0;10.99;37.75
Sat;2;1;2016;01:15;47.0;10.21;37.74
Sat;2;1;2016;01:30;46.0;9.97;37.78
Sat;2;1;2016;01:45;46.0;9.96;38.75
Sat;2;1;2016;02:00;46.0;10.1;37.63
Sat;2;1;2016;02:15;45.0;9.99;37.7
Sat;2;1;2016;02:30;46.0;9.99;38.67
Sat;2;1;2016;02:45;47.0;10.01;37.73
Sat;2;1;2016;03:00;45.0;9.99;37.6
Sat;2;1;2016;03:15;45.0;8.63;38.7
Sat;2;1;2016;03:30;44.0;8.24;37.62
Sat;2;1;2016;03:45;44.0;8.26;37.57
Sat;2;1;2016;04:00;45.0;8.26;37.63
Sat;2;1;2016;04:15;44.0;8.24;38.56
Sat;2;1;2016;04:30;44.0;8.24;37.53
Sat;2;1;2016;04:45;44.0;8.26;37.6
Sat;2;1;2016;05:00;44.0;8.39;38.54
Sat;2;1;2016;05:15;46.0;9.86;37.62
Sat;2;1;2016;05:30;46.0;10.27;37.55
Sat;2;1;2016;05:45;45.0;10.02;38.57
Sat;2;1;2016;06:00;46.0;9.97;37.59
Sat;2;1;2016;06:15;46.0;9.98;37.62
Sat;2;1;2016;06:30;46.0;9.93;37.53
Sat;2;1;2016;06:45;46.0;9.96;38.55
Sat;2;1;2016;07:00;46.0;9.95;37.59
Sat;2;1;2016;07:15;46.0;9.96;37.52
Sat;2;1;2016;07:30;45.0;9.46;38.47
Sat;2;1;2016;07:45;44.0;8.27;37.49
Sat;2;1;2016;08:00;44.0;8.25;37.54
Sat;2;1;2016;08:15;44.0;8.23;37.57
Sat;2;1;2016;08:30;44.0;8.2;38.55
Sat;2;1;2016;08:45;45.0;8.21;37.53
Sat;2;1;2016;09:00;44.0;8.2;37.6
Sat;2;1;2016;09:15;44.0;8.26;38.72
Sat;2;1;2016;09:30;45.0;8.24;37.5
Sat;2;1;2016;09:45;44.0;8.24;37.7
Sat;2;1;2016;10:00;44.0;8.21;38.64
Sat;2;1;2016;10:15;46.0;9.12;37.79
Sat;2;1;2016;10:30;46.0;9.88;37.92
Sat;2;1;2016;10:45;47.0;10.51;38.84
Sat;2;1;2016;11:00;46.0;10.71;37.74
Sat;2;1;2016;11:15;47.0;11.19;37.8
Sat;2;1;2016;11:30;47.0;9.96;37.8
Sat;2;1;2016;11:45;47.0;11.31;38.79
Sat;2;1;2016;12:00;47.0;11.3;37.91
Sat;2;1;2016;12:15;48.0;11.3;37.86
Sat;2;1;2016;12:30;47.0;11.3;38.8
Sat;2;1;2016;12:45;48.0;11.25;37.78
Sat;2;1;2016;13:00;47.0;11.33;37.9
Sat;2;1;2016;13:15;48.0;11.35;38.8
Sat;2;1;2016;13:30;49.0;11.77;39.14
Sat;2;1;2016;13:45;47.0;11.56;36.58
Sat;2;1;2016;14:00;48.0;11.85;37.95
Sat;2;1;2016;14:15;47.0;11.29;38.89
Sat;2;1;2016;14:30;49.0;12.22;37.93
Sat;2;1;2016;14:45;48.0;11.59;37.9
Sat;2;1;2016;15:00;49.0;13.4;38.99
Sat;2;1;2016;15:15;48.0;11.7;37.84
Sat;2;1;2016;15:30;47.0;10.97;37.92
Sat;2;1;2016;15:45;50.0;13.68;38.01
Sat;2;1;2016;16:00;47.0;10.74;38.9
Sat;2;1;2016;16:15;50.0;13.51;38.05
Sat;2;1;2016;16:30;47.0;10.78;37.88
Sat;2;1;2016;16:45;50.0;13.67;39.01
Sat;2;1;2016;17:00;46.0;10.87;37.92
Sat;2;1;2016;17:15;50.0;12.9;37.98
Sat;2;1;2016;17:30;47.0;11.34;38.91
Sat;2;1;2016;17:45;48.0;11.78;37.9
Sat;2;1;2016;18:00;48.0;11.82;37.95
Sat;2;1;2016;18:15;48.0;11.28;37.99
Sat;2;1;2016;18:30;49.0;12.7;38.92
Sat;2;1;2016;18:45;47.0;10.6;37.92
Sat;2;1;2016;19:00;47.0;11.79;37.89
Sat;2;1;2016;19:15;47.0;10.78;38.95
Sat;2;1;2016;19:30;47.0;10.54;37.87
Sat;2;1;2016;19:45;47.0;10.65;37.93
Sat;2;1;2016;20:00;47.0;11.33;38.84
Sat;2;1;2016;20:15;48.0;11.09;37.98
Sat;2;1;2016;20:30;46.0;10.54;37.9
Sat;2;1;2016;20:45;46.0;9.95;37.84
Sat;2;1;2016;21:00;47.0;10.13;38.95
Sat;2;1;2016;21:15;47.0;10.96;37.88
Sat;2;1;2016;21:30;46.0;9.89;37.94
Sat;2;1;2016;21:45;47.0;10.48;38.86
Sat;2;1;2016;22:00;46.0;10.29;37.96
Sat;2;1;2016;22:15;46.0;9.95;38.02
Sat;2;1;2016;22:30;46.0;9.91;37.84
Sat;2;1;2016;22:45;46.0;9.91;38.85
Sat;2;1;2016;23:00;47.0;10.0;37.87
Sat;2;1;2016;23:15;46.0;9.88;37.81
Sat;2;1;2016;23:30;46.0;9.87;38.99
Sat;2;1;2016;23:45;45.0;9.86;37.92
Sun;3;1;2016;00:00;46.0;9.84;37.8
Sun;3;1;2016;00:15;46.0;9.92;38.84
Sun;3;1;2016;00:30;46.0;9.94;37.76
Sun;3;1;2016;00:45;46.0;9.98;37.73
Sun;3;1;2016;01:00;46.0;9.95;37.79
Sun;3;1;2016;01:15;46.0;9.88;38.72
Sun;3;1;2016;01:30;46.0;9.9;37.81
Sun;3;1;2016;01:45;46.0;9.92;37.82
Sun;3;1;2016;02:00;46.0;9.92;38.76
Sun;3;1;2016;02:15;46.0;9.87;37.74
Sun;3;1;2016;02:30;46.0;9.85;37.71
Sun;3;1;2016;02:45;46.0;9.86;37.66
Sun;3;1;2016;03:00;48.0;11.11;40.02
Sun;3;1;2016;03:15;45.0;9.73;36.46
Sun;3;1;2016;03:30;46.0;9.89;37.73
Sun;3;1;2016;03:45;46.0;9.9;38.64
Sun;3;1;2016;04:00;45.0;9.89;37.65
Sun;3;1;2016;04:15;46.0;9.9;37.6
Sun;3;1;2016;04:30;47.0;10.94;37.7
Sun;3;1;2016;04:45;46.0;9.88;38.58
Sun;3;1;2016;05:00;47.0;10.99;37.7
Sun;3;1;2016;05:15;46.0;10.35;37.6
Sun;3;1;2016;05:30;46.0;10.28;38.63
Sun;3;1;2016;05:45;48.0;12.18;37.71
Sun;3;1;2016;06:00;47.0;10.67;37.54
Sun;3;1;2016;06:15;49.0;12.91;37.7
Sun;3;1;2016;06:30;46.0;10.77;38.53
Sun;3;1;2016;06:45;49.0;12.75;37.62
Sun;3;1;2016;07:00;48.0;11.6;37.63
Sun;3;1;2016;07:15;47.0;11.68;38.51
Sun;3;1;2016;07:30;47.0;11.25;37.61
Sun;3;1;2016;07:45;48.0;12.22;37.54
Sun;3;1;2016;08:00;48.0;11.77;37.63
Sun;3;1;2016;08:15;49.0;12.65;38.79
Sun;3;1;2016;08:30;47.0;11.61;37.61
Sun;3;1;2016;08:45;48.0;11.39;37.53
Sun;3;1;2016;09:00;47.0;11.59;38.68
Sun;3;1;2016;09:15;50.0;13.11;37.66
Sun;3;1;2016;09:30;47.0;11.26;37.58
Sun;3;1;2016;09:45;47.0;11.66;38.75
Sun;3;1;2016;10:00;48.0;11.68;37.62
Sun;3;1;2016;10:15;48.0;11.79;37.76
Sun;3;1;2016;10:30;48.0;12.33;37.67
Sun;3;1;2016;10:45;49.0;12.65;38.77
Sun;3;1;2016;11:00;48.0;12.33;37.79
Sun;3;1;2016;11:15;52.0;14.55;37.91
Sun;3;1;2016;11:30;48.0;11.86;38.84
Sun;3;1;2016;11:45;50.0;14.22;37.84
Sun;3;1;2016;12:00;49.0;13.07;37.85
Sun;3;1;2016;12:15;49.0;12.97;37.94
Sun;3;1;2016;12:30;52.0;15.33;38.9
Sun;3;1;2016;12:45;51.0;15.36;37.97
Sun;3;1;2016;13:00;51.0;14.76;37.9
Sun;3;1;2016;13:15;48.0;11.55;38.92
Sun;3;1;2016;13:30;51.0;14.91;37.97
Sun;3;1;2016;13:45;51.0;14.89;37.98
Sun;3;1;2016;14:00;51.0;13.82;38.88
Sun;3;1;2016;14:15;51.0;15.42;37.94
Sun;3;1;2016;14:30;52.0;15.41;37.95
Sun;3;1;2016;14:45;49.0;13.3;37.97
Sun;3;1;2016;15:00;52.0;15.02;38.96
Sun;3;1;2016;15:15;50.0;13.96;38.04
Sun;3;1;2016;15:30;49.0;13.56;37.96
Sun;3;1;2016;15:45;51.0;14.11;39.04
Sun;3;1;2016;16:00;52.0;15.44;38.05
Sun;3;1;2016;16:15;49.0;12.91;37.9
Sun;3;1;2016;16:30;51.0;15.16;38.95
Sun;3;1;2016;16:45;49.0;12.16;38.0
Sun;3;1;2016;17:00;49.0;12.6;38.03
Sun;3;1;2016;17:15;51.0;15.29;38.03
Sun;3;1;2016;17:30;50.0;13.05;39.08
Sun;3;1;2016;17:45;48.0;11.97;37.97
Sun;3;1;2016;18:00;52.0;15.35;38.01
Sun;3;1;2016;18:15;50.0;14.44;39.1
Sun;3;1;2016;18:30;50.0;13.54;37.94
Sun;3;1;2016;18:45;51.0;14.22;38.03
Sun;3;1;2016;19:00;50.0;14.05;39.02
Sun;3;1;2016;19:15;52.0;15.43;38.03
Sun;3;1;2016;19:30;49.0;12.82;37.97
Sun;3;1;2016;19:45;51.0;15.06;38.03
Sun;3;1;2016;20:00;51.0;14.71;39.03
Sun;3;1;2016;20:15;49.0;12.96;38.01
Sun;3;1;2016;20:30;52.0;15.39;38.06
Sun;3;1;2016;20:45;51.0;14.74;38.99
Sun;3;1;2016;21:00;50.0;13.88;37.94
Sun;3;1;2016;21:15;52.0;15.47;38.05
Sun;3;1;2016;21:30;52.0;15.49;38.97
Sun;3;1;2016;21:45;52.0;15.52;37.93
Sun;3;1;2016;22:00;49.0;13.2;37.95
Sun;3;1;2016;22:15;52.0;15.24;38.04
Sun;3;1;2016;22:30;49.0;13.44;38.97
Sun;3;1;2016;22:45;51.0;14.5;38.03
Sun;3;1;2016;23:00;51.0;14.51;38.0
Sun;3;1;2016;23:15;50.0;13.78;38.88
Sun;3;1;2016;23:30;52.0;15.4;37.91
Sun;3;1;2016;23:45;51.0;13.61;39.34
Mon;4;1;2016;00:00;49.0;14.74;36.56
Mon;4;1;2016;00:15;52.0;15.41;38.85
Mon;4;1;2016;00:30;49.0;12.9;37.92
Mon;4;1;2016;00:45;51.0;14.88;37.95
Mon;4;1;2016;01:00;50.0;14.05;38.76
Mon;4;1;2016;01:15;51.0;14.27;37.91
Mon;4;1;2016;01:30;48.0;12.83;37.79
Mon;4;1;2016;01:45;51.0;14.48;38.83
Mon;4;1;2016;02:00;49.0;13.32;37.83
Mon;4;1;2016;02:15;50.0;14.27;37.75
Mon;4;1;2016;02:30;50.0;13.23;37.78
Mon;4;1;2016;02:45;51.0;15.41;38.79
Mon;4;1;2016;03:00;49.0;12.48;37.75
Mon;4;1;2016;03:15;48.0;12.81;37.77
Mon;4;1;2016;03:30;49.0;12.74;38.67
Mon;4;1;2016;03:45;52.0;15.05;37.81
Mon;4;1;2016;04:00;49.0;13.64;37.66
Mon;4;1;2016;04:15;47.0;11.58;38.7
Mon;4;1;2016;04:30;51.0;14.89;37.67
Mon;4;1;2016;04:45;52.0;15.35;37.79
Mon;4;1;2016;05:00;48.0;12.55;37.72
Mon;4;1;2016;05:15;50.0;14.25;38.65
Mon;4;1;2016;05:30;50.0;13.99;37.65
Mon;4;1;2016;05:45;50.0;13.62;37.72
Mon;4;1;2016;06:00;48.0;12.47;38.72
Mon;4;1;2016;06:15;51.0;14.51;37.66
Mon;4;1;2016;06:30;49.0;13.49;37.77
Mon;4;1;2016;06:45;49.0;12.33;38.58
Mon;4;1;2016;07:00;50.0;14.61;37.71
Mon;4;1;2016;07:15;50.0;13.95;37.69
Mon;4;1;2016;07:30;49.0;13.13;37.61
Mon;4;1;2016;07:45;51.0;14.72;38.73
Mon;4;1;2016;08:00;49.0;12.36;37.68
Mon;4;1;2016;08:15;50.0;14.78;37.81
Mon;4;1;2016;08:30;49.0;12.35;38.78
Mon;4;1;2016;08:45;51.0;15.0;37.9
Mon;4;1;2016;09:00;51.0;14.75;37.78
Mon;4;1;2016;09:15;49.0;12.42;37.87
Mon;4;1;2016;09:30;52.0;15.13;38.85
Mon;4;1;2016;09:45;49.0;13.39;37.89
Mon;4;1;2016;10:00;50.0;13.41;37.93
Mon;4;1;2016;10:15;51.0;15.27;39.01
Mon;4;1;2016;10:30;53.0;15.26;37.99
Mon;4;1;2016;10:45;51.0;15.28;38.02
Mon;4;1;2016;11:00;49.0;12.58;38.9
Mon;4;1;2016;11:15;52.0;15.24;37.99
Mon;4;1;2016;11:30;51.0;15.28;38.12
Mon;4;1;2016;11:45;52.0;15.23;37.92
Mon;4;1;2016;12:00;50.0;14.03;39.1
Mon;4;1;2016;12:15;51.0;14.16;37.98
Mon;4;1;2016;12:30;51.0;15.26;38.15
Mon;4;1;2016;12:45;52.0;15.28;39.09
Mon;4;1;2016;13:00;49.0;12.88;38.05
Mon;4;1;2016;13:15;52.0;15.81;37.99
Mon;4;1;2016;13:30;51.0;14.1;38.97
Mon;4;1;2016;13:45;49.0;13.34;38.02
Mon;4;1;2016;14:00;53.0;16.58;37.96
Mon;4;1;2016;14:15;50.0;13.4;39.18
Mon;4;1;2016;14:30;53.0;17.13;37.96
Mon;4;1;2016;14:45;50.0;13.47;38.13
Mon;4;1;2016;15:00;53.0;16.21;39.07
Mon;4;1;2016;15:15;50.0;13.39;38.15
Mon;4;1;2016;15:30;51.0;15.08;38.06
Mon;4;1;2016;15:45;52.0;15.27;39.08
Mon;4;1;2016;16:00;51.0;14.29;38.11
Mon;4;1;2016;16:15;49.0;12.88;38.04
Mon;4;1;2016;16:30;50.0;13.55;38.01
Mon;4;1;2016;16:45;49.0;12.5;39.1
Mon;4;1;2016;17:00;51.0;14.53;38.05
Mon;4;1;2016;17:15;49.0;13.47;38.01
Mon;4;1;2016;17:30;50.0;12.84;39.08
Mon;4;1;2016;17:45;51.0;14.57;38.05
Mon;4;1;2016;18:00;49.0;13.41;38.03
Mon;4;1;2016;18:15;51.0;14.53;39.03
Mon;4;1;2016;18:30;51.0;14.28;38.06
Mon;4;1;2016;18:45;49.0;12.49;38.03
Mon;4;1;2016;19:00;49.0;13.29;38.02
Mon;4;1;2016;19:15;50.0;13.16;39.05
Mon;4;1;2016;19:30;48.0;11.34;37.96
Mon;4;1;2016;19:45;48.0;12.13;38.04
Mon;4;1;2016;20:00;48.0;11.66;39.07
Mon;4;1;2016;20:15;49.0;11.69;37.95
Mon;4;1;2016;20:30;49.0;11.81;39.29
Mon;4;1;2016;20:45;46.0;10.92;37.73
Mon;4;1;2016;21:00;47.0;10.78;38.02
Mon;4;1;2016;21:15;47.0;10.57;37.95
Mon;4;1;2016;21:30;47.0;10.77;37.97
Mon;4;1;2016;21:45;47.0;10.67;39.0
Mon;4;1;2016;22:00;48.0;11.03;38.05
Mon;4;1;2016;22:15;49.0;12.43;37.92
Mon;4;1;2016;22:30;47.0;11.51;38.97
Mon;4;1;2016;22:45;48.0;11.53;37.94
Mon;4;1;2016;23:00;48.0;12.1;38.0
Mon;4;1;2016;23:15;47.0;10.27;37.86
Mon;4;1;2016;23:30;47.0;10.61;38.87
Mon;4;1;2016;23:45;47.0;10.92;37.83
Tue;5;1;2016;00:00;46.0;9.82;37.81
Tue;5;1;2016;00:15;45.0;9.84;38.78
Tue;5;1;2016;00:30;48.0;11.21;37.8
Tue;5;1;2016;00:45;47.0;10.59;37.93
Tue;5;1;2016;01:00;46.0;9.88;38.56
Tue;5;1;2016;01:15;46.0;9.89;37.73
Tue;5;1;2016;01:30;46.0;9.88;37.7
Tue;5;1;2016;01:45;46.0;9.92;37.65
Tue;5;1;2016;02:00;46.0;10.38;38.73
Tue;5;1;2016;02:15;46.0;9.93;37.57
Tue;5;1;2016;02:30;46.0;9.93;37.58
Tue;5;1;2016;02:45;46.0;9.95;38.64
Tue;5;1;2016;03:00;46.0;9.92;37.48
Tue;5;1;2016;03:15;45.0;9.95;37.61
Tue;5;1;2016;03:30;47.0;9.95;37.58
Tue;5;1;2016;03:45;45.0;9.95;38.55
Tue;5;1;2016;04:00;46.0;9.97;37.57
Tue;5;1;2016;04:15;46.0;9.99;37.57
Tue;5;1;2016;04:30;46.0;9.98;38.56
Tue;5;1;2016;04:45;46.0;9.99;37.53
Tue;5;1;2016;05:00;46.0;9.97;37.58
Tue;5;1;2016;05:15;46.0;9.99;37.51
Tue;5;1;2016;05:30;46.0;9.97;38.52
Tue;5;1;2016;05:45;45.0;9.1;37.45
Tue;5;1;2016;06:00;44.0;8.16;37.49
Tue;5;1;2016;06:15;44.0;8.13;38.55
Tue;5;1;2016;06:30;44.0;8.12;37.7
Tue;5;1;2016;06:45;44.0;8.1;37.49
Tue;5;1;2016;07:00;44.0;8.14;37.57
Tue;5;1;2016;07:15;44.0;8.14;38.52
Tue;5;1;2016;07:30;45.0;8.18;37.59
Tue;5;1;2016;07:45;45.0;9.66;37.66
Tue;5;1;2016;08:00;46.0;9.89;38.64
Tue;5;1;2016;08:15;46.0;9.88;37.87
Tue;5;1;2016;08:30;46.0;9.79;37.54
Tue;5;1;2016;08:45;45.0;9.64;37.66
Tue;5;1;2016;09:00;45.0;8.11;38.6
Tue;5;1;2016;09:15;44.0;8.11;37.68
Tue;5;1;2016;09:30;45.0;8.1;37.81
Tue;5;1;2016;09:45;44.0;8.09;38.74
Tue;5;1;2016;10:00;47.0;8.47;39.37
Tue;5;1;2016;10:15;43.0;7.78;36.27
Tue;5;1;2016;10:30;46.0;9.07;38.8
Tue;5;1;2016;10:45;49.0;9.82;37.88
Tue;5;1;2016;11:00;48.0;9.78;37.8
Tue;5;1;2016;11:15;48.0;9.79;37.87
Tue;5;1;2016;11:30;48.0;9.77;38.96
Tue;5;1;2016;11:45;48.0;9.8;37.96
Tue;5;1;2016;12:00;48.0;9.85;37.93
Tue;5;1;2016;12:15;48.0;9.89;38.9
Tue;5;1;2016;12:30;48.0;9.86;37.79
Tue;5;1;2016;12:45;47.0;9.94;38.1
Tue;5;1;2016;13:00;46.0;9.88;39.02
Tue;5;1;2016;13:15;46.0;9.9;37.95
Tue;5;1;2016;13:30;46.0;9.89;37.82
Tue;5;1;2016;13:45;46.0;9.89;38.8
Tue;5;1;2016;14:00;47.0;9.83;37.91
Tue;5;1;2016;14:15;46.0;9.85;37.87
Tue;5;1;2016;14:30;46.0;9.19;37.94
Tue;5;1;2016;14:45;46.0;8.14;38.9
Tue;5;1;2016;15:00;45.0;8.14;37.73
Tue;5;1;2016;15:15;44.0;8.12;37.69
Tue;5;1;2016;15:30;45.0;8.14;38.63
Tue;5;1;2016;15:45;45.0;8.17;37.78
Tue;5;1;2016;16:00;45.0;8.15;37.64
Tue;5;1;2016;16:15;45.0;8.15;38.72
Tue;5;1;2016;16:30;45.0;8.18;37.81
Tue;5;1;2016;16:45;44.0;8.15;37.54
Tue;5;1;2016;17:00;44.0;8.18;37.69
Tue;5;1;2016;17:15;44.0;8.17;38.81
Tue;5;1;2016;17:30;44.0;8.11;37.64
Tue;5;1;2016;17:45;45.0;8.11;37.78
Tue;5;1;2016;18:00;44.0;8.11;38.77
Tue;5;1;2016;18:15;44.0;8.13;37.67
Tue;5;1;2016;18:30;44.0;8.16;37.74
Tue;5;1;2016;18:45;45.0;8.16;37.7
Tue;5;1;2016;19:00;44.0;8.14;38.75
Tue;5;1;2016;19:15;46.0;9.62;37.68
Tue;5;1;2016;19:30;46.0;9.89;37.71
Tue;5;1;2016;19:45;46.0;9.93;38.72
Tue;5;1;2016;20:00;46.0;9.94;37.75
Tue;5;1;2016;20:15;44.0;8.36;37.63
Tue;5;1;2016;20:30;44.0;8.2;38.53
Tue;5;1;2016;20:45;44.0;8.23;37.64
Tue;5;1;2016;21:00;45.0;8.26;37.65
Tue;5;1;2016;21:15;44.0;8.29;37.59
Tue;5;1;2016;21:30;44.0;8.28;38.53
Tue;5;1;2016;21:45;44.0;8.28;37.66
Tue;5;1;2016;22:00;45.0;8.22;37.54
Tue;5;1;2016;22:15;44.0;8.25;38.57
Tue;5;1;2016;22:30;44.0;8.28;37.53
Tue;5;1;2016;22:45;44.0;8.32;37.53
Tue;5;1;2016;23:00;45.0;8.28;38.57
Tue;5;1;2016;23:15;44.0;8.25;37.51
Tue;5;1;2016;23:30;46.0;8.51;38.85
Tue;5;1;2016;23:45;42.0;7.89;36.17
Wed;6;1;2016;00:00;44.0;8.17;38.52
Wed;6;1;2016;00:15;44.0;8.24;37.46
Wed;6;1;2016;00:30;44.0;8.25;37.47
Wed;6;1;2016;00:45;44.0;8.29;38.44
Wed;6;1;2016;01:00;44.0;8.28;37.38
Wed;6;1;2016;01:15;44.0;8.29;37.38
Wed;6;1;2016;01:30;44.0;8.31;37.35
Wed;6;1;2016;01:45;44.0;8.32;38.31
Wed;6;1;2016;02:00;45.0;8.33;37.38
Wed;6;1;2016;02:15;43.0;8.27;37.26
Wed;6;1;2016;02:30;44.0;8.25;38.32
Wed;6;1;2016;02:45;44.0;8.25;37.38
Wed;6;1;2016;03:00;44.0;8.2;37.33
Wed;6;1;2016;03:15;44.0;8.18;37.22
Wed;6;1;2016;03:30;43.0;8.19;38.25
Wed;6;1;2016;03:45;44.0;8.19;37.28
Wed;6;1;2016;04:00;44.0;8.2;37.27
Wed;6;1;2016;04:15;44.0;8.2;38.23
Wed;6;1;2016;04:30;44.0;8.2;37.26
Wed;6;1;2016;04:45;43.0;8.18;37.27
Wed;6;1;2016;05:00;44.0;8.2;37.26
Wed;6;1;2016;05:15;44.0;8.18;38.26
Wed;6;1;2016;05:30;44.0;8.16;37.2
Wed;6;1;2016;05:45;44.0;8.22;37.23
Wed;6;1;2016;06:00;43.0;8.16;38.22
Wed;6;1;2016;06:15;44.0;8.23;37.22
Wed;6;1;2016;06:30;44.0;8.28;37.14
Wed;6;1;2016;06:45;44.0;8.28;38.3
Wed;6;1;2016;07:00;44.0;8.25;37.12
Wed;6;1;2016;07:15;44.0;8.24;37.2
Wed;6;1;2016;07:30;43.0;8.16;37.29
Wed;6;1;2016;07:45;44.0;8.16;38.32
Wed;6;1;2016;08:00;44.0;8.17;37.37
Wed;6;1;2016;08:15;44.0;8.21;37.3
Wed;6;1;2016;08:30;44.0;8.22;38.38
Wed;6;1;2016;08:45;44.0;8.2;37.37
