weekday;day;month;year;time;CONSUMO_TOTAL ALF1P-1;AVAC ALF1P-1;IT ALF1P-1
Wed;3;2;2016;23:45;84.0;31.51;48.78
Thu;4;2;2016;00:00;85.0;32.17;48.9
Thu;4;2;2016;00:15;83.0;31.18;47.68
Thu;4;2;2016;00:30;83.0;31.54;48.73
Thu;4;2;2016;00:45;84.0;32.03;48.72
Thu;4;2;2016;01:00;84.0;30.96;47.77
Thu;4;2;2016;01:15;86.0;33.12;48.73
Thu;4;2;2016;01:30;83.0;32.09;48.65
Thu;4;2;2016;01:45;84.0;31.09;48.72
Thu;4;2;2016;02:00;84.0;31.26;47.69
Thu;4;2;2016;02:15;85.0;32.2;48.67
Thu;4;2;2016;02:30;82.0;30.83;48.69
Thu;4;2;2016;02:45;84.0;32.08;47.71
Thu;4;2;2016;03:00;82.0;29.84;48.69
Thu;4;2;2016;03:15;83.0;30.46;48.69
Thu;4;2;2016;03:30;84.0;30.98;47.68
Thu;4;2;2016;03:45;84.0;31.64;48.68
Thu;4;2;2016;04:00;85.0;31.78;48.66
Thu;4;2;2016;04:15;85.0;31.69;47.79
Thu;4;2;2016;04:30;83.0;31.26;48.51
Thu;4;2;2016;04:45;83.0;31.95;48.72
Thu;4;2;2016;05:00;84.0;30.83;47.67
Thu;4;2;2016;05:15;83.0;31.3;48.63
Thu;4;2;2016;05:30;80.0;28.2;48.65
Thu;4;2;2016;05:45;83.0;30.23;47.74
Thu;4;2;2016;06:00;82.0;30.88;48.56
Thu;4;2;2016;06:15;83.0;30.84;48.67
Thu;4;2;2016;06:30;84.0;31.17;47.73
Thu;4;2;2016;06:45;83.0;31.09;48.63
Thu;4;2;2016;07:00;84.0;30.78;48.66
Thu;4;2;2016;07:15;82.0;30.93;47.68
Thu;4;2;2016;07:30;84.0;32.36;48.79
Thu;4;2;2016;07:45;83.0;30.78;48.67
Thu;4;2;2016;08:00;84.0;32.09;47.72
Thu;4;2;2016;08:15;83.0;31.13;48.74
Thu;4;2;2016;08:30;83.0;31.23;48.76
Thu;4;2;2016;08:45;81.0;28.12;48.84
Thu;4;2;2016;09:00;81.0;29.34;47.88
Thu;4;2;2016;09:15;85.0;31.16;48.87
Thu;4;2;2016;09:30;85.0;31.67;48.92
Thu;4;2;2016;09:45;85.0;30.75;49.07
Thu;4;2;2016;10:00;84.0;31.86;47.95
Thu;4;2;2016;10:15;86.0;30.32;49.22
Thu;4;2;2016;10:30;83.0;30.43;48.99
Thu;4;2;2016;10:45;85.0;31.69;49.06
Thu;4;2;2016;11:00;84.0;31.37;49.12
Thu;4;2;2016;11:15;85.0;31.77;48.02
Thu;4;2;2016;11:30;85.0;31.01;49.05
Thu;4;2;2016;11:45;83.0;29.42;49.15
Thu;4;2;2016;12:00;85.0;30.7;49.13
Thu;4;2;2016;12:15;84.0;30.41;49.16
Thu;4;2;2016;12:30;83.0;31.03;48.03
Thu;4;2;2016;12:45;85.0;31.05;48.94
Thu;4;2;2016;13:00;85.0;31.43;49.01
Thu;4;2;2016;13:15;84.0;31.38;48.94
Thu;4;2;2016;13:30;84.0;31.65;49.08
Thu;4;2;2016;13:45;85.0;31.2;48.16
Thu;4;2;2016;14:00;85.0;31.3;49.07
Thu;4;2;2016;14:15;85.0;31.68;49.17
Thu;4;2;2016;14:30;86.0;32.49;49.06
Thu;4;2;2016;14:45;85.0;30.49;49.15
Thu;4;2;2016;15:00;86.0;32.27;49.22
Thu;4;2;2016;15:15;84.0;31.43;48.07
Thu;4;2;2016;15:30;87.0;32.34;49.45
Thu;4;2;2016;15:45;85.0;31.15;49.0
Thu;4;2;2016;16:00;85.66;31.87;48.99
Thu;4;2;2016;16:15;85.66;31.87;48.99
Thu;4;2;2016;16:30;85.66;31.87;48.99
Thu;4;2;2016;16:45;85.66;31.87;48.99
Thu;4;2;2016;17:00;85.66;31.87;48.99
Thu;4;2;2016;17:15;85.66;31.87;48.99
Thu;4;2;2016;17:30;86.0;32.25;48.91
Thu;4;2;2016;17:45;86.0;32.6;49.13
Thu;4;2;2016;18:00;87.0;32.72;48.9
Thu;4;2;2016;18:15;83.0;30.84;48.97
Thu;4;2;2016;18:30;85.0;32.01;48.98
Thu;4;2;2016;18:45;84.0;31.19;48.07
Thu;4;2;2016;19:00;84.0;31.48;48.86
Thu;4;2;2016;19:15;84.0;31.41;49.02
Thu;4;2;2016;19:30;84.0;31.05;48.9
Thu;4;2;2016;19:45;84.0;32.24;48.94
Thu;4;2;2016;20:00;84.0;31.1;47.91
Thu;4;2;2016;20:15;84.0;31.19;48.96
Thu;4;2;2016;20:30;84.0;31.44;48.89
Thu;4;2;2016;20:45;84.0;31.92;48.93
Thu;4;2;2016;21:00;84.0;31.87;48.91
Thu;4;2;2016;21:15;85.0;31.57;47.91
Thu;4;2;2016;21:30;85.0;33.71;48.91
Thu;4;2;2016;21:45;89.0;35.46;48.89
Thu;4;2;2016;22:00;86.0;33.75;48.92
Thu;4;2;2016;22:15;93.0;39.68;47.95
Thu;4;2;2016;22:30;97.0;44.13;48.78
Thu;4;2;2016;22:45;96.0;43.85;48.79
Thu;4;2;2016;23:00;65.0;26.94;43.39
Thu;4;2;2016;23:15;50.0;20.16;36.86
Thu;4;2;2016;23:30;52.0;20.11;36.83
Thu;4;2;2016;23:45;53.0;20.5;33.47
Fri;5;2;2016;00:00;54.0;21.21;38.09
Fri;5;2;2016;00:15;54.0;21.11;25.66
Fri;5;2;2016;00:30;57.0;21.17;27.71
Fri;5;2;2016;00:45;77.5;25.35;34.18
Fri;5;2;2016;01:00;62.5;24.46;47.78
Fri;5;2;2016;01:15;89.0;30.81;53.85
Fri;5;2;2016;01:30;89.0;31.26;54.79
Fri;5;2;2016;01:45;89.0;31.63;53.43
Fri;5;2;2016;02:00;89.0;32.72;52.12
Fri;5;2;2016;02:15;88.0;31.98;51.73
Fri;5;2;2016;02:30;87.0;32.09;51.4
Fri;5;2;2016;02:45;87.0;32.17;51.22
Fri;5;2;2016;03:00;85.0;31.16;51.07
Fri;5;2;2016;03:15;87.0;31.35;51.02
Fri;5;2;2016;03:30;85.0;31.28;49.77
Fri;5;2;2016;03:45;85.0;31.4;50.7
Fri;5;2;2016;04:00;86.0;32.41;49.62
Fri;5;2;2016;04:15;86.0;32.19;50.42
Fri;5;2;2016;04:30;85.0;32.25;49.35
Fri;5;2;2016;04:45;81.0;28.64;49.36
Fri;5;2;2016;05:00;84.0;30.32;49.28
Fri;5;2;2016;05:15;85.0;31.93;49.12
Fri;5;2;2016;05:30;86.0;32.43;49.13
Fri;5;2;2016;05:45;86.0;32.1;50.03
Fri;5;2;2016;06:00;85.0;31.97;47.98
Fri;5;2;2016;06:15;86.0;32.36;48.95
Fri;5;2;2016;06:30;84.0;32.09;49.01
Fri;5;2;2016;06:45;84.0;31.86;48.84
Fri;5;2;2016;07:00;85.0;31.73;48.94
Fri;5;2;2016;07:15;83.0;31.08;48.79
Fri;5;2;2016;07:30;83.0;30.88;48.92
Fri;5;2;2016;07:45;85.0;31.63;48.92
Fri;5;2;2016;08:00;85.0;32.07;47.77
Fri;5;2;2016;08:15;85.0;31.98;48.91
Fri;5;2;2016;08:30;85.0;31.22;48.85
Fri;5;2;2016;08:45;84.0;31.18;48.91
Fri;5;2;2016;09:00;85.0;32.09;48.9
Fri;5;2;2016;09:15;86.0;32.07;48.96
Fri;5;2;2016;09:30;85.0;31.72;47.92
Fri;5;2;2016;09:45;85.0;31.13;48.99
Fri;5;2;2016;10:00;86.0;32.05;49.05
Fri;5;2;2016;10:15;83.0;30.56;48.97
Fri;5;2;2016;10:30;84.0;30.68;49.02
Fri;5;2;2016;10:45;89.0;34.4;48.01
Fri;5;2;2016;11:00;85.0;32.81;49.07
Fri;5;2;2016;11:15;87.0;32.48;49.13
Fri;5;2;2016;11:30;85.0;32.26;49.01
Fri;5;2;2016;11:45;86.0;32.56;49.03
Fri;5;2;2016;12:00;87.0;32.17;48.09
Fri;5;2;2016;12:15;85.0;32.44;49.08
Fri;5;2;2016;12:30;87.0;32.77;49.09
Fri;5;2;2016;12:45;87.0;34.0;48.93
Fri;5;2;2016;13:00;86.0;32.67;48.94
Fri;5;2;2016;13:15;86.0;32.22;48.95
Fri;5;2;2016;13:30;86.0;32.8;47.92
Fri;5;2;2016;13:45;85.0;31.7;48.94
Fri;5;2;2016;14:00;86.0;32.73;48.92
Fri;5;2;2016;14:15;86.0;31.66;49.03
Fri;5;2;2016;14:30;85.0;31.64;47.92
Fri;5;2;2016;14:45;83.0;29.15;49.04
Fri;5;2;2016;15:00;82.0;28.52;49.03
Fri;5;2;2016;15:15;84.0;30.79;48.98
Fri;5;2;2016;15:30;84.0;30.22;49.0
Fri;5;2;2016;15:45;84.0;30.6;49.0
Fri;5;2;2016;16:00;84.0;29.86;48.06
Fri;5;2;2016;16:15;85.0;31.68;48.97
Fri;5;2;2016;16:30;85.0;30.74;49.03
Fri;5;2;2016;16:45;84.0;30.78;48.95
Fri;5;2;2016;17:00;85.0;30.71;49.03
Fri;5;2;2016;17:15;84.0;30.72;48.01
Fri;5;2;2016;17:30;82.0;29.41;48.93
Fri;5;2;2016;17:45;84.0;30.22;49.02
Fri;5;2;2016;18:00;84.0;29.96;49.07
Fri;5;2;2016;18:15;81.0;28.96;48.95
Fri;5;2;2016;18:30;83.0;29.87;47.96
Fri;5;2;2016;18:45;83.0;30.29;49.07
Fri;5;2;2016;19:00;82.0;29.72;48.94
Fri;5;2;2016;19:15;82.0;29.9;48.93
Fri;5;2;2016;19:30;83.0;29.57;48.97
Fri;5;2;2016;19:45;81.0;29.62;47.9
Fri;5;2;2016;20:00;81.0;28.09;48.94
Fri;5;2;2016;20:15;81.0;28.79;48.92
Fri;5;2;2016;20:30;80.0;28.22;48.94
Fri;5;2;2016;20:45;81.0;28.61;47.95
Fri;5;2;2016;21:00;83.0;29.78;48.95
Fri;5;2;2016;21:15;82.0;29.04;48.92
Fri;5;2;2016;21:30;81.0;29.01;48.94
Fri;5;2;2016;21:45;83.0;29.26;48.97
Fri;5;2;2016;22:00;82.0;29.65;47.9
Fri;5;2;2016;22:15;83.0;29.86;48.96
Fri;5;2;2016;22:30;82.0;29.06;48.92
Fri;5;2;2016;22:45;81.0;27.98;48.96
Fri;5;2;2016;23:00;81.0;29.53;47.85
Fri;5;2;2016;23:15;81.0;29.24;48.87
Fri;5;2;2016;23:30;81.0;28.14;48.91
Fri;5;2;2016;23:45;80.0;28.54;48.83
Sat;6;2;2016;00:00;83.0;29.21;47.9
Sat;6;2;2016;00:15;81.0;29.09;48.83
Sat;6;2;2016;00:30;81.0;28.72;48.84
Sat;6;2;2016;00:45;80.0;28.94;48.76
Sat;6;2;2016;01:00;83.0;30.29;47.85
Sat;6;2;2016;01:15;82.0;29.0;48.81
Sat;6;2;2016;01:30;81.0;29.07;48.66
Sat;6;2;2016;01:45;81.0;28.29;47.76
Sat;6;2;2016;02:00;81.0;28.39;48.75
Sat;6;2;2016;02:15;81.0;29.85;48.8
Sat;6;2;2016;02:30;82.0;29.66;47.72
Sat;6;2;2016;02:45;81.0;28.89;48.73
Sat;6;2;2016;03:00;81.0;28.32;48.8
Sat;6;2;2016;03:15;80.0;28.78;48.68
Sat;6;2;2016;03:30;81.0;28.77;47.75
Sat;6;2;2016;03:45;82.0;29.24;48.76
Sat;6;2;2016;04:00;81.0;29.25;48.71
Sat;6;2;2016;04:15;81.0;28.53;47.72
Sat;6;2;2016;04:30;82.0;29.27;48.73
Sat;6;2;2016;04:45;81.0;29.67;48.72
Sat;6;2;2016;05:00;82.0;30.1;47.7
Sat;6;2;2016;05:15;80.0;28.74;48.66
Sat;6;2;2016;05:30;82.0;28.8;48.79
Sat;6;2;2016;05:45;81.0;29.15;47.65
Sat;6;2;2016;06:00;81.0;29.24;48.68
Sat;6;2;2016;06:15;81.0;28.47;48.77
Sat;6;2;2016;06:30;81.0;28.73;47.64
Sat;6;2;2016;06:45;80.0;29.07;48.66
Sat;6;2;2016;07:00;81.0;28.99;48.8
Sat;6;2;2016;07:15;81.0;28.39;47.64
Sat;6;2;2016;07:30;80.0;29.03;48.69
Sat;6;2;2016;07:45;81.0;29.01;48.81
Sat;6;2;2016;08:00;81.5;29.39;48.23
Sat;6;2;2016;08:15;81.5;29.39;48.24
Sat;6;2;2016;08:30;81.0;29.31;48.71
Sat;6;2;2016;08:45;81.0;28.97;48.77
Sat;6;2;2016;09:00;81.0;29.56;47.78
Sat;6;2;2016;09:15;81.0;29.12;48.81
Sat;6;2;2016;09:30;81.0;28.79;48.79
Sat;6;2;2016;09:45;81.0;28.9;47.83
Sat;6;2;2016;10:00;82.0;29.59;48.85
Sat;6;2;2016;10:15;81.0;29.45;48.82
Sat;6;2;2016;10:30;80.0;28.67;48.86
Sat;6;2;2016;10:45;81.0;29.05;47.88
Sat;6;2;2016;11:00;83.0;30.33;48.9
Sat;6;2;2016;11:15;83.0;30.36;48.91
Sat;6;2;2016;11:30;81.0;28.9;48.93
Sat;6;2;2016;11:45;81.0;29.1;47.86
Sat;6;2;2016;12:00;82.0;30.19;48.86
Sat;6;2;2016;12:15;83.0;30.41;48.96
Sat;6;2;2016;12:30;81.0;29.13;48.88
Sat;6;2;2016;12:45;82.0;29.5;47.92
Sat;6;2;2016;13:00;81.0;29.86;48.93
Sat;6;2;2016;13:15;82.0;29.28;48.86
Sat;6;2;2016;13:30;81.0;28.92;48.93
Sat;6;2;2016;13:45;82.0;29.5;48.91
Sat;6;2;2016;14:00;82.0;29.19;47.91
Sat;6;2;2016;14:15;82.0;29.57;48.91
Sat;6;2;2016;14:30;82.0;30.6;48.92
Sat;6;2;2016;14:45;81.0;28.93;48.9
Sat;6;2;2016;15:00;81.0;29.15;47.9
Sat;6;2;2016;15:15;82.0;29.47;48.91
Sat;6;2;2016;15:30;83.0;30.58;48.95
Sat;6;2;2016;15:45;81.0;29.2;48.92
Sat;6;2;2016;16:00;82.0;29.96;47.96
Sat;6;2;2016;16:15;81.0;29.0;48.91
Sat;6;2;2016;16:30;82.0;29.3;48.93
Sat;6;2;2016;16:45;81.0;29.53;49.01
Sat;6;2;2016;17:00;82.0;29.58;48.87
Sat;6;2;2016;17:15;81.0;28.63;47.93
Sat;6;2;2016;17:30;81.0;28.97;48.92
Sat;6;2;2016;17:45;83.0;29.89;48.95
Sat;6;2;2016;18:00;81.0;28.71;48.94
Sat;6;2;2016;18:15;81.0;29.37;47.95
Sat;6;2;2016;18:30;83.0;29.35;48.89
Sat;6;2;2016;18:45;80.0;28.88;48.94
Sat;6;2;2016;19:00;82.0;28.86;48.93
Sat;6;2;2016;19:15;82.0;29.07;49.04
Sat;6;2;2016;19:30;82.0;29.52;47.84
Sat;6;2;2016;19:45;81.0;28.79;48.9
Sat;6;2;2016;20:00;80.0;28.54;48.9
Sat;6;2;2016;20:15;81.0;28.1;48.89
Sat;6;2;2016;20:30;80.0;28.22;47.93
Sat;6;2;2016;20:45;82.0;29.75;48.93
Sat;6;2;2016;21:00;82.0;29.51;48.89
Sat;6;2;2016;21:15;82.0;29.06;48.88
Sat;6;2;2016;21:30;81.0;28.7;47.9
Sat;6;2;2016;21:45;83.0;30.42;48.94
Sat;6;2;2016;22:00;82.0;29.93;48.9
Sat;6;2;2016;22:15;82.0;29.62;48.87
Sat;6;2;2016;22:30;81.0;28.34;47.87
Sat;6;2;2016;22:45;81.0;29.34;48.93
Sat;6;2;2016;23:00;82.0;29.6;48.84
Sat;6;2;2016;23:15;82.0;28.57;48.89
Sat;6;2;2016;23:30;80.0;28.4;47.81
Sat;6;2;2016;23:45;82.0;28.46;48.87
Sun;7;2;2016;00:00;82.0;29.66;49.04
Sun;7;2;2016;00:15;82.0;29.11;47.72
Sun;7;2;2016;00:30;80.0;28.6;48.77
Sun;7;2;2016;00:45;81.0;28.58;48.87
Sun;7;2;2016;01:00;82.0;29.98;48.74
Sun;7;2;2016;01:15;82.0;30.08;47.8
Sun;7;2;2016;01:30;82.0;28.91;48.76
Sun;7;2;2016;01:45;82.0;28.89;48.77
Sun;7;2;2016;02:00;81.0;29.14;47.75
Sun;7;2;2016;02:15;81.0;29.29;48.8
Sun;7;2;2016;02:30;81.0;28.08;48.74
Sun;7;2;2016;02:45;79.0;28.3;47.71
Sun;7;2;2016;03:00;82.0;28.63;48.81
Sun;7;2;2016;03:15;81.0;29.5;48.72
Sun;7;2;2016;03:30;81.0;28.54;47.69
Sun;7;2;2016;03:45;80.0;28.46;48.72
Sun;7;2;2016;04:00;81.0;28.9;48.77
Sun;7;2;2016;04:15;83.0;30.28;48.69
Sun;7;2;2016;04:30;81.0;29.78;47.8
Sun;7;2;2016;04:45;81.0;28.48;48.6
Sun;7;2;2016;05:00;81.0;28.97;48.74
Sun;7;2;2016;05:15;82.0;29.19;47.7
Sun;7;2;2016;05:30;81.0;29.89;48.66
Sun;7;2;2016;05:45;81.0;28.81;48.7
Sun;7;2;2016;06:00;80.0;28.22;47.7
Sun;7;2;2016;06:15;81.0;28.82;48.66
Sun;7;2;2016;06:30;81.0;28.96;48.68
Sun;7;2;2016;06:45;81.0;28.41;47.71
Sun;7;2;2016;07:00;80.0;28.0;48.67
Sun;7;2;2016;07:15;81.0;29.76;48.69
Sun;7;2;2016;07:30;81.0;28.97;47.72
Sun;7;2;2016;07:45;80.0;28.33;48.7
Sun;7;2;2016;08:00;81.0;29.26;48.73
Sun;7;2;2016;08:15;81.0;28.63;47.78
Sun;7;2;2016;08:30;81.0;29.29;48.66
Sun;7;2;2016;08:45;81.0;29.5;48.74
Sun;7;2;2016;09:00;81.0;29.12;47.75
Sun;7;2;2016;09:15;81.0;28.95;48.81
Sun;7;2;2016;09:30;80.0;29.05;48.78
Sun;7;2;2016;09:45;82.0;28.79;48.74
Sun;7;2;2016;10:00;79.0;28.25;47.77
Sun;7;2;2016;10:15;83.0;29.55;48.9
Sun;7;2;2016;10:30;81.0;29.17;48.76
Sun;7;2;2016;10:45;80.0;28.53;47.87
Sun;7;2;2016;11:00;81.0;28.98;48.85
Sun;7;2;2016;11:15;82.0;30.19;48.86
Sun;7;2;2016;11:30;82.0;29.78;48.84
Sun;7;2;2016;11:45;81.0;29.46;47.91
Sun;7;2;2016;12:00;82.0;29.57;48.91
Sun;7;2;2016;12:15;82.0;30.39;48.86
Sun;7;2;2016;12:30;82.0;29.21;48.89
Sun;7;2;2016;12:45;81.0;29.71;47.86
Sun;7;2;2016;13:00;83.0;30.32;48.92
Sun;7;2;2016;13:15;82.0;29.37;48.83
Sun;7;2;2016;13:30;82.0;30.43;48.89
Sun;7;2;2016;13:45;82.0;29.14;47.89
Sun;7;2;2016;14:00;82.0;29.8;48.92
Sun;7;2;2016;14:15;83.0;30.74;48.92
Sun;7;2;2016;14:30;82.0;30.47;48.87
Sun;7;2;2016;14:45;83.0;30.33;47.94
Sun;7;2;2016;15:00;81.0;29.18;48.84
Sun;7;2;2016;15:15;83.0;30.83;48.96
Sun;7;2;2016;15:30;82.0;29.97;48.96
Sun;7;2;2016;15:45;81.0;29.16;47.84
Sun;7;2;2016;16:00;83.0;30.57;48.9
Sun;7;2;2016;16:15;82.0;29.76;48.9
Sun;7;2;2016;16:30;82.0;29.44;48.93
Sun;7;2;2016;16:45;80.0;28.53;47.9
Sun;7;2;2016;17:00;81.0;29.3;48.91
Sun;7;2;2016;17:15;83.0;29.99;48.97
Sun;7;2;2016;17:30;81.0;28.95;48.89
Sun;7;2;2016;17:45;81.0;28.72;48.91
Sun;7;2;2016;18:00;82.0;29.54;47.99
Sun;7;2;2016;18:15;82.0;29.8;48.92
Sun;7;2;2016;18:30;82.0;29.25;48.92
Sun;7;2;2016;18:45;82.0;29.29;49.03
Sun;7;2;2016;19:00;81.0;29.19;47.81
Sun;7;2;2016;19:15;82.0;29.12;48.96
Sun;7;2;2016;19:30;82.0;30.03;48.91
Sun;7;2;2016;19:45;82.0;29.61;49.06
Sun;7;2;2016;20:00;82.0;28.8;47.88
Sun;7;2;2016;20:15;81.0;28.75;48.86
Sun;7;2;2016;20:30;81.0;28.72;48.94
Sun;7;2;2016;20:45;82.0;29.42;48.95
Sun;7;2;2016;21:00;80.0;28.81;47.91
Sun;7;2;2016;21:15;82.0;29.05;48.98
Sun;7;2;2016;21:30;82.0;29.05;48.98
Sun;7;2;2016;21:45;83.0;30.56;48.88
Sun;7;2;2016;22:00;81.0;28.81;48.91
Sun;7;2;2016;22:15;81.0;29.23;47.89
Sun;7;2;2016;22:30;78.0;25.2;48.93
Sun;7;2;2016;22:45;76.0;23.41;48.9
Sun;7;2;2016;23:00;80.0;27.17;48.99
Sun;7;2;2016;23:15;80.0;27.81;47.89
Sun;7;2;2016;23:30;81.0;29.01;48.89
Sun;7;2;2016;23:45;80.0;27.3;48.83
Mon;8;2;2016;00:00;80.0;28.27;48.86
Mon;8;2;2016;00:15;81.0;28.33;47.84
Mon;8;2;2016;00:30;80.0;27.98;48.83
Mon;8;2;2016;00:45;80.0;27.71;48.82
Mon;8;2;2016;01:00;81.0;28.11;48.74
Mon;8;2;2016;01:15;81.0;28.74;47.83
Mon;8;2;2016;01:30;81.0;28.98;48.71
Mon;8;2;2016;01:45;81.0;27.76;48.8
Mon;8;2;2016;02:00;80.0;27.68;47.73
Mon;8;2;2016;02:15;81.0;29.4;48.78
Mon;8;2;2016;02:30;80.0;27.79;48.71
Mon;8;2;2016;02:45;80.0;27.56;48.75
Mon;8;2;2016;03:00;79.0;27.33;47.73
Mon;8;2;2016;03:15;81.0;29.05;48.79
Mon;8;2;2016;03:30;80.0;27.87;48.76
Mon;8;2;2016;03:45;80.0;27.5;47.65
Mon;8;2;2016;04:00;80.0;28.37;48.8
Mon;8;2;2016;04:15;81.0;28.69;48.76
Mon;8;2;2016;04:30;82.0;29.21;47.6
Mon;8;2;2016;04:45;80.0;27.94;48.73
Mon;8;2;2016;05:00;79.0;27.34;48.72
Mon;8;2;2016;05:15;80.0;27.57;48.66
Mon;8;2;2016;05:30;80.0;28.53;47.73
Mon;8;2;2016;05:45;82.0;29.65;48.7
Mon;8;2;2016;06:00;80.0;28.18;48.68
Mon;8;2;2016;06:15;81.0;27.86;47.74
Mon;8;2;2016;06:30;80.0;28.22;48.83
Mon;8;2;2016;06:45;80.0;28.9;48.57
Mon;8;2;2016;07:00;81.0;28.02;47.71
Mon;8;2;2016;07:15;79.5;27.43;48.75
Mon;8;2;2016;07:30;79.5;27.43;48.75
Mon;8;2;2016;07:45;81.0;28.66;48.74
Mon;8;2;2016;08:00;80.0;28.37;47.81
Mon;8;2;2016;08:15;79.0;27.83;48.77
Mon;8;2;2016;08:30;80.0;27.61;48.78
Mon;8;2;2016;08:45;83.0;28.81;48.85
Mon;8;2;2016;09:00;81.0;27.88;47.81
Mon;8;2;2016;09:15;81.0;27.81;48.89
Mon;8;2;2016;09:30;82.0;28.92;48.99
Mon;8;2;2016;09:45;83.0;28.46;48.93
Mon;8;2;2016;10:00;83.0;29.79;48.94
Mon;8;2;2016;10:15;80.0;27.21;47.98
Mon;8;2;2016;10:30;83.0;29.08;49.01
Mon;8;2;2016;10:45;82.0;28.35;49.01
Mon;8;2;2016;11:00;81.0;27.77;49.01
Mon;8;2;2016;11:15;82.0;27.61;49.07
Mon;8;2;2016;11:30;81.0;27.15;49.07
Mon;8;2;2016;11:45;80.0;27.44;48.01
Mon;8;2;2016;12:00;84.0;29.46;49.0
Mon;8;2;2016;12:15;82.0;28.8;49.04
Mon;8;2;2016;12:30;85.0;30.69;49.12
Mon;8;2;2016;12:45;88.0;34.14;49.08
Mon;8;2;2016;13:00;87.0;33.08;49.11
Mon;8;2;2016;13:15;87.0;34.17;48.03
Mon;8;2;2016;13:30;87.0;32.8;49.0
Mon;8;2;2016;13:45;87.0;34.26;49.08
Mon;8;2;2016;14:00;86.0;32.15;49.02
Mon;8;2;2016;14:15;87.0;33.33;49.03
Mon;8;2;2016;14:30;88.0;34.77;49.08
Mon;8;2;2016;14:45;87.0;33.48;48.12
Mon;8;2;2016;15:00;86.0;32.17;48.94
Mon;8;2;2016;15:15;87.0;33.17;49.14
Mon;8;2;2016;15:30;86.0;33.31;49.02
Mon;8;2;2016;15:45;87.0;33.06;49.0
Mon;8;2;2016;16:00;85.0;31.95;48.03
Mon;8;2;2016;16:15;87.0;33.64;49.02
Mon;8;2;2016;16:30;85.0;31.84;49.07
Mon;8;2;2016;16:45;82.0;29.58;49.0
Mon;8;2;2016;17:00;84.0;30.82;49.03
Mon;8;2;2016;17:15;85.0;31.28;49.07
Mon;8;2;2016;17:30;87.0;33.37;48.05
Mon;8;2;2016;17:45;85.0;31.12;48.99
Mon;8;2;2016;18:00;82.0;29.97;49.04
Mon;8;2;2016;18:15;85.0;30.04;48.99
Mon;8;2;2016;18:30;83.0;30.5;49.07
Mon;8;2;2016;18:45;83.0;30.2;48.96
Mon;8;2;2016;19:00;83.0;30.01;48.03
Mon;8;2;2016;19:15;83.0;30.44;49.04
Mon;8;2;2016;19:30;84.0;31.69;49.0
Mon;8;2;2016;19:45;85.0;31.73;49.03
Mon;8;2;2016;20:00;84.0;31.89;48.93
Mon;8;2;2016;20:15;85.0;32.65;47.87
Mon;8;2;2016;20:30;85.0;32.66;48.93
Mon;8;2;2016;20:45;86.0;32.69;49.01
Mon;8;2;2016;21:00;84.0;32.07;48.87
Mon;8;2;2016;21:15;85.0;32.02;48.87
Mon;8;2;2016;21:30;84.0;31.98;47.96
Mon;8;2;2016;21:45;84.0;31.62;48.87
Mon;8;2;2016;22:00;84.0;31.48;48.87
Mon;8;2;2016;22:15;84.0;31.9;48.95
Mon;8;2;2016;22:30;85.0;32.49;47.86
Mon;8;2;2016;22:45;84.0;32.13;48.85
Mon;8;2;2016;23:00;84.0;31.63;48.87
Mon;8;2;2016;23:15;86.0;32.35;48.83
Mon;8;2;2016;23:30;85.0;32.45;47.81
Mon;8;2;2016;23:45;84.0;32.12;48.84
Tue;9;2;2016;00:00;83.0;31.62;48.8
Tue;9;2;2016;00:15;85.0;32.54;48.79
Tue;9;2;2016;00:30;84.0;31.85;47.78
Tue;9;2;2016;00:45;85.0;32.26;48.87
Tue;9;2;2016;01:00;84.0;31.3;48.69
Tue;9;2;2016;01:15;83.0;31.22;47.73
Tue;9;2;2016;01:30;86.0;32.63;48.75
Tue;9;2;2016;01:45;84.0;31.83;48.68
Tue;9;2;2016;02:00;84.0;32.01;48.77
Tue;9;2;2016;02:15;84.0;31.66;47.68
Tue;9;2;2016;02:30;84.0;31.71;48.7
Tue;9;2;2016;02:45;84.0;31.97;48.68
Tue;9;2;2016;03:00;84.5;32.38;48.19
Tue;9;2;2016;03:15;84.5;32.41;48.18
Tue;9;2;2016;03:30;84.0;32.1;48.7
Tue;9;2;2016;03:45;85.0;32.53;47.7
Tue;9;2;2016;04:00;84.0;31.85;48.72
Tue;9;2;2016;04:15;84.0;32.69;48.72
Tue;9;2;2016;04:30;84.0;31.58;47.66
Tue;9;2;2016;04:45;83.0;30.75;48.58
Tue;9;2;2016;05:00;84.0;31.67;48.7
Tue;9;2;2016;05:15;83.0;31.27;47.61
Tue;9;2;2016;05:30;84.0;31.64;48.67
Tue;9;2;2016;05:45;84.0;31.8;48.73
Tue;9;2;2016;06:00;83.0;31.47;47.59
Tue;9;2;2016;06:15;83.0;31.98;48.68
Tue;9;2;2016;06:30;85.0;31.94;48.6
Tue;9;2;2016;06:45;84.0;32.2;47.63
Tue;9;2;2016;07:00;84.0;31.62;48.69
Tue;9;2;2016;07:15;84.0;32.81;48.64
Tue;9;2;2016;07:30;84.0;31.66;47.62
Tue;9;2;2016;07:45;84.0;31.86;48.65
Tue;9;2;2016;08:00;82.0;31.41;48.69
Tue;9;2;2016;08:15;84.0;31.68;47.66
Tue;9;2;2016;08:30;84.0;31.47;48.68
