weekday;day;month;year;time;EA+ GERAL FAR (KWh);EA+ AVAC IT FAR (KWh);EA+ IT FAR (KWh)
Fri;1;1;2016;00:00;13.0;3.24;8.69
Fri;1;1;2016;00:15;13.0;3.22;8.67
Fri;1;1;2016;00:30;12.5;3.43;9.66
Fri;1;1;2016;00:45;13.5;3.97;8.71
Fri;1;1;2016;01:00;13.5;4.28;8.67
Fri;1;1;2016;01:15;12.5;3.22;8.62
Fri;1;1;2016;01:30;13.0;3.26;8.67
Fri;1;1;2016;01:45;12.5;3.26;9.69
Fri;1;1;2016;02:00;12.5;3.25;8.67
Fri;1;1;2016;02:15;13.0;3.49;8.67
Fri;1;1;2016;02:30;14.0;4.39;8.67
Fri;1;1;2016;02:45;13.0;3.6;8.65
Fri;1;1;2016;03:00;13.0;3.26;9.69
Fri;1;1;2016;03:15;12.0;3.24;8.64
Fri;1;1;2016;03:30;13.0;3.25;8.66
Fri;1;1;2016;03:45;13.0;3.37;8.67
Fri;1;1;2016;04:00;13.0;3.78;9.66
Fri;1;1;2016;04:15;14.0;4.37;8.68
Fri;1;1;2016;04:30;12.0;3.25;8.67
Fri;1;1;2016;04:45;13.0;3.25;8.68
Fri;1;1;2016;05:00;12.5;3.31;8.99
Fri;1;1;2016;05:15;12.5;3.31;8.99
Fri;1;1;2016;05:30;13.0;3.31;8.99
Fri;1;1;2016;05:45;13.0;4.01;8.69
Fri;1;1;2016;06:00;14.0;4.27;8.65
Fri;1;1;2016;06:15;13.0;3.25;8.66
Fri;1;1;2016;06:30;12.0;3.25;9.67
Fri;1;1;2016;06:45;13.0;3.26;8.67
Fri;1;1;2016;07:00;13.0;3.26;8.65
Fri;1;1;2016;07:15;13.0;3.52;8.69
Fri;1;1;2016;07:30;13.0;4.41;8.66
Fri;1;1;2016;07:45;13.0;3.27;9.67
Fri;1;1;2016;08:00;13.0;3.26;8.63
Fri;1;1;2016;08:15;12.5;3.41;8.66
Fri;1;1;2016;08:30;13.5;4.13;8.65
Fri;1;1;2016;08:45;13.5;3.99;9.68
Fri;1;1;2016;09:00;12.5;3.25;8.65
Fri;1;1;2016;09:15;13.0;3.27;8.69
Fri;1;1;2016;09:30;12.5;3.45;8.68
Fri;1;1;2016;09:45;14.0;4.45;8.66
Fri;1;1;2016;10:00;13.0;3.85;9.63
Fri;1;1;2016;10:15;12.5;3.26;8.66
Fri;1;1;2016;10:30;13.0;3.25;8.66
Fri;1;1;2016;10:45;13.0;3.27;8.69
Fri;1;1;2016;11:00;13.0;3.51;8.65
Fri;1;1;2016;11:15;14.0;4.48;9.65
Fri;1;1;2016;11:30;12.0;3.25;8.68
Fri;1;1;2016;11:45;13.0;3.25;8.66
Fri;1;1;2016;12:00;13.0;3.32;8.66
Fri;1;1;2016;12:15;12.5;3.69;9.64
Fri;1;1;2016;12:30;14.5;4.63;8.62
Fri;1;1;2016;12:45;12.5;3.25;8.66
Fri;1;1;2016;13:00;12.5;3.25;8.65
Fri;1;1;2016;13:15;12.5;3.25;8.65
Fri;1;1;2016;13:30;13.0;3.39;9.64
Fri;1;1;2016;13:45;14.0;4.56;8.65
Fri;1;1;2016;14:00;12.5;3.25;8.65
Fri;1;1;2016;14:15;12.5;3.23;8.63
Fri;1;1;2016;14:30;12.5;3.25;8.64
Fri;1;1;2016;14:45;13.0;3.35;9.66
Fri;1;1;2016;15:00;14.0;4.46;8.63
Fri;1;1;2016;15:15;13.0;3.79;8.63
Fri;1;1;2016;15:30;12.5;3.27;8.66
Fri;1;1;2016;15:45;12.5;3.26;9.65
Fri;1;1;2016;16:00;13.0;3.27;8.65
Fri;1;1;2016;16:15;13.0;3.5;8.62
Fri;1;1;2016;16:30;14.0;4.4;8.64
Fri;1;1;2016;16:45;12.0;3.27;8.65
Fri;1;1;2016;17:00;13.0;3.27;9.67
Fri;1;1;2016;17:15;13.0;3.09;8.63
Fri;1;1;2016;17:30;12.0;2.93;8.68
Fri;1;1;2016;17:45;13.0;3.26;8.62
Fri;1;1;2016;18:00;12.5;3.27;8.66
Fri;1;1;2016;18:15;12.5;3.27;9.64
Fri;1;1;2016;18:30;13.0;3.28;8.66
Fri;1;1;2016;18:45;12.5;3.27;8.64
Fri;1;1;2016;19:00;12.5;3.27;8.69
Fri;1;1;2016;19:15;13.0;3.26;9.61
Fri;1;1;2016;19:30;12.5;3.3;8.67
Fri;1;1;2016;19:45;12.5;3.29;8.65
Fri;1;1;2016;20:00;13.0;3.29;8.68
Fri;1;1;2016;20:15;13.0;3.27;8.63
Fri;1;1;2016;20:30;12.5;3.29;9.65
Fri;1;1;2016;20:45;12.5;3.3;8.68
Fri;1;1;2016;21:00;13.0;3.28;8.64
Fri;1;1;2016;21:15;13.0;3.27;8.64
Fri;1;1;2016;21:30;12.5;3.27;8.65
Fri;1;1;2016;21:45;12.5;3.27;9.63
Fri;1;1;2016;22:00;13.0;3.28;8.68
Fri;1;1;2016;22:15;13.0;3.26;8.64
Fri;1;1;2016;22:30;12.5;3.25;8.65
Fri;1;1;2016;22:45;12.5;3.22;9.64
Fri;1;1;2016;23:00;13.0;3.23;8.65
Fri;1;1;2016;23:15;12.0;3.25;8.64
Fri;1;1;2016;23:30;13.0;3.23;8.65
Fri;1;1;2016;23:45;12.5;3.22;8.65
Sat;2;1;2016;00:00;12.5;3.24;9.67
Sat;2;1;2016;00:15;13.0;3.27;8.67
Sat;2;1;2016;00:30;12.5;3.28;8.62
Sat;2;1;2016;00:45;12.5;3.31;8.64
Sat;2;1;2016;01:00;13.0;3.29;9.65
Sat;2;1;2016;01:15;13.0;3.31;8.66
Sat;2;1;2016;01:30;13.0;3.33;8.61
Sat;2;1;2016;01:45;12.5;3.34;8.66
Sat;2;1;2016;02:00;12.5;3.33;8.63
Sat;2;1;2016;02:15;13.0;3.35;9.66
Sat;2;1;2016;02:30;12.5;3.38;8.64
Sat;2;1;2016;02:45;13.5;3.4;8.64
Sat;2;1;2016;03:00;12.0;3.41;8.64
Sat;2;1;2016;03:15;13.5;3.45;8.7
Sat;2;1;2016;03:30;12.5;3.43;9.63
Sat;2;1;2016;03:45;13.0;3.5;8.66
Sat;2;1;2016;04:00;13.0;3.54;8.66
Sat;2;1;2016;04:15;13.0;3.58;8.69
Sat;2;1;2016;04:30;13.5;4.3;9.63
Sat;2;1;2016;04:45;15.5;5.65;8.68
Sat;2;1;2016;05:00;15.0;5.45;8.62
Sat;2;1;2016;05:15;15.0;5.49;8.65
Sat;2;1;2016;05:30;14.0;5.05;8.66
Sat;2;1;2016;05:45;13.0;3.19;9.63
Sat;2;1;2016;06:00;12.0;3.17;8.64
Sat;2;1;2016;06:15;13.0;3.2;8.67
Sat;2;1;2016;06:30;12.0;3.19;8.66
Sat;2;1;2016;06:45;13.0;3.22;8.66
Sat;2;1;2016;07:00;13.0;3.17;9.63
Sat;2;1;2016;07:15;12.5;3.21;8.67
Sat;2;1;2016;07:30;12.5;3.22;8.67
Sat;2;1;2016;07:45;12.5;3.2;8.66
Sat;2;1;2016;08:00;12.5;3.21;9.64
Sat;2;1;2016;08:15;13.0;3.23;8.67
Sat;2;1;2016;08:30;12.0;3.22;8.66
Sat;2;1;2016;08:45;13.0;3.2;8.68
Sat;2;1;2016;09:00;12.5;3.21;8.66
Sat;2;1;2016;09:15;12.5;3.22;9.68
Sat;2;1;2016;09:30;13.0;3.23;8.67
Sat;2;1;2016;09:45;12.5;3.25;8.68
Sat;2;1;2016;10:00;12.5;3.25;8.67
Sat;2;1;2016;10:15;12.5;3.25;8.67
Sat;2;1;2016;10:30;12.5;3.27;9.7
Sat;2;1;2016;10:45;13.0;3.29;8.69
Sat;2;1;2016;11:00;13.0;3.3;8.69
Sat;2;1;2016;11:15;12.5;3.31;9.18
Sat;2;1;2016;11:30;12.5;3.31;9.18
Sat;2;1;2016;11:45;13.0;3.32;8.68
Sat;2;1;2016;12:00;13.0;3.34;8.71
Sat;2;1;2016;12:15;12.5;3.32;8.66
Sat;2;1;2016;12:30;12.5;3.33;8.69
Sat;2;1;2016;12:45;13.0;3.38;9.72
Sat;2;1;2016;13:00;13.0;3.39;8.64
Sat;2;1;2016;13:15;13.0;3.4;8.68
Sat;2;1;2016;13:30;12.5;3.41;8.7
Sat;2;1;2016;13:45;13.0;3.42;8.68
Sat;2;1;2016;14:00;12.5;3.43;9.74
Sat;2;1;2016;14:15;13.0;3.46;8.69
Sat;2;1;2016;14:30;13.0;3.46;8.67
Sat;2;1;2016;14:45;13.0;3.48;8.68
Sat;2;1;2016;15:00;13.0;3.48;9.72
Sat;2;1;2016;15:15;12.5;3.48;8.66
Sat;2;1;2016;15:30;13.5;3.49;8.71
Sat;2;1;2016;15:45;12.5;3.49;8.72
Sat;2;1;2016;16:00;13.0;3.46;8.66
Sat;2;1;2016;16:15;12.5;3.5;9.7
Sat;2;1;2016;16:30;13.0;3.56;8.74
Sat;2;1;2016;16:45;13.0;3.53;8.67
Sat;2;1;2016;17:00;13.0;3.68;8.7
Sat;2;1;2016;17:15;15.0;5.72;8.7
Sat;2;1;2016;17:30;15.5;5.58;9.73
Sat;2;1;2016;17:45;15.0;5.53;8.66
Sat;2;1;2016;18:00;14.5;5.55;8.71
Sat;2;1;2016;18:15;13.0;3.33;8.69
Sat;2;1;2016;18:30;13.0;3.23;9.72
Sat;2;1;2016;18:45;12.5;3.21;8.67
Sat;2;1;2016;19:00;12.5;3.22;8.74
Sat;2;1;2016;19:15;13.0;3.18;8.68
Sat;2;1;2016;19:30;12.5;3.21;8.72
Sat;2;1;2016;19:45;12.5;3.22;9.7
Sat;2;1;2016;20:00;12.5;3.19;8.71
Sat;2;1;2016;20:15;12.5;3.22;8.71
Sat;2;1;2016;20:30;13.0;3.2;8.69
Sat;2;1;2016;20:45;12.5;3.21;8.72
Sat;2;1;2016;21:00;12.5;3.23;9.71
Sat;2;1;2016;21:15;13.0;3.21;8.74
Sat;2;1;2016;21:30;13.0;3.19;8.68
Sat;2;1;2016;21:45;12.5;3.22;8.72
Sat;2;1;2016;22:00;12.5;3.22;9.72
Sat;2;1;2016;22:15;12.0;3.26;8.75
Sat;2;1;2016;22:30;13.0;3.25;8.68
Sat;2;1;2016;22:45;13.0;3.34;8.73
Sat;2;1;2016;23:00;13.0;3.34;8.69
Sat;2;1;2016;23:15;12.5;3.38;9.74
Sat;2;1;2016;23:30;12.5;3.35;8.7
Sat;2;1;2016;23:45;13.0;3.39;8.71
Sun;3;1;2016;00:00;13.0;3.42;8.7
Sun;3;1;2016;00:15;13.0;3.42;9.74
Sun;3;1;2016;00:30;13.0;3.46;8.7
Sun;3;1;2016;00:45;13.0;3.54;8.71
Sun;3;1;2016;01:00;15.0;5.08;8.74
Sun;3;1;2016;01:15;14.5;5.57;8.69
Sun;3;1;2016;01:30;15.0;5.51;9.68
Sun;3;1;2016;01:45;14.5;5.56;8.7
Sun;3;1;2016;02:00;14.0;4.32;8.7
Sun;3;1;2016;02:15;13.0;3.18;8.66
Sun;3;1;2016;02:30;12.0;3.21;8.69
Sun;3;1;2016;02:45;13.0;3.22;9.71
Sun;3;1;2016;03:00;13.0;3.19;8.67
Sun;3;1;2016;03:15;12.0;3.21;8.71
Sun;3;1;2016;03:30;13.0;3.22;8.7
Sun;3;1;2016;03:45;12.0;3.23;9.68
Sun;3;1;2016;04:00;13.0;3.22;8.7
Sun;3;1;2016;04:15;13.0;3.2;8.69
Sun;3;1;2016;04:30;12.5;3.22;8.71
Sun;3;1;2016;04:45;12.5;3.22;8.69
Sun;3;1;2016;05:00;13.0;3.22;9.73
Sun;3;1;2016;05:15;12.5;3.23;8.69
Sun;3;1;2016;05:30;12.5;3.25;8.68
Sun;3;1;2016;05:45;12.5;3.25;8.72
Sun;3;1;2016;06:00;12.5;3.24;8.71
Sun;3;1;2016;06:15;13.0;3.26;9.69
Sun;3;1;2016;06:30;12.5;3.28;8.69
Sun;3;1;2016;06:45;12.5;3.29;8.69
Sun;3;1;2016;07:00;13.5;3.33;8.7
Sun;3;1;2016;07:15;12.5;3.35;9.68
Sun;3;1;2016;07:30;13.0;3.39;8.73
Sun;3;1;2016;07:45;12.5;3.39;8.67
Sun;3;1;2016;08:00;13.5;3.42;8.72
Sun;3;1;2016;08:15;12.0;3.43;8.67
Sun;3;1;2016;08:30;13.0;3.45;9.7
Sun;3;1;2016;08:45;13.0;3.47;8.7
Sun;3;1;2016;09:00;13.0;3.47;8.69
Sun;3;1;2016;09:15;13.0;3.54;8.7
Sun;3;1;2016;09:30;13.0;3.58;8.68
Sun;3;1;2016;09:45;13.0;3.59;9.72
Sun;3;1;2016;10:00;13.0;3.6;8.69
Sun;3;1;2016;10:15;13.0;3.73;8.71
Sun;3;1;2016;10:30;14.0;4.69;8.72
Sun;3;1;2016;10:45;15.0;5.69;9.67
Sun;3;1;2016;11:00;15.0;5.6;8.73
Sun;3;1;2016;11:15;15.0;5.6;8.65
Sun;3;1;2016;11:30;14.0;4.64;8.67
Sun;3;1;2016;11:45;13.0;3.28;8.69
Sun;3;1;2016;12:00;13.0;3.28;9.17
Sun;3;1;2016;12:15;12.0;3.28;9.17
Sun;3;1;2016;12:30;13.0;3.29;8.72
Sun;3;1;2016;12:45;12.0;3.27;8.67
Sun;3;1;2016;13:00;13.0;3.28;8.7
Sun;3;1;2016;13:15;13.0;3.28;9.68
Sun;3;1;2016;13:30;12.5;3.28;8.71
Sun;3;1;2016;13:45;12.5;3.28;8.69
Sun;3;1;2016;14:00;13.0;3.28;8.69
Sun;3;1;2016;14:15;12.5;3.28;9.68
Sun;3;1;2016;14:30;12.5;3.31;8.73
Sun;3;1;2016;14:45;13.0;3.29;8.67
Sun;3;1;2016;15:00;13.0;3.3;8.71
Sun;3;1;2016;15:15;12.0;3.29;8.68
Sun;3;1;2016;15:30;13.0;3.31;9.72
Sun;3;1;2016;15:45;13.0;3.29;8.66
Sun;3;1;2016;16:00;12.5;3.3;8.67
Sun;3;1;2016;16:15;12.5;3.29;8.69
Sun;3;1;2016;16:30;13.0;3.29;8.68
Sun;3;1;2016;16:45;12.5;3.32;9.2
Sun;3;1;2016;17:00;13.0;3.32;9.2
Sun;3;1;2016;17:15;12.5;3.33;8.69
Sun;3;1;2016;17:30;13.0;3.33;8.67
Sun;3;1;2016;17:45;13.0;3.41;9.69
Sun;3;1;2016;18:00;13.0;3.41;8.68
Sun;3;1;2016;18:15;12.5;3.43;8.68
Sun;3;1;2016;18:30;13.5;3.47;8.72
Sun;3;1;2016;18:45;12.0;3.45;8.64
Sun;3;1;2016;19:00;13.5;3.49;9.7
Sun;3;1;2016;19:15;12.5;3.49;8.66
Sun;3;1;2016;19:30;13.0;3.5;8.69
Sun;3;1;2016;19:45;13.0;3.51;8.7
Sun;3;1;2016;20:00;13.0;3.52;9.66
Sun;3;1;2016;20:15;13.0;3.58;8.67
Sun;3;1;2016;20:30;13.0;3.6;8.68
Sun;3;1;2016;20:45;13.0;3.64;8.68
Sun;3;1;2016;21:00;13.5;3.74;8.69
Sun;3;1;2016;21:15;15.0;5.67;9.67
Sun;3;1;2016;21:30;15.5;5.65;8.64
Sun;3;1;2016;21:45;14.5;5.62;8.66
Sun;3;1;2016;22:00;15.5;5.67;8.66
Sun;3;1;2016;22:15;13.5;4.29;8.64
Sun;3;1;2016;22:30;12.5;3.28;9.61
Sun;3;1;2016;22:45;13.0;3.29;8.66
Sun;3;1;2016;23:00;13.0;3.29;8.63
Sun;3;1;2016;23:15;12.5;3.3;8.65
Sun;3;1;2016;23:30;12.5;3.29;9.64
Sun;3;1;2016;23:45;13.0;3.29;8.64
Mon;4;1;2016;00:00;12.5;3.29;8.63
Mon;4;1;2016;00:15;12.5;3.31;8.65
Mon;4;1;2016;00:30;13.0;3.29;8.64
Mon;4;1;2016;00:45;13.0;3.3;9.64
Mon;4;1;2016;01:00;13.0;3.29;8.63
Mon;4;1;2016;01:15;12.5;3.29;8.63
Mon;4;1;2016;01:30;12.5;3.29;8.63
Mon;4;1;2016;01:45;13.0;3.29;8.63
Mon;4;1;2016;02:00;12.5;3.29;9.65
Mon;4;1;2016;02:15;12.5;3.29;8.65
Mon;4;1;2016;02:30;13.0;3.29;8.61
Mon;4;1;2016;02:45;12.5;3.29;8.65
Mon;4;1;2016;03:00;12.5;3.28;9.61
Mon;4;1;2016;03:15;13.0;3.3;8.65
Mon;4;1;2016;03:30;13.0;3.33;8.65
Mon;4;1;2016;03:45;12.0;3.31;8.59
Mon;4;1;2016;04:00;13.0;3.34;8.63
Mon;4;1;2016;04:15;13.0;3.37;9.61
Mon;4;1;2016;04:30;13.0;3.4;8.63
Mon;4;1;2016;04:45;12.5;3.41;8.61
Mon;4;1;2016;05:00;13.5;3.44;8.63
Mon;4;1;2016;05:15;12.0;3.46;8.62
Mon;4;1;2016;05:30;13.0;3.49;9.63
Mon;4;1;2016;05:45;13.0;3.49;8.62
Mon;4;1;2016;06:00;13.0;3.49;8.61
Mon;4;1;2016;06:15;13.0;3.51;8.62
Mon;4;1;2016;06:30;13.0;3.52;9.6
Mon;4;1;2016;06:45;13.0;3.55;8.61
Mon;4;1;2016;07:00;13.0;3.58;8.62
Mon;4;1;2016;07:15;13.0;3.58;8.63
Mon;4;1;2016;07:30;13.0;3.68;8.59
Mon;4;1;2016;07:45;14.0;4.67;9.62
Mon;4;1;2016;08:00;15.0;5.73;8.61
Mon;4;1;2016;08:15;15.0;5.56;8.6
Mon;4;1;2016;08:30;16.0;5.64;8.61
Mon;4;1;2016;08:45;15.0;4.83;8.58
Mon;4;1;2016;09:00;13.0;3.28;9.64
Mon;4;1;2016;09:15;14.0;3.3;8.69
Mon;4;1;2016;09:30;13.5;3.27;8.66
Mon;4;1;2016;09:45;13.5;3.28;9.69
Mon;4;1;2016;10:00;14.0;3.28;8.68
Mon;4;1;2016;10:15;13.0;3.31;8.71
Mon;4;1;2016;10:30;14.0;3.29;8.66
Mon;4;1;2016;10:45;13.5;3.29;9.63
Mon;4;1;2016;11:00;14.0;3.3;8.7
Mon;4;1;2016;11:15;14.0;3.29;8.67
Mon;4;1;2016;11:30;14.5;3.29;8.67
Mon;4;1;2016;11:45;14.0;3.28;9.65
Mon;4;1;2016;12:00;14.0;3.3;8.69
Mon;4;1;2016;12:15;14.5;3.33;8.71
Mon;4;1;2016;12:30;16.5;5.77;8.65
Mon;4;1;2016;12:45;16.0;5.65;9.67
Mon;4;1;2016;13:00;16.0;5.57;8.66
Mon;4;1;2016;13:15;15.0;5.38;8.63
Mon;4;1;2016;13:30;14.0;3.37;8.62
Mon;4;1;2016;13:45;14.0;3.19;9.61
Mon;4;1;2016;14:00;13.0;3.27;8.65
Mon;4;1;2016;14:15;14.0;3.32;8.64
Mon;4;1;2016;14:30;14.0;2.61;8.69
Mon;4;1;2016;14:45;14.5;3.29;9.7
Mon;4;1;2016;15:00;14.5;3.28;8.68
Mon;4;1;2016;15:15;14.5;3.28;8.68
Mon;4;1;2016;15:30;14.5;3.28;9.71
Mon;4;1;2016;15:45;14.5;3.32;8.75
Mon;4;1;2016;16:00;14.5;3.31;8.7
Mon;4;1;2016;16:15;15.0;3.34;9.71
Mon;4;1;2016;16:30;14.0;3.32;8.69
Mon;4;1;2016;16:45;14.0;3.34;8.69
Mon;4;1;2016;17:00;15.0;3.34;8.64
Mon;4;1;2016;17:15;13.5;3.4;9.67
Mon;4;1;2016;17:30;14.5;3.57;8.69
Mon;4;1;2016;17:45;15.0;3.62;8.62
Mon;4;1;2016;18:00;15.0;5.43;8.65
Mon;4;1;2016;18:15;16.0;5.63;9.63
Mon;4;1;2016;18:30;16.0;5.45;8.65
Mon;4;1;2016;18:45;15.0;5.32;8.61
Mon;4;1;2016;19:00;14.0;4.03;8.63
Mon;4;1;2016;19:15;13.5;3.03;8.63
Mon;4;1;2016;19:30;13.0;3.15;9.62
Mon;4;1;2016;19:45;12.5;3.27;8.64
Mon;4;1;2016;20:00;13.0;3.26;8.61
Mon;4;1;2016;20:15;13.5;3.31;8.63
Mon;4;1;2016;20:30;13.0;3.32;9.63
Mon;4;1;2016;20:45;12.5;3.33;8.61
Mon;4;1;2016;21:00;13.0;3.35;8.64
Mon;4;1;2016;21:15;13.0;3.33;8.6
Mon;4;1;2016;21:30;13.0;3.34;8.62
Mon;4;1;2016;21:45;13.0;3.35;9.63
Mon;4;1;2016;22:00;13.0;3.34;8.62
Mon;4;1;2016;22:15;13.0;3.35;8.63
Mon;4;1;2016;22:30;13.0;3.33;8.59
Mon;4;1;2016;22:45;13.0;3.34;8.62
Mon;4;1;2016;23:00;13.0;3.34;9.65
Mon;4;1;2016;23:15;13.0;3.32;8.59
Mon;4;1;2016;23:30;13.0;3.31;8.61
Mon;4;1;2016;23:45;12.5;3.33;8.64
Tue;5;1;2016;00:00;12.5;3.32;9.59
Tue;5;1;2016;00:15;13.0;3.31;8.57
Tue;5;1;2016;00:30;13.5;3.35;8.61
Tue;5;1;2016;00:45;13.0;3.56;8.61
Tue;5;1;2016;01:00;13.0;3.69;8.56
Tue;5;1;2016;01:15;15.5;5.69;9.59
Tue;5;1;2016;01:30;15.0;5.49;8.59
Tue;5;1;2016;01:45;15.0;5.33;8.58
Tue;5;1;2016;02:00;14.5;5.2;8.55
Tue;5;1;2016;02:15;13.0;3.28;8.58
Tue;5;1;2016;02:30;12.5;3.0;9.57
Tue;5;1;2016;02:45;12.5;3.1;8.58
Tue;5;1;2016;03:00;12.5;3.18;8.6
Tue;5;1;2016;03:15;13.0;3.25;8.57
Tue;5;1;2016;03:30;13.0;3.29;8.59
Tue;5;1;2016;03:45;13.0;3.29;9.59
Tue;5;1;2016;04:00;12.5;3.3;8.6
Tue;5;1;2016;04:15;13.0;3.3;8.59
Tue;5;1;2016;04:30;12.5;3.29;8.58
Tue;5;1;2016;04:45;13.0;3.3;9.6
Tue;5;1;2016;05:00;13.0;3.29;8.61
Tue;5;1;2016;05:15;13.0;3.29;8.59
Tue;5;1;2016;05:30;12.5;3.3;8.61
Tue;5;1;2016;05:45;13.0;3.29;8.6
Tue;5;1;2016;06:00;12.5;3.3;9.6
Tue;5;1;2016;06:15;13.0;3.29;8.61
Tue;5;1;2016;06:30;13.0;3.29;8.64
Tue;5;1;2016;06:45;13.0;3.27;8.57
Tue;5;1;2016;07:00;13.0;3.28;8.62
Tue;5;1;2016;07:15;12.5;3.27;9.6
Tue;5;1;2016;07:30;12.5;3.29;8.62
Tue;5;1;2016;07:45;13.0;3.3;8.61
Tue;5;1;2016;08:00;13.0;3.29;8.64
Tue;5;1;2016;08:15;14.0;3.28;8.63
Tue;5;1;2016;08:30;13.5;3.31;9.69
Tue;5;1;2016;08:45;13.5;3.28;8.63
Tue;5;1;2016;09:00;15.0;3.32;8.71
Tue;5;1;2016;09:15;14.0;3.31;9.17
Tue;5;1;2016;09:30;14.0;3.31;9.17
Tue;5;1;2016;09:45;14.0;3.44;8.69
Tue;5;1;2016;10:00;15.0;3.76;8.69
Tue;5;1;2016;10:15;16.5;5.71;9.68
Tue;5;1;2016;10:30;15.5;5.45;8.7
Tue;5;1;2016;10:45;17.0;5.29;8.66
Tue;5;1;2016;11:00;15.0;5.21;8.65
Tue;5;1;2016;11:15;15.0;3.3;9.68
Tue;5;1;2016;11:30;14.0;3.01;8.65
Tue;5;1;2016;11:45;14.0;3.11;8.65
Tue;5;1;2016;12:00;14.0;3.2;8.68
Tue;5;1;2016;12:15;14.0;3.21;9.68
Tue;5;1;2016;12:30;14.5;3.25;8.64
Tue;5;1;2016;12:45;14.5;3.31;8.68
Tue;5;1;2016;13:00;14.0;3.27;8.71
Tue;5;1;2016;13:15;14.0;3.28;9.64
Tue;5;1;2016;13:30;14.0;3.27;8.67
Tue;5;1;2016;13:45;13.0;3.26;8.63
Tue;5;1;2016;14:00;14.5;3.3;8.66
Tue;5;1;2016;14:15;14.0;3.29;9.69
Tue;5;1;2016;14:30;14.5;3.29;8.69
Tue;5;1;2016;14:45;14.0;3.29;8.66
Tue;5;1;2016;15:00;14.5;3.29;8.69
Tue;5;1;2016;15:15;14.0;3.27;9.7
Tue;5;1;2016;15:30;14.5;3.28;8.71
Tue;5;1;2016;15:45;14.0;3.28;8.7
Tue;5;1;2016;16:00;14.5;3.31;8.73
Tue;5;1;2016;16:15;14.5;3.3;9.66
Tue;5;1;2016;16:30;15.0;3.3;8.73
Tue;5;1;2016;16:45;14.0;3.28;8.75
Tue;5;1;2016;17:00;14.5;3.31;8.72
Tue;5;1;2016;17:15;15.5;3.46;9.75
Tue;5;1;2016;17:30;16.0;4.93;8.69
Tue;5;1;2016;17:45;16.0;5.46;8.69
Tue;5;1;2016;18:00;16.5;5.29;8.71
Tue;5;1;2016;18:15;15.5;5.17;9.68
Tue;5;1;2016;18:30;13.5;3.16;8.69
Tue;5;1;2016;18:45;12.5;2.93;8.68
Tue;5;1;2016;19:00;13.0;3.03;8.69
Tue;5;1;2016;19:15;13.0;3.1;9.67
Tue;5;1;2016;19:30;13.0;3.15;8.72
Tue;5;1;2016;19:45;13.0;3.23;8.73
Tue;5;1;2016;20:00;13.0;3.23;8.65
Tue;5;1;2016;20:15;13.0;3.27;8.66
Tue;5;1;2016;20:30;13.0;3.28;9.68
Tue;5;1;2016;20:45;12.5;3.27;8.66
Tue;5;1;2016;21:00;12.5;3.29;8.69
Tue;5;1;2016;21:15;13.0;3.28;8.69
Tue;5;1;2016;21:30;12.5;3.27;9.67
Tue;5;1;2016;21:45;12.5;3.26;8.67
Tue;5;1;2016;22:00;13.0;3.27;8.69
Tue;5;1;2016;22:15;13.0;3.26;8.66
Tue;5;1;2016;22:30;12.0;3.29;8.68
Tue;5;1;2016;22:45;13.0;3.28;9.67
Tue;5;1;2016;23:00;13.0;3.3;8.72
Tue;5;1;2016;23:15;12.5;3.26;8.64
Tue;5;1;2016;23:30;12.5;3.27;8.69
Tue;5;1;2016;23:45;13.0;3.28;8.7
Wed;6;1;2016;00:00;12.5;3.26;9.63
Wed;6;1;2016;00:15;12.5;3.31;8.71
Wed;6;1;2016;00:30;13.0;3.29;8.64
Wed;6;1;2016;00:45;12.5;3.3;8.7
Wed;6;1;2016;01:00;12.5;3.28;8.68
Wed;6;1;2016;01:15;13.5;3.27;9.65
Wed;6;1;2016;01:30;13.0;3.28;8.69
Wed;6;1;2016;01:45;13.5;3.27;8.65
Wed;6;1;2016;02:00;12.0;3.28;8.68
Wed;6;1;2016;02:15;13.5;3.29;9.66
Wed;6;1;2016;02:30;13.0;3.3;8.68
Wed;6;1;2016;02:45;13.5;3.3;8.68
Wed;6;1;2016;03:00;13.0;3.3;8.7
Wed;6;1;2016;03:15;12.5;3.29;8.68
Wed;6;1;2016;03:30;13.0;3.29;9.68
Wed;6;1;2016;03:45;13.5;3.3;8.7
Wed;6;1;2016;04:00;13.0;3.31;8.73
Wed;6;1;2016;04:15;12.5;3.28;8.67
Wed;6;1;2016;04:30;13.0;3.29;8.69
Wed;6;1;2016;04:45;13.5;3.29;9.69
Wed;6;1;2016;05:00;13.0;3.29;8.7
Wed;6;1;2016;05:15;13.0;3.29;8.69
Wed;6;1;2016;05:30;12.5;3.3;8.68
Wed;6;1;2016;05:45;13.5;3.3;8.71
Wed;6;1;2016;06:00;13.0;3.3;9.7
Wed;6;1;2016;06:15;13.0;3.29;8.7
Wed;6;1;2016;06:30;12.5;3.28;8.69
Wed;6;1;2016;06:45;13.5;3.28;8.7
Wed;6;1;2016;07:00;13.0;3.28;9.68
Wed;6;1;2016;07:15;12.5;3.3;8.72
Wed;6;1;2016;07:30;12.5;3.27;8.66
Wed;6;1;2016;07:45;13.0;3.31;8.73
Wed;6;1;2016;08:00;13.0;3.28;8.69
Wed;6;1;2016;08:15;14.0;3.31;9.71
Wed;6;1;2016;08:30;13.5;3.3;8.72
Wed;6;1;2016;08:45;13.5;3.29;8.71
