weekday;day;month;year;time;EA+ GERAL CMB (KWh);EA+ AVAC CMB (KWh);EA+ IT CMB (KWh)
Mon;8;2;2016;02:00;22.0;5.6;15.73
Mon;8;2;2016;02:15;22.0;5.55;15.74
Mon;8;2;2016;02:30;23.0;5.61;15.73
Mon;8;2;2016;02:45;22.0;5.62;15.73
Mon;8;2;2016;03:00;23.0;5.53;15.74
Mon;8;2;2016;03:15;22.0;5.5;15.72
Mon;8;2;2016;03:30;22.0;5.48;15.72
Mon;8;2;2016;03:45;23.0;5.53;15.73
Mon;8;2;2016;04:00;22.0;5.47;15.74
Mon;8;2;2016;04:15;22.0;5.55;15.72
Mon;8;2;2016;04:30;22.0;5.54;15.72
Mon;8;2;2016;04:45;23.0;5.51;15.73
Mon;8;2;2016;05:00;22.0;5.52;15.74
Mon;8;2;2016;05:15;22.0;5.46;15.74
Mon;8;2;2016;05:30;22.0;5.63;15.72
Mon;8;2;2016;05:45;23.0;5.48;15.73
Mon;8;2;2016;06:00;22.0;5.49;15.73
Mon;8;2;2016;06:15;22.0;5.65;15.72
Mon;8;2;2016;06:30;23.0;5.61;15.72
Mon;8;2;2016;06:45;22.0;5.57;15.72
Mon;8;2;2016;07:00;22.0;5.52;15.74
Mon;8;2;2016;07:15;23.0;5.57;15.72
Mon;8;2;2016;07:30;23.0;5.6;15.73
Mon;8;2;2016;07:45;22.0;5.58;15.74
Mon;8;2;2016;08:00;23.0;5.62;15.73
Mon;8;2;2016;08:15;23.0;5.37;15.76
Mon;8;2;2016;08:30;22.0;5.02;15.76
Mon;8;2;2016;08:45;22.0;5.12;15.76
Mon;8;2;2016;09:00;23.0;5.45;15.76
Mon;8;2;2016;09:15;24.0;5.47;15.78
Mon;8;2;2016;09:30;24.0;5.37;15.76
Mon;8;2;2016;09:45;23.0;4.81;15.77
Mon;8;2;2016;10:00;24.0;5.46;15.78
Mon;8;2;2016;10:15;23.0;5.53;15.79
Mon;8;2;2016;10:30;24.0;5.58;15.77
Mon;8;2;2016;10:45;24.0;5.64;15.78
Mon;8;2;2016;11:00;24.0;5.48;15.79
Mon;8;2;2016;11:15;24.0;5.63;15.79
Mon;8;2;2016;11:30;25.0;5.74;15.78
Mon;8;2;2016;11:45;25.0;5.84;15.79
Mon;8;2;2016;12:00;25.0;5.59;15.78
Mon;8;2;2016;12:15;24.0;5.77;15.8
Mon;8;2;2016;12:30;25.0;5.73;15.77
Mon;8;2;2016;12:45;25.0;5.73;15.78
Mon;8;2;2016;13:00;24.0;5.68;15.79
Mon;8;2;2016;13:15;24.0;5.38;15.77
Mon;8;2;2016;13:30;25.0;5.84;15.78
Mon;8;2;2016;13:45;25.0;5.76;15.78
Mon;8;2;2016;14:00;24.0;5.24;15.79
Mon;8;2;2016;14:15;22.67;3.54;15.78
Mon;8;2;2016;14:30;22.67;3.54;15.78
Mon;8;2;2016;14:45;22.67;3.54;15.78
Mon;8;2;2016;15:00;22.0;3.38;15.78
Mon;8;2;2016;15:15;21.0;3.02;15.8
Mon;8;2;2016;15:30;22.0;3.22;15.78
Mon;8;2;2016;15:45;21.0;3.19;15.78
Mon;8;2;2016;16:00;22.0;3.28;15.78
Mon;8;2;2016;16:15;22.0;3.69;15.8
Mon;8;2;2016;16:30;22.0;3.71;15.79
Mon;8;2;2016;16:45;22.0;3.19;15.78
Mon;8;2;2016;17:00;22.0;3.12;15.78
Mon;8;2;2016;17:15;22.0;3.09;15.79
Mon;8;2;2016;17:30;23.0;3.1;15.78
Mon;8;2;2016;17:45;22.0;3.46;15.81
Mon;8;2;2016;18:00;21.0;3.42;15.78
Mon;8;2;2016;18:15;21.0;3.47;15.8
Mon;8;2;2016;18:30;22.0;3.4;15.79
Mon;8;2;2016;18:45;20.0;2.92;15.79
Mon;8;2;2016;19:00;21.0;3.25;15.78
Mon;8;2;2016;19:15;21.0;3.41;15.77
Mon;8;2;2016;19:30;22.0;4.56;15.79
Mon;8;2;2016;19:45;21.0;3.25;15.77
Mon;8;2;2016;20:00;20.0;3.09;15.76
Mon;8;2;2016;20:15;21.0;4.23;15.77
Mon;8;2;2016;20:30;20.0;3.5;15.79
Mon;8;2;2016;20:45;20.0;3.03;15.77
Mon;8;2;2016;21:00;20.0;3.47;15.77
Mon;8;2;2016;21:15;21.0;4.2;15.79
Mon;8;2;2016;21:30;20.0;3.05;15.79
Mon;8;2;2016;21:45;20.0;2.99;15.78
Mon;8;2;2016;22:00;21.0;3.93;15.79
Mon;8;2;2016;22:15;20.0;3.75;15.77
Mon;8;2;2016;22:30;20.0;3.01;15.77
Mon;8;2;2016;22:45;20.0;2.91;15.78
Mon;8;2;2016;23:00;21.0;3.8;15.79
Mon;8;2;2016;23:15;20.0;3.9;15.77
Mon;8;2;2016;23:30;20.0;3.04;15.76
Mon;8;2;2016;23:45;20.0;3.05;15.76
Tue;9;2;2016;00:00;20.0;3.18;15.75
Tue;9;2;2016;00:15;21.0;3.91;15.75
Tue;9;2;2016;00:30;20.0;3.58;15.76
Tue;9;2;2016;00:45;20.0;3.05;15.75
Tue;9;2;2016;01:00;20.0;3.0;15.76
Tue;9;2;2016;01:15;20.0;3.36;15.73
Tue;9;2;2016;01:30;20.0;3.82;15.74
Tue;9;2;2016;01:45;21.0;3.43;15.73
Tue;9;2;2016;02:00;19.0;3.01;15.74
Tue;9;2;2016;02:15;20.0;2.99;15.73
Tue;9;2;2016;02:30;21.0;3.81;15.72
Tue;9;2;2016;02:45;20.0;3.79;15.73
Tue;9;2;2016;03:00;20.0;3.16;15.74
Tue;9;2;2016;03:15;20.0;2.99;15.72
Tue;9;2;2016;03:30;20.0;3.18;15.73
Tue;9;2;2016;03:45;20.0;3.78;15.73
Tue;9;2;2016;04:00;21.0;3.71;15.74
Tue;9;2;2016;04:15;20.0;3.05;15.74
Tue;9;2;2016;04:30;19.0;2.96;15.72
Tue;9;2;2016;04:45;20.0;3.21;15.73
Tue;9;2;2016;05:00;21.0;3.82;15.74
Tue;9;2;2016;05:15;20.0;3.6;15.72
Tue;9;2;2016;05:30;20.0;3.05;15.72
Tue;9;2;2016;05:45;20.0;3.04;15.72
Tue;9;2;2016;06:00;20.0;3.14;15.71
Tue;9;2;2016;06:15;20.0;3.7;15.71
Tue;9;2;2016;06:30;21.0;3.74;15.73
Tue;9;2;2016;06:45;19.0;3.01;15.73
Tue;9;2;2016;07:00;20.0;3.02;15.72
Tue;9;2;2016;07:15;20.0;3.09;15.72
Tue;9;2;2016;07:30;20.0;3.76;15.72
Tue;9;2;2016;07:45;21.0;3.83;15.74
Tue;9;2;2016;08:00;20.0;3.11;15.74
Tue;9;2;2016;08:15;20.0;3.06;15.73
Tue;9;2;2016;08:30;20.0;3.16;15.73
Tue;9;2;2016;08:45;20.0;3.72;15.73
Tue;9;2;2016;09:00;21.0;3.79;15.75
Tue;9;2;2016;09:15;20.0;3.15;15.74
Tue;9;2;2016;09:30;19.0;3.04;15.74
Tue;9;2;2016;09:45;21.0;3.44;15.74
Tue;9;2;2016;10:00;20.0;3.97;15.76
Tue;9;2;2016;10:15;21.0;3.4;15.76
Tue;9;2;2016;10:30;19.0;3.13;15.74
Tue;9;2;2016;10:45;20.0;3.25;15.75
Tue;9;2;2016;11:00;21.0;4.12;15.76
Tue;9;2;2016;11:15;21.0;3.3;15.76
Tue;9;2;2016;11:30;20.0;2.9;15.78
Tue;9;2;2016;11:45;20.0;2.79;15.77
Tue;9;2;2016;12:00;19.0;2.73;15.76
Tue;9;2;2016;12:15;20.0;3.16;15.78
Tue;9;2;2016;12:30;21.0;3.24;15.78
Tue;9;2;2016;12:45;20.0;3.27;15.77
Tue;9;2;2016;13:00;20.0;3.26;15.77
Tue;9;2;2016;13:15;20.0;2.85;15.78
Tue;9;2;2016;13:30;20.0;3.16;15.76
Tue;9;2;2016;13:45;20.0;3.22;15.76
Tue;9;2;2016;14:00;21.0;4.24;15.76
Tue;9;2;2016;14:15;20.0;3.45;15.77
Tue;9;2;2016;14:30;20.0;3.04;15.78
Tue;9;2;2016;14:45;20.0;3.32;15.76
Tue;9;2;2016;15:00;21.0;3.55;15.77
Tue;9;2;2016;15:15;21.0;3.39;15.79
Tue;9;2;2016;15:30;21.0;3.22;15.78
Tue;9;2;2016;15:45;20.0;2.92;15.77
Tue;9;2;2016;16:00;20.0;3.0;15.78
Tue;9;2;2016;16:15;20.0;2.82;15.79
Tue;9;2;2016;16:30;19.0;2.84;15.78
Tue;9;2;2016;16:45;20.0;2.91;15.78
Tue;9;2;2016;17:00;20.0;3.42;15.77
Tue;9;2;2016;17:15;21.0;3.75;15.79
Tue;9;2;2016;17:30;20.33;3.38;15.78
Tue;9;2;2016;17:45;20.33;3.38;15.78
Tue;9;2;2016;18:00;20.33;3.38;15.78
Tue;9;2;2016;18:15;20.0;3.12;15.78
Tue;9;2;2016;18:30;20.0;3.64;15.8
Tue;9;2;2016;18:45;21.0;3.95;15.78
Tue;9;2;2016;19:00;20.0;3.22;15.79
Tue;9;2;2016;19:15;20.0;3.03;15.78
Tue;9;2;2016;19:30;19.0;3.06;15.78
Tue;9;2;2016;19:45;21.0;3.37;15.79
Tue;9;2;2016;20:00;20.0;3.41;15.78
Tue;9;2;2016;20:15;20.0;3.41;15.78
Tue;9;2;2016;20:30;20.0;3.52;15.77
Tue;9;2;2016;20:45;20.0;3.0;15.76
Tue;9;2;2016;21:00;20.0;3.1;15.77
Tue;9;2;2016;21:15;20.0;2.96;15.76
Tue;9;2;2016;21:30;20.0;3.02;15.77
Tue;9;2;2016;21:45;20.0;3.13;15.76
Tue;9;2;2016;22:00;20.0;3.47;15.79
Tue;9;2;2016;22:15;20.0;3.48;15.76
Tue;9;2;2016;22:30;20.0;3.28;15.78
Tue;9;2;2016;22:45;20.0;3.09;15.77
Tue;9;2;2016;23:00;20.0;3.1;15.79
Tue;9;2;2016;23:15;20.0;2.94;15.75
Tue;9;2;2016;23:30;20.0;3.03;15.76
Tue;9;2;2016;23:45;19.0;3.05;15.75
Wed;10;2;2016;00:00;20.0;3.17;15.77
Wed;10;2;2016;00:15;21.0;3.41;15.74
Wed;10;2;2016;00:30;20.0;3.57;15.75
Wed;10;2;2016;00:45;20.0;3.42;15.77
Wed;10;2;2016;01:00;20.0;2.96;15.74
Wed;10;2;2016;01:15;20.0;3.07;15.74
Wed;10;2;2016;01:30;19.0;2.96;15.76
Wed;10;2;2016;01:45;20.0;3.28;15.74
Wed;10;2;2016;02:00;21.0;3.44;15.74
Wed;10;2;2016;02:15;1.0;0.12;1.1
Wed;10;2;2016;02:30;0.0;0.01;0.12
Wed;10;2;2016;02:45;0.0;0.02;0.16
Wed;10;2;2016;03:00;0.0;0.01;0.12
Wed;10;2;2016;03:15;0.33;0.02;0.15
Wed;10;2;2016;03:30;0.33;0.02;0.15
Wed;10;2;2016;03:45;0.33;0.02;0.15
Wed;10;2;2016;04:00;0.0;0.01;0.11
Wed;10;2;2016;04:15;10.0;29.75;32.35
Wed;10;2;2016;04:30;20.0;3.11;15.72
Wed;10;2;2016;04:45;20.0;3.11;15.73
Wed;10;2;2016;05:00;20.0;3.07;15.72
Wed;10;2;2016;05:15;21.0;3.81;15.72
Wed;10;2;2016;05:30;20.0;3.87;15.73
Wed;10;2;2016;05:45;20.0;3.24;15.73
Wed;10;2;2016;06:00;20.0;3.13;15.72
Wed;10;2;2016;06:15;20.0;3.07;15.72
Wed;10;2;2016;06:30;20.0;3.48;15.74
Wed;10;2;2016;06:45;21.0;3.9;15.72
Wed;10;2;2016;07:00;20.0;3.47;15.73
Wed;10;2;2016;07:15;20.0;3.17;15.72
Wed;10;2;2016;07:30;20.0;3.23;15.71
Wed;10;2;2016;07:45;22.0;4.28;15.73
Wed;10;2;2016;08:00;21.0;3.49;15.75
Wed;10;2;2016;08:15;20.0;3.07;15.75
Wed;10;2;2016;08:30;20.0;2.84;15.74
Wed;10;2;2016;08:45;20.0;3.19;15.75
Wed;10;2;2016;09:00;21.0;3.02;15.76
Wed;10;2;2016;09:15;22.0;3.76;15.75
Wed;10;2;2016;09:30;23.0;3.77;15.76
Wed;10;2;2016;09:45;22.0;3.79;15.76
Wed;10;2;2016;10:00;22.0;3.29;15.78
Wed;10;2;2016;10:15;22.0;3.27;15.77
Wed;10;2;2016;10:30;22.0;3.25;15.77
Wed;10;2;2016;10:45;22.0;3.74;15.76
Wed;10;2;2016;11:00;23.0;4.11;15.78
Wed;10;2;2016;11:15;23.0;3.64;15.78
Wed;10;2;2016;11:30;22.0;3.4;15.79
Wed;10;2;2016;11:45;22.0;3.41;15.7
Wed;10;2;2016;12:00;22.0;3.36;15.71
Wed;10;2;2016;12:15;23.0;4.42;15.75
Wed;10;2;2016;12:30;2.0;0.12;1.1
Wed;10;2;2016;12:45;0.0;0.01;0.12
Wed;10;2;2016;13:00;0.0;0.01;0.1
Wed;10;2;2016;13:15;0.0;0.01;0.09
Wed;10;2;2016;13:30;0.0;0.01;0.12
Wed;10;2;2016;13:45;0.0;0.01;0.11
Wed;10;2;2016;14:00;1.0;0.02;0.16
Wed;10;2;2016;14:15;0.0;0.02;0.18
Wed;10;2;2016;14:30;0.0;0.01;0.1
Wed;10;2;2016;14:45;11.5;35.14;35.3
Wed;10;2;2016;15:00;23.0;3.96;15.75
Wed;10;2;2016;15:15;22.0;3.61;15.76
Wed;10;2;2016;15:30;22.0;3.34;15.75
Wed;10;2;2016;15:45;22.0;3.33;15.76
Wed;10;2;2016;16:00;24.0;4.4;15.76
Wed;10;2;2016;16:15;22.0;3.72;15.76
Wed;10;2;2016;16:30;22.0;3.11;15.75
Wed;10;2;2016;16:45;22.0;3.21;15.75
Wed;10;2;2016;17:00;21.0;3.21;15.76
Wed;10;2;2016;17:15;22.0;3.67;15.77
Wed;10;2;2016;17:30;21.0;3.58;15.75
Wed;10;2;2016;17:45;21.0;3.39;15.77
Wed;10;2;2016;18:00;21.0;2.85;15.77
Wed;10;2;2016;18:15;20.0;2.79;15.79
Wed;10;2;2016;18:30;20.0;2.84;15.77
Wed;10;2;2016;18:45;21.0;3.23;15.78
Wed;10;2;2016;19:00;21.0;3.66;15.77
Wed;10;2;2016;19:15;21.0;3.78;15.77
Wed;10;2;2016;19:30;20.0;3.1;15.76
Wed;10;2;2016;19:45;20.0;3.07;15.77
Wed;10;2;2016;20:00;20.0;3.22;15.75
Wed;10;2;2016;20:15;20.0;3.78;15.75
Wed;10;2;2016;20:30;21.0;3.85;15.76
Wed;10;2;2016;20:45;20.0;3.13;15.75
Wed;10;2;2016;21:00;20.0;3.08;15.76
Wed;10;2;2016;21:15;20.0;3.2;15.76
Wed;10;2;2016;21:30;20.0;3.31;15.75
Wed;10;2;2016;21:45;21.0;3.91;15.78
Wed;10;2;2016;22:00;20.0;3.66;15.76
Wed;10;2;2016;22:15;20.0;3.09;15.75
Wed;10;2;2016;22:30;20.0;3.05;15.76
Wed;10;2;2016;22:45;20.0;3.2;15.75
Wed;10;2;2016;23:00;21.0;3.83;15.75
Wed;10;2;2016;23:15;20.0;3.69;15.75
Wed;10;2;2016;23:30;20.0;3.14;15.74
Wed;10;2;2016;23:45;20.0;3.08;15.76
Thu;11;2;2016;00:00;20.0;3.14;15.74
Thu;11;2;2016;00:15;22.0;4.2;15.72
Thu;11;2;2016;00:30;21.0;3.66;15.73
Thu;11;2;2016;00:45;21.0;3.21;15.73
Thu;11;2;2016;01:00;21.0;3.47;15.71
Thu;11;2;2016;01:15;21.0;4.24;15.71
Thu;11;2;2016;01:30;20.0;3.19;15.73
Thu;11;2;2016;01:45;20.0;3.08;15.71
Thu;11;2;2016;02:00;20.0;3.29;15.7
Thu;11;2;2016;02:15;21.0;3.8;15.71
Thu;11;2;2016;02:30;20.0;3.68;15.71
Thu;11;2;2016;02:45;20.0;3.09;15.71
Thu;11;2;2016;03:00;20.0;3.1;15.7
Thu;11;2;2016;03:15;20.0;3.42;15.69
Thu;11;2;2016;03:30;21.0;4.03;15.72
Thu;11;2;2016;03:45;20.0;3.43;15.7
Thu;11;2;2016;04:00;20.0;3.05;15.7
Thu;11;2;2016;04:15;20.0;3.05;15.71
Thu;11;2;2016;04:30;20.0;3.76;15.68
Thu;11;2;2016;04:45;21.0;3.93;15.69
Thu;11;2;2016;05:00;20.0;3.34;15.71
Thu;11;2;2016;05:15;20.0;3.0;15.71
Thu;11;2;2016;05:30;20.0;3.42;15.7
Thu;11;2;2016;05:45;21.0;4.17;15.7
Thu;11;2;2016;06:00;20.0;3.21;15.72
Thu;11;2;2016;06:15;19.0;3.13;15.71
Thu;11;2;2016;06:30;21.0;3.21;15.69
Thu;11;2;2016;06:45;20.0;4.02;15.69
Thu;11;2;2016;07:00;21.0;3.66;15.72
Thu;11;2;2016;07:15;20.0;3.16;15.7
Thu;11;2;2016;07:30;20.4;3.25;15.72
Thu;11;2;2016;07:45;20.4;3.25;15.72
Thu;11;2;2016;08:00;20.4;3.25;15.72
Thu;11;2;2016;08:15;20.4;3.25;15.72
Thu;11;2;2016;08:30;20.4;3.25;15.72
Thu;11;2;2016;08:45;21.0;3.31;15.74
Thu;11;2;2016;09:00;20.0;2.89;15.74
Thu;11;2;2016;09:15;20.0;3.02;15.74
Thu;11;2;2016;09:30;21.0;2.9;15.74
Thu;11;2;2016;09:45;20.0;2.99;15.74
Thu;11;2;2016;10:00;21.0;2.94;15.75
Thu;11;2;2016;10:15;21.0;3.2;15.75
Thu;11;2;2016;10:30;21.0;3.57;15.74
Thu;11;2;2016;10:45;22.0;3.68;15.75
Thu;11;2;2016;11:00;22.0;3.67;15.76
Thu;11;2;2016;11:15;21.0;3.25;15.76
Thu;11;2;2016;11:30;22.0;3.3;15.76
Thu;11;2;2016;11:45;21.0;3.28;15.75
Thu;11;2;2016;12:00;22.0;3.74;15.74
Thu;11;2;2016;12:15;23.0;4.33;15.76
Thu;11;2;2016;12:30;21.0;3.49;15.75
Thu;11;2;2016;12:45;21.0;3.41;15.73
Thu;11;2;2016;13:00;22.0;4.47;15.76
Thu;11;2;2016;13:15;20.0;3.2;15.74
Thu;11;2;2016;13:30;21.0;3.49;15.76
Thu;11;2;2016;13:45;23.0;4.81;15.75
Thu;11;2;2016;14:00;21.0;3.43;15.74
Thu;11;2;2016;14:15;22.0;3.5;15.74
Thu;11;2;2016;14:30;23.0;4.57;15.78
Thu;11;2;2016;14:45;22.0;3.7;15.75
Thu;11;2;2016;15:00;22.0;3.39;15.75
Thu;11;2;2016;15:15;21.0;3.38;15.75
Thu;11;2;2016;15:30;23.0;3.92;15.76
Thu;11;2;2016;15:45;22.0;3.98;15.76
Thu;11;2;2016;16:00;22.0;3.66;15.75
Thu;11;2;2016;16:15;22.0;3.14;15.75
Thu;11;2;2016;16:30;21.0;3.14;15.76
Thu;11;2;2016;16:45;22.0;3.07;15.75
Thu;11;2;2016;17:00;22.0;3.27;15.74
Thu;11;2;2016;17:15;22.0;3.48;15.75
Thu;11;2;2016;17:30;22.0;3.34;15.75
Thu;11;2;2016;17:45;22.0;3.23;15.77
Thu;11;2;2016;18:00;20.0;3.01;15.76
Thu;11;2;2016;18:15;22.0;2.97;15.76
Thu;11;2;2016;18:30;21.0;2.86;15.78
Thu;11;2;2016;18:45;21.0;2.8;15.76
Thu;11;2;2016;19:00;21.0;2.94;15.76
Thu;11;2;2016;19:15;21.0;3.12;15.76
Thu;11;2;2016;19:30;21.0;3.21;15.75
Thu;11;2;2016;19:45;21.0;2.95;15.76
Thu;11;2;2016;20:00;21.0;3.04;15.75
Thu;11;2;2016;20:15;20.0;2.96;15.74
Thu;11;2;2016;20:30;21.0;3.19;15.75
Thu;11;2;2016;20:45;21.0;3.14;15.76
Thu;11;2;2016;21:00;21.0;3.06;15.74
Thu;11;2;2016;21:15;21.0;3.18;15.77
Thu;11;2;2016;21:30;20.0;3.14;15.77
Thu;11;2;2016;21:45;21.0;3.22;15.74
Thu;11;2;2016;22:00;20.0;3.12;15.75
Thu;11;2;2016;22:15;21.0;3.18;15.77
Thu;11;2;2016;22:30;21.0;3.18;15.75
Thu;11;2;2016;22:45;21.0;3.16;15.75
Thu;11;2;2016;23:00;20.0;3.28;15.75
Thu;11;2;2016;23:15;20.0;3.17;15.77
Thu;11;2;2016;23:30;21.0;3.19;15.74
Thu;11;2;2016;23:45;19.0;2.37;15.75
Fri;12;2;2016;00:00;20.0;3.47;15.75
Fri;12;2;2016;00:15;20.0;3.09;15.75
Fri;12;2;2016;00:30;20.0;3.08;15.73
Fri;12;2;2016;00:45;20.0;3.11;15.75
Fri;12;2;2016;01:00;20.0;2.92;15.72
Fri;12;2;2016;01:15;20.0;3.07;15.72
Fri;12;2;2016;01:30;20.0;3.15;15.72
Fri;12;2;2016;01:45;20.0;3.06;15.72
Fri;12;2;2016;02:00;19.0;3.13;15.72
Fri;12;2;2016;02:15;20.0;3.07;15.72
Fri;12;2;2016;02:30;20.0;3.25;15.71
Fri;12;2;2016;02:45;20.0;3.16;15.71
Fri;12;2;2016;03:00;20.0;3.35;15.73
Fri;12;2;2016;03:15;21.0;3.71;15.7
Fri;12;2;2016;03:30;20.0;3.8;15.73
Fri;12;2;2016;03:45;20.0;3.23;15.7
Fri;12;2;2016;04:00;20.0;3.24;15.71
Fri;12;2;2016;04:15;20.0;3.2;15.7
Fri;12;2;2016;04:30;20.0;3.28;15.72
Fri;12;2;2016;04:45;21.0;3.74;15.69
Fri;12;2;2016;05:00;20.0;3.93;15.69
Fri;12;2;2016;05:15;20.0;3.42;15.72
Fri;12;2;2016;05:30;20.0;3.12;15.7
Fri;12;2;2016;05:45;20.0;3.31;15.71
Fri;12;2;2016;06:00;21.0;3.76;15.72
Fri;12;2;2016;06:15;20.0;3.95;15.72
Fri;12;2;2016;06:30;21.0;3.46;15.71
Fri;12;2;2016;06:45;20.0;3.34;15.72
Fri;12;2;2016;07:00;20.0;3.26;15.71
Fri;12;2;2016;07:15;20.0;3.61;15.71
Fri;12;2;2016;07:30;21.0;4.07;15.73
Fri;12;2;2016;07:45;21.0;3.51;15.72
Fri;12;2;2016;08:00;21.0;3.25;15.71
Fri;12;2;2016;08:15;20.0;3.12;15.74
Fri;12;2;2016;08:30;21.0;3.11;15.74
Fri;12;2;2016;08:45;20.0;2.97;15.73
Fri;12;2;2016;09:00;21.0;3.38;15.74
Fri;12;2;2016;09:15;21.0;3.52;15.77
Fri;12;2;2016;09:30;20.0;3.46;15.74
Fri;12;2;2016;09:45;21.0;3.64;15.74
Fri;12;2;2016;10:00;20.0;3.05;15.76
Fri;12;2;2016;10:15;20.0;3.01;15.73
Fri;12;2;2016;10:30;21.0;3.14;15.74
Fri;12;2;2016;10:45;20.0;3.39;15.75
Fri;12;2;2016;11:00;21.0;3.72;15.75
Fri;12;2;2016;11:15;21.0;3.59;15.75
Fri;12;2;2016;11:30;20.0;3.29;15.77
Fri;12;2;2016;11:45;20.0;3.08;15.75
Fri;12;2;2016;12:00;20.0;3.17;15.76
Fri;12;2;2016;12:15;21.0;3.3;15.75
Fri;12;2;2016;12:30;20.0;3.67;15.77
Fri;12;2;2016;12:45;21.0;3.64;15.77
Fri;12;2;2016;13:00;20.0;3.46;15.75
Fri;12;2;2016;13:15;20.6;3.37;15.76
Fri;12;2;2016;13:30;20.6;3.37;15.76
Fri;12;2;2016;13:45;20.6;3.37;15.76
Fri;12;2;2016;14:00;20.6;3.37;15.76
Fri;12;2;2016;14:15;20.6;3.37;15.76
Fri;12;2;2016;14:30;21.0;3.62;15.77
Fri;12;2;2016;14:45;20.0;3.16;15.78
Fri;12;2;2016;15:00;21.0;3.08;15.77
Fri;12;2;2016;15:15;20.0;3.04;15.77
Fri;12;2;2016;15:30;21.0;3.57;15.76
Fri;12;2;2016;15:45;21.0;3.6;15.77
Fri;12;2;2016;16:00;20.0;3.52;15.78
Fri;12;2;2016;16:15;21.0;3.51;15.76
Fri;12;2;2016;16:30;20.0;3.19;15.76
Fri;12;2;2016;16:45;21.0;3.17;15.77
Fri;12;2;2016;17:00;20.0;3.13;15.79
Fri;12;2;2016;17:15;20.0;3.03;15.77
Fri;12;2;2016;17:30;21.0;3.36;15.77
Fri;12;2;2016;17:45;20.0;3.38;15.78
Fri;12;2;2016;18:00;21.0;3.44;15.77
Fri;12;2;2016;18:15;20.0;3.49;15.79
Fri;12;2;2016;18:30;21.0;3.47;15.78
Fri;12;2;2016;18:45;20.0;3.17;15.78
Fri;12;2;2016;19:00;20.0;3.16;15.76
Fri;12;2;2016;19:15;20.0;3.38;15.77
Fri;12;2;2016;19:30;21.0;3.7;15.76
Fri;12;2;2016;19:45;20.0;4.04;15.76
Fri;12;2;2016;20:00;21.0;3.51;15.75
Fri;12;2;2016;20:15;20.0;3.24;15.76
Fri;12;2;2016;20:30;20.0;3.17;15.77
Fri;12;2;2016;20:45;21.0;4.01;15.76
Fri;12;2;2016;21:00;20.0;3.9;15.76
Fri;12;2;2016;21:15;20.0;3.28;15.77
Fri;12;2;2016;21:30;20.0;3.33;15.76
Fri;12;2;2016;21:45;21.0;3.25;15.76
Fri;12;2;2016;22:00;20.0;3.67;15.75
Fri;12;2;2016;22:15;21.0;3.98;15.77
Fri;12;2;2016;22:30;20.0;3.42;15.75
Fri;12;2;2016;22:45;20.0;3.28;15.76
Fri;12;2;2016;23:00;20.0;3.14;15.76
Fri;12;2;2016;23:15;21.0;3.44;15.75
Fri;12;2;2016;23:30;20.0;3.71;15.77
Fri;12;2;2016;23:45;20.5;3.53;15.76
Sat;13;2;2016;00:00;20.5;3.53;15.76
Sat;13;2;2016;00:15;20.0;3.21;15.74
Sat;13;2;2016;00:30;20.0;3.21;15.74
Sat;13;2;2016;00:45;20.0;3.28;15.74
Sat;13;2;2016;01:00;20.0;3.84;15.75
Sat;13;2;2016;01:15;21.0;3.58;15.73
Sat;13;2;2016;01:30;20.0;3.57;15.73
Sat;13;2;2016;01:45;20.0;3.23;15.72
Sat;13;2;2016;02:00;20.0;3.19;15.72
Sat;13;2;2016;02:15;20.0;3.18;15.71
Sat;13;2;2016;02:30;20.0;3.28;15.72
Sat;13;2;2016;02:45;20.0;3.8;15.73
Sat;13;2;2016;03:00;21.0;3.65;15.71
Sat;13;2;2016;03:15;20.0;3.56;15.72
Sat;13;2;2016;03:30;20.0;3.21;15.73
Sat;13;2;2016;03:45;19.0;3.1;15.71
Sat;13;2;2016;04:00;21.0;3.52;15.71
Sat;13;2;2016;04:15;20.0;3.88;15.71
Sat;13;2;2016;04:30;21.0;3.65;15.72
Sat;13;2;2016;04:45;20.0;3.2;15.71
Sat;13;2;2016;05:00;20.0;3.28;15.71
Sat;13;2;2016;05:15;19.0;3.12;15.71
Sat;13;2;2016;05:30;21.0;3.59;15.7
Sat;13;2;2016;05:45;20.0;3.87;15.72
Sat;13;2;2016;06:00;21.0;3.68;15.71
Sat;13;2;2016;06:15;20.0;3.09;15.73
Sat;13;2;2016;06:30;20.0;3.19;15.72
Sat;13;2;2016;06:45;20.0;3.22;15.7
Sat;13;2;2016;07:00;20.0;3.8;15.73
Sat;13;2;2016;07:15;20.0;3.73;15.7
Sat;13;2;2016;07:30;21.0;3.58;15.71
Sat;13;2;2016;07:45;20.0;3.05;15.71
Sat;13;2;2016;08:00;20.0;3.22;15.71
Sat;13;2;2016;08:15;20.0;3.31;15.72
Sat;13;2;2016;08:30;20.0;3.86;15.73
Sat;13;2;2016;08:45;21.0;3.87;15.72
Sat;13;2;2016;09:00;20.0;3.27;15.74
Sat;13;2;2016;09:15;20.0;3.14;15.73
Sat;13;2;2016;09:30;20.0;3.3;15.72
Sat;13;2;2016;09:45;19.0;3.51;15.72
Sat;13;2;2016;10:00;21.0;3.9;15.75
Sat;13;2;2016;10:15;21.0;3.77;15.74
Sat;13;2;2016;10:30;20.0;3.19;15.74
Sat;13;2;2016;10:45;20.0;3.28;15.75
