weekday;day;month;year;time;EA+ GERAL PDG (KWh);EA+ AVAC PDG (KWh);EA+ IT PDG (KWh)
Fri;1;1;2016;00:00;6.0;1.95;3.77
Fri;1;1;2016;00:15;5.0;1.96;3.76
Fri;1;1;2016;00:30;6.0;2.23;3.77
Fri;1;1;2016;00:45;6.0;2.33;3.77
Fri;1;1;2016;01:00;6.0;2.21;3.78
Fri;1;1;2016;01:15;6.0;2.12;3.76
Fri;1;1;2016;01:30;6.0;1.73;3.77
Fri;1;1;2016;01:45;6.0;2.73;3.77
Fri;1;1;2016;02:00;5.0;0.76;3.77
Fri;1;1;2016;02:15;7.0;3.13;3.77
Fri;1;1;2016;02:30;5.0;1.31;3.77
Fri;1;1;2016;02:45;7.0;2.78;3.76
Fri;1;1;2016;03:00;5.0;1.8;3.77
Fri;1;1;2016;03:15;6.0;2.19;3.77
Fri;1;1;2016;03:30;6.0;2.23;3.76
Fri;1;1;2016;03:45;6.0;1.54;3.77
Fri;1;1;2016;04:00;6.0;2.13;3.77
Fri;1;1;2016;04:15;6.0;2.97;3.76
Fri;1;1;2016;04:30;5.0;1.23;3.76
Fri;1;1;2016;04:45;6.0;2.33;3.77
Fri;1;1;2016;05:00;6.0;1.37;3.77
Fri;1;1;2016;05:15;6.0;2.91;3.76
Fri;1;1;2016;05:30;7.0;2.55;3.77
Fri;1;1;2016;05:45;4.0;0.86;3.77
Fri;1;1;2016;06:00;7.0;2.69;3.76
Fri;1;1;2016;06:15;5.0;1.9;3.77
Fri;1;1;2016;06:30;6.0;1.76;3.77
Fri;1;1;2016;06:45;6.0;2.48;3.77
Fri;1;1;2016;07:00;6.0;1.97;3.76
Fri;1;1;2016;07:15;6.0;2.48;3.77
Fri;1;1;2016;07:30;6.0;2.04;3.77
Fri;1;1;2016;07:45;5.0;0.81;3.76
Fri;1;1;2016;08:00;7.0;3.27;3.77
Fri;1;1;2016;08:15;5.0;1.24;3.76
Fri;1;1;2016;08:30;7.0;3.18;3.77
Fri;1;1;2016;08:45;4.0;0.75;3.76
Fri;1;1;2016;09:00;7.0;2.69;3.77
Fri;1;1;2016;09:15;5.0;1.91;3.76
Fri;1;1;2016;09:30;6.0;1.95;3.76
Fri;1;1;2016;09:45;7.0;2.8;3.76
Fri;1;1;2016;10:00;4.0;0.75;3.77
Fri;1;1;2016;10:15;7.0;2.89;3.76
Fri;1;1;2016;10:30;5.0;1.52;3.77
Fri;1;1;2016;10:45;6.0;1.81;3.77
Fri;1;1;2016;11:00;6.0;2.58;3.77
Fri;1;1;2016;11:15;6.0;2.65;3.76
Fri;1;1;2016;11:30;6.0;1.61;3.77
Fri;1;1;2016;11:45;5.0;1.51;3.77
Fri;1;1;2016;12:00;6.0;2.5;3.77
Fri;1;1;2016;12:15;7.0;2.58;3.77
Fri;1;1;2016;12:30;5.0;1.37;3.77
Fri;1;1;2016;12:45;6.0;2.42;3.77
Fri;1;1;2016;13:00;6.0;2.01;3.77
Fri;1;1;2016;13:15;6.0;1.95;3.77
Fri;1;1;2016;13:30;5.0;1.86;3.77
Fri;1;1;2016;13:45;6.0;1.97;3.76
Fri;1;1;2016;14:00;6.0;2.08;3.77
Fri;1;1;2016;14:15;6.0;2.2;3.77
Fri;1;1;2016;14:30;6.0;2.07;3.77
Fri;1;1;2016;14:45;6.0;2.4;3.77
Fri;1;1;2016;15:00;6.0;2.18;3.77
Fri;1;1;2016;15:15;6.0;2.21;3.77
Fri;1;1;2016;15:30;6.0;2.09;3.77
Fri;1;1;2016;15:45;6.0;2.04;3.77
Fri;1;1;2016;16:00;6.0;1.99;3.77
Fri;1;1;2016;16:15;5.0;1.97;3.76
Fri;1;1;2016;16:30;6.0;1.95;3.77
Fri;1;1;2016;16:45;6.0;2.01;3.77
Fri;1;1;2016;17:00;6.0;2.22;3.77
Fri;1;1;2016;17:15;6.0;2.59;3.76
Fri;1;1;2016;17:30;6.0;1.78;3.77
Fri;1;1;2016;17:45;6.0;1.95;3.77
Fri;1;1;2016;18:00;6.0;2.23;3.77
Fri;1;1;2016;18:15;6.0;2.33;3.77
Fri;1;1;2016;18:30;6.0;2.06;3.77
Fri;1;1;2016;18:45;5.0;1.81;3.76
Fri;1;1;2016;19:00;6.0;1.97;3.77
Fri;1;1;2016;19:15;6.0;2.01;3.77
Fri;1;1;2016;19:30;6.0;2.04;3.77
Fri;1;1;2016;19:45;5.0;1.98;3.77
Fri;1;1;2016;20:00;6.0;2.0;3.77
Fri;1;1;2016;20:15;6.0;2.27;3.77
Fri;1;1;2016;20:30;6.0;2.16;3.77
Fri;1;1;2016;20:45;6.0;2.1;3.77
Fri;1;1;2016;21:00;6.0;2.34;3.77
Fri;1;1;2016;21:15;6.0;1.88;3.76
Fri;1;1;2016;21:30;5.0;1.72;3.77
Fri;1;1;2016;21:45;6.0;1.8;3.77
Fri;1;1;2016;22:00;6.0;2.06;3.77
Fri;1;1;2016;22:15;6.0;2.32;3.76
Fri;1;1;2016;22:30;6.0;2.37;3.77
Fri;1;1;2016;22:45;6.0;2.06;3.77
Fri;1;1;2016;23:00;6.0;1.95;3.77
Fri;1;1;2016;23:15;5.5;1.92;3.78
Fri;1;1;2016;23:30;5.5;1.92;3.78
Fri;1;1;2016;23:45;6.0;1.97;3.77
Sat;2;1;2016;00:00;6.0;1.95;3.77
Sat;2;1;2016;00:15;5.0;2.09;3.76
Sat;2;1;2016;00:30;6.0;2.11;3.77
Sat;2;1;2016;00:45;6.0;2.12;3.77
Sat;2;1;2016;01:00;6.0;2.0;3.77
Sat;2;1;2016;01:15;6.0;2.13;3.77
Sat;2;1;2016;01:30;6.0;2.12;3.77
Sat;2;1;2016;01:45;6.0;2.28;3.77
Sat;2;1;2016;02:00;6.0;1.88;3.77
Sat;2;1;2016;02:15;6.0;2.58;3.76
Sat;2;1;2016;02:30;6.0;1.48;3.77
Sat;2;1;2016;02:45;6.0;2.9;3.76
Sat;2;1;2016;03:00;5.0;0.85;3.77
Sat;2;1;2016;03:15;7.0;3.32;3.77
Sat;2;1;2016;03:30;5.0;1.43;3.77
Sat;2;1;2016;03:45;7.0;2.89;3.76
Sat;2;1;2016;04:00;5.0;0.81;3.77
Sat;2;1;2016;04:15;7.0;3.29;3.76
Sat;2;1;2016;04:30;5.0;2.0;3.77
Sat;2;1;2016;04:45;6.0;1.49;3.76
Sat;2;1;2016;05:00;6.0;2.53;3.77
Sat;2;1;2016;05:15;6.0;1.99;3.76
Sat;2;1;2016;05:30;5.0;1.7;3.77
Sat;2;1;2016;05:45;7.0;2.54;3.76
Sat;2;1;2016;06:00;5.0;1.12;3.77
Sat;2;1;2016;06:15;7.0;3.17;3.76
Sat;2;1;2016;06:30;4.0;0.8;3.77
Sat;2;1;2016;06:45;7.0;3.3;3.76
Sat;2;1;2016;07:00;6.0;1.66;3.77
Sat;2;1;2016;07:15;5.0;1.79;3.76
Sat;2;1;2016;07:30;7.0;2.73;3.76
Sat;2;1;2016;07:45;5.0;1.04;3.76
Sat;2;1;2016;08:00;7.0;3.22;3.77
Sat;2;1;2016;08:15;5.0;1.14;3.76
Sat;2;1;2016;08:30;6.0;3.11;3.77
Sat;2;1;2016;08:45;5.0;0.75;3.76
Sat;2;1;2016;09:00;7.0;3.16;3.77
Sat;2;1;2016;09:15;6.0;1.95;3.76
Sat;2;1;2016;09:30;5.0;1.58;3.77
Sat;2;1;2016;09:45;7.0;3.06;3.76
Sat;2;1;2016;10:00;5.0;0.91;3.77
Sat;2;1;2016;10:15;7.0;3.33;3.77
Sat;2;1;2016;10:30;5.0;1.41;3.76
Sat;2;1;2016;10:45;6.0;2.66;3.77
Sat;2;1;2016;11:00;6.0;1.92;3.77
Sat;2;1;2016;11:15;5.0;1.65;3.76
Sat;2;1;2016;11:30;7.0;2.69;3.77
Sat;2;1;2016;11:45;5.0;1.74;3.77
Sat;2;1;2016;12:00;7.0;2.58;3.77
Sat;2;1;2016;12:15;5.0;1.03;3.76
Sat;2;1;2016;12:30;7.0;3.33;3.77
Sat;2;1;2016;12:45;5.0;1.68;3.76
Sat;2;1;2016;13:00;6.0;1.55;3.77
Sat;2;1;2016;13:15;6.0;2.6;3.77
Sat;2;1;2016;13:30;6.0;2.29;3.77
Sat;2;1;2016;13:45;6.0;1.74;3.76
Sat;2;1;2016;14:00;5.0;1.99;3.77
Sat;2;1;2016;14:15;7.0;2.8;3.77
Sat;2;1;2016;14:30;6.0;2.0;3.77
Sat;2;1;2016;14:45;5.0;1.63;3.76
Sat;2;1;2016;15:00;6.0;2.24;3.77
Sat;2;1;2016;15:15;7.0;2.58;3.77
Sat;2;1;2016;15:30;5.0;1.63;3.77
Sat;2;1;2016;15:45;6.0;2.05;3.77
Sat;2;1;2016;16:00;6.0;2.63;3.77
Sat;2;1;2016;16:15;6.0;1.79;3.77
Sat;2;1;2016;16:30;6.0;1.97;3.77
Sat;2;1;2016;16:45;6.0;2.75;3.77
Sat;2;1;2016;17:00;5.0;1.63;3.77
Sat;2;1;2016;17:15;6.0;2.1;3.76
Sat;2;1;2016;17:30;7.0;2.6;3.77
Sat;2;1;2016;17:45;5.0;1.7;3.76
Sat;2;1;2016;18:00;6.0;1.84;3.76
Sat;2;1;2016;18:15;7.0;2.99;3.77
Sat;2;1;2016;18:30;5.0;1.44;3.77
Sat;2;1;2016;18:45;6.0;2.17;3.77
Sat;2;1;2016;19:00;6.0;2.68;3.77
Sat;2;1;2016;19:15;6.0;1.53;3.77
Sat;2;1;2016;19:30;6.0;2.28;3.77
Sat;2;1;2016;19:45;6.0;2.29;3.76
Sat;2;1;2016;20:00;5.0;1.44;3.77
Sat;2;1;2016;20:15;7.0;3.11;3.77
Sat;2;1;2016;20:30;5.0;1.51;3.77
Sat;2;1;2016;20:45;6.0;2.36;3.76
Sat;2;1;2016;21:00;6.0;2.1;3.77
Sat;2;1;2016;21:15;6.0;1.59;3.76
Sat;2;1;2016;21:30;6.0;2.79;3.77
Sat;2;1;2016;21:45;6.0;2.05;3.76
Sat;2;1;2016;22:00;5.0;1.58;3.77
Sat;2;1;2016;22:15;7.0;3.08;3.76
Sat;2;1;2016;22:30;5.0;1.51;3.77
Sat;2;1;2016;22:45;6.0;1.98;3.76
Sat;2;1;2016;23:00;7.0;2.86;3.77
Sat;2;1;2016;23:15;5.5;1.75;3.77
Sat;2;1;2016;23:30;5.5;1.75;3.77
Sat;2;1;2016;23:45;7.0;2.98;3.76
Sun;3;1;2016;00:00;5.0;1.32;3.77
Sun;3;1;2016;00:15;7.0;3.09;3.76
Sun;3;1;2016;00:30;5.0;1.48;3.77
Sun;3;1;2016;00:45;6.0;2.11;3.76
Sun;3;1;2016;01:00;6.0;2.55;3.77
Sun;3;1;2016;01:15;5.0;1.37;3.76
Sun;3;1;2016;01:30;7.0;2.79;3.76
Sun;3;1;2016;01:45;6.0;2.35;3.76
Sun;3;1;2016;02:00;5.0;1.25;3.77
Sun;3;1;2016;02:15;7.0;3.34;3.76
Sun;3;1;2016;02:30;5.0;0.76;3.77
Sun;3;1;2016;02:45;7.0;3.25;3.76
Sun;3;1;2016;03:00;5.0;1.11;3.76
Sun;3;1;2016;03:15;6.0;2.95;3.76
Sun;3;1;2016;03:30;7.0;2.35;3.76
Sun;3;1;2016;03:45;5.0;1.35;3.76
Sun;3;1;2016;04:00;7.0;3.35;3.76
Sun;3;1;2016;04:15;5.0;0.93;3.76
Sun;3;1;2016;04:30;6.0;3.01;3.76
Sun;3;1;2016;04:45;6.0;2.09;3.76
Sun;3;1;2016;05:00;6.0;1.69;3.76
Sun;3;1;2016;05:15;7.0;3.37;3.76
Sun;3;1;2016;05:30;5.0;0.92;3.76
Sun;3;1;2016;05:45;6.0;2.79;3.75
Sun;3;1;2016;06:00;6.0;2.03;3.76
Sun;3;1;2016;06:15;6.0;2.1;3.76
Sun;3;1;2016;06:30;6.0;2.33;3.76
Sun;3;1;2016;06:45;5.0;1.44;3.76
Sun;3;1;2016;07:00;7.0;3.35;3.76
Sun;3;1;2016;07:15;5.0;0.91;3.76
Sun;3;1;2016;07:30;7.0;3.33;3.76
Sun;3;1;2016;07:45;5.0;1.04;3.76
Sun;3;1;2016;08:00;6.0;2.76;3.76
Sun;3;1;2016;08:15;7.0;2.6;3.75
Sun;3;1;2016;08:30;5.0;1.01;3.76
Sun;3;1;2016;08:45;7.0;3.35;3.76
Sun;3;1;2016;09:00;5.0;1.42;3.76
Sun;3;1;2016;09:15;6.0;2.12;3.76
Sun;3;1;2016;09:30;7.0;3.19;3.76
Sun;3;1;2016;09:45;4.0;0.74;3.76
Sun;3;1;2016;10:00;7.0;3.05;3.76
Sun;3;1;2016;10:15;6.0;1.92;3.76
Sun;3;1;2016;10:30;5.0;1.87;3.77
Sun;3;1;2016;10:45;7.0;3.07;3.76
Sun;3;1;2016;11:00;5.0;0.75;3.76
Sun;3;1;2016;11:15;7.0;3.22;3.76
Sun;3;1;2016;11:30;5.0;1.58;3.76
Sun;3;1;2016;11:45;7.0;3.28;3.76
Sun;3;1;2016;12:00;5.0;0.97;3.76
Sun;3;1;2016;12:15;7.0;2.77;3.76
Sun;3;1;2016;12:30;5.0;2.0;3.76
Sun;3;1;2016;12:45;6.0;1.66;3.76
Sun;3;1;2016;13:00;6.0;2.94;3.77
Sun;3;1;2016;13:15;6.0;1.78;3.76
Sun;3;1;2016;13:30;7.0;2.92;3.76
Sun;3;1;2016;13:45;5.0;1.43;3.76
Sun;3;1;2016;14:00;6.0;2.75;3.77
Sun;3;1;2016;14:15;6.0;1.99;3.76
Sun;3;1;2016;14:30;6.0;2.09;3.76
Sun;3;1;2016;14:45;7.0;2.64;3.76
Sun;3;1;2016;15:00;5.0;1.61;3.77
Sun;3;1;2016;15:15;6.0;2.26;3.76
Sun;3;1;2016;15:30;6.0;2.3;3.76
Sun;3;1;2016;15:45;5.0;1.59;3.76
Sun;3;1;2016;16:00;7.0;3.17;3.77
Sun;3;1;2016;16:15;5.0;1.15;3.76
Sun;3;1;2016;16:30;7.0;3.17;3.77
Sun;3;1;2016;16:45;5.0;1.29;3.76
Sun;3;1;2016;17:00;7.0;3.17;3.77
Sun;3;1;2016;17:15;5.0;1.1;3.76
Sun;3;1;2016;17:30;7.0;3.17;3.77
Sun;3;1;2016;17:45;5.0;1.31;3.76
Sun;3;1;2016;18:00;7.0;2.88;3.76
Sun;3;1;2016;18:15;5.0;1.57;3.76
Sun;3;1;2016;18:30;6.0;2.5;3.77
Sun;3;1;2016;18:45;6.0;1.97;3.76
Sun;3;1;2016;19:00;6.0;2.0;3.77
Sun;3;1;2016;19:15;6.0;2.52;3.76
Sun;3;1;2016;19:30;5.0;1.39;3.77
Sun;3;1;2016;19:45;7.0;2.9;3.76
Sun;3;1;2016;20:00;6.0;1.79;3.77
Sun;3;1;2016;20:15;5.0;1.78;3.76
Sun;3;1;2016;20:30;7.0;2.76;3.76
Sun;3;1;2016;20:45;5.0;1.77;3.76
Sun;3;1;2016;21:00;6.0;2.09;3.77
Sun;3;1;2016;21:15;7.0;2.66;3.76
Sun;3;1;2016;21:30;5.0;1.44;3.77
Sun;3;1;2016;21:45;7.0;3.07;3.76
Sun;3;1;2016;22:00;5.0;1.25;3.77
Sun;3;1;2016;22:15;6.0;2.46;3.76
Sun;3;1;2016;22:30;6.0;2.26;3.77
Sun;3;1;2016;22:45;6.0;2.04;3.76
Sun;3;1;2016;23:00;6.0;2.12;3.77
Sun;3;1;2016;23:15;5.5;2.05;3.76
Sun;3;1;2016;23:30;5.5;2.05;3.76
Sun;3;1;2016;23:45;7.0;2.55;3.76
Mon;4;1;2016;00:00;5.0;1.6;3.77
Mon;4;1;2016;00:15;7.0;2.91;3.76
Mon;4;1;2016;00:30;5.0;1.63;3.77
Mon;4;1;2016;00:45;6.0;2.23;3.76
Mon;4;1;2016;01:00;6.0;2.25;3.76
Mon;4;1;2016;01:15;6.0;1.73;3.76
Mon;4;1;2016;01:30;6.0;2.59;3.76
Mon;4;1;2016;01:45;6.0;2.4;3.76
Mon;4;1;2016;02:00;5.0;1.45;3.76
Mon;4;1;2016;02:15;8.0;3.29;3.75
Mon;4;1;2016;02:30;4.0;1.02;3.76
Mon;4;1;2016;02:45;8.0;3.37;3.76
Mon;4;1;2016;03:00;5.0;1.55;3.76
Mon;4;1;2016;03:15;6.0;2.06;3.75
Mon;4;1;2016;03:30;7.0;3.25;3.76
Mon;4;1;2016;03:45;4.0;0.76;3.76
Mon;4;1;2016;04:00;7.0;3.23;3.76
Mon;4;1;2016;04:15;6.0;1.64;3.75
Mon;4;1;2016;04:30;6.0;2.29;3.76
Mon;4;1;2016;04:45;6.0;2.86;3.75
Mon;4;1;2016;05:00;6.0;1.36;3.76
Mon;4;1;2016;05:15;7.0;3.37;3.75
Mon;4;1;2016;05:30;5.0;1.17;3.76
Mon;4;1;2016;05:45;6.0;2.22;3.75
Mon;4;1;2016;06:00;7.0;3.23;3.76
Mon;4;1;2016;06:15;4.0;0.76;3.75
Mon;4;1;2016;06:30;7.0;3.05;3.76
Mon;4;1;2016;06:45;6.0;1.79;3.75
Mon;4;1;2016;07:00;6.0;2.1;3.76
Mon;4;1;2016;07:15;6.0;2.92;3.75
Mon;4;1;2016;07:30;5.0;1.01;3.76
Mon;4;1;2016;07:45;7.0;3.33;3.76
Mon;4;1;2016;08:00;5.0;1.33;3.76
Mon;4;1;2016;08:15;7.0;2.94;3.75
Mon;4;1;2016;08:30;5.0;0.89;3.76
Mon;4;1;2016;08:45;7.0;3.35;3.76
Mon;4;1;2016;09:00;5.0;1.17;3.76
Mon;4;1;2016;09:15;7.0;3.31;3.76
Mon;4;1;2016;09:30;5.0;0.95;3.76
Mon;4;1;2016;09:45;7.0;2.26;3.76
Mon;4;1;2016;10:00;6.0;1.84;3.77
Mon;4;1;2016;10:15;6.0;2.19;3.8
Mon;4;1;2016;10:30;6.0;1.65;3.85
Mon;4;1;2016;10:45;7.0;2.64;3.84
Mon;4;1;2016;11:00;6.0;1.55;3.84
Mon;4;1;2016;11:15;8.0;2.78;3.83
Mon;4;1;2016;11:30;6.0;1.68;3.83
Mon;4;1;2016;11:45;7.0;2.22;3.84
Mon;4;1;2016;12:00;7.0;2.02;3.83
Mon;4;1;2016;12:15;7.0;2.54;3.83
Mon;4;1;2016;12:30;6.0;1.7;3.83
Mon;4;1;2016;12:45;6.0;2.41;3.83
Mon;4;1;2016;13:00;7.0;2.08;3.83
Mon;4;1;2016;13:15;6.0;1.9;3.82
Mon;4;1;2016;13:30;6.0;2.45;3.81
Mon;4;1;2016;13:45;6.0;2.35;3.79
Mon;4;1;2016;14:00;6.0;2.19;3.79
Mon;4;1;2016;14:15;6.0;1.9;3.78
Mon;4;1;2016;14:30;5.0;1.99;3.79
Mon;4;1;2016;14:45;6.0;1.95;3.79
Mon;4;1;2016;15:00;7.0;3.15;3.8
Mon;4;1;2016;15:15;6.0;1.45;3.82
Mon;4;1;2016;15:30;7.0;3.1;3.83
Mon;4;1;2016;15:45;6.0;1.41;3.82
Mon;4;1;2016;16:00;7.0;2.67;3.83
Mon;4;1;2016;16:15;6.0;1.83;3.83
Mon;4;1;2016;16:30;6.0;2.23;3.83
Mon;4;1;2016;16:45;7.0;2.22;3.81
Mon;4;1;2016;17:00;6.0;2.15;3.82
Mon;4;1;2016;17:15;6.0;1.82;3.8
Mon;4;1;2016;17:30;7.0;2.79;3.81
Mon;4;1;2016;17:45;6.0;1.7;3.8
Mon;4;1;2016;18:00;6.0;2.09;3.81
Mon;4;1;2016;18:15;7.0;2.62;3.82
Mon;4;1;2016;18:30;6.0;1.42;3.81
Mon;4;1;2016;18:45;7.0;2.54;3.81
Mon;4;1;2016;19:00;6.0;2.16;3.81
Mon;4;1;2016;19:15;5.0;1.55;3.78
Mon;4;1;2016;19:30;6.0;1.86;3.77
Mon;4;1;2016;19:45;6.0;2.13;3.76
Mon;4;1;2016;20:00;6.0;2.11;3.77
Mon;4;1;2016;20:15;6.0;2.1;3.77
Mon;4;1;2016;20:30;6.0;2.12;3.77
Mon;4;1;2016;20:45;6.0;2.27;3.76
Mon;4;1;2016;21:00;6.0;2.12;3.77
Mon;4;1;2016;21:15;6.0;2.03;3.77
Mon;4;1;2016;21:30;5.0;1.92;3.77
Mon;4;1;2016;21:45;6.0;2.01;3.77
Mon;4;1;2016;22:00;6.0;2.16;3.77
Mon;4;1;2016;22:15;6.0;2.04;3.76
Mon;4;1;2016;22:30;6.0;2.11;3.77
Mon;4;1;2016;22:45;5.0;2.0;3.77
Mon;4;1;2016;23:00;6.0;1.76;3.77
Mon;4;1;2016;23:15;6.0;2.11;3.77
Mon;4;1;2016;23:30;6.0;2.11;3.77
Mon;4;1;2016;23:45;6.0;2.13;3.76
Tue;5;1;2016;00:00;6.0;2.15;3.77
Tue;5;1;2016;00:15;6.0;2.07;3.76
Tue;5;1;2016;00:30;5.0;2.17;3.77
Tue;5;1;2016;00:45;6.0;2.13;3.77
Tue;5;1;2016;01:00;6.0;1.95;3.77
Tue;5;1;2016;01:15;6.0;2.11;3.76
Tue;5;1;2016;01:30;6.0;1.98;3.77
Tue;5;1;2016;01:45;5.0;1.9;3.76
Tue;5;1;2016;02:00;7.0;2.37;3.77
Tue;5;1;2016;02:15;5.0;1.28;3.76
Tue;5;1;2016;02:30;6.0;2.48;3.77
Tue;5;1;2016;02:45;6.0;1.9;3.77
Tue;5;1;2016;03:00;5.0;1.86;3.76
Tue;5;1;2016;03:15;6.0;2.33;3.77
Tue;5;1;2016;03:30;6.0;1.94;3.77
Tue;5;1;2016;03:45;6.0;2.22;3.76
Tue;5;1;2016;04:00;6.0;1.24;3.77
Tue;5;1;2016;04:15;6.0;2.9;3.76
Tue;5;1;2016;04:30;6.0;2.19;3.77
Tue;5;1;2016;04:45;6.0;1.77;3.76
Tue;5;1;2016;05:00;5.0;1.89;3.77
Tue;5;1;2016;05:15;6.0;2.24;3.76
Tue;5;1;2016;05:30;6.0;1.54;3.76
Tue;5;1;2016;05:45;6.0;2.81;3.76
Tue;5;1;2016;06:00;5.0;1.25;3.77
Tue;5;1;2016;06:15;7.0;2.68;3.76
Tue;5;1;2016;06:30;6.0;2.27;3.77
Tue;5;1;2016;06:45;5.0;1.15;3.76
Tue;5;1;2016;07:00;6.0;2.65;3.77
Tue;5;1;2016;07:15;6.0;1.99;3.76
Tue;5;1;2016;07:30;5.0;1.63;3.77
Tue;5;1;2016;07:45;7.0;2.53;3.76
Tue;5;1;2016;08:00;6.0;2.24;3.76
Tue;5;1;2016;08:15;5.0;1.11;3.76
Tue;5;1;2016;08:30;6.0;2.95;3.77
Tue;5;1;2016;08:45;6.0;2.19;3.76
Tue;5;1;2016;09:00;5.0;0.89;3.77
Tue;5;1;2016;09:15;7.0;2.86;3.76
Tue;5;1;2016;09:30;6.0;2.18;3.77
Tue;5;1;2016;09:45;4.0;1.14;3.76
Tue;5;1;2016;10:00;7.0;3.09;3.77
Tue;5;1;2016;10:15;5.0;0.89;3.79
Tue;5;1;2016;10:30;8.0;2.75;3.8
Tue;5;1;2016;10:45;6.0;1.18;3.79
Tue;5;1;2016;11:00;7.0;2.69;3.81
Tue;5;1;2016;11:15;6.0;1.52;3.84
Tue;5;1;2016;11:30;7.0;2.32;3.84
Tue;5;1;2016;11:45;6.0;2.3;3.82
Tue;5;1;2016;12:00;6.0;1.18;3.82
Tue;5;1;2016;12:15;7.0;3.13;3.82
Tue;5;1;2016;12:30;6.0;1.29;3.83
Tue;5;1;2016;12:45;6.0;2.22;3.82
Tue;5;1;2016;13:00;6.0;1.72;3.82
Tue;5;1;2016;13:15;6.0;2.05;3.79
Tue;5;1;2016;13:30;7.0;2.27;3.78
Tue;5;1;2016;13:45;6.0;2.43;3.78
Tue;5;1;2016;14:00;6.0;2.23;3.78
Tue;5;1;2016;14:15;6.0;2.05;3.78
Tue;5;1;2016;14:30;6.0;2.03;3.78
Tue;5;1;2016;14:45;6.0;1.96;3.77
Tue;5;1;2016;15:00;6.0;2.28;3.79
Tue;5;1;2016;15:15;7.0;2.69;3.79
Tue;5;1;2016;15:30;7.0;2.22;3.8
Tue;5;1;2016;15:45;6.0;1.65;3.79
Tue;5;1;2016;16:00;6.0;2.33;3.8
Tue;5;1;2016;16:15;7.0;2.57;3.79
Tue;5;1;2016;16:30;6.0;1.65;3.8
Tue;5;1;2016;16:45;6.0;2.24;3.79
Tue;5;1;2016;17:00;7.0;2.51;3.8
Tue;5;1;2016;17:15;6.0;1.56;3.79
Tue;5;1;2016;17:30;6.0;2.19;3.8
Tue;5;1;2016;17:45;7.0;2.45;3.79
Tue;5;1;2016;18:00;6.0;1.62;3.8
Tue;5;1;2016;18:15;6.0;1.87;3.79
Tue;5;1;2016;18:30;7.0;2.57;3.79
Tue;5;1;2016;18:45;5.0;1.89;3.77
Tue;5;1;2016;19:00;6.0;1.98;3.77
Tue;5;1;2016;19:15;6.0;1.92;3.77
Tue;5;1;2016;19:30;5.0;1.92;3.77
Tue;5;1;2016;19:45;6.0;1.87;3.77
Tue;5;1;2016;20:00;6.0;2.19;3.77
Tue;5;1;2016;20:15;6.0;2.49;3.77
Tue;5;1;2016;20:30;6.0;2.17;3.77
Tue;5;1;2016;20:45;6.0;1.96;3.76
Tue;5;1;2016;21:00;6.0;2.09;3.77
Tue;5;1;2016;21:15;6.0;2.03;3.77
Tue;5;1;2016;21:30;6.0;2.05;3.77
Tue;5;1;2016;21:45;5.0;1.85;3.77
Tue;5;1;2016;22:00;6.0;2.03;3.77
Tue;5;1;2016;22:15;6.0;2.22;3.77
Tue;5;1;2016;22:30;6.0;2.27;3.77
Tue;5;1;2016;22:45;6.0;2.22;3.77
Tue;5;1;2016;23:00;6.0;2.24;3.77
Tue;5;1;2016;23:15;6.0;1.97;3.76
Tue;5;1;2016;23:30;6.0;1.85;3.77
Tue;5;1;2016;23:45;6.0;2.04;3.77
Wed;6;1;2016;00:00;6.0;2.4;3.77
Wed;6;1;2016;00:15;6.0;2.19;3.76
Wed;6;1;2016;00:30;6.0;2.18;3.77
Wed;6;1;2016;00:45;5.0;1.97;3.77
Wed;6;1;2016;01:00;6.0;1.92;3.77
Wed;6;1;2016;01:15;6.0;1.99;3.77
Wed;6;1;2016;01:30;6.0;2.2;3.77
Wed;6;1;2016;01:45;7.0;3.04;3.76
Wed;6;1;2016;02:00;4.0;0.8;3.77
Wed;6;1;2016;02:15;7.0;3.32;3.76
Wed;6;1;2016;02:30;6.0;1.44;3.77
Wed;6;1;2016;02:45;6.0;2.68;3.76
Wed;6;1;2016;03:00;6.0;2.18;3.76
Wed;6;1;2016;03:15;6.0;1.67;3.76
Wed;6;1;2016;03:30;6.0;2.61;3.76
Wed;6;1;2016;03:45;6.0;1.65;3.76
Wed;6;1;2016;04:00;6.0;2.7;3.76
Wed;6;1;2016;04:15;5.0;1.57;3.76
Wed;6;1;2016;04:30;7.0;2.88;3.76
Wed;6;1;2016;04:45;5.0;1.38;3.76
Wed;6;1;2016;05:00;7.0;2.77;3.76
Wed;6;1;2016;05:15;5.0;1.21;3.76
Wed;6;1;2016;05:30;7.0;3.34;3.76
Wed;6;1;2016;05:45;5.0;1.04;3.76
Wed;6;1;2016;06:00;7.0;2.92;3.77
Wed;6;1;2016;06:15;5.0;1.9;3.75
Wed;6;1;2016;06:30;6.0;1.84;3.77
Wed;6;1;2016;06:45;6.0;2.46;3.76
Wed;6;1;2016;07:00;6.0;1.97;3.76
Wed;6;1;2016;07:15;6.0;2.24;3.76
Wed;6;1;2016;07:30;6.0;1.92;3.77
Wed;6;1;2016;07:45;6.0;2.67;3.76
Wed;6;1;2016;08:00;5.0;1.18;3.77
Wed;6;1;2016;08:15;7.0;3.32;3.76
Wed;6;1;2016;08:30;5.0;0.91;3.76
Wed;6;1;2016;08:45;7.0;3.35;3.76
