weekday;day;month;year;time;CONSUMO_TOTAL MAT;AVAC MAT;IT MAT
Sat;3;2;2018;12:00;41.0;7.51;32.19
Sat;3;2;2018;12:15;41.0;7.51;32.16
Sat;3;2;2018;12:30;41.0;7.5;32.2
Sat;3;2;2018;12:45;41.0;7.48;33.19
Sat;3;2;2018;13:00;41.0;7.43;32.13
Sat;3;2;2018;13:15;41.0;7.42;32.17
Sat;3;2;2018;13:30;41.0;7.43;32.2
Sat;3;2;2018;13:45;40.0;7.42;32.18
Sat;3;2;2018;14:00;41.0;7.4;32.2
Sat;3;2;2018;14:15;41.0;7.4;32.28
Sat;3;2;2018;14:30;41.0;7.4;32.2
Sat;3;2;2018;14:45;41.0;7.38;32.26
Sat;3;2;2018;15:00;41.0;7.39;33.28
Sat;3;2;2018;15:15;41.0;7.38;32.29
Sat;3;2;2018;15:30;41.0;7.37;32.26
Sat;3;2;2018;15:45;41.0;7.39;32.34
Sat;3;2;2018;16:00;40.0;7.4;32.26
Sat;3;2;2018;16:15;41.0;7.39;32.27
Sat;3;2;2018;16:30;41.0;7.38;32.24
Sat;3;2;2018;16:45;41.0;7.42;32.3
Sat;3;2;2018;17:00;41.0;7.41;32.32
Sat;3;2;2018;17:15;41.0;7.42;33.3
Sat;3;2;2018;17:30;41.0;7.4;32.29
Sat;3;2;2018;17:45;41.0;7.39;32.29
Sat;3;2;2018;18:00;41.0;7.39;32.26
Sat;3;2;2018;18:15;41.0;7.4;32.3
Sat;3;2;2018;18:30;41.0;7.48;32.27
Sat;3;2;2018;18:45;41.0;7.49;32.29
Sat;3;2;2018;19:00;41.0;7.5;32.32
Sat;3;2;2018;19:15;41.0;7.52;32.26
Sat;3;2;2018;19:30;41.0;7.51;33.22
Sat;3;2;2018;19:45;41.0;7.42;32.27
Sat;3;2;2018;20:00;41.0;7.36;32.26
Sat;3;2;2018;20:15;40.0;7.34;32.25
Sat;3;2;2018;20:30;41.0;7.34;32.18
Sat;3;2;2018;20:45;41.0;7.37;32.29
Sat;3;2;2018;21:00;41.0;7.29;32.18
Sat;3;2;2018;21:15;41.0;7.32;32.24
Sat;3;2;2018;21:30;40.0;7.33;32.19
Sat;3;2;2018;21:45;41.0;7.31;33.28
Sat;3;2;2018;22:00;41.0;7.27;32.33
Sat;3;2;2018;22:15;41.0;7.25;32.15
Sat;3;2;2018;22:30;41.0;7.29;32.24
Sat;3;2;2018;22:45;42.0;7.3;32.17
Sat;3;2;2018;23:00;41.0;7.31;32.15
Sat;3;2;2018;23:15;41.0;7.29;32.18
Sat;3;2;2018;23:30;41.0;7.28;32.16
Sat;3;2;2018;23:45;41.0;7.3;32.13
Sun;4;2;2018;00:00;40.0;7.31;32.1
Sun;4;2;2018;00:15;41.0;7.31;33.14
Sun;4;2;2018;00:30;41.0;7.31;32.05
Sun;4;2;2018;00:45;41.0;7.31;32.07
Sun;4;2;2018;01:00;41.0;7.31;32.04
Sun;4;2;2018;01:15;42.0;7.32;32.03
Sun;4;2;2018;01:30;41.0;7.32;32.09
Sun;4;2;2018;01:45;41.0;7.3;31.98
Sun;4;2;2018;02:00;42.0;7.31;32.04
Sun;4;2;2018;02:15;41.0;7.3;31.98
Sun;4;2;2018;02:30;41.0;7.31;32.94
Sun;4;2;2018;02:45;42.0;7.31;31.97
Sun;4;2;2018;03:00;41.0;7.3;31.96
Sun;4;2;2018;03:15;41.0;7.29;32.0
Sun;4;2;2018;03:30;41.0;7.28;31.97
Sun;4;2;2018;03:45;41.0;7.26;31.9
Sun;4;2;2018;04:00;41.0;7.29;31.93
Sun;4;2;2018;04:15;42.0;7.28;31.92
Sun;4;2;2018;04:30;41.0;7.29;31.91
Sun;4;2;2018;04:45;41.0;7.29;31.89
Sun;4;2;2018;05:00;40.0;7.28;32.87
Sun;4;2;2018;05:15;41.0;7.28;31.87
Sun;4;2;2018;05:30;40.0;7.29;31.86
Sun;4;2;2018;05:45;41.0;7.3;31.92
Sun;4;2;2018;06:00;41.0;7.31;31.83
Sun;4;2;2018;06:15;41.0;7.29;31.8
Sun;4;2;2018;06:30;41.0;7.3;31.82
Sun;4;2;2018;06:45;41.0;7.29;31.83
Sun;4;2;2018;07:00;41.0;7.3;31.85
Sun;4;2;2018;07:15;41.0;7.29;32.78
Sun;4;2;2018;07:30;42.0;7.31;31.85
Sun;4;2;2018;07:45;41.0;7.3;31.79
Sun;4;2;2018;08:00;41.0;7.33;31.89
Sun;4;2;2018;08:15;41.0;7.31;31.82
Sun;4;2;2018;08:30;40.0;7.29;31.85
Sun;4;2;2018;08:45;41.0;7.29;31.83
Sun;4;2;2018;09:00;40.0;7.29;31.89
Sun;4;2;2018;09:15;41.0;7.29;31.94
Sun;4;2;2018;09:30;40.0;7.28;31.94
Sun;4;2;2018;09:45;40.0;7.25;32.94
Sun;4;2;2018;10:00;41.0;7.24;31.98
Sun;4;2;2018;10:15;40.0;7.24;32.07
Sun;4;2;2018;10:30;41.0;7.23;31.99
Sun;4;2;2018;10:45;40.0;7.23;32.01
Sun;4;2;2018;11:00;41.0;7.22;32.08
Sun;4;2;2018;11:15;40.0;7.23;32.09
Sun;4;2;2018;11:30;41.0;7.22;32.09
Sun;4;2;2018;11:45;40.0;7.21;32.13
Sun;4;2;2018;12:00;41.0;7.2;32.07
Sun;4;2;2018;12:15;41.0;7.24;33.16
Sun;4;2;2018;12:30;40.0;7.23;32.14
Sun;4;2;2018;12:45;41.0;7.24;32.12
Sun;4;2;2018;13:00;40.0;7.23;32.1
Sun;4;2;2018;13:15;41.0;7.25;32.26
Sun;4;2;2018;13:30;41.0;7.22;32.13
Sun;4;2;2018;13:45;41.0;7.26;32.18
Sun;4;2;2018;14:00;40.0;7.25;33.16
Sun;4;2;2018;14:15;41.0;7.26;32.14
Sun;4;2;2018;14:30;41.0;7.25;32.17
Sun;4;2;2018;14:45;40.0;7.25;32.11
Sun;4;2;2018;15:00;41.0;7.25;32.16
Sun;4;2;2018;15:15;40.0;7.27;32.19
Sun;4;2;2018;15:30;41.0;7.27;32.22
Sun;4;2;2018;15:45;41.0;7.24;32.1
Sun;4;2;2018;16:00;40.0;7.26;32.17
Sun;4;2;2018;16:15;41.0;7.26;32.13
Sun;4;2;2018;16:30;41.0;7.25;33.19
Sun;4;2;2018;16:45;40.0;7.24;32.13
Sun;4;2;2018;17:00;41.0;7.25;32.17
Sun;4;2;2018;17:15;41.0;7.21;32.15
Sun;4;2;2018;17:30;40.0;7.23;32.21
Sun;4;2;2018;17:45;41.0;7.21;32.2
Sun;4;2;2018;18:00;40.0;7.21;32.23
Sun;4;2;2018;18:15;41.0;7.2;32.21
Sun;4;2;2018;18:30;41.0;7.23;32.2
Sun;4;2;2018;18:45;40.0;7.23;33.23
Sun;4;2;2018;19:00;41.0;7.21;32.26
Sun;4;2;2018;19:15;41.0;7.21;32.19
Sun;4;2;2018;19:30;40.0;7.21;32.22
Sun;4;2;2018;19:45;41.0;7.2;32.15
Sun;4;2;2018;20:00;40.0;7.22;32.12
Sun;4;2;2018;20:15;41.0;7.26;32.12
Sun;4;2;2018;20:30;41.0;7.29;32.13
Sun;4;2;2018;20:45;41.0;7.31;32.19
Sun;4;2;2018;21:00;40.0;7.31;32.14
Sun;4;2;2018;21:15;41.0;7.31;33.11
Sun;4;2;2018;21:30;41.0;7.32;32.19
Sun;4;2;2018;21:45;40.0;7.3;32.12
Sun;4;2;2018;22:00;41.0;7.3;32.09
Sun;4;2;2018;22:15;41.0;7.32;32.15
Sun;4;2;2018;22:30;40.0;7.3;32.12
Sun;4;2;2018;22:45;41.0;7.28;32.08
Sun;4;2;2018;23:00;40.0;7.3;32.04
Sun;4;2;2018;23:15;41.0;7.31;32.07
Sun;4;2;2018;23:30;41.0;7.3;32.06
Sun;4;2;2018;23:45;40.0;7.3;32.98
Mon;5;2;2018;00:00;41.0;7.31;32.03
Mon;5;2;2018;00:15;40.0;7.29;31.99
Mon;5;2;2018;00:30;41.0;7.28;31.96
Mon;5;2;2018;00:45;40.0;7.3;31.98
Mon;5;2;2018;01:00;41.0;7.28;31.94
Mon;5;2;2018;01:15;40.0;7.29;31.95
Mon;5;2;2018;01:30;41.0;7.29;31.9
Mon;5;2;2018;01:45;40.0;7.29;31.88
Mon;5;2;2018;02:00;41.0;7.29;32.9
Mon;5;2;2018;02:15;40.0;7.29;31.86
Mon;5;2;2018;02:30;40.0;7.3;31.88
Mon;5;2;2018;02:45;41.0;7.29;31.83
Mon;5;2;2018;03:00;40.0;7.3;31.92
Mon;5;2;2018;03:15;41.0;7.29;31.79
Mon;5;2;2018;03:30;40.0;7.31;31.87
Mon;5;2;2018;03:45;40.0;7.3;31.8
Mon;5;2;2018;04:00;41.0;7.31;31.78
Mon;5;2;2018;04:15;40.0;7.31;31.83
Mon;5;2;2018;04:30;40.0;7.26;32.72
Mon;5;2;2018;04:45;41.0;7.28;31.82
Mon;5;2;2018;05:00;40.0;7.33;31.75
Mon;5;2;2018;05:15;40.0;7.34;31.81
Mon;5;2;2018;05:30;41.0;7.33;31.8
Mon;5;2;2018;05:45;40.0;7.3;31.74
Mon;5;2;2018;06:00;40.0;7.25;31.76
Mon;5;2;2018;06:15;41.0;7.3;31.82
Mon;5;2;2018;06:30;40.0;7.29;31.81
Mon;5;2;2018;06:45;40.0;7.27;32.78
Mon;5;2;2018;07:00;40.0;7.28;31.8
Mon;5;2;2018;07:15;41.0;7.13;31.84
Mon;5;2;2018;07:30;40.0;7.05;31.83
Mon;5;2;2018;07:45;40.0;7.34;31.89
Mon;5;2;2018;08:00;41.0;7.32;31.9
Mon;5;2;2018;08:15;40.0;7.25;31.87
Mon;5;2;2018;08:30;40.0;7.25;31.93
Mon;5;2;2018;08:45;41.0;7.22;31.94
Mon;5;2;2018;09:00;40.0;7.24;32.96
Mon;5;2;2018;09:15;41.0;7.27;31.98
Mon;5;2;2018;09:30;40.0;7.25;32.0
Mon;5;2;2018;09:45;41.0;7.24;31.97
Mon;5;2;2018;10:00;41.0;7.26;32.01
Mon;5;2;2018;10:15;41.0;7.26;32.06
Mon;5;2;2018;10:30;41.0;7.25;32.06
Mon;5;2;2018;10:45;40.0;7.27;32.05
Mon;5;2;2018;11:00;41.0;7.25;32.08
Mon;5;2;2018;11:15;41.0;7.24;33.08
Mon;5;2;2018;11:30;41.0;7.25;32.09
Mon;5;2;2018;11:45;40.0;7.23;32.06
Mon;5;2;2018;12:00;41.0;7.25;32.12
Mon;5;2;2018;12:15;41.0;7.25;32.11
Mon;5;2;2018;12:30;43.0;7.25;32.16
Mon;5;2;2018;12:45;44.0;7.29;32.16
Mon;5;2;2018;13:00;45.0;7.36;32.14
Mon;5;2;2018;13:15;44.0;7.39;33.11
Mon;5;2;2018;13:30;42.0;7.41;32.15
Mon;5;2;2018;13:45;44.0;7.38;32.12
Mon;5;2;2018;14:00;43.0;7.08;32.18
Mon;5;2;2018;14:15;43.0;7.11;32.17
Mon;5;2;2018;14:30;43.0;7.25;32.23
Mon;5;2;2018;14:45;43.0;7.36;32.23
Mon;5;2;2018;15:00;42.0;7.36;32.18
Mon;5;2;2018;15:15;42.0;7.41;32.2
Mon;5;2;2018;15:30;41.0;7.41;33.18
Mon;5;2;2018;15:45;42.0;7.42;32.23
Mon;5;2;2018;16:00;41.0;7.41;32.1
Mon;5;2;2018;16:15;41.0;7.45;32.27
Mon;5;2;2018;16:30;42.0;7.41;32.13
Mon;5;2;2018;16:45;43.0;7.35;32.17
Mon;5;2;2018;17:00;43.0;7.27;32.17
Mon;5;2;2018;17:15;43.0;7.24;32.2
Mon;5;2;2018;17:30;44.0;7.23;32.26
Mon;5;2;2018;17:45;43.0;7.21;33.29
Mon;5;2;2018;18:00;42.0;7.16;32.12
Mon;5;2;2018;18:15;41.0;7.24;32.22
Mon;5;2;2018;18:30;41.0;7.25;32.24
Mon;5;2;2018;18:45;41.0;7.25;32.21
Mon;5;2;2018;19:00;40.0;7.25;32.19
Mon;5;2;2018;19:15;41.0;7.25;32.19
Mon;5;2;2018;19:30;41.0;7.24;32.2
Mon;5;2;2018;19:45;41.0;7.26;32.24
Mon;5;2;2018;20:00;41.0;7.24;33.16
Mon;5;2;2018;20:15;41.0;7.29;32.21
Mon;5;2;2018;20:30;40.0;7.29;32.13
Mon;5;2;2018;20:45;41.0;7.3;32.13
Mon;5;2;2018;21:00;41.0;7.32;32.14
Mon;5;2;2018;21:15;41.0;7.34;32.19
Mon;5;2;2018;21:30;41.0;7.32;32.11
Mon;5;2;2018;21:45;40.0;7.35;32.17
Mon;5;2;2018;22:00;41.0;7.31;32.14
Mon;5;2;2018;22:15;41.0;7.3;33.07
Mon;5;2;2018;22:30;40.0;7.31;32.12
Mon;5;2;2018;22:45;41.0;7.32;32.12
Mon;5;2;2018;23:00;41.0;7.27;32.03
Mon;5;2;2018;23:15;41.0;7.27;32.05
Mon;5;2;2018;23:30;40.0;7.28;32.06
Mon;5;2;2018;23:45;41.0;7.28;32.06
Tue;6;2;2018;00:00;40.0;7.19;31.95
Tue;6;2;2018;00:15;41.0;7.24;32.02
Tue;6;2;2018;00:30;40.0;7.24;31.96
Tue;6;2;2018;00:45;41.0;7.25;32.95
Tue;6;2;2018;01:00;41.0;7.26;31.95
Tue;6;2;2018;01:15;41.0;7.27;31.93
Tue;6;2;2018;01:30;40.0;7.29;31.93
Tue;6;2;2018;01:45;41.0;7.28;31.84
Tue;6;2;2018;02:00;40.0;7.28;31.91
Tue;6;2;2018;02:15;40.0;7.27;31.88
Tue;6;2;2018;02:30;41.0;7.19;31.83
Tue;6;2;2018;02:45;41.0;7.4;31.82
Tue;6;2;2018;03:00;40.0;7.37;32.85
Tue;6;2;2018;03:15;41.0;7.37;31.82
Tue;6;2;2018;03:30;40.0;6.95;31.85
Tue;6;2;2018;03:45;40.0;6.9;31.82
Tue;6;2;2018;04:00;40.0;7.44;31.81
Tue;6;2;2018;04:15;41.0;7.42;31.8
Tue;6;2;2018;04:30;41.0;7.4;31.78
Tue;6;2;2018;04:45;40.0;7.3;31.83
Tue;6;2;2018;05:00;40.0;6.84;31.78
Tue;6;2;2018;05:15;40.0;7.12;31.82
Tue;6;2;2018;05:30;41.0;7.31;32.82
Tue;6;2;2018;05:45;40.0;7.05;31.75
Tue;6;2;2018;06:00;40.0;6.6;31.81
Tue;6;2;2018;06:15;39.0;6.36;31.77
Tue;6;2;2018;06:30;40.0;6.96;31.84
Tue;6;2;2018;06:45;41.0;7.5;31.88
Tue;6;2;2018;07:00;41.0;7.46;31.84
Tue;6;2;2018;07:15;41.0;7.43;31.8
Tue;6;2;2018;07:30;40.0;6.8;31.84
Tue;6;2;2018;07:45;40.0;6.05;31.9
Tue;6;2;2018;08:00;41.0;6.92;32.96
Tue;6;2;2018;08:15;41.0;7.45;31.86
Tue;6;2;2018;08:30;41.0;7.38;31.94
Tue;6;2;2018;08:45;41.0;7.3;31.95
Tue;6;2;2018;09:00;40.0;7.04;31.96
Tue;6;2;2018;09:15;41.0;7.16;32.0
Tue;6;2;2018;09:30;44.0;7.35;32.07
Tue;6;2;2018;09:45;43.0;7.03;32.02
Tue;6;2;2018;10:00;43.0;7.0;32.06
Tue;6;2;2018;10:15;43.0;7.1;33.04
Tue;6;2;2018;10:30;42.0;7.32;32.08
Tue;6;2;2018;10:45;43.0;7.2;32.04
Tue;6;2;2018;11:00;44.0;7.22;32.09
Tue;6;2;2018;11:15;43.0;7.43;32.12
Tue;6;2;2018;11:30;44.0;7.31;32.07
Tue;6;2;2018;11:45;43.0;7.28;32.1
Tue;6;2;2018;12:00;42.0;6.87;32.11
Tue;6;2;2018;12:15;43.0;6.75;32.15
Tue;6;2;2018;12:30;44.0;7.3;33.06
Tue;6;2;2018;12:45;42.0;7.32;32.07
Tue;6;2;2018;13:00;42.0;7.32;32.12
Tue;6;2;2018;13:15;42.0;7.31;32.11
Tue;6;2;2018;13:30;42.0;7.32;32.13
Tue;6;2;2018;13:45;42.0;7.32;32.15
Tue;6;2;2018;14:00;42.0;7.31;32.15
Tue;6;2;2018;14:15;42.0;7.33;32.13
Tue;6;2;2018;14:30;43.0;7.47;33.21
Tue;6;2;2018;14:45;43.0;7.4;32.16
Tue;6;2;2018;15:00;42.0;7.29;32.16
Tue;6;2;2018;15:15;41.0;7.3;32.24
Tue;6;2;2018;15:30;42.0;7.27;32.1
Tue;6;2;2018;15:45;40.0;7.29;32.19
Tue;6;2;2018;16:00;41.0;7.29;32.22
Tue;6;2;2018;16:15;41.0;7.29;32.15
Tue;6;2;2018;16:30;41.0;7.32;33.16
Tue;6;2;2018;16:45;40.0;7.32;32.18
Tue;6;2;2018;17:00;41.0;7.33;32.22
Tue;6;2;2018;17:15;41.0;7.29;32.14
Tue;6;2;2018;17:30;41.0;7.3;32.19
Tue;6;2;2018;17:45;40.0;7.28;32.19
Tue;6;2;2018;18:00;41.0;7.2;32.2
Tue;6;2;2018;18:15;40.0;6.23;32.25
Tue;6;2;2018;18:30;39.0;5.99;32.14
Tue;6;2;2018;18:45;40.0;5.97;33.24
Tue;6;2;2018;19:00;39.0;5.98;32.29
Tue;6;2;2018;19:15;40.0;6.02;32.2
Tue;6;2;2018;19:30;39.0;6.04;32.16
Tue;6;2;2018;19:45;40.0;6.06;32.21
Tue;6;2;2018;20:00;40.0;6.28;32.19
Tue;6;2;2018;20:15;41.0;6.42;32.15
Tue;6;2;2018;20:30;41.0;6.59;32.16
Tue;6;2;2018;20:45;41.0;6.29;32.13
Tue;6;2;2018;21:00;41.0;6.21;32.15
Tue;6;2;2018;21:15;42.0;7.31;33.18
Tue;6;2;2018;21:30;41.0;7.31;32.18
Tue;6;2;2018;21:45;41.0;7.31;32.09
Tue;6;2;2018;22:00;41.0;7.32;32.11
Tue;6;2;2018;22:15;41.0;7.3;32.15
Tue;6;2;2018;22:30;40.0;7.28;32.05
Tue;6;2;2018;22:45;42.0;7.27;32.09
Tue;6;2;2018;23:00;44.0;7.26;32.07
Tue;6;2;2018;23:15;44.0;7.25;32.07
Tue;6;2;2018;23:30;43.0;7.28;32.08
Tue;6;2;2018;23:45;41.0;7.26;33.05
Wed;7;2;2018;00:00;40.0;7.21;32.03
Wed;7;2;2018;00:15;41.0;7.2;31.96
Wed;7;2;2018;00:30;40.0;7.24;32.03
Wed;7;2;2018;00:45;40.0;7.24;31.92
Wed;7;2;2018;01:00;41.0;7.22;31.98
Wed;7;2;2018;01:15;40.0;7.23;31.97
Wed;7;2;2018;01:30;41.0;7.22;31.89
Wed;7;2;2018;01:45;40.0;7.23;31.96
Wed;7;2;2018;02:00;40.0;7.23;32.96
Wed;7;2;2018;02:15;41.0;7.19;31.84
Wed;7;2;2018;02:30;40.0;7.2;31.88
Wed;7;2;2018;02:45;40.0;7.18;31.84
Wed;7;2;2018;03:00;41.0;7.18;31.87
Wed;7;2;2018;03:15;40.0;7.17;31.89
Wed;7;2;2018;03:30;40.0;7.2;31.92
Wed;7;2;2018;03:45;40.0;6.98;31.73
Wed;7;2;2018;04:00;40.0;6.7;31.86
Wed;7;2;2018;04:15;40.0;6.81;31.88
Wed;7;2;2018;04:30;40.0;7.2;32.8
Wed;7;2;2018;04:45;40.0;7.22;31.87
Wed;7;2;2018;05:00;41.0;7.21;31.79
Wed;7;2;2018;05:15;40.0;7.07;31.81
Wed;7;2;2018;05:30;39.0;6.48;31.85
Wed;7;2;2018;05:45;40.0;6.34;31.81
Wed;7;2;2018;06:00;40.0;7.13;31.86
Wed;7;2;2018;06:15;40.0;7.23;31.9
Wed;7;2;2018;06:30;41.0;7.2;31.8
Wed;7;2;2018;06:45;39.0;6.93;31.82
Wed;7;2;2018;07:00;40.0;5.98;32.92
Wed;7;2;2018;07:15;39.0;6.14;31.87
Wed;7;2;2018;07:30;40.0;7.08;31.93
Wed;7;2;2018;07:45;41.0;7.3;31.92
Wed;7;2;2018;08:00;41.0;7.23;31.89
Wed;7;2;2018;08:15;41.0;7.06;32.0
Wed;7;2;2018;08:30;39.0;6.31;31.9
Wed;7;2;2018;08:45;40.0;6.39;31.98
Wed;7;2;2018;09:00;40.0;7.11;31.98
Wed;7;2;2018;09:15;41.0;7.26;33.01
Wed;7;2;2018;09:30;40.0;7.25;32.01
Wed;7;2;2018;09:45;41.0;7.22;32.04
Wed;7;2;2018;10:00;41.0;7.23;32.03
Wed;7;2;2018;10:15;41.0;7.23;32.04
Wed;7;2;2018;10:30;40.0;7.24;32.11
Wed;7;2;2018;10:45;41.0;7.21;32.02
Wed;7;2;2018;11:00;51.0;8.91;40.46
Wed;7;2;2018;11:15;38.0;6.79;30.29
Wed;7;2;2018;11:30;41.0;7.21;32.08
Wed;7;2;2018;11:45;42.0;7.2;32.08
Wed;7;2;2018;12:00;43.0;6.35;32.1
Wed;7;2;2018;12:15;43.0;6.17;32.12
Wed;7;2;2018;12:30;43.0;6.27;32.1
Wed;7;2;2018;12:45;42.0;6.3;32.16
Wed;7;2;2018;13:00;42.0;6.3;32.08
Wed;7;2;2018;13:15;41.0;6.3;33.1
Wed;7;2;2018;13:30;43.0;7.03;32.11
Wed;7;2;2018;13:45;42.0;6.88;32.15
Wed;7;2;2018;14:00;43.0;7.29;32.17
Wed;7;2;2018;14:15;44.0;7.25;32.16
Wed;7;2;2018;14:30;44.0;7.26;32.27
Wed;7;2;2018;14:45;43.0;7.26;32.18
Wed;7;2;2018;15:00;43.0;7.27;32.25
Wed;7;2;2018;15:15;43.0;7.27;33.19
Wed;7;2;2018;15:30;42.0;7.28;32.19
Wed;7;2;2018;15:45;43.0;7.3;32.24
Wed;7;2;2018;16:00;42.0;7.33;32.2
Wed;7;2;2018;16:15;41.0;7.38;32.22
Wed;7;2;2018;16:30;41.0;7.42;32.26
Wed;7;2;2018;16:45;41.0;7.41;32.24
Wed;7;2;2018;17:00;41.0;7.35;32.21
Wed;7;2;2018;17:15;41.0;7.29;32.3
Wed;7;2;2018;17:30;41.0;7.27;33.25
Wed;7;2;2018;17:45;40.0;7.25;32.2
Wed;7;2;2018;18:00;41.0;7.25;32.27
Wed;7;2;2018;18:15;41.0;7.25;32.22
Wed;7;2;2018;18:30;41.0;7.31;32.27
Wed;7;2;2018;18:45;40.0;7.28;32.25
Wed;7;2;2018;19:00;41.0;7.27;32.24
Wed;7;2;2018;19:15;41.0;7.31;32.28
Wed;7;2;2018;19:30;41.0;7.31;32.21
Wed;7;2;2018;19:45;41.0;7.34;33.26
Wed;7;2;2018;20:00;41.0;7.32;32.14
Wed;7;2;2018;20:15;40.0;7.34;32.17
Wed;7;2;2018;20:30;41.0;7.36;32.16
Wed;7;2;2018;20:45;41.0;7.37;32.19
Wed;7;2;2018;21:00;41.0;7.37;32.17
Wed;7;2;2018;21:15;41.0;7.39;32.21
Wed;7;2;2018;21:30;42.0;7.35;32.15
Wed;7;2;2018;21:45;42.0;7.36;32.23
Wed;7;2;2018;22:00;43.0;7.33;32.17
Wed;7;2;2018;22:15;45.0;7.35;33.16
Wed;7;2;2018;22:30;45.0;7.37;32.16
Wed;7;2;2018;22:45;44.0;7.36;32.12
Wed;7;2;2018;23:00;45.0;7.34;32.12
Wed;7;2;2018;23:15;44.0;7.36;32.15
Wed;7;2;2018;23:30;42.0;7.38;32.06
Wed;7;2;2018;23:45;42.0;7.38;32.08
Thu;8;2;2018;00:00;41.0;7.34;32.06
Thu;8;2;2018;00:15;40.0;7.35;32.04
Thu;8;2;2018;00:30;41.0;7.36;33.01
Thu;8;2;2018;00:45;40.0;7.35;31.96
Thu;8;2;2018;01:00;41.0;7.36;31.98
Thu;8;2;2018;01:15;41.0;7.37;32.07
Thu;8;2;2018;01:30;40.0;7.36;31.96
Thu;8;2;2018;01:45;41.0;7.36;31.87
Thu;8;2;2018;02:00;41.0;7.35;31.95
Thu;8;2;2018;02:15;41.0;7.36;31.96
Thu;8;2;2018;02:30;40.0;7.36;31.88
Thu;8;2;2018;02:45;41.0;7.38;31.93
Thu;8;2;2018;03:00;41.0;7.38;32.87
Thu;8;2;2018;03:15;41.0;7.37;31.88
Thu;8;2;2018;03:30;41.0;7.34;31.82
Thu;8;2;2018;03:45;40.0;7.24;31.87
Thu;8;2;2018;04:00;40.0;7.23;31.86
Thu;8;2;2018;04:15;40.0;7.17;31.8
Thu;8;2;2018;04:30;41.0;6.7;31.87
Thu;8;2;2018;04:45;40.0;6.77;31.91
Thu;8;2;2018;05:00;40.0;7.19;31.76
Thu;8;2;2018;05:15;40.0;6.88;31.86
Thu;8;2;2018;05:30;41.0;7.37;32.84
Thu;8;2;2018;05:45;41.0;7.45;31.88
Thu;8;2;2018;06:00;40.0;7.1;31.85
Thu;8;2;2018;06:15;40.0;6.48;31.78
Thu;8;2;2018;06:30;39.0;6.19;31.89
Thu;8;2;2018;06:45;40.0;6.91;31.89
Thu;8;2;2018;07:00;41.0;7.49;31.92
Thu;8;2;2018;07:15;41.0;7.31;31.89
Thu;8;2;2018;07:30;39.0;6.57;31.83
Thu;8;2;2018;07:45;41.0;5.94;31.93
Thu;8;2;2018;08:00;40.0;6.56;32.95
Thu;8;2;2018;08:15;42.0;7.43;31.96
Thu;8;2;2018;08:30;41.0;7.49;31.98
Thu;8;2;2018;08:45;40.0;6.72;31.97
Thu;8;2;2018;09:00;39.0;6.2;31.96
Thu;8;2;2018;09:15;40.0;6.82;32.08
Thu;8;2;2018;09:30;41.0;7.44;31.99
Thu;8;2;2018;09:45;41.0;7.44;32.06
Thu;8;2;2018;10:00;40.0;7.4;31.98
Thu;8;2;2018;10:15;41.0;7.05;32.03
Thu;8;2;2018;10:30;40.0;6.47;33.05
Thu;8;2;2018;10:45;40.0;6.71;32.1
Thu;8;2;2018;11:00;41.0;7.38;32.04
Thu;8;2;2018;11:15;42.0;7.38;32.12
Thu;8;2;2018;11:30;42.0;7.35;32.06
Thu;8;2;2018;11:45;41.0;7.34;32.08
Thu;8;2;2018;12:00;44.0;7.28;32.08
Thu;8;2;2018;12:15;45.0;7.28;32.17
Thu;8;2;2018;12:30;45.0;8.49;32.19
Thu;8;2;2018;12:45;44.0;8.42;33.1
Thu;8;2;2018;13:00;42.0;8.42;32.15
Thu;8;2;2018;13:15;41.0;8.4;32.07
Thu;8;2;2018;13:30;42.0;8.41;32.07
Thu;8;2;2018;13:45;45.0;8.44;32.14
Thu;8;2;2018;14:00;45.0;8.41;32.09
Thu;8;2;2018;14:15;45.0;8.41;32.14
Thu;8;2;2018;14:30;45.0;8.43;32.18
Thu;8;2;2018;14:45;46.0;8.4;33.18
Thu;8;2;2018;15:00;45.0;8.41;32.17
Thu;8;2;2018;15:15;45.0;8.42;32.17
Thu;8;2;2018;15:30;45.0;8.4;32.2
Thu;8;2;2018;15:45;43.0;8.41;32.26
Thu;8;2;2018;16:00;43.0;8.45;32.14
Thu;8;2;2018;16:15;43.0;8.42;32.21
Thu;8;2;2018;16:30;42.0;8.43;32.23
Thu;8;2;2018;16:45;42.0;8.46;32.25
Thu;8;2;2018;17:00;42.0;8.46;33.17
Thu;8;2;2018;17:15;43.0;8.47;32.26
Thu;8;2;2018;17:30;42.0;8.45;32.2
Thu;8;2;2018;17:45;42.0;8.44;32.24
Thu;8;2;2018;18:00;42.0;8.47;32.2
Thu;8;2;2018;18:15;42.0;8.44;32.3
Thu;8;2;2018;18:30;42.0;8.41;32.2
Thu;8;2;2018;18:45;43.0;8.47;32.22
Thu;8;2;2018;19:00;42.0;8.49;32.28
Thu;8;2;2018;19:15;42.0;8.49;32.24
Thu;8;2;2018;19:30;42.0;8.49;33.13
Thu;8;2;2018;19:45;42.0;8.49;32.14
Thu;8;2;2018;20:00;42.0;8.46;32.16
Thu;8;2;2018;20:15;42.0;8.47;32.17
Thu;8;2;2018;20:30;42.0;8.55;32.18
Thu;8;2;2018;20:45;42.0;8.56;32.19
