weekday;day;month;year;time;EA+ Geral ALF2A7+A8 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ IT ALF2A7+A8 (KWh)
Wed;3;2;2016;11:45;139.55;43.92;80.1
Wed;3;2;2016;12:00;138.68;42.84;80.66
Wed;3;2;2016;12:15;139.23;43.48;80.88
Wed;3;2;2016;12:30;137.09;41.5;80.9
Wed;3;2;2016;12:45;136.74;40.41;80.61
Wed;3;2;2016;13:00;139.41;43.34;80.74
Wed;3;2;2016;13:15;140.93;45.53;80.59
Wed;3;2;2016;13:30;136.7;41.92;80.66
Wed;3;2;2016;13:45;132.27;37.87;80.54
Wed;3;2;2016;14:00;140.92;45.56;80.78
Wed;3;2;2016;14:15;140.7;45.72;80.92
Wed;3;2;2016;14:30;134.71;39.22;80.9
Wed;3;2;2016;14:45;136.7;40.85;80.54
Wed;3;2;2016;15:00;138.46;42.2;80.84
Wed;3;2;2016;15:15;140.52;44.5;80.97
Wed;3;2;2016;15:30;140.37;44.7;80.77
Wed;3;2;2016;15:45;136.53;40.8;80.99
Wed;3;2;2016;16:00;134.63;38.63;80.79
Wed;3;2;2016;16:15;138.22;42.98;80.85
Wed;3;2;2016;16:30;140.44;45.12;80.61
Wed;3;2;2016;16:45;137.34;41.22;80.91
Wed;3;2;2016;17:00;144.14;40.51;87.14
Wed;3;2;2016;17:15;131.25;41.4;74.69
Wed;3;2;2016;17:30;141.45;46.11;80.66
Wed;3;2;2016;17:45;133.89;38.53;80.47
Wed;3;2;2016;18:00;133.03;37.91;81.05
Wed;3;2;2016;18:15;135.45;40.59;80.55
Wed;3;2;2016;18:30;134.99;39.95;80.51
Wed;3;2;2016;18:45;133.83;38.47;80.78
Wed;3;2;2016;19:00;136.31;41.49;80.59
Wed;3;2;2016;19:15;139.95;41.13;83.61
Wed;3;2;2016;19:30;132.06;40.81;77.72
Wed;3;2;2016;19:45;134.56;39.51;80.49
Wed;3;2;2016;20:00;134.24;40.39;80.68
Wed;3;2;2016;20:15;131.99;38.1;80.38
Wed;3;2;2016;20:30;132.88;39.0;80.61
Wed;3;2;2016;20:45;133.84;39.86;80.49
Wed;3;2;2016;21:00;132.85;39.21;80.41
Wed;3;2;2016;21:15;133.05;39.35;80.69
Wed;3;2;2016;21:30;139.87;42.28;83.46
Wed;3;2;2016;21:45;130.37;40.27;77.34
Wed;3;2;2016;22:00;132.78;39.94;80.58
Wed;3;2;2016;22:15;133.6;40.41;80.47
Wed;3;2;2016;22:30;131.33;37.72;80.43
Wed;3;2;2016;22:45;132.47;38.87;80.4
Wed;3;2;2016;23:00;133.87;40.04;80.68
Wed;3;2;2016;23:15;133.37;40.06;80.19
Wed;3;2;2016;23:30;132.22;38.59;80.33
Wed;3;2;2016;23:45;131.84;38.29;80.16
Thu;4;2;2016;00:00;137.74;43.37;80.64
Thu;4;2;2016;00:15;134.09;40.38;80.38
Thu;4;2;2016;00:30;132.77;39.01;80.42
Thu;4;2;2016;00:45;131.1;37.32;80.09
Thu;4;2;2016;01:00;133.63;39.8;80.35
Thu;4;2;2016;01:15;133.23;39.32;80.4
Thu;4;2;2016;01:30;131.51;37.78;80.21
Thu;4;2;2016;01:45;131.96;38.28;79.9
Thu;4;2;2016;02:00;138.91;41.58;83.33
Thu;4;2;2016;02:15;126.77;36.66;77.02
Thu;4;2;2016;02:30;131.52;38.19;80.13
Thu;4;2;2016;02:45;131.19;37.61;80.01
Thu;4;2;2016;03:00;133.48;39.86;80.15
Thu;4;2;2016;03:15;132.68;38.9;80.05
Thu;4;2;2016;03:30;132.53;39.18;80.23
Thu;4;2;2016;03:45;133.29;39.73;79.86
Thu;4;2;2016;04:00;131.79;38.41;80.33
Thu;4;2;2016;04:15;137.14;40.55;82.94
Thu;4;2;2016;04:30;126.38;36.62;77.14
Thu;4;2;2016;04:45;130.34;37.15;80.07
Thu;4;2;2016;05:00;133.46;40.16;80.17
Thu;4;2;2016;05:15;130.92;37.72;80.0
Thu;4;2;2016;05:30;132.38;39.4;80.02
Thu;4;2;2016;05:45;130.85;37.6;80.07
Thu;4;2;2016;06:00;132.11;39.25;80.25
Thu;4;2;2016;06:15;130.36;37.44;79.99
Thu;4;2;2016;06:30;142.12;42.11;85.7
Thu;4;2;2016;06:45;121.26;35.22;73.77
Thu;4;2;2016;07:00;131.86;38.65;80.43
Thu;4;2;2016;07:15;131.61;38.74;79.78
Thu;4;2;2016;07:30;131.39;38.45;80.05
Thu;4;2;2016;07:45;136.53;40.7;82.34
Thu;4;2;2016;08:00;128.57;36.9;77.71
Thu;4;2;2016;08:15;133.33;39.31;80.28
Thu;4;2;2016;08:30;132.95;38.7;80.02
Thu;4;2;2016;08:45;133.41;38.9;80.1
Thu;4;2;2016;09:00;134.53;39.5;80.42
Thu;4;2;2016;09:15;134.6;39.48;80.3
Thu;4;2;2016;09:30;133.22;38.13;80.45
Thu;4;2;2016;09:45;138.38;41.43;80.64
Thu;4;2;2016;10:00;139.58;40.53;83.81
Thu;4;2;2016;10:15;130.51;38.31;77.81
Thu;4;2;2016;10:30;133.43;33.52;81.33
Thu;4;2;2016;10:45;126.17;34.38;80.33
Thu;4;2;2016;11:00;142.85;45.84;80.76
Thu;4;2;2016;11:15;136.72;40.57;80.88
Thu;4;2;2016;11:30;129.58;34.02;80.92
Thu;4;2;2016;11:45;139.95;43.19;80.84
Thu;4;2;2016;12:00;137.53;41.57;80.84
Thu;4;2;2016;12:15;148.14;44.53;86.6
Thu;4;2;2016;12:30;127.43;37.99;74.65
Thu;4;2;2016;12:45;140.04;43.85;80.81
Thu;4;2;2016;13:00;138.01;42.11;80.76
Thu;4;2;2016;13:15;137.44;41.38;80.63
Thu;4;2;2016;13:30;136.03;39.57;80.51
Thu;4;2;2016;13:45;138.02;41.35;80.82
Thu;4;2;2016;14:00;141.08;43.48;80.69
Thu;4;2;2016;14:15;140.88;43.09;80.74
Thu;4;2;2016;14:30;132.99;36.58;80.36
Thu;4;2;2016;14:45;139.55;42.5;81.06
Thu;4;2;2016;15:00;134.48;38.64;81.04
Thu;4;2;2016;15:15;140.25;43.68;80.71
Thu;4;2;2016;15:30;138.13;41.95;80.68
Thu;4;2;2016;15:45;139.35;42.65;80.81
Thu;4;2;2016;16:00;138.4;42.14;81.08
Thu;4;2;2016;16:15;141.92;45.24;80.69
Thu;4;2;2016;16:30;137.03;40.33;80.54
Thu;4;2;2016;16:45;137.35;41.46;80.69
Thu;4;2;2016;17:00;135.66;40.34;80.81
Thu;4;2;2016;17:15;138.34;42.4;80.87
Thu;4;2;2016;17:30;138.83;42.35;80.72
Thu;4;2;2016;17:45;134.47;38.54;80.81
Thu;4;2;2016;18:00;138.43;40.03;83.27
Thu;4;2;2016;18:15;133.86;40.5;78.48
Thu;4;2;2016;18:30;136.56;41.24;80.7
Thu;4;2;2016;18:45;136.53;40.45;80.87
Thu;4;2;2016;19:00;134.53;39.13;80.78
Thu;4;2;2016;19:15;136.25;40.87;80.72
Thu;4;2;2016;19:30;133.41;37.82;80.49
Thu;4;2;2016;19:45;137.09;41.97;80.55
Thu;4;2;2016;20:00;133.35;38.74;80.97
Thu;4;2;2016;20:15;139.32;41.23;83.73
Thu;4;2;2016;20:30;126.89;35.94;77.36
Thu;4;2;2016;20:45;134.02;39.38;80.75
Thu;4;2;2016;21:00;136.17;42.0;80.53
Thu;4;2;2016;21:15;133.85;39.3;80.63
Thu;4;2;2016;21:30;132.22;37.95;80.5
Thu;4;2;2016;21:45;134.18;39.76;80.38
Thu;4;2;2016;22:00;134.27;39.92;80.53
Thu;4;2;2016;22:15;133.35;39.21;80.65
Thu;4;2;2016;22:30;141.57;40.63;86.54
Thu;4;2;2016;22:45;125.39;38.05;74.33
Thu;4;2;2016;23:00;134.52;40.8;80.59
Thu;4;2;2016;23:15;133.3;39.46;80.34
Thu;4;2;2016;23:30;135.07;41.27;80.1
Thu;4;2;2016;23:45;132.39;38.49;80.44
Fri;5;2;2016;00:00;135.77;41.42;80.66
Fri;5;2;2016;00:15;131.94;37.64;80.14
Fri;5;2;2016;00:30;133.8;39.67;80.38
Fri;5;2;2016;00:45;143.9;42.97;86.26
Fri;5;2;2016;01:00;122.21;34.8;74.65
Fri;5;2;2016;01:15;135.29;41.31;80.22
Fri;5;2;2016;01:30;133.84;39.79;80.29
Fri;5;2;2016;01:45;131.56;37.68;80.13
Fri;5;2;2016;02:00;132.92;39.17;80.31
Fri;5;2;2016;02:15;133.85;39.99;79.93
Fri;5;2;2016;02:30;131.93;38.33;80.23
Fri;5;2;2016;02:45;132.16;38.38;80.0
Fri;5;2;2016;03:00;133.24;39.39;80.43
Fri;5;2;2016;03:15;134.32;40.36;79.98
Fri;5;2;2016;03:30;131.21;37.79;80.11
Fri;5;2;2016;03:45;134.54;40.74;79.95
Fri;5;2;2016;04:00;131.38;37.76;80.39
Fri;5;2;2016;04:15;131.8;38.53;79.9
Fri;5;2;2016;04:30;133.8;40.08;80.28
Fri;5;2;2016;04:45;133.55;40.32;79.8
Fri;5;2;2016;05:00;131.92;38.44;80.41
Fri;5;2;2016;05:15;132.01;37.95;79.92
Fri;5;2;2016;05:30;136.46;42.13;80.15
Fri;5;2;2016;05:45;133.64;40.12;79.88
Fri;5;2;2016;06:00;132.47;38.95;80.22
Fri;5;2;2016;06:15;132.59;39.42;80.01
Fri;5;2;2016;06:30;135.24;39.74;82.02
Fri;5;2;2016;06:45;130.98;40.05;77.99
Fri;5;2;2016;07:00;132.54;39.23;80.2
Fri;5;2;2016;07:15;131.76;38.7;80.05
Fri;5;2;2016;07:30;133.15;39.85;79.9
Fri;5;2;2016;07:45;131.19;38.28;80.02
Fri;5;2;2016;08:00;135.7;41.21;80.08
Fri;5;2;2016;08:15;132.42;38.17;80.17
Fri;5;2;2016;08:30;134.72;40.53;80.07
Fri;5;2;2016;08:45;143.95;43.78;85.3
Fri;5;2;2016;09:00;124.98;36.14;75.35
Fri;5;2;2016;09:15;136.75;41.66;80.58
Fri;5;2;2016;09:30;133.95;38.23;80.37
Fri;5;2;2016;09:45;137.32;41.62;80.56
Fri;5;2;2016;10:00;135.68;39.89;80.78
Fri;5;2;2016;10:15;137.31;41.18;80.49
Fri;5;2;2016;10:30;136.69;40.23;81.01
Fri;5;2;2016;10:45;137.05;40.12;80.82
Fri;5;2;2016;11:00;146.31;43.23;85.66
Fri;5;2;2016;11:15;131.59;40.88;76.08
Fri;5;2;2016;11:30;137.16;41.18;80.76
Fri;5;2;2016;11:45;135.44;38.98;80.75
Fri;5;2;2016;12:00;138.16;41.48;81.04
Fri;5;2;2016;12:15;138.49;43.1;80.62
Fri;5;2;2016;12:30;134.95;38.99;80.97
Fri;5;2;2016;12:45;135.91;40.09;80.75
Fri;5;2;2016;13:00;139.92;43.78;81.03
Fri;5;2;2016;13:15;137.55;42.4;80.3
Fri;5;2;2016;13:30;136.91;41.2;81.12
Fri;5;2;2016;13:45;135.88;39.41;80.52
Fri;5;2;2016;14:00;137.44;41.09;80.8
Fri;5;2;2016;14:15;139.39;42.84;81.05
Fri;5;2;2016;14:30;139.28;43.4;80.63
Fri;5;2;2016;14:45;136.63;40.06;81.04
Fri;5;2;2016;15:00;136.65;39.73;81.15
Fri;5;2;2016;15:15;142.14;44.88;81.21
Fri;5;2;2016;15:30;138.56;42.5;80.93
Fri;5;2;2016;15:45;134.21;38.6;80.77
Fri;5;2;2016;16:00;139.18;42.35;81.21
Fri;5;2;2016;16:15;141.2;45.35;81.01
Fri;5;2;2016;16:30;135.31;39.65;81.11
Fri;5;2;2016;16:45;135.54;37.47;83.02
Fri;5;2;2016;17:00;133.65;40.01;78.71
Fri;5;2;2016;17:15;140.01;43.87;80.86
Fri;5;2;2016;17:30;137.96;41.63;80.85
Fri;5;2;2016;17:45;136.61;40.64;80.94
Fri;5;2;2016;18:00;140.14;44.05;80.91
Fri;5;2;2016;18:15;136.73;41.14;80.82
Fri;5;2;2016;18:30;134.17;38.4;80.64
Fri;5;2;2016;18:45;136.66;40.83;80.72
Fri;5;2;2016;19:00;148.27;45.66;86.08
Fri;5;2;2016;19:15;125.17;36.47;75.34
Fri;5;2;2016;19:30;133.68;38.56;80.77
Fri;5;2;2016;19:45;138.33;43.13;80.4
Fri;5;2;2016;20:00;132.96;39.03;80.67
Fri;5;2;2016;20:15;132.16;38.01;80.64
Fri;5;2;2016;20:30;135.26;41.3;80.41
Fri;5;2;2016;20:45;133.7;40.61;80.81
Fri;5;2;2016;21:00;132.06;38.17;80.52
Fri;5;2;2016;21:15;143.28;42.9;86.02
Fri;5;2;2016;21:30;124.36;36.48;75.1
Fri;5;2;2016;21:45;136.12;42.05;80.76
Fri;5;2;2016;22:00;133.66;40.05;80.36
Fri;5;2;2016;22:15;133.07;39.35;80.7
Fri;5;2;2016;22:30;132.92;39.29;80.65
Fri;5;2;2016;22:45;135.64;41.57;80.28
Fri;5;2;2016;23:00;131.9;38.31;80.61
Fri;5;2;2016;23:15;133.6;39.99;80.34
Fri;5;2;2016;23:30;132.9;39.16;80.49
Fri;5;2;2016;23:45;131.07;37.52;79.88
Sat;6;2;2016;00:00;137.02;42.97;80.63
Sat;6;2;2016;00:15;133.13;39.36;80.45
Sat;6;2;2016;00:30;131.59;37.61;80.51
Sat;6;2;2016;00:45;136.62;39.96;82.64
Sat;6;2;2016;01:00;132.77;41.38;78.1
Sat;6;2;2016;01:15;134.02;39.93;80.55
Sat;6;2;2016;01:30;129.75;35.93;80.28
Sat;6;2;2016;01:45;134.81;40.66;80.24
Sat;6;2;2016;02:00;138.13;44.01;80.24
Sat;6;2;2016;02:15;132.01;38.66;80.04
Sat;6;2;2016;02:30;133.21;39.07;80.44
Sat;6;2;2016;02:45;133.79;40.46;80.24
Sat;6;2;2016;03:00;141.31;43.83;83.34
Sat;6;2;2016;03:15;126.71;36.51;77.11
Sat;6;2;2016;03:30;133.89;40.17;80.36
Sat;6;2;2016;03:45;132.2;38.54;80.09
Sat;6;2;2016;04:00;131.53;37.97;80.25
Sat;6;2;2016;04:15;135.38;41.56;80.42
Sat;6;2;2016;04:30;134.18;40.79;80.08
Sat;6;2;2016;04:45;131.97;38.57;80.38
Sat;6;2;2016;05:00;133.37;39.97;80.16
Sat;6;2;2016;05:15;141.54;41.81;86.12
Sat;6;2;2016;05:30;124.29;38.64;74.26
Sat;6;2;2016;05:45;133.38;40.2;79.81
Sat;6;2;2016;06:00;132.44;38.96;80.23
Sat;6;2;2016;06:15;133.47;39.81;80.47
Sat;6;2;2016;06:30;135.1;42.08;79.76
Sat;6;2;2016;06:45;132.5;39.13;80.33
Sat;6;2;2016;07:00;134.51;40.86;80.09
Sat;6;2;2016;07:15;134.86;41.42;80.06
Sat;6;2;2016;07:30;132.6;39.43;80.0
Sat;6;2;2016;07:45;132.19;39.8;80.08
Sat;6;2;2016;08:00;130.99;38.02;80.39
Sat;6;2;2016;08:15;133.87;40.74;79.89
Sat;6;2;2016;08:30;135.34;42.41;80.24
Sat;6;2;2016;08:45;132.13;38.78;79.9
Sat;6;2;2016;09:00;133.03;40.12;80.48
Sat;6;2;2016;09:15;133.28;39.96;80.22
Sat;6;2;2016;09:30;134.68;41.13;80.23
Sat;6;2;2016;09:45;134.28;42.18;80.29
Sat;6;2;2016;10:00;132.91;39.52;80.21
Sat;6;2;2016;10:15;134.01;40.64;80.22
Sat;6;2;2016;10:30;135.83;42.06;80.44
Sat;6;2;2016;10:45;135.33;41.51;80.2
Sat;6;2;2016;11:00;133.61;38.01;82.74
Sat;6;2;2016;11:15;128.11;37.51;77.77
Sat;6;2;2016;11:30;134.84;41.41;80.61
Sat;6;2;2016;11:45;134.15;40.98;80.4
Sat;6;2;2016;12:00;134.25;40.92;80.38
Sat;6;2;2016;12:15;132.4;39.21;80.44
Sat;6;2;2016;12:30;134.07;41.65;80.33
Sat;6;2;2016;12:45;133.24;40.71;80.42
Sat;6;2;2016;13:00;132.95;40.03;80.29
Sat;6;2;2016;13:15;137.91;41.07;83.49
Sat;6;2;2016;13:30;130.27;40.22;77.62
Sat;6;2;2016;13:45;134.48;41.39;80.22
Sat;6;2;2016;14:00;133.5;39.69;80.4
Sat;6;2;2016;14:15;133.92;40.22;80.44
Sat;6;2;2016;14:30;134.57;41.19;80.32
Sat;6;2;2016;14:45;133.76;40.22;80.32
Sat;6;2;2016;15:00;133.85;41.4;80.4
Sat;6;2;2016;15:15;130.14;37.87;80.33
Sat;6;2;2016;15:30;145.09;44.6;86.55
Sat;6;2;2016;15:45;124.03;37.79;74.28
Sat;6;2;2016;16:00;133.93;40.89;80.36
Sat;6;2;2016;16:15;131.71;38.53;80.44
Sat;6;2;2016;16:30;134.94;41.58;80.44
Sat;6;2;2016;16:45;133.51;40.38;80.53
Sat;6;2;2016;17:00;134.2;40.83;80.24
Sat;6;2;2016;17:15;132.35;39.35;80.45
Sat;6;2;2016;17:30;132.55;39.47;80.54
Sat;6;2;2016;17:45;134.53;41.93;80.39
Sat;6;2;2016;18:00;131.96;39.26;80.42
Sat;6;2;2016;18:15;132.65;39.36;80.21
Sat;6;2;2016;18:30;133.31;39.73;80.36
Sat;6;2;2016;18:45;135.1;41.41;80.54
Sat;6;2;2016;19:00;133.48;39.84;80.26
Sat;6;2;2016;19:15;134.51;40.8;80.54
Sat;6;2;2016;19:30;131.3;37.83;80.26
Sat;6;2;2016;19:45;135.51;42.0;80.36
Sat;6;2;2016;20:00;134.29;40.81;80.49
Sat;6;2;2016;20:15;133.73;40.32;80.25
Sat;6;2;2016;20:30;134.24;40.83;80.33
Sat;6;2;2016;20:45;130.64;38.04;80.32
Sat;6;2;2016;21:00;134.11;41.27;80.34
Sat;6;2;2016;21:15;137.66;41.64;82.48
Sat;6;2;2016;21:30;129.91;39.0;78.3
Sat;6;2;2016;21:45;133.17;39.74;80.47
Sat;6;2;2016;22:00;133.57;39.79;80.38
Sat;6;2;2016;22:15;135.25;41.64;80.45
Sat;6;2;2016;22:30;133.5;39.96;80.56
Sat;6;2;2016;22:45;133.97;40.49;80.4
Sat;6;2;2016;23:00;133.03;39.44;80.2
Sat;6;2;2016;23:15;131.92;38.57;80.44
Sat;6;2;2016;23:30;139.81;42.99;83.38
Sat;6;2;2016;23:45;128.66;38.67;77.25
Sun;7;2;2016;00:00;132.47;38.92;80.28
Sun;7;2;2016;00:15;132.21;38.27;80.45
Sun;7;2;2016;00:30;133.78;39.88;80.12
Sun;7;2;2016;00:45;133.07;39.36;80.34
Sun;7;2;2016;01:00;131.22;37.38;80.32
Sun;7;2;2016;01:15;131.84;38.97;80.4
Sun;7;2;2016;01:30;132.96;39.94;80.17
Sun;7;2;2016;01:45;141.96;41.45;86.1
Sun;7;2;2016;02:00;120.85;34.24;74.07
Sun;7;2;2016;02:15;133.98;40.59;80.01
Sun;7;2;2016;02:30;132.62;39.12;80.11
Sun;7;2;2016;02:45;131.33;37.74;80.27
Sun;7;2;2016;03:00;134.33;40.7;80.17
Sun;7;2;2016;03:15;134.25;40.48;80.18
Sun;7;2;2016;03:30;131.36;37.65;80.12
Sun;7;2;2016;03:45;134.3;40.48;80.03
Sun;7;2;2016;04:00;135.31;41.56;80.28
Sun;7;2;2016;04:15;133.56;40.56;79.97
Sun;7;2;2016;04:30;131.71;38.41;80.21
Sun;7;2;2016;04:45;130.78;37.57;80.04
Sun;7;2;2016;05:00;134.48;41.02;80.11
Sun;7;2;2016;05:15;132.15;39.11;80.07
Sun;7;2;2016;05:30;131.78;39.28;80.16
Sun;7;2;2016;05:45;130.04;37.75;80.06
Sun;7;2;2016;06:00;135.58;41.88;79.83
Sun;7;2;2016;06:15;133.63;40.6;79.97
Sun;7;2;2016;06:30;132.54;39.25;80.25
Sun;7;2;2016;06:45;131.79;38.82;79.92
Sun;7;2;2016;07:00;130.94;37.71;80.27
Sun;7;2;2016;07:15;135.59;42.12;79.97
Sun;7;2;2016;07:30;137.41;42.01;82.43
Sun;7;2;2016;07:45;126.47;36.28;77.64
Sun;7;2;2016;08:00;131.82;38.87;80.11
Sun;7;2;2016;08:15;133.26;40.51;79.91
Sun;7;2;2016;08:30;131.69;38.73;80.03
Sun;7;2;2016;08:45;130.83;38.01;79.99
Sun;7;2;2016;09:00;132.33;39.43;80.1
Sun;7;2;2016;09:15;135.29;43.5;79.91
Sun;7;2;2016;09:30;133.84;40.97;80.06
Sun;7;2;2016;09:45;136.3;39.91;83.35
Sun;7;2;2016;10:00;128.48;38.12;76.94
Sun;7;2;2016;10:15;134.01;40.01;80.17
Sun;7;2;2016;10:30;137.13;43.31;80.09
Sun;7;2;2016;10:45;132.79;38.59;80.4
Sun;7;2;2016;11:00;134.17;41.23;80.04
Sun;7;2;2016;11:15;135.53;41.89;80.42
Sun;7;2;2016;11:30;134.19;41.11;80.07
Sun;7;2;2016;11:45;133.72;40.95;80.3
Sun;7;2;2016;12:00;141.25;41.19;86.3
Sun;7;2;2016;12:15;124.63;39.26;74.39
Sun;7;2;2016;12:30;134.58;41.82;80.13
Sun;7;2;2016;12:45;132.88;40.1;80.1
Sun;7;2;2016;13:00;130.77;37.56;80.26
Sun;7;2;2016;13:15;134.82;41.76;80.23
Sun;7;2;2016;13:30;137.26;43.97;80.31
Sun;7;2;2016;13:45;134.57;41.25;80.38
Sun;7;2;2016;14:00;133.18;39.83;79.99
Sun;7;2;2016;14:15;134.08;40.95;80.64
Sun;7;2;2016;14:30;134.4;41.47;79.95
Sun;7;2;2016;14:45;135.71;42.5;80.33
Sun;7;2;2016;15:00;132.26;39.38;80.24
Sun;7;2;2016;15:15;132.09;38.77;80.43
Sun;7;2;2016;15:30;137.69;44.34;80.22
Sun;7;2;2016;15:45;132.79;39.9;80.41
Sun;7;2;2016;16:00;133.51;40.08;80.52
Sun;7;2;2016;16:15;133.96;40.56;80.26
Sun;7;2;2016;16:30;132.73;39.16;80.44
Sun;7;2;2016;16:45;136.1;43.2;80.2
Sun;7;2;2016;17:00;132.75;40.77;80.59
Sun;7;2;2016;17:15;131.66;38.82;80.43
Sun;7;2;2016;17:30;132.51;39.24;80.12
Sun;7;2;2016;17:45;136.37;40.1;82.87
Sun;7;2;2016;18:00;131.9;41.2;77.68
Sun;7;2;2016;18:15;132.78;39.67;80.69
Sun;7;2;2016;18:30;132.67;39.14;80.38
Sun;7;2;2016;18:45;130.15;36.61;80.29
Sun;7;2;2016;19:00;135.61;41.6;80.68
Sun;7;2;2016;19:15;135.95;42.29;80.39
Sun;7;2;2016;19:30;131.69;38.22;80.43
Sun;7;2;2016;19:45;131.84;37.99;80.38
Sun;7;2;2016;20:00;137.6;40.68;83.61
Sun;7;2;2016;20:15;127.65;38.22;77.58
Sun;7;2;2016;20:30;132.24;39.19;80.42
Sun;7;2;2016;20:45;132.19;38.83;80.23
Sun;7;2;2016;21:00;134.84;40.96;80.36
Sun;7;2;2016;21:15;134.8;41.36;80.45
Sun;7;2;2016;21:30;133.68;39.9;80.4
Sun;7;2;2016;21:45;132.35;39.09;80.35
Sun;7;2;2016;22:00;134.8;40.51;80.41
Sun;7;2;2016;22:15;143.03;42.29;86.36
Sun;7;2;2016;22:30;122.8;35.82;74.46
Sun;7;2;2016;22:45;133.17;39.67;80.16
Sun;7;2;2016;23:00;131.96;38.84;80.3
Sun;7;2;2016;23:15;131.28;38.32;80.28
Sun;7;2;2016;23:30;134.94;41.69;80.55
Sun;7;2;2016;23:45;132.39;38.67;80.32
Mon;8;2;2016;00:00;134.4;40.56;80.16
Mon;8;2;2016;00:15;133.54;39.33;80.38
Mon;8;2;2016;00:30;133.52;39.44;80.46
Mon;8;2;2016;00:45;28.55;8.43;17.2
Mon;8;2;2016;01:00;236.13;68.6;143.34
Mon;8;2;2016;01:15;132.47;38.58;80.33
Mon;8;2;2016;01:30;138.19;44.16;80.25
Mon;8;2;2016;01:45;135.84;39.69;83.09
Mon;8;2;2016;02:00;125.84;36.14;77.07
Mon;8;2;2016;02:15;134.9;40.91;80.03
Mon;8;2;2016;02:30;133.14;39.35;80.45
Mon;8;2;2016;02:45;133.19;39.7;80.03
Mon;8;2;2016;03:00;130.64;37.04;80.07
Mon;8;2;2016;03:15;136.63;42.45;80.28
Mon;8;2;2016;03:30;133.77;39.85;80.11
Mon;8;2;2016;03:45;132.61;39.0;80.22
Mon;8;2;2016;04:00;138.7;41.2;83.65
Mon;8;2;2016;04:15;127.8;38.86;76.54
Mon;8;2;2016;04:30;133.28;41.01;80.26
Mon;8;2;2016;04:45;132.42;39.17;80.08
Mon;8;2;2016;05:00;132.27;38.82;80.39
Mon;8;2;2016;05:15;131.18;37.69;80.14
Mon;8;2;2016;05:30;135.93;42.71;80.32
Mon;8;2;2016;05:45;133.56;40.07;79.79
Mon;8;2;2016;06:00;132.7;39.44;80.22
Mon;8;2;2016;06:15;136.91;39.59;83.69
Mon;8;2;2016;06:30;127.0;37.74;76.61
Mon;8;2;2016;06:45;134.66;41.3;80.12
Mon;8;2;2016;07:00;132.9;39.4;80.15
Mon;8;2;2016;07:15;132.75;39.4;80.02
Mon;8;2;2016;07:30;131.26;38.85;80.1
Mon;8;2;2016;07:45;132.34;39.67;80.05
Mon;8;2;2016;08:00;135.47;41.15;80.06
Mon;8;2;2016;08:15;133.08;38.97;80.11
Mon;8;2;2016;08:30;135.2;40.68;80.26
Mon;8;2;2016;08:45;135.01;40.43;80.25
Mon;8;2;2016;09:00;132.07;37.21;80.6
Mon;8;2;2016;09:15;135.85;40.87;80.17
Mon;8;2;2016;09:30;134.5;39.46;80.52
Mon;8;2;2016;09:45;139.12;40.73;83.0
Mon;8;2;2016;10:00;129.33;36.17;78.58
Mon;8;2;2016;10:15;135.25;39.83;80.62
Mon;8;2;2016;10:30;134.38;39.47;80.59
Mon;8;2;2016;10:45;134.6;39.15;80.61
Mon;8;2;2016;11:00;138.39;42.23;80.92
Mon;8;2;2016;11:15;135.81;39.82;80.74
Mon;8;2;2016;11:30;136.33;39.84;80.65
Mon;8;2;2016;11:45;135.77;39.77;80.84
Mon;8;2;2016;12:00;140.92;41.13;83.88
Mon;8;2;2016;12:15;130.9;38.47;77.96
Mon;8;2;2016;12:30;135.41;38.72;80.5
Mon;8;2;2016;12:45;137.94;41.06;80.56
Mon;8;2;2016;13:00;140.59;45.3;80.95
Mon;8;2;2016;13:15;135.74;41.15;80.6
Mon;8;2;2016;13:30;137.86;42.06;80.77
Mon;8;2;2016;13:45;137.24;41.3;80.75
Mon;8;2;2016;14:00;136.55;41.03;80.63
Mon;8;2;2016;14:15;149.4;46.34;87.07
Mon;8;2;2016;14:30;125.48;36.45;74.62
Mon;8;2;2016;14:45;137.15;41.28;80.81
Mon;8;2;2016;15:00;136.31;39.94;80.82
Mon;8;2;2016;15:15;140.4;43.41;80.8
Mon;8;2;2016;15:30;135.15;40.07;80.74
Mon;8;2;2016;15:45;137.53;41.59;80.81
Mon;8;2;2016;16:00;137.04;40.56;80.77
Mon;8;2;2016;16:15;139.23;42.51;80.99
Mon;8;2;2016;16:30;137.44;40.79;81.2
Mon;8;2;2016;16:45;134.71;39.2;80.47
Mon;8;2;2016;17:00;135.65;39.95;80.94
Mon;8;2;2016;17:15;136.6;40.34;80.8
Mon;8;2;2016;17:30;137.52;41.93;80.76
Mon;8;2;2016;17:45;136.49;40.66;81.1
Mon;8;2;2016;18:00;136.05;40.97;80.64
Mon;8;2;2016;18:15;134.82;40.01;80.87
Mon;8;2;2016;18:30;137.28;41.68;80.83
Mon;8;2;2016;18:45;134.79;39.11;80.87
Mon;8;2;2016;19:00;134.81;39.81;80.76
Mon;8;2;2016;19:15;135.05;39.83;80.65
Mon;8;2;2016;19:30;135.85;40.27;80.8
Mon;8;2;2016;19:45;136.14;41.34;80.48
Mon;8;2;2016;20:00;138.97;41.77;83.2
Mon;8;2;2016;20:15;128.15;37.08;77.97
