weekday;day;month;year;time;CONSUMO_TOTAL FMC;AVAC FMC;IT FMC
Sun;1;1;2017;00:00;23.0;2.52;18.36
Sun;1;1;2017;00:15;22.0;2.52;18.33
Sun;1;1;2017;00:30;22.0;2.52;18.32
Sun;1;1;2017;00:45;22.0;2.52;18.32
Sun;1;1;2017;01:00;22.0;2.52;18.35
Sun;1;1;2017;01:15;22.0;2.52;18.31
Sun;1;1;2017;01:30;23.0;2.52;18.32
Sun;1;1;2017;01:45;22.0;2.52;18.31
Sun;1;1;2017;02:00;22.0;2.52;18.29
Sun;1;1;2017;02:15;22.0;2.53;18.28
Sun;1;1;2017;02:30;22.0;2.53;18.27
Sun;1;1;2017;02:45;23.0;2.53;18.27
Sun;1;1;2017;03:00;22.0;2.52;18.28
Sun;1;1;2017;03:15;22.0;2.53;18.26
Sun;1;1;2017;03:30;22.0;2.53;18.26
Sun;1;1;2017;03:45;22.0;2.53;18.27
Sun;1;1;2017;04:00;22.0;2.53;18.21
Sun;1;1;2017;04:15;22.0;2.53;18.21
Sun;1;1;2017;04:30;22.0;2.53;18.22
Sun;1;1;2017;04:45;22.0;2.53;18.2
Sun;1;1;2017;05:00;22.0;2.54;18.19
Sun;1;1;2017;05:15;22.0;2.54;18.18
Sun;1;1;2017;05:30;23.0;2.54;18.19
Sun;1;1;2017;05:45;22.0;2.54;18.17
Sun;1;1;2017;06:00;22.0;2.58;18.18
Sun;1;1;2017;06:15;22.0;2.38;18.13
Sun;1;1;2017;06:30;21.0;2.15;18.14
Sun;1;1;2017;06:45;22.0;2.15;18.18
Sun;1;1;2017;07:00;22.0;2.17;18.2
Sun;1;1;2017;07:15;22.0;2.58;18.12
Sun;1;1;2017;07:30;21.0;2.22;18.1
Sun;1;1;2017;07:45;22.0;2.15;18.14
Sun;1;1;2017;08:00;22.0;2.15;18.14
Sun;1;1;2017;08:15;21.0;2.15;18.14
Sun;1;1;2017;08:30;22.0;2.14;18.14
Sun;1;1;2017;08:45;22.0;2.14;18.17
Sun;1;1;2017;09:00;21.0;2.16;18.17
Sun;1;1;2017;09:15;22.0;2.56;18.13
Sun;1;1;2017;09:30;22.0;2.13;18.16
Sun;1;1;2017;09:45;22.0;2.13;18.2
Sun;1;1;2017;10:00;21.0;2.24;18.21
Sun;1;1;2017;10:15;22.0;2.53;18.19
Sun;1;1;2017;10:30;22.0;2.21;18.2
Sun;1;1;2017;10:45;22.0;2.12;18.25
Sun;1;1;2017;11:00;22.0;2.54;18.27
Sun;1;1;2017;11:15;22.0;2.42;18.25
Sun;1;1;2017;11:30;22.0;2.11;18.29
Sun;1;1;2017;11:45;22.0;2.59;18.31
Sun;1;1;2017;12:00;22.0;2.68;18.27
Sun;1;1;2017;12:15;22.0;2.43;18.27
Sun;1;1;2017;12:30;22.0;2.22;18.32
Sun;1;1;2017;12:45;22.0;2.56;18.31
Sun;1;1;2017;13:00;22.0;2.52;18.3
Sun;1;1;2017;13:15;23.0;2.52;18.3
Sun;1;1;2017;13:30;22.0;2.52;18.29
Sun;1;1;2017;13:45;22.0;2.53;18.3
Sun;1;1;2017;14:00;22.0;2.53;18.3
Sun;1;1;2017;14:15;22.0;2.54;18.29
Sun;1;1;2017;14:30;22.0;2.55;18.32
Sun;1;1;2017;14:45;23.0;2.56;18.32
Sun;1;1;2017;15:00;22.0;2.56;18.35
Sun;1;1;2017;15:15;22.0;2.56;18.37
Sun;1;1;2017;15:30;22.0;2.56;18.33
Sun;1;1;2017;15:45;23.0;2.56;18.33
Sun;1;1;2017;16:00;22.0;2.55;18.31
Sun;1;1;2017;16:15;22.0;2.54;18.34
Sun;1;1;2017;16:30;22.0;2.53;18.32
Sun;1;1;2017;16:45;22.0;2.52;18.31
Sun;1;1;2017;17:00;22.0;2.52;18.31
Sun;1;1;2017;17:15;23.0;2.51;18.31
Sun;1;1;2017;17:30;22.0;2.51;18.32
Sun;1;1;2017;17:45;22.0;2.5;18.32
Sun;1;1;2017;18:00;22.0;2.5;18.33
Sun;1;1;2017;18:15;23.0;2.48;18.34
Sun;1;1;2017;18:30;22.0;2.49;18.32
Sun;1;1;2017;18:45;23.0;2.48;18.33
Sun;1;1;2017;19:00;22.0;2.49;18.33
Sun;1;1;2017;19:15;23.0;2.5;18.33
Sun;1;1;2017;19:30;22.0;2.49;18.31
Sun;1;1;2017;19:45;22.0;2.49;18.31
Sun;1;1;2017;20:00;22.0;2.5;18.31
Sun;1;1;2017;20:15;23.0;2.52;18.32
Sun;1;1;2017;20:30;22.0;2.51;18.31
Sun;1;1;2017;20:45;22.0;2.51;18.32
Sun;1;1;2017;21:00;22.0;2.51;18.33
Sun;1;1;2017;21:15;22.0;2.51;18.32
Sun;1;1;2017;21:30;23.0;2.51;18.33
Sun;1;1;2017;21:45;22.0;2.5;18.31
Sun;1;1;2017;22:00;22.0;2.51;18.32
Sun;1;1;2017;22:15;22.0;2.51;18.3
Sun;1;1;2017;22:30;22.0;2.5;18.32
Sun;1;1;2017;22:45;23.0;2.5;18.31
Sun;1;1;2017;23:00;22.0;2.5;18.29
Sun;1;1;2017;23:15;22.0;2.19;18.29
Sun;1;1;2017;23:30;23.0;3.38;18.31
Sun;1;1;2017;23:45;22.0;3.07;18.27
Mon;2;1;2017;00:00;22.0;2.25;18.31
Mon;2;1;2017;00:15;23.0;2.72;18.26
Mon;2;1;2017;00:30;21.0;2.29;18.26
Mon;2;1;2017;00:45;23.0;2.63;18.27
Mon;2;1;2017;01:00;22.0;2.31;18.24
Mon;2;1;2017;01:15;22.0;2.55;18.28
Mon;2;1;2017;01:30;23.0;3.79;18.26
Mon;2;1;2017;01:45;22.0;2.09;18.26
Mon;2;1;2017;02:00;22.0;2.86;18.27
Mon;2;1;2017;02:15;23.0;2.94;18.24
Mon;2;1;2017;02:30;22.0;2.94;18.24
Mon;2;1;2017;02:45;23.0;2.94;18.22
Mon;2;1;2017;03:00;22.0;2.94;18.23
Mon;2;1;2017;03:15;23.0;2.94;18.22
Mon;2;1;2017;03:30;22.0;2.94;18.21
Mon;2;1;2017;03:45;23.0;2.94;18.21
Mon;2;1;2017;04:00;22.0;2.94;18.21
Mon;2;1;2017;04:15;23.0;2.93;18.2
Mon;2;1;2017;04:30;22.0;2.94;18.22
Mon;2;1;2017;04:45;23.0;2.93;18.2
Mon;2;1;2017;05:00;22.0;2.93;18.2
Mon;2;1;2017;05:15;23.0;2.94;18.2
Mon;2;1;2017;05:30;22.0;2.93;18.19
Mon;2;1;2017;05:45;23.0;2.94;18.21
Mon;2;1;2017;06:00;22.0;2.93;18.22
Mon;2;1;2017;06:15;23.0;2.93;18.21
Mon;2;1;2017;06:30;22.0;2.92;18.23
Mon;2;1;2017;06:45;23.0;2.92;18.21
Mon;2;1;2017;07:00;22.0;2.93;18.21
Mon;2;1;2017;07:15;23.0;2.92;18.28
Mon;2;1;2017;07:30;22.0;2.92;18.28
Mon;2;1;2017;07:45;23.0;2.92;18.3
Mon;2;1;2017;08:00;22.0;2.92;18.31
Mon;2;1;2017;08:15;23.0;3.05;18.31
Mon;2;1;2017;08:30;24.0;3.55;18.31
Mon;2;1;2017;08:45;26.0;4.68;18.3
Mon;2;1;2017;09:00;25.0;4.71;18.3
Mon;2;1;2017;09:15;26.0;5.33;18.3
Mon;2;1;2017;09:30;26.0;5.46;18.3
Mon;2;1;2017;09:45;26.0;5.45;18.32
Mon;2;1;2017;10:00;26.0;5.44;18.33
Mon;2;1;2017;10:15;26.0;5.64;18.33
Mon;2;1;2017;10:30;26.0;5.95;18.38
Mon;2;1;2017;10:45;25.0;3.72;18.41
Mon;2;1;2017;11:00;25.0;3.34;18.39
Mon;2;1;2017;11:15;25.0;3.29;18.39
Mon;2;1;2017;11:30;24.0;3.61;18.4
Mon;2;1;2017;11:45;22.97;2.89;18.45
Mon;2;1;2017;12:00;22.97;2.89;18.45
Mon;2;1;2017;12:15;22.97;2.89;18.45
Mon;2;1;2017;12:30;22.97;2.89;18.45
Mon;2;1;2017;12:45;22.97;2.89;18.45
Mon;2;1;2017;13:00;22.97;2.89;18.45
Mon;2;1;2017;13:15;22.97;2.89;18.45
Mon;2;1;2017;13:30;22.97;2.89;18.45
Mon;2;1;2017;13:45;22.97;2.89;18.45
Mon;2;1;2017;14:00;22.97;2.89;18.45
Mon;2;1;2017;14:15;22.97;2.89;18.45
Mon;2;1;2017;14:30;22.97;2.89;18.45
Mon;2;1;2017;14:45;22.97;2.89;18.45
Mon;2;1;2017;15:00;22.97;2.89;18.45
Mon;2;1;2017;15:15;22.97;2.89;18.45
Mon;2;1;2017;15:30;22.97;2.89;18.45
Mon;2;1;2017;15:45;22.97;2.89;18.45
Mon;2;1;2017;16:00;22.97;2.89;18.45
Mon;2;1;2017;16:15;22.97;2.89;18.45
Mon;2;1;2017;16:30;22.97;2.89;18.45
Mon;2;1;2017;16:45;22.97;2.89;18.45
Mon;2;1;2017;17:00;22.97;2.89;18.45
Mon;2;1;2017;17:15;22.97;2.89;18.45
Mon;2;1;2017;17:30;22.97;2.89;18.45
Mon;2;1;2017;17:45;22.97;2.89;18.45
Mon;2;1;2017;18:00;22.97;2.89;18.45
Mon;2;1;2017;18:15;22.97;2.89;18.45
Mon;2;1;2017;18:30;22.97;2.89;18.45
Mon;2;1;2017;18:45;22.97;2.89;18.45
Mon;2;1;2017;19:00;22.97;2.89;18.45
Mon;2;1;2017;19:15;22.97;2.89;18.45
Mon;2;1;2017;19:30;22.97;2.89;18.45
Mon;2;1;2017;19:45;22.97;2.89;18.45
Mon;2;1;2017;20:00;22.97;2.89;18.45
Mon;2;1;2017;20:15;22.97;2.89;18.45
Mon;2;1;2017;20:30;22.97;2.89;18.45
Mon;2;1;2017;20:45;22.97;2.89;18.45
Mon;2;1;2017;21:00;22.97;2.89;18.45
Mon;2;1;2017;21:15;22.97;2.89;18.45
Mon;2;1;2017;21:30;22.97;2.89;18.45
Mon;2;1;2017;21:45;22.97;2.89;18.45
Mon;2;1;2017;22:00;22.97;2.89;18.45
Mon;2;1;2017;22:15;22.97;2.89;18.45
Mon;2;1;2017;22:30;22.97;2.89;18.45
Mon;2;1;2017;22:45;22.97;2.89;18.45
Mon;2;1;2017;23:00;22.97;2.89;18.45
Mon;2;1;2017;23:15;22.97;2.89;18.45
Mon;2;1;2017;23:30;22.97;2.89;18.45
Mon;2;1;2017;23:45;22.97;2.89;18.45
Tue;3;1;2017;00:00;22.97;2.89;18.45
Tue;3;1;2017;00:15;22.97;2.89;18.45
Tue;3;1;2017;00:30;22.97;2.89;18.45
Tue;3;1;2017;00:45;22.97;2.89;18.45
Tue;3;1;2017;01:00;22.97;2.89;18.45
Tue;3;1;2017;01:15;22.97;2.89;18.45
Tue;3;1;2017;01:30;22.97;2.89;18.45
Tue;3;1;2017;01:45;22.97;2.89;18.45
Tue;3;1;2017;02:00;22.97;2.89;18.45
Tue;3;1;2017;02:15;22.97;2.89;18.45
Tue;3;1;2017;02:30;22.97;2.89;18.45
Tue;3;1;2017;02:45;22.97;2.89;18.45
Tue;3;1;2017;03:00;22.97;2.89;18.45
Tue;3;1;2017;03:15;22.97;2.89;18.45
Tue;3;1;2017;03:30;22.97;2.89;18.45
Tue;3;1;2017;03:45;22.97;2.89;18.45
Tue;3;1;2017;04:00;22.97;2.89;18.45
Tue;3;1;2017;04:15;22.97;2.89;18.45
Tue;3;1;2017;04:30;22.97;2.89;18.45
Tue;3;1;2017;04:45;22.97;2.89;18.45
Tue;3;1;2017;05:00;22.97;2.89;18.45
Tue;3;1;2017;05:15;22.97;2.89;18.45
Tue;3;1;2017;05:30;22.97;2.89;18.45
Tue;3;1;2017;05:45;22.97;2.89;18.45
Tue;3;1;2017;06:00;22.97;2.89;18.45
Tue;3;1;2017;06:15;22.97;2.89;18.45
Tue;3;1;2017;06:30;22.97;2.89;18.45
Tue;3;1;2017;06:45;22.97;2.89;18.45
Tue;3;1;2017;07:00;22.97;2.89;18.45
Tue;3;1;2017;07:15;22.97;2.89;18.45
Tue;3;1;2017;07:30;22.97;2.89;18.45
Tue;3;1;2017;07:45;22.97;2.89;18.45
Tue;3;1;2017;08:00;22.97;2.89;18.45
Tue;3;1;2017;08:15;22.97;2.89;18.45
Tue;3;1;2017;08:30;22.97;2.89;18.45
Tue;3;1;2017;08:45;22.97;2.89;18.45
Tue;3;1;2017;09:00;22.97;2.89;18.45
Tue;3;1;2017;09:15;22.97;2.89;18.45
Tue;3;1;2017;09:30;22.97;2.89;18.45
Tue;3;1;2017;09:45;22.97;2.89;18.45
Tue;3;1;2017;10:00;22.97;2.89;18.45
Tue;3;1;2017;10:15;22.97;2.89;18.45
Tue;3;1;2017;10:30;22.97;2.89;18.45
Tue;3;1;2017;10:45;22.97;2.89;18.45
Tue;3;1;2017;11:00;22.97;2.89;18.45
Tue;3;1;2017;11:15;22.97;2.89;18.45
Tue;3;1;2017;11:30;22.97;2.89;18.45
Tue;3;1;2017;11:45;22.97;2.89;18.45
Tue;3;1;2017;12:00;22.97;2.89;18.45
Tue;3;1;2017;12:15;22.97;2.89;18.45
Tue;3;1;2017;12:30;22.97;2.89;18.45
Tue;3;1;2017;12:45;22.97;2.89;18.45
Tue;3;1;2017;13:00;22.97;2.89;18.45
Tue;3;1;2017;13:15;22.97;2.89;18.45
Tue;3;1;2017;13:30;22.97;2.89;18.45
Tue;3;1;2017;13:45;22.97;2.89;18.45
Tue;3;1;2017;14:00;22.97;2.89;18.45
Tue;3;1;2017;14:15;22.97;2.89;18.45
Tue;3;1;2017;14:30;22.97;2.89;18.45
Tue;3;1;2017;14:45;22.97;2.89;18.45
Tue;3;1;2017;15:00;22.97;2.89;18.45
Tue;3;1;2017;15:15;22.97;2.89;18.45
Tue;3;1;2017;15:30;22.97;2.89;18.45
Tue;3;1;2017;15:45;22.97;2.89;18.45
Tue;3;1;2017;16:00;22.97;2.89;18.45
Tue;3;1;2017;16:15;22.97;2.89;18.45
Tue;3;1;2017;16:30;22.97;2.89;18.45
Tue;3;1;2017;16:45;22.97;2.89;18.45
Tue;3;1;2017;17:00;22.97;2.89;18.45
Tue;3;1;2017;17:15;22.97;2.89;18.45
Tue;3;1;2017;17:30;22.97;2.89;18.45
Tue;3;1;2017;17:45;22.97;2.89;18.45
Tue;3;1;2017;18:00;22.97;2.89;18.45
Tue;3;1;2017;18:15;22.97;2.89;18.45
Tue;3;1;2017;18:30;22.97;2.89;18.45
Tue;3;1;2017;18:45;22.97;2.89;18.45
Tue;3;1;2017;19:00;22.97;2.89;18.45
Tue;3;1;2017;19:15;22.97;2.89;18.45
Tue;3;1;2017;19:30;22.97;2.89;18.45
Tue;3;1;2017;19:45;22.97;2.89;18.45
Tue;3;1;2017;20:00;22.97;2.89;18.45
Tue;3;1;2017;20:15;22.97;2.89;18.45
Tue;3;1;2017;20:30;22.97;2.89;18.45
Tue;3;1;2017;20:45;22.97;2.89;18.45
Tue;3;1;2017;21:00;22.97;2.89;18.45
Tue;3;1;2017;21:15;22.97;2.89;18.45
Tue;3;1;2017;21:30;22.97;2.89;18.45
Tue;3;1;2017;21:45;22.97;2.89;18.45
Tue;3;1;2017;22:00;22.97;2.89;18.45
Tue;3;1;2017;22:15;22.97;2.89;18.45
Tue;3;1;2017;22:30;22.97;2.89;18.45
Tue;3;1;2017;22:45;22.97;2.89;18.45
Tue;3;1;2017;23:00;22.97;2.89;18.45
Tue;3;1;2017;23:15;22.97;2.89;18.45
Tue;3;1;2017;23:30;22.97;2.89;18.45
Tue;3;1;2017;23:45;22.97;2.89;18.45
Wed;4;1;2017;00:00;22.97;2.89;18.45
Wed;4;1;2017;00:15;22.97;2.89;18.45
Wed;4;1;2017;00:30;22.97;2.89;18.45
Wed;4;1;2017;00:45;22.97;2.89;18.45
Wed;4;1;2017;01:00;22.97;2.89;18.45
Wed;4;1;2017;01:15;22.97;2.89;18.45
Wed;4;1;2017;01:30;22.97;2.89;18.45
Wed;4;1;2017;01:45;22.97;2.89;18.45
Wed;4;1;2017;02:00;22.97;2.89;18.45
Wed;4;1;2017;02:15;22.97;2.89;18.45
Wed;4;1;2017;02:30;22.97;2.89;18.45
Wed;4;1;2017;02:45;22.97;2.89;18.45
Wed;4;1;2017;03:00;22.97;2.89;18.45
Wed;4;1;2017;03:15;22.97;2.89;18.45
Wed;4;1;2017;03:30;22.97;2.89;18.45
Wed;4;1;2017;03:45;22.97;2.89;18.45
Wed;4;1;2017;04:00;22.97;2.89;18.45
Wed;4;1;2017;04:15;22.97;2.89;18.45
Wed;4;1;2017;04:30;22.97;2.89;18.45
Wed;4;1;2017;04:45;22.97;2.89;18.45
Wed;4;1;2017;05:00;22.97;2.89;18.45
Wed;4;1;2017;05:15;22.97;2.89;18.45
Wed;4;1;2017;05:30;22.97;2.89;18.45
Wed;4;1;2017;05:45;22.97;2.89;18.45
Wed;4;1;2017;06:00;22.97;2.89;18.45
Wed;4;1;2017;06:15;22.97;2.89;18.45
Wed;4;1;2017;06:30;22.97;2.89;18.45
Wed;4;1;2017;06:45;22.97;2.89;18.45
Wed;4;1;2017;07:00;22.97;2.89;18.45
Wed;4;1;2017;07:15;22.97;2.89;18.45
Wed;4;1;2017;07:30;22.97;2.89;18.45
Wed;4;1;2017;07:45;22.97;2.89;18.45
Wed;4;1;2017;08:00;22.97;2.89;18.45
Wed;4;1;2017;08:15;22.97;2.89;18.45
Wed;4;1;2017;08:30;22.97;2.89;18.45
Wed;4;1;2017;08:45;22.97;2.89;18.45
Wed;4;1;2017;09:00;22.97;2.89;18.45
Wed;4;1;2017;09:15;22.97;2.89;18.45
Wed;4;1;2017;09:30;22.97;2.89;18.45
Wed;4;1;2017;09:45;22.97;2.89;18.45
Wed;4;1;2017;10:00;22.97;2.89;18.45
Wed;4;1;2017;10:15;22.97;2.89;18.45
Wed;4;1;2017;10:30;22.97;2.89;18.45
Wed;4;1;2017;10:45;22.97;2.89;18.45
Wed;4;1;2017;11:00;22.97;2.89;18.45
Wed;4;1;2017;11:15;22.97;2.89;18.45
Wed;4;1;2017;11:30;22.97;2.89;18.45
Wed;4;1;2017;11:45;22.97;2.89;18.45
Wed;4;1;2017;12:00;22.97;2.89;18.45
Wed;4;1;2017;12:15;22.97;2.89;18.45
Wed;4;1;2017;12:30;22.97;2.89;18.45
Wed;4;1;2017;12:45;22.97;2.89;18.45
Wed;4;1;2017;13:00;22.97;2.89;18.45
Wed;4;1;2017;13:15;22.97;2.89;18.45
Wed;4;1;2017;13:30;22.97;2.89;18.45
Wed;4;1;2017;13:45;22.97;2.89;18.45
Wed;4;1;2017;14:00;22.97;2.89;18.45
Wed;4;1;2017;14:15;22.97;2.89;18.45
Wed;4;1;2017;14:30;22.97;2.89;18.45
Wed;4;1;2017;14:45;22.97;2.89;18.45
Wed;4;1;2017;15:00;22.97;2.89;18.45
Wed;4;1;2017;15:15;22.97;2.89;18.45
Wed;4;1;2017;15:30;22.97;2.89;18.45
Wed;4;1;2017;15:45;22.97;2.89;18.45
Wed;4;1;2017;16:00;22.97;2.89;18.45
Wed;4;1;2017;16:15;22.97;2.89;18.45
Wed;4;1;2017;16:30;22.97;2.89;18.45
Wed;4;1;2017;16:45;22.97;2.89;18.45
Wed;4;1;2017;17:00;22.97;2.89;18.45
Wed;4;1;2017;17:15;22.97;2.89;18.45
Wed;4;1;2017;17:30;22.97;2.89;18.45
Wed;4;1;2017;17:45;22.97;2.89;18.45
Wed;4;1;2017;18:00;22.97;2.89;18.45
Wed;4;1;2017;18:15;22.97;2.89;18.45
Wed;4;1;2017;18:30;22.97;2.89;18.45
Wed;4;1;2017;18:45;22.97;2.89;18.45
Wed;4;1;2017;19:00;22.97;2.89;18.45
Wed;4;1;2017;19:15;22.97;2.89;18.45
Wed;4;1;2017;19:30;22.97;2.89;18.45
Wed;4;1;2017;19:45;22.97;2.89;18.45
Wed;4;1;2017;20:00;22.97;2.89;18.45
Wed;4;1;2017;20:15;22.97;2.89;18.45
Wed;4;1;2017;20:30;22.97;2.89;18.45
Wed;4;1;2017;20:45;22.97;2.89;18.45
Wed;4;1;2017;21:00;22.97;2.89;18.45
Wed;4;1;2017;21:15;22.97;2.89;18.45
Wed;4;1;2017;21:30;22.97;2.89;18.45
Wed;4;1;2017;21:45;22.97;2.89;18.45
Wed;4;1;2017;22:00;22.97;2.89;18.45
Wed;4;1;2017;22:15;22.97;2.89;18.45
Wed;4;1;2017;22:30;22.97;2.89;18.45
Wed;4;1;2017;22:45;22.97;2.89;18.45
Wed;4;1;2017;23:00;22.97;2.89;18.45
Wed;4;1;2017;23:15;22.97;2.89;18.45
Wed;4;1;2017;23:30;22.97;2.89;18.45
Wed;4;1;2017;23:45;22.97;2.89;18.45
Thu;5;1;2017;00:00;22.97;2.89;18.45
Thu;5;1;2017;00:15;22.97;2.89;18.45
Thu;5;1;2017;00:30;22.97;2.89;18.45
Thu;5;1;2017;00:45;22.97;2.89;18.45
Thu;5;1;2017;01:00;22.97;2.89;18.45
Thu;5;1;2017;01:15;22.97;2.89;18.45
Thu;5;1;2017;01:30;22.97;2.89;18.45
Thu;5;1;2017;01:45;22.97;2.89;18.45
Thu;5;1;2017;02:00;22.97;2.89;18.45
Thu;5;1;2017;02:15;22.97;2.89;18.45
Thu;5;1;2017;02:30;22.97;2.89;18.45
Thu;5;1;2017;02:45;22.97;2.89;18.45
Thu;5;1;2017;03:00;22.97;2.89;18.45
Thu;5;1;2017;03:15;22.97;2.89;18.45
Thu;5;1;2017;03:30;22.97;2.89;18.45
Thu;5;1;2017;03:45;22.97;2.89;18.45
Thu;5;1;2017;04:00;22.97;2.89;18.45
Thu;5;1;2017;04:15;22.97;2.89;18.45
Thu;5;1;2017;04:30;22.97;2.89;18.45
Thu;5;1;2017;04:45;22.97;2.89;18.45
Thu;5;1;2017;05:00;22.97;2.89;18.45
Thu;5;1;2017;05:15;22.97;2.89;18.45
Thu;5;1;2017;05:30;22.97;2.89;18.45
Thu;5;1;2017;05:45;22.97;2.89;18.45
Thu;5;1;2017;06:00;22.97;2.89;18.45
Thu;5;1;2017;06:15;22.97;2.89;18.45
Thu;5;1;2017;06:30;22.97;2.89;18.45
Thu;5;1;2017;06:45;22.97;2.89;18.45
Thu;5;1;2017;07:00;22.97;2.89;18.45
Thu;5;1;2017;07:15;22.97;2.89;18.45
Thu;5;1;2017;07:30;22.97;2.89;18.45
Thu;5;1;2017;07:45;22.97;2.89;18.45
Thu;5;1;2017;08:00;22.97;2.89;18.45
Thu;5;1;2017;08:15;22.97;2.89;18.45
Thu;5;1;2017;08:30;22.97;2.89;18.45
Thu;5;1;2017;08:45;22.97;2.89;18.45
Thu;5;1;2017;09:00;22.97;2.89;18.45
Thu;5;1;2017;09:15;22.97;2.89;18.45
Thu;5;1;2017;09:30;22.97;2.89;18.45
Thu;5;1;2017;09:45;22.97;2.89;18.45
Thu;5;1;2017;10:00;22.97;2.89;18.45
Thu;5;1;2017;10:15;22.97;2.89;18.45
Thu;5;1;2017;10:30;22.97;2.89;18.45
Thu;5;1;2017;10:45;22.97;2.89;18.45
Thu;5;1;2017;11:00;22.97;2.89;18.45
Thu;5;1;2017;11:15;22.97;2.89;18.45
Thu;5;1;2017;11:30;22.97;2.89;18.45
Thu;5;1;2017;11:45;22.97;2.89;18.45
Thu;5;1;2017;12:00;22.97;2.89;18.45
Thu;5;1;2017;12:15;22.97;2.89;18.45
Thu;5;1;2017;12:30;22.97;2.89;18.45
Thu;5;1;2017;12:45;22.97;2.89;18.45
Thu;5;1;2017;13:00;22.97;2.89;18.45
Thu;5;1;2017;13:15;22.97;2.89;18.45
Thu;5;1;2017;13:30;22.97;2.89;18.45
Thu;5;1;2017;13:45;22.97;2.89;18.45
Thu;5;1;2017;14:00;22.97;2.89;18.45
Thu;5;1;2017;14:15;22.97;2.89;18.45
Thu;5;1;2017;14:30;22.97;2.89;18.45
Thu;5;1;2017;14:45;22.97;2.89;18.45
Thu;5;1;2017;15:00;22.97;2.89;18.45
Thu;5;1;2017;15:15;22.97;2.89;18.45
Thu;5;1;2017;15:30;22.97;2.89;18.45
Thu;5;1;2017;15:45;22.97;2.89;18.45
Thu;5;1;2017;16:00;22.97;2.89;18.45
Thu;5;1;2017;16:15;22.97;2.89;18.45
Thu;5;1;2017;16:30;22.97;2.89;18.45
Thu;5;1;2017;16:45;22.97;2.89;18.45
Thu;5;1;2017;17:00;22.97;2.89;18.45
Thu;5;1;2017;17:15;22.97;2.89;18.45
Thu;5;1;2017;17:30;22.97;2.89;18.45
Thu;5;1;2017;17:45;22.97;2.89;18.45
Thu;5;1;2017;18:00;22.97;2.89;18.45
Thu;5;1;2017;18:15;22.97;2.89;18.45
Thu;5;1;2017;18:30;22.97;2.89;18.45
Thu;5;1;2017;18:45;22.97;2.89;18.45
Thu;5;1;2017;19:00;22.97;2.89;18.45
Thu;5;1;2017;19:15;22.97;2.89;18.45
Thu;5;1;2017;19:30;22.97;2.89;18.45
Thu;5;1;2017;19:45;22.97;2.89;18.45
Thu;5;1;2017;20:00;22.97;2.89;18.45
Thu;5;1;2017;20:15;22.97;2.89;18.45
Thu;5;1;2017;20:30;22.97;2.89;18.45
Thu;5;1;2017;20:45;22.97;2.89;18.45
Thu;5;1;2017;21:00;22.97;2.89;18.45
Thu;5;1;2017;21:15;22.97;2.89;18.45
Thu;5;1;2017;21:30;22.97;2.89;18.45
Thu;5;1;2017;21:45;22.97;2.89;18.45
Thu;5;1;2017;22:00;22.97;2.89;18.45
Thu;5;1;2017;22:15;22.97;2.89;18.45
Thu;5;1;2017;22:30;22.97;2.89;18.45
Thu;5;1;2017;22:45;22.97;2.89;18.45
Thu;5;1;2017;23:00;22.97;2.89;18.45
Thu;5;1;2017;23:15;22.97;2.89;18.45
Thu;5;1;2017;23:30;22.97;2.89;18.45
Thu;5;1;2017;23:45;22.97;2.89;18.45
Fri;6;1;2017;00:00;22.97;2.89;18.45
Fri;6;1;2017;00:15;22.97;2.89;18.45
Fri;6;1;2017;00:30;22.97;2.89;18.45
Fri;6;1;2017;00:45;22.97;2.89;18.45
Fri;6;1;2017;01:00;22.97;2.89;18.45
Fri;6;1;2017;01:15;22.97;2.89;18.45
Fri;6;1;2017;01:30;22.97;2.89;18.45
Fri;6;1;2017;01:45;22.97;2.89;18.45
Fri;6;1;2017;02:00;22.97;2.89;18.45
Fri;6;1;2017;02:15;22.97;2.89;18.45
Fri;6;1;2017;02:30;22.97;2.89;18.45
Fri;6;1;2017;02:45;22.97;2.89;18.45
Fri;6;1;2017;03:00;22.97;2.89;18.45
Fri;6;1;2017;03:15;22.97;2.89;18.45
Fri;6;1;2017;03:30;22.97;2.89;18.45
Fri;6;1;2017;03:45;22.97;2.89;18.45
Fri;6;1;2017;04:00;22.97;2.89;18.45
Fri;6;1;2017;04:15;22.97;2.89;18.45
Fri;6;1;2017;04:30;22.97;2.89;18.45
Fri;6;1;2017;04:45;22.97;2.89;18.45
Fri;6;1;2017;05:00;22.97;2.89;18.45
Fri;6;1;2017;05:15;22.97;2.89;18.45
Fri;6;1;2017;05:30;22.97;2.89;18.45
Fri;6;1;2017;05:45;22.97;2.89;18.45
Fri;6;1;2017;06:00;22.97;2.89;18.45
Fri;6;1;2017;06:15;22.97;2.89;18.45
Fri;6;1;2017;06:30;22.97;2.89;18.45
Fri;6;1;2017;06:45;22.97;2.89;18.45
Fri;6;1;2017;07:00;22.97;2.89;18.45
Fri;6;1;2017;07:15;22.97;2.89;18.45
Fri;6;1;2017;07:30;22.97;2.89;18.45
Fri;6;1;2017;07:45;22.97;2.89;18.45
Fri;6;1;2017;08:00;22.97;2.89;18.45
Fri;6;1;2017;08:15;22.97;2.89;18.45
Fri;6;1;2017;08:30;22.97;2.89;18.45
Fri;6;1;2017;08:45;22.97;2.89;18.45
