weekday;day;month;year;time;CONSUMO_TOTAL ALF2A1;AVAC ALF2A1;IT ALF2A1
Mon;25;1;2016;04:15;23.45;10.96;8.0
Mon;25;1;2016;04:30;23.81;11.36;10.0
Mon;25;1;2016;04:45;23.14;10.65;8.0
Mon;25;1;2016;05:00;24.15;11.63;10.0
Mon;25;1;2016;05:15;23.11;10.62;7.0
Mon;25;1;2016;05:30;24.02;11.45;10.0
Mon;25;1;2016;05:45;21.82;9.36;10.0
Mon;25;1;2016;06:00;23.9;11.4;8.0
Mon;25;1;2016;06:15;23.18;10.71;9.0
Mon;25;1;2016;06:30;23.79;11.29;7.0
Mon;25;1;2016;06:45;23.28;10.84;10.0
Mon;25;1;2016;07:00;23.64;11.13;9.0
Mon;25;1;2016;07:15;23.47;11.02;9.0
Mon;25;1;2016;07:30;23.19;10.68;9.0
Mon;25;1;2016;07:45;22.22;9.8;8.0
Mon;25;1;2016;08:00;22.99;10.52;10.0
Mon;25;1;2016;08:15;23.93;11.5;8.0
Mon;25;1;2016;08:30;23.1;10.44;10.0
Mon;25;1;2016;08:45;27.71;11.45;8.0
Mon;25;1;2016;09:00;24.66;10.71;8.0
Mon;25;1;2016;09:15;23.49;9.64;9.0
Mon;25;1;2016;09:30;24.7;10.94;9.0
Mon;25;1;2016;09:45;24.66;10.81;10.0
Mon;25;1;2016;10:00;25.29;11.24;8.0
Mon;25;1;2016;10:15;25.34;10.53;9.0
Mon;25;1;2016;10:30;26.3;11.49;9.0
Mon;25;1;2016;10:45;25.24;10.5;9.0
Mon;25;1;2016;11:00;27.16;11.5;8.0
Mon;25;1;2016;11:15;25.57;10.5;9.0
Mon;25;1;2016;11:30;26.37;11.4;9.0
Mon;25;1;2016;11:45;25.53;10.59;9.0
Mon;25;1;2016;12:00;26.24;11.13;9.0
Mon;25;1;2016;12:15;25.44;10.94;9.0
Mon;25;1;2016;12:30;25.56;10.69;9.0
Mon;25;1;2016;12:45;25.94;11.27;8.0
Mon;25;1;2016;13:00;25.2;10.55;9.0
Mon;25;1;2016;13:15;26.12;11.38;8.0
Mon;25;1;2016;13:30;25.34;10.71;10.0
Mon;25;1;2016;13:45;25.62;11.08;9.0
Mon;25;1;2016;14:00;25.63;11.02;8.0
Mon;25;1;2016;14:15;25.27;10.73;9.0
Mon;25;1;2016;14:30;25.86;11.34;9.0
Mon;25;1;2016;14:45;25.24;10.52;9.0
Mon;25;1;2016;15:00;26.28;11.52;9.0
Mon;25;1;2016;15:15;25.02;10.48;9.0
Mon;25;1;2016;15:30;26.45;11.37;9.0
Mon;25;1;2016;15:45;25.24;10.65;8.0
Mon;25;1;2016;16:00;25.92;11.19;9.0
Mon;25;1;2016;16:15;25.16;10.96;9.0
Mon;25;1;2016;16:30;25.0;10.73;9.0
Mon;25;1;2016;16:45;25.6;11.35;8.0
Mon;25;1;2016;17:00;24.9;10.69;10.0
Mon;25;1;2016;17:15;25.67;11.33;9.0
Mon;25;1;2016;17:30;24.93;10.7;9.0
Mon;25;1;2016;17:45;24.87;11.0;8.0
Mon;25;1;2016;18:00;24.49;11.06;8.0
Mon;25;1;2016;18:15;24.12;10.69;10.0
Mon;25;1;2016;18:30;24.91;11.48;8.0
Mon;25;1;2016;18:45;23.04;10.58;10.0
Mon;25;1;2016;19:00;23.82;11.32;7.0
Mon;25;1;2016;19:15;23.39;10.88;10.0
Mon;25;1;2016;19:30;23.53;11.0;9.0
Mon;25;1;2016;19:45;23.62;11.15;9.0
Mon;25;1;2016;20:00;23.17;10.65;10.0
Mon;25;1;2016;20:15;24.07;11.55;7.0
Mon;25;1;2016;20:30;23.13;10.68;9.0
Mon;25;1;2016;20:45;23.24;10.7;8.0
Mon;25;1;2016;21:00;22.61;10.17;10.0
Mon;25;1;2016;21:15;23.47;10.93;9.0
Mon;25;1;2016;21:30;23.7;11.2;8.0
Mon;25;1;2016;21:45;21.59;9.12;10.0
Mon;25;1;2016;22:00;23.93;11.4;8.0
Mon;25;1;2016;22:15;23.17;10.62;10.0
Mon;25;1;2016;22:30;22.44;9.66;8.0
Mon;25;1;2016;22:45;23.46;11.01;8.0
Mon;25;1;2016;23:00;23.16;10.64;10.0
Mon;25;1;2016;23:15;23.0;10.25;8.0
Mon;25;1;2016;23:30;23.07;10.58;10.0
Mon;25;1;2016;23:45;22.68;10.17;8.0
Tue;26;1;2016;00:00;23.32;10.86;9.0
Tue;26;1;2016;00:15;23.21;10.68;8.0
Tue;26;1;2016;00:30;22.79;10.34;10.0
Tue;26;1;2016;00:45;23.12;10.59;9.0
Tue;26;1;2016;01:00;22.64;10.12;9.0
Tue;26;1;2016;01:15;23.18;10.61;8.0
Tue;26;1;2016;01:30;22.28;9.74;8.0
Tue;26;1;2016;01:45;23.45;10.86;10.0
Tue;26;1;2016;02:00;22.58;9.97;9.0
Tue;26;1;2016;02:15;22.51;9.94;9.0
Tue;26;1;2016;02:30;23.44;10.97;8.0
Tue;26;1;2016;02:45;21.97;9.49;9.0
Tue;26;1;2016;03:00;23.24;10.67;10.0
Tue;26;1;2016;03:15;22.68;10.22;8.0
Tue;26;1;2016;03:30;22.31;9.79;10.0
Tue;26;1;2016;03:45;22.34;9.85;7.0
Tue;26;1;2016;04:00;22.97;10.48;9.0
Tue;26;1;2016;04:15;22.77;10.26;9.0
Tue;26;1;2016;04:30;21.9;9.45;9.0
Tue;26;1;2016;04:45;23.14;10.58;10.0
Tue;26;1;2016;05:00;22.7;10.23;7.0
Tue;26;1;2016;05:15;22.18;9.65;10.0
Tue;26;1;2016;05:30;22.72;10.15;9.0
Tue;26;1;2016;05:45;23.02;10.56;9.0
Tue;26;1;2016;06:00;22.31;9.7;8.0
Tue;26;1;2016;06:15;22.95;10.39;8.0
Tue;26;1;2016;06:30;22.5;10.06;10.0
Tue;26;1;2016;06:45;22.39;9.9;9.0
Tue;26;1;2016;07:00;22.72;10.32;9.0
Tue;26;1;2016;07:15;22.07;9.58;9.0
Tue;26;1;2016;07:30;22.83;10.29;8.0
Tue;26;1;2016;07:45;22.96;10.49;9.0
Tue;26;1;2016;08:00;22.13;9.67;9.0
Tue;26;1;2016;08:15;22.62;10.12;9.0
Tue;26;1;2016;08:30;1.54;0.67;1.0
Tue;26;1;2016;08:45;0.78;0.35;0.0
Tue;26;1;2016;09:00;66.63;30.45;25.0
Tue;26;1;2016;09:15;22.4;9.96;9.0
Tue;26;1;2016;09:30;22.75;10.2;9.0
Tue;26;1;2016;09:45;23.36;10.95;9.0
Tue;26;1;2016;10:00;22.08;9.58;8.0
Tue;26;1;2016;10:15;23.8;11.3;10.0
Tue;26;1;2016;10:30;23.6;11.11;9.0
Tue;26;1;2016;10:45;23.38;10.75;8.0
Tue;26;1;2016;11:00;22.97;10.45;9.0
Tue;26;1;2016;11:15;23.28;10.82;8.0
Tue;26;1;2016;11:30;23.59;11.06;9.0
Tue;26;1;2016;11:45;23.76;11.3;9.0
Tue;26;1;2016;12:00;22.41;9.84;10.0
Tue;26;1;2016;12:15;23.63;11.11;8.0
Tue;26;1;2016;12:30;23.68;11.24;9.0
Tue;26;1;2016;12:45;23.28;10.76;9.0
Tue;26;1;2016;13:00;24.06;11.49;9.0
Tue;26;1;2016;13:15;22.96;10.49;8.0
Tue;26;1;2016;13:30;22.68;10.22;9.0
Tue;26;1;2016;13:45;23.78;11.33;9.0
Tue;26;1;2016;14:00;23.24;10.76;8.0
Tue;26;1;2016;14:15;23.83;11.33;10.0
Tue;26;1;2016;14:30;23.35;10.89;9.0
Tue;26;1;2016;14:45;23.36;10.88;9.0
Tue;26;1;2016;15:00;23.34;10.85;9.0
Tue;26;1;2016;15:15;22.62;10.2;8.0
Tue;26;1;2016;15:30;23.74;11.25;9.0
Tue;26;1;2016;15:45;23.46;11.04;8.0
Tue;26;1;2016;16:00;23.24;10.78;10.0
Tue;26;1;2016;16:15;11.33;5.46;3.0
Tue;26;1;2016;16:30;0.81;0.39;1.0
Tue;26;1;2016;16:45;41.13;19.32;15.5
Tue;26;1;2016;17:00;41.13;19.32;15.5
Tue;26;1;2016;17:15;21.78;9.32;10.0
Tue;26;1;2016;17:30;23.77;11.29;7.0
Tue;26;1;2016;17:45;23.38;10.93;9.0
Tue;26;1;2016;18:00;22.26;9.78;8.0
Tue;26;1;2016;18:15;23.75;11.28;10.0
Tue;26;1;2016;18:30;22.68;10.19;10.0
Tue;26;1;2016;18:45;22.77;10.33;7.0
Tue;26;1;2016;19:00;23.44;10.96;10.0
Tue;26;1;2016;19:15;22.17;9.7;8.0
Tue;26;1;2016;19:30;23.81;11.34;10.0
Tue;26;1;2016;19:45;22.11;9.69;8.0
Tue;26;1;2016;20:00;23.43;10.9;9.0
Tue;26;1;2016;20:15;22.69;10.2;8.0
Tue;26;1;2016;20:30;23.19;10.7;9.0
Tue;26;1;2016;20:45;22.31;9.81;10.0
Tue;26;1;2016;21:00;23.77;11.27;8.0
Tue;26;1;2016;21:15;22.15;9.66;9.0
Tue;26;1;2016;21:30;23.39;10.7;9.0
Tue;26;1;2016;21:45;22.67;10.19;9.0
Tue;26;1;2016;22:00;23.2;10.71;9.0
Tue;26;1;2016;22:15;22.34;9.87;9.0
Tue;26;1;2016;22:30;22.73;10.21;8.0
Tue;26;1;2016;22:45;22.94;10.5;8.0
Tue;26;1;2016;23:00;22.82;10.27;10.0
Tue;26;1;2016;23:15;22.24;9.75;9.0
Tue;26;1;2016;23:30;22.79;10.27;9.0
Tue;26;1;2016;23:45;23.0;10.54;8.0
Wed;27;1;2016;00:00;22.0;9.5;9.0
Wed;27;1;2016;00:15;22.84;10.28;10.0
Wed;27;1;2016;00:30;22.85;10.4;8.0
Wed;27;1;2016;00:45;22.0;9.47;10.0
Wed;27;1;2016;01:00;23.79;11.25;7.0
Wed;27;1;2016;01:15;22.23;9.71;9.0
Wed;27;1;2016;01:30;22.32;9.77;9.0
Wed;27;1;2016;01:45;23.02;10.45;9.0
Wed;27;1;2016;02:00;22.63;10.16;9.0
Wed;27;1;2016;02:15;22.6;10.08;9.0
Wed;27;1;2016;02:30;22.48;9.97;9.0
Wed;27;1;2016;02:45;22.55;10.06;9.0
Wed;27;1;2016;03:00;23.01;10.52;9.0
Wed;27;1;2016;03:15;21.91;9.45;9.0
Wed;27;1;2016;03:30;22.32;9.8;7.0
Wed;27;1;2016;03:45;22.45;9.95;9.0
Wed;27;1;2016;04:00;22.34;9.77;10.0
Wed;27;1;2016;04:15;22.5;9.99;9.0
Wed;27;1;2016;04:30;22.82;10.38;9.0
Wed;27;1;2016;04:45;21.9;9.37;9.0
Wed;27;1;2016;05:00;22.5;9.94;8.0
Wed;27;1;2016;05:15;22.48;10.02;10.0
Wed;27;1;2016;05:30;22.0;9.51;8.0
Wed;27;1;2016;05:45;22.71;10.19;10.0
Wed;27;1;2016;06:00;22.73;10.3;8.0
Wed;27;1;2016;06:15;22.04;9.54;8.0
Wed;27;1;2016;06:30;23.82;10.95;9.0
Wed;27;1;2016;06:45;22.27;9.84;9.0
Wed;27;1;2016;07:00;22.19;9.71;10.0
Wed;27;1;2016;07:15;22.59;10.11;8.0
Wed;27;1;2016;07:30;21.92;9.41;9.0
Wed;27;1;2016;07:45;23.39;10.86;9.0
Wed;27;1;2016;08:00;22.58;10.16;9.0
Wed;27;1;2016;08:15;22.01;9.55;9.0
Wed;27;1;2016;08:30;22.11;9.65;8.0
Wed;27;1;2016;08:45;22.67;10.19;9.0
Wed;27;1;2016;09:00;22.82;10.32;8.0
Wed;27;1;2016;09:15;22.37;9.91;10.0
Wed;27;1;2016;09:30;22.71;10.25;8.0
Wed;27;1;2016;09:45;21.97;9.53;10.0
Wed;27;1;2016;10:00;23.24;10.67;9.0
Wed;27;1;2016;10:15;22.65;10.21;8.0
Wed;27;1;2016;10:30;22.58;10.08;10.0
Wed;27;1;2016;10:45;22.96;10.5;7.0
Wed;27;1;2016;11:00;22.82;10.31;9.0
Wed;27;1;2016;11:15;23.06;10.6;8.0
Wed;27;1;2016;11:30;22.8;10.29;10.0
Wed;27;1;2016;11:45;23.6;11.12;10.0
Wed;27;1;2016;12:00;23.25;10.78;8.0
Wed;27;1;2016;12:15;22.89;10.38;9.0
Wed;27;1;2016;12:30;23.49;11.02;8.0
Wed;27;1;2016;12:45;22.33;9.82;10.0
Wed;27;1;2016;13:00;23.85;11.43;7.0
Wed;27;1;2016;13:15;23.16;10.67;10.0
Wed;27;1;2016;13:30;22.89;10.38;9.0
Wed;27;1;2016;13:45;23.22;10.82;8.0
Wed;27;1;2016;14:00;23.31;10.79;10.0
Wed;27;1;2016;14:15;22.88;10.42;8.0
Wed;27;1;2016;14:30;23.2;10.7;10.0
Wed;27;1;2016;14:45;23.51;11.01;7.0
Wed;27;1;2016;15:00;22.8;10.34;10.0
Wed;27;1;2016;15:15;23.14;10.67;9.0
Wed;27;1;2016;15:30;23.7;11.18;8.0
Wed;27;1;2016;15:45;22.43;10.0;10.0
Wed;27;1;2016;16:00;23.34;10.85;7.0
Wed;27;1;2016;16:15;23.74;11.27;10.0
Wed;27;1;2016;16:30;22.06;9.62;9.0
Wed;27;1;2016;16:45;23.68;11.2;9.0
Wed;27;1;2016;17:00;23.3;10.8;9.0
Wed;27;1;2016;17:15;22.22;9.82;8.0
Wed;27;1;2016;17:30;23.99;11.49;10.0
Wed;27;1;2016;17:45;22.11;9.65;7.0
Wed;27;1;2016;18:00;23.53;11.0;10.0
Wed;27;1;2016;18:15;22.82;10.35;9.0
Wed;27;1;2016;18:30;22.78;10.37;8.0
Wed;27;1;2016;18:45;23.05;10.53;9.0
Wed;27;1;2016;19:00;22.97;10.53;9.0
Wed;27;1;2016;19:15;23.21;10.7;9.0
Wed;27;1;2016;19:30;24.01;11.52;9.0
Wed;27;1;2016;19:45;22.01;9.55;9.0
Wed;27;1;2016;20:00;23.59;11.1;8.0
Wed;27;1;2016;20:15;23.69;11.21;9.0
Wed;27;1;2016;20:30;22.08;9.61;9.0
Wed;27;1;2016;20:45;23.76;11.24;9.0
Wed;27;1;2016;21:00;23.52;11.08;8.0
Wed;27;1;2016;21:15;22.12;9.61;9.0
Wed;27;1;2016;21:30;24.09;11.59;10.0
Wed;27;1;2016;21:45;21.98;9.5;9.0
Wed;27;1;2016;22:00;23.46;10.92;9.0
Wed;27;1;2016;22:15;23.47;10.98;9.0
Wed;27;1;2016;22:30;22.44;9.76;7.0
Wed;27;1;2016;22:45;23.62;11.1;9.0
Wed;27;1;2016;23:00;22.38;9.94;10.0
Wed;27;1;2016;23:15;23.71;11.24;8.0
Wed;27;1;2016;23:30;22.65;10.16;10.0
Wed;27;1;2016;23:45;22.86;10.41;8.0
Thu;28;1;2016;00:00;23.83;11.3;9.0
Thu;28;1;2016;00:15;22.11;9.69;9.0
Thu;28;1;2016;00:30;23.66;11.17;9.0
Thu;28;1;2016;00:45;22.46;9.99;9.0
Thu;28;1;2016;01:00;23.19;10.66;7.0
Thu;28;1;2016;01:15;23.79;11.22;10.0
Thu;28;1;2016;01:30;22.28;9.85;9.0
Thu;28;1;2016;01:45;23.43;10.91;9.0
Thu;28;1;2016;02:00;22.73;10.26;9.0
Thu;28;1;2016;02:15;23.23;10.69;8.0
Thu;28;1;2016;02:30;22.74;10.09;10.0
Thu;28;1;2016;02:45;23.48;11.01;8.0
Thu;28;1;2016;03:00;23.28;10.77;10.0
Thu;28;1;2016;03:15;22.78;10.3;8.0
Thu;28;1;2016;03:30;23.06;10.56;8.0
Thu;28;1;2016;03:45;23.42;10.86;10.0
Thu;28;1;2016;04:00;22.66;10.22;8.0
Thu;28;1;2016;04:15;23.56;11.04;10.0
Thu;28;1;2016;04:30;22.51;10.04;8.0
Thu;28;1;2016;04:45;23.18;10.69;9.0
Thu;28;1;2016;05:00;23.36;10.78;9.0
Thu;28;1;2016;05:15;22.63;10.22;9.0
Thu;28;1;2016;05:30;22.36;9.86;10.0
Thu;28;1;2016;05:45;23.84;11.35;7.0
Thu;28;1;2016;06:00;22.37;9.85;9.0
Thu;28;1;2016;06:15;23.35;10.87;8.0
Thu;28;1;2016;06:30;22.78;10.34;10.0
Thu;28;1;2016;06:45;22.78;10.31;8.0
Thu;28;1;2016;07:00;23.63;11.2;10.0
Thu;28;1;2016;07:15;21.82;9.39;9.0
Thu;28;1;2016;07:30;23.92;11.41;8.0
Thu;28;1;2016;07:45;22.04;9.58;10.0
Thu;28;1;2016;08:00;23.66;11.17;7.0
Thu;28;1;2016;08:15;23.29;10.83;10.0
Thu;28;1;2016;08:30;22.28;9.78;8.0
Thu;28;1;2016;08:45;23.62;11.15;9.0
Thu;28;1;2016;09:00;21.95;9.51;10.0
Thu;28;1;2016;09:15;23.73;11.23;8.0
Thu;28;1;2016;09:30;22.22;9.8;10.0
Thu;28;1;2016;09:45;23.38;10.9;7.0
Thu;28;1;2016;10:00;23.09;10.57;10.0
Thu;28;1;2016;10:15;22.53;10.11;9.0
Thu;28;1;2016;10:30;23.66;11.18;8.0
Thu;28;1;2016;10:45;23.35;10.92;9.0
Thu;28;1;2016;11:00;22.12;9.61;8.0
Thu;28;1;2016;11:15;23.81;11.37;10.0
Thu;28;1;2016;11:30;23.03;10.57;8.0
Thu;28;1;2016;11:45;23.9;11.4;10.0
Thu;28;1;2016;12:00;22.94;10.49;9.0
Thu;28;1;2016;12:15;23.11;10.57;8.0
Thu;28;1;2016;12:30;24.08;11.63;9.0
Thu;28;1;2016;12:45;23.05;10.58;8.0
Thu;28;1;2016;13:00;24.17;11.68;10.0
Thu;28;1;2016;13:15;24.1;11.61;8.0
Thu;28;1;2016;13:30;23.14;10.7;9.0
Thu;28;1;2016;13:45;24.12;11.66;9.0
Thu;28;1;2016;14:00;24.08;11.57;9.0
Thu;28;1;2016;14:15;23.1;10.67;9.0
Thu;28;1;2016;14:30;24.1;11.64;9.0
Thu;28;1;2016;14:45;24.09;11.62;8.0
Thu;28;1;2016;15:00;23.11;10.64;9.0
Thu;28;1;2016;15:15;24.1;11.61;9.0
Thu;28;1;2016;15:30;24.02;11.53;9.0
Thu;28;1;2016;15:45;23.2;10.74;9.0
Thu;28;1;2016;16:00;24.12;11.62;8.0
Thu;28;1;2016;16:15;24.02;11.53;9.0
Thu;28;1;2016;16:30;23.17;10.72;9.0
Thu;28;1;2016;16:45;24.08;11.64;10.0
Thu;28;1;2016;17:00;23.68;11.18;9.0
Thu;28;1;2016;17:15;23.56;11.1;8.0
Thu;28;1;2016;17:30;24.1;11.62;8.0
Thu;28;1;2016;17:45;22.14;9.67;9.0
Thu;28;1;2016;18:00;23.82;11.37;9.0
Thu;28;1;2016;18:15;25.01;11.63;9.0
Thu;28;1;2016;18:30;24.28;11.14;9.0
Thu;28;1;2016;18:45;23.6;10.93;9.0
Thu;28;1;2016;19:00;23.18;10.52;10.0
Thu;28;1;2016;19:15;24.05;11.36;8.0
Thu;28;1;2016;19:30;23.55;10.89;10.0
Thu;28;1;2016;19:45;23.3;10.62;7.0
Thu;28;1;2016;20:00;23.92;11.26;10.0
Thu;28;1;2016;20:15;23.6;10.96;9.0
Thu;28;1;2016;20:30;24.33;11.65;9.0
Thu;28;1;2016;20:45;22.81;10.1;10.0
Thu;28;1;2016;21:00;23.64;10.97;8.0
Thu;28;1;2016;21:15;24.17;11.69;9.0
Thu;28;1;2016;21:30;23.11;10.58;9.0
Thu;28;1;2016;21:45;23.06;10.63;9.0
Thu;28;1;2016;22:00;24.17;11.64;10.0
Thu;28;1;2016;22:15;23.62;10.75;6.0
Thu;28;1;2016;22:30;24.21;11.67;10.0
Thu;28;1;2016;22:45;22.44;9.94;8.0
Thu;28;1;2016;23:00;23.93;11.39;10.0
Thu;28;1;2016;23:15;23.65;11.12;10.0
Thu;28;1;2016;23:30;22.71;10.27;7.0
Thu;28;1;2016;23:45;24.12;11.62;10.0
Fri;29;1;2016;00:00;23.18;10.69;8.0
Fri;29;1;2016;00:15;22.9;10.42;10.0
Fri;29;1;2016;00:30;23.88;11.37;8.0
Fri;29;1;2016;00:45;22.3;9.82;8.0
Fri;29;1;2016;01:00;24.13;11.62;10.0
Fri;29;1;2016;01:15;22.45;9.94;8.0
Fri;29;1;2016;01:30;23.72;11.23;10.0
Fri;29;1;2016;01:45;23.19;10.66;8.0
Fri;29;1;2016;02:00;23.2;10.7;9.0
Fri;29;1;2016;02:15;23.41;10.87;8.0
Fri;29;1;2016;02:30;23.75;11.21;10.0
Fri;29;1;2016;02:45;23.23;10.72;10.0
Fri;29;1;2016;03:00;23.56;11.05;8.0
Fri;29;1;2016;03:15;23.21;10.7;8.0
Fri;29;1;2016;03:30;23.51;10.95;8.0
Fri;29;1;2016;03:45;23.61;11.12;10.0
Fri;29;1;2016;04:00;22.95;10.46;9.0
Fri;29;1;2016;04:15;23.22;10.77;9.0
Fri;29;1;2016;04:30;22.42;9.91;8.0
Fri;29;1;2016;04:45;22.97;10.49;9.0
Fri;29;1;2016;05:00;23.94;11.48;10.0
Fri;29;1;2016;05:15;22.82;10.32;8.0
Fri;29;1;2016;05:30;23.29;10.83;9.0
Fri;29;1;2016;05:45;23.48;10.96;8.0
Fri;29;1;2016;06:00;22.44;9.99;9.0
Fri;29;1;2016;06:15;24.09;11.58;9.0
Fri;29;1;2016;06:30;22.06;9.6;9.0
Fri;29;1;2016;06:45;23.75;11.24;10.0
Fri;29;1;2016;07:00;22.85;10.39;7.0
Fri;29;1;2016;07:15;22.68;10.21;10.0
Fri;29;1;2016;07:30;24.0;11.53;9.0
Fri;29;1;2016;07:45;22.02;9.55;9.0
Fri;29;1;2016;08:00;24.06;11.58;8.0
Fri;29;1;2016;08:15;22.82;10.3;8.0
Fri;29;1;2016;08:30;22.4;9.96;10.0
Fri;29;1;2016;08:45;24.06;11.53;8.0
Fri;29;1;2016;09:00;21.96;9.52;10.0
Fri;29;1;2016;09:15;23.82;10.63;9.0
Fri;29;1;2016;09:30;25.26;11.57;8.0
Fri;29;1;2016;09:45;22.82;9.65;9.0
Fri;29;1;2016;10:00;24.07;11.57;9.0
Fri;29;1;2016;10:15;22.84;10.35;9.0
Fri;29;1;2016;10:30;23.31;10.85;8.0
Fri;29;1;2016;10:45;23.26;10.75;9.0
Fri;29;1;2016;11:00;23.64;11.15;9.0
Fri;29;1;2016;11:15;22.41;9.95;9.0
Fri;29;1;2016;11:30;24.12;11.65;9.0
Fri;29;1;2016;11:45;23.24;10.76;9.0
Fri;29;1;2016;12:00;23.25;10.78;8.0
Fri;29;1;2016;12:15;24.14;11.61;10.0
Fri;29;1;2016;12:30;23.14;10.61;9.0
Fri;29;1;2016;12:45;24.1;11.61;8.0
Fri;29;1;2016;13:00;23.08;10.6;9.0
Fri;29;1;2016;13:15;23.15;10.69;8.0
Fri;29;1;2016;13:30;24.14;11.62;9.0
Fri;29;1;2016;13:45;23.0;10.51;9.0
Fri;29;1;2016;14:00;23.4;10.94;10.0
Fri;29;1;2016;14:15;24.08;11.62;8.0
Fri;29;1;2016;14:30;23.54;11.06;9.0
Fri;29;1;2016;14:45;23.7;11.23;9.0
Fri;29;1;2016;15:00;24.08;11.62;9.0
Fri;29;1;2016;15:15;23.16;10.69;8.0
Fri;29;1;2016;15:30;24.08;11.62;9.0
Fri;29;1;2016;15:45;24.05;11.52;9.0
Fri;29;1;2016;16:00;22.41;9.99;8.0
Fri;29;1;2016;16:15;24.09;11.6;10.0
Fri;29;1;2016;16:30;23.54;11.06;9.0
Fri;29;1;2016;16:45;23.13;10.63;9.0
Fri;29;1;2016;17:00;23.56;11.09;8.0
Fri;29;1;2016;17:15;23.08;10.63;9.0
Fri;29;1;2016;17:30;24.06;11.55;9.0
Fri;29;1;2016;17:45;20.34;9.47;8.0
Fri;29;1;2016;18:00;0.73;0.31;0.0
Fri;29;1;2016;18:15;49.05;22.81;17.0
Fri;29;1;2016;18:30;22.53;10.04;10.0
Fri;29;1;2016;18:45;23.57;11.13;9.0
Fri;29;1;2016;19:00;23.05;10.55;9.0
Fri;29;1;2016;19:15;23.2;10.7;10.0
Fri;29;1;2016;19:30;23.38;10.87;7.0
Fri;29;1;2016;19:45;23.09;10.65;10.0
Fri;29;1;2016;20:00;22.42;9.97;7.0
Fri;29;1;2016;20:15;24.0;11.51;10.0
Fri;29;1;2016;20:30;22.01;9.53;10.0
Fri;29;1;2016;20:45;24.08;11.53;7.0
Fri;29;1;2016;21:00;22.88;10.36;10.0
Fri;29;1;2016;21:15;23.4;10.94;8.0
Fri;29;1;2016;21:30;23.73;11.04;10.0
Fri;29;1;2016;21:45;22.75;10.29;8.0
Fri;29;1;2016;22:00;23.9;11.38;9.0
Fri;29;1;2016;22:15;23.02;10.51;9.0
Fri;29;1;2016;22:30;22.08;9.59;8.0
Fri;29;1;2016;22:45;23.93;11.4;10.0
Fri;29;1;2016;23:00;22.53;10.05;8.0
Fri;29;1;2016;23:15;22.66;10.18;9.0
Fri;29;1;2016;23:30;24.01;11.49;9.0
Fri;29;1;2016;23:45;22.03;9.55;9.0
Sat;30;1;2016;00:00;23.96;11.48;10.0
Sat;30;1;2016;00:15;22.48;9.94;8.0
Sat;30;1;2016;00:30;23.13;10.59;9.0
Sat;30;1;2016;00:45;23.41;10.95;7.0
Sat;30;1;2016;01:00;22.13;9.62;10.0
Sat;30;1;2016;01:15;24.07;11.54;9.0
Sat;30;1;2016;01:30;22.59;10.07;9.0
Sat;30;1;2016;01:45;23.56;11.08;9.0
Sat;30;1;2016;02:00;22.9;10.4;8.0
Sat;30;1;2016;02:15;22.84;10.29;10.0
Sat;30;1;2016;02:30;23.15;10.67;8.0
Sat;30;1;2016;02:45;22.81;10.3;10.0
Sat;30;1;2016;03:00;22.55;10.0;9.0
Sat;30;1;2016;03:15;23.34;10.84;7.0
Sat;30;1;2016;03:30;21.99;9.52;9.0
Sat;30;1;2016;03:45;23.76;11.2;9.0
Sat;30;1;2016;04:00;23.37;10.87;10.0
Sat;30;1;2016;04:15;22.06;9.57;9.0
Sat;30;1;2016;04:30;23.18;10.65;8.0
Sat;30;1;2016;04:45;23.12;10.63;9.0
Sat;30;1;2016;05:00;22.86;10.36;9.0
Sat;30;1;2016;05:15;22.9;10.35;9.0
Sat;30;1;2016;05:30;23.34;10.9;9.0
Sat;30;1;2016;05:45;22.95;10.46;8.0
Sat;30;1;2016;06:00;22.45;9.91;9.0
Sat;30;1;2016;06:15;23.54;11.1;9.0
Sat;30;1;2016;06:30;22.86;10.36;9.0
Sat;30;1;2016;06:45;22.71;10.2;9.0
Sat;30;1;2016;07:00;23.32;10.87;8.0
Sat;30;1;2016;07:15;22.37;9.86;9.0
Sat;30;1;2016;07:30;23.78;11.27;9.0
Sat;30;1;2016;07:45;22.87;10.4;10.0
Sat;30;1;2016;08:00;21.98;9.52;8.0
Sat;30;1;2016;08:15;23.97;11.49;8.0
Sat;30;1;2016;08:30;22.55;10.05;9.0
Sat;30;1;2016;08:45;22.92;10.45;9.0
Sat;30;1;2016;09:00;23.43;10.96;9.0
Sat;30;1;2016;09:15;22.06;9.6;9.0
Sat;30;1;2016;09:30;24.03;11.54;9.0
Sat;30;1;2016;09:45;22.72;10.23;9.0
Sat;30;1;2016;10:00;23.46;11.0;9.0
Sat;30;1;2016;10:15;23.99;11.42;9.0
Sat;30;1;2016;10:30;22.67;10.21;8.0
Sat;30;1;2016;10:45;23.86;11.38;9.0
Sat;30;1;2016;11:00;22.41;9.94;8.0
Sat;30;1;2016;11:15;24.2;11.7;10.0
Sat;30;1;2016;11:30;24.11;11.54;8.0
Sat;30;1;2016;11:45;23.39;10.91;10.0
Sat;30;1;2016;12:00;23.35;10.82;8.0
Sat;30;1;2016;12:15;23.0;10.52;9.0
Sat;30;1;2016;12:30;24.15;11.67;10.0
Sat;30;1;2016;12:45;23.17;10.68;7.0
Sat;30;1;2016;13:00;23.09;10.66;10.0
