WiseMetering realtime, exported on November 19, 2016 17:27, by Pedro Castanheira of Vodafone.;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;
;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC DTCs (KWh);EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh)
Fri;01;01;2016;00:00;72,98;12;12,4;9,11;39,47
Fri;01;01;2016;00:15;72,85;9,1;13,45;8,79;41,51
Fri;01;01;2016;00:30;72,61;11,5;12,78;10,88;37,45
Fri;01;01;2016;00:45;73,13;9,9;12,51;10,86;39,86
Fri;01;01;2016;01:00;70,81;9,2;12,91;9,01;39,69
Fri;01;01;2016;01:15;72,72;11,7;12,23;11,46;37,33
Fri;01;01;2016;01:30;68;7,4;10,59;9,03;40,98
Fri;01;01;2016;01:45;73,39;12,7;12,86;9,92;37,92
Fri;01;01;2016;02:00;71,4;6,8;14,49;11,52;38,6
Fri;01;01;2016;02:15;75,01;12,7;12,92;9,64;39,75
Fri;01;01;2016;02:30;68,43;8;13,02;8,77;38,63
Fri;01;01;2016;02:45;72,92;11,1;12,89;8,85;40,07
Fri;01;01;2016;03:00;70,49;10,1;13,98;8,46;37,95
Fri;01;01;2016;03:15;73,92;10,1;12,88;10,68;40,26
Fri;01;01;2016;03:30;72,43;10,8;12,64;9,74;39,25
Fri;01;01;2016;03:45;67,84;8,3;12,8;9,35;37,39
Fri;01;01;2016;04:00;77,9;12,4;13,39;11,44;40,68
Fri;01;01;2016;04:15;68,38;7;12,69;9,88;38,81
Fri;01;01;2016;04:30;72,33;11,8;12,85;8,96;38,72
Fri;01;01;2016;04:45;71,65;7,7;13,74;9,59;40,62
Fri;01;01;2016;05:00;72,49;12,4;13,01;10,9;36,18
Fri;01;01;2016;05:15;71,82;8,8;12,82;10,49;39,71
Fri;01;01;2016;05:30;74,34;10,5;13,61;8,15;42,08
Fri;01;01;2016;05:45;72,03;9,4;12,97;11,9;37,77
Fri;01;01;2016;06:00;68,51;9,6;13,02;7,72;38,17
Fri;01;01;2016;06:15;71,6;10,5;12,8;9,5;38,8
Fri;01;01;2016;06:30;71,17;7,5;13,94;9,5;40,23
Fri;01;01;2016;06:45;76,07;12,1;11,87;10,88;41,22
Fri;01;01;2016;07:00;69,67;9,5;10,28;9,19;40,7
Fri;01;01;2016;07:15;69,62;9,2;13,54;8,09;38,79
Fri;01;01;2016;07:30;77,69;11,2;13,11;12,03;41,34
Fri;01;01;2016;07:45;72,62;7,7;13,01;10,11;41,8
Fri;01;01;2016;08:00;76,3;11,8;13,83;10,35;40,32
Fri;01;01;2016;08:15;70,22;8,6;12,36;8,98;40,29
Fri;01;01;2016;08:30;63,33;10,1;12,45;0,85;39,93
Fri;01;01;2016;08:45;64,85;10,4;13,01;0,4;41,04
Fri;01;01;2016;09:00;83,59;8,2;12,95;28,81;33,63
Fri;01;01;2016;09:15;79,03;11,7;12,62;9,51;45,2
Fri;01;01;2016;09:30;68,41;7,8;12,45;8,65;39,51
Fri;01;01;2016;09:45;74,67;11,3;13,8;10,35;39,23
Fri;01;01;2016;10:00;73,06;9,3;12,37;10,22;41,17
Fri;01;01;2016;10:15;72,01;9,5;12,34;8,54;41,62
Fri;01;01;2016;10:30;71,4;10,6;12,58;9,94;38,28
Fri;01;01;2016;10:45;73,06;9,4;13,67;11,81;38,17
Fri;01;01;2016;11:00;71,75;9,9;12,43;8,76;40,66
Fri;01;01;2016;11:15;75,67;8,5;12,29;11,9;42,98
Fri;01;01;2016;11:30;76,93;10,8;12,45;11,22;42,46
Fri;01;01;2016;11:45;71,93;8,4;13,66;10,05;39,82
Fri;01;01;2016;12:00;72,57;10,3;12,04;10,33;39,9
Fri;01;01;2016;12:15;72,23;9,6;12,45;8,58;41,6
Fri;01;01;2016;12:30;70,06;8,9;12,2;9,39;39,57
Fri;01;01;2016;12:45;72,68;11,1;12,42;10,8;38,36
Fri;01;01;2016;13:00;73,7;8,1;13,49;10,28;41,83
Fri;01;01;2016;13:15;73,49;10,1;12,75;9,45;41,19
Fri;01;01;2016;13:30;71,12;9,8;12,13;9,44;39,75
Fri;01;01;2016;13:45;73,09;9,8;12,87;9,62;40,8
Fri;01;01;2016;14:00;78,36;10,2;12,48;13,03;42,65
Fri;01;01;2016;14:15;74,94;9,5;14,09;10,41;40,94
Fri;01;01;2016;14:30;72,31;10,6;12,36;10,12;39,23
Fri;01;01;2016;14:45;76,44;10,8;12,64;11,39;41,61
Fri;01;01;2016;15:00;73,12;10,5;12,92;9,58;40,12
Fri;01;01;2016;15:15;74,14;9,4;13,13;11,59;40,02
Fri;01;01;2016;15:30;72,34;10,2;12,73;10,2;39,22
Fri;01;01;2016;15:45;69,75;10,7;12,52;9,88;36,66
Fri;01;01;2016;16:00;77,04;9,6;12,8;11,87;42,77
Fri;01;01;2016;16:15;75,82;11,2;13,84;8,66;42,11
Fri;01;01;2016;16:30;73,17;10,1;12,74;11,77;38,56
Fri;01;01;2016;16:45;71,58;11;10,24;10,01;40,34
Fri;01;01;2016;17:00;69,42;10,1;11,06;9,32;38,93
Fri;01;01;2016;17:15;72,04;9,7;14,24;8,54;39,57
Fri;01;01;2016;17:30;77,21;11,3;13,01;9,27;43,62
Fri;01;01;2016;17:45;72,37;10,9;13,15;9,35;38,98
Fri;01;01;2016;18:00;72,82;9,9;14;9,83;39,08
Fri;01;01;2016;18:15;73,2;11,1;13,24;10,26;38,6
Fri;01;01;2016;18:30;72,41;11,5;12,86;9,87;38,19
Fri;01;01;2016;18:45;69,11;10,1;11,98;8,64;38,39
Fri;01;01;2016;19:00;71,32;10,3;11,75;9,84;39,43
Fri;01;01;2016;19:15;76,96;12,2;11,52;9,84;43,39
Fri;01;01;2016;19:30;75,84;11,4;13,01;11,59;39,85
Fri;01;01;2016;19:45;71,33;9,6;13,25;9,99;38,48
Fri;01;01;2016;20:00;73,82;11,4;14,54;8,79;39,09
Fri;01;01;2016;20:15;75,05;13;12,9;8,74;40,42
Fri;01;01;2016;20:30;71,44;10,7;12,95;9,05;38,73
Fri;01;01;2016;20:45;71,96;8,9;13,82;9,29;39,95
Fri;01;01;2016;21:00;75,07;10,9;13,34;10,86;39,97
Fri;01;01;2016;21:15;71,22;11,9;12,91;8,01;38,4
Fri;01;01;2016;21:30;70,12;10,7;12,65;8,59;38,17
Fri;01;01;2016;21:45;71,21;9,5;13,66;9,3;38,75
Fri;01;01;2016;22:00;72,12;11,4;12,79;9,9;38,03
Fri;01;01;2016;22:15;73,91;11,8;12,42;10,43;39,25
Fri;01;01;2016;22:30;74,93;9,8;13,42;9,91;41,79
Fri;01;01;2016;22:45;69,86;9,2;12,34;8,76;39,57
Fri;01;01;2016;23:00;71,55;11,7;10,29;11,13;38,43
Fri;01;01;2016;23:15;71,78;11,4;12,66;9,79;37,92
Fri;01;01;2016;23:30;70,88;8,7;14,28;9,17;38,73
Fri;01;01;2016;23:45;76,31;11,8;12,87;9,09;42,55
Sat;02;01;2016;00:00;69,36;8,5;13,16;8,84;38,86
Sat;02;01;2016;00:15;70,98;10,7;13,37;9,6;37,31
Sat;02;01;2016;00:30;70,94;9,5;13,43;9,48;38,53
Sat;02;01;2016;00:45;68,78;11,2;12,49;8,04;37,05
Sat;02;01;2016;01:00;72,28;10,2;12,8;10,95;38,33
Sat;02;01;2016;01:15;69,74;8,9;13,09;9,41;38,34
Sat;02;01;2016;01:30;72,48;11;13,43;7,96;40,1
Sat;02;01;2016;01:45;68,98;8,9;12,91;8,47;38,7
Sat;02;01;2016;02:00;70,65;10,2;11,93;11,1;37,42
Sat;02;01;2016;02:15;68,75;9,9;13,58;9,84;35,42
Sat;02;01;2016;02:30;69,99;8,9;13,08;9,69;38,32
Sat;02;01;2016;02:45;74,36;12,9;12,47;9,13;39,87
Sat;02;01;2016;03:00;68,6;8,4;12,84;7,63;39,73
Sat;02;01;2016;03:15;70,71;9,9;14,06;10,49;36,26
Sat;02;01;2016;03:30;71,08;10,7;12,7;9,34;38,34
Sat;02;01;2016;03:45;67,52;8,2;12,3;8,75;38,27
Sat;02;01;2016;04:00;71,63;11,6;10,73;10,8;38,5
Sat;02;01;2016;04:15;70,74;8,7;12,83;10,91;38,3
Sat;02;01;2016;04:30;69,74;10,1;13,04;8,95;37,66
Sat;02;01;2016;04:45;72,72;11,4;12,87;9,38;39,07
Sat;02;01;2016;05:00;73,35;8,8;13,11;9,14;42,3
Sat;02;01;2016;05:15;70,27;10,5;13,41;8,24;38,13
Sat;02;01;2016;05:30;69,88;9,3;12,34;9,78;38,47
Sat;02;01;2016;05:45;70,19;9,2;12,52;10,4;38,07
Sat;02;01;2016;06:00;75,4;10,9;13,6;9,4;41,49
Sat;02;01;2016;06:15;70,08;8,6;12,38;11,22;37,87
Sat;02;01;2016;06:30;71,13;11;12,48;9,42;38,23
Sat;02;01;2016;06:45;67,1;8,6;12,68;7,88;37,94
Sat;02;01;2016;07:00;71,88;10,1;13,32;10,43;38,03
Sat;02;01;2016;07:15;69,55;10,1;12,39;8,04;39,03
Sat;02;01;2016;07:30;72,06;8,3;12,53;9,58;41,64
Sat;02;01;2016;07:45;70,42;11,9;10,38;9,29;38,85
Sat;02;01;2016;08:00;70,19;9,4;11,53;10,69;38,56
Sat;02;01;2016;08:15;70,11;10,2;12,46;10,39;37,06
Sat;02;01;2016;08:30;70,6;10,1;12,79;9,33;38,39
Sat;02;01;2016;08:45;69,07;9,2;13,77;7,97;38,13
Sat;02;01;2016;09:00;74,12;11,1;12,76;10,73;39,53
Sat;02;01;2016;09:15;71,95;8,5;12,77;9,48;41,2
Sat;02;01;2016;09:30;70,12;11,5;12,71;7,86;38,06
Sat;02;01;2016;09:45;70,71;9,7;13,81;8,46;38,74
Sat;02;01;2016;10:00;73,8;11,7;12,56;11,05;38,5
Sat;02;01;2016;10:15;68,55;9,8;10,13;9,94;38,69
Sat;02;01;2016;10:30;77,03;10,6;11,5;10,18;44,75
Sat;02;01;2016;10:45;74,62;10,4;13,98;11,05;39,19
Sat;02;01;2016;11:00;72,17;9,8;13,16;9,89;39,32
Sat;02;01;2016;11:15;73,78;11;13,02;8,67;41,09
Sat;02;01;2016;11:30;71,25;8,2;14,08;9,7;39,28
Sat;02;01;2016;11:45;75,93;12;12,78;11,73;39,42
Sat;02;01;2016;12:00;71,24;9,7;12,63;9,92;38,99
Sat;02;01;2016;12:15;78,73;11,1;12,93;11,77;42,93
Sat;02;01;2016;12:30;70,73;10,5;14,02;7,9;38,32
Sat;02;01;2016;12:45;73,6;10;11,69;10,56;41,36
Sat;02;01;2016;13:00;77,43;11,4;12,29;11,19;42,56
Sat;02;01;2016;13:15;70,92;9;12,66;9,76;39,5
Sat;02;01;2016;13:30;84,42;12;14,07;9,69;48,67
Sat;02;01;2016;13:45;68,08;9,2;12,65;10,15;36,08
Sat;02;01;2016;14:00;71,08;12,3;12,47;10,24;36,08
Sat;02;01;2016;14:15;71,34;8,7;12,51;10,81;39,32
Sat;02;01;2016;14:30;73,99;11,2;14,29;9,8;38,7
Sat;02;01;2016;14:45;72,53;10,4;12,74;9,85;39,55
Sat;02;01;2016;15:00;72,92;10,1;12,33;11,67;38,83
Sat;02;01;2016;15:15;73,24;11;12,56;10,35;39,33
Sat;02;01;2016;15:30;75,06;9,2;13,93;11,41;40,52
Sat;02;01;2016;15:45;74,42;12,4;12,31;11,03;38,67
Sat;02;01;2016;16:00;47,95;9,4;12,63;9,81;16,11
Sat;02;01;2016;16:15;96,26;10,2;12,99;9,01;64,06
Sat;02;01;2016;16:30;73,28;11,2;12,99;10,23;38,87
Sat;02;01;2016;16:45;71,08;9,6;12,37;10,49;38,62
Sat;02;01;2016;17:00;72,21;11,9;12,31;9,31;38,7
Sat;02;01;2016;17:15;73,12;9,9;13,6;10,04;39,59
Sat;02;01;2016;17:30;73,11;11,8;11,81;9,41;40,09
Sat;02;01;2016;17:45;70,53;9,4;12,06;11,11;37,96
Sat;02;01;2016;18:00;71,95;11,4;12,7;11,08;36,78
Sat;02;01;2016;18:15;71,35;10,3;13,69;9,34;38,02
Sat;02;01;2016;18:30;72,08;10,9;12,08;8,95;40,15
Sat;02;01;2016;18:45;75,38;11,4;12,56;12,12;39,31
Sat;02;01;2016;19:00;70,79;9,2;13,36;9,85;38,38
Sat;02;01;2016;19:15;73,44;11,9;12,7;10,03;38,82
Sat;02;01;2016;19:30;68,93;8,6;12,1;9,9;38,33
Sat;02;01;2016;19:45;74,09;11,3;12,48;10,94;39,38
Sat;02;01;2016;20:00;70,95;9,5;13,57;9,87;38,01
Sat;02;01;2016;20:15;72,55;10,6;11,71;11,04;39,21
Sat;02;01;2016;20:30;72,51;11,7;12,94;9,54;38,32
Sat;02;01;2016;20:45;70,31;8,5;14,06;9,38;38,37
Sat;02;01;2016;21:00;75,47;11,9;12,52;11,36;39,69
Sat;02;01;2016;21:15;69,28;8,3;12,84;9,35;38,79
Sat;02;01;2016;21:30;74,02;10,5;13,84;10,95;38,73
Sat;02;01;2016;21:45;67,38;10,2;10,96;8,35;37,87
Sat;02;01;2016;22:00;65,86;8,6;10,26;8,44;38,56
Sat;02;01;2016;22:15;73,19;11,9;13;8,79;39,5
Sat;02;01;2016;22:30;69,81;7,9;13,65;10,53;37,73
Sat;02;01;2016;22:45;74,72;11,3;12,9;8,14;42,39
Sat;02;01;2016;23:00;72,94;9,3;12,51;10,27;40,86
Sat;02;01;2016;23:15;72,03;9,3;14,03;10,98;37,72
Sat;02;01;2016;23:30;72,29;11,6;12,5;8,71;39,48
Sat;02;01;2016;23:45;69,36;7,7;10,63;11,55;39,48
Sun;03;01;2016;00:00;73,19;12;11,64;10,07;39,48
Sun;03;01;2016;00:15;70,36;8,7;12,91;9,27;39,48
Sun;03;01;2016;00:30;72,31;10,3;13,11;9,43;39,48
Sun;03;01;2016;00:45;72,75;10,9;13,57;8,8;39,48
Sun;03;01;2016;01:00;69,5;8,3;12,98;8,74;39,48
Sun;03;01;2016;01:15;78,67;12;12,71;10,64;43,32
Sun;03;01;2016;01:30;68,35;7,4;12,95;9,15;38,85
Sun;03;01;2016;01:45;71,7;11,6;12,17;9,37;38,57
Sun;03;01;2016;02:00;69,27;10,4;10,27;10,22;38,38
Sun;03;01;2016;02:15;72,71;8,8;12,61;10,97;40,33
Sun;03;01;2016;02:30;74,78;11,2;14,44;9,01;40,13
Sun;03;01;2016;02:45;73,11;7,6;12,86;11,77;40,87
Sun;03;01;2016;03:00;72,18;11,2;12,89;9,63;38,47
Sun;03;01;2016;03:15;71,93;8,9;12,72;9,38;40,93
Sun;03;01;2016;03:30;72,61;9,1;13,52;9,66;40,33
Sun;03;01;2016;03:45;71,66;11,1;12,2;9,73;38,64
Sun;03;01;2016;04:00;67,63;7,5;10,04;10,23;39,85
Sun;03;01;2016;04:15;70,83;10,6;12,64;8,88;38,71
Sun;03;01;2016;04:30;74,98;10,8;13,37;12,07;38,74
Sun;03;01;2016;04:45;71,09;8,1;12,99;10,03;39,96
Sun;03;01;2016;05:00;77,05;11,5;12,75;10,58;42,22
Sun;03;01;2016;05:15;70,8;8,1;13,48;9,89;39,34
Sun;03;01;2016;05:30;70,07;10,2;12,89;8,81;38,17
Sun;03;01;2016;05:45;72,79;10,1;11,55;12,3;38,85
Sun;03;01;2016;06:00;69,03;8,4;10,85;10,56;39,22
Sun;03;01;2016;06:15;72,23;11,8;12,81;8,06;39,56
Sun;03;01;2016;06:30;72,67;7,8;12,97;11,08;40,82
Sun;03;01;2016;06:45;75,66;12,4;12,94;8,94;41,38
Sun;03;01;2016;07:00;72,06;9;14,05;9,73;39,27
Sun;03;01;2016;07:15;71,73;9,8;12,25;10,01;39,67
Sun;03;01;2016;07:30;70,99;10,5;11,57;10,21;38,72
Sun;03;01;2016;07:45;67,92;7,7;10;10,23;39,99
Sun;03;01;2016;08:00;78,49;11,3;13,5;10,35;43,34
Sun;03;01;2016;08:15;70,67;8,5;12,61;10,98;38,58
Sun;03;01;2016;08:30;70,27;9,4;12,67;9,47;38,73
Sun;03;01;2016;08:45;75,61;10,7;12,72;9,85;42,34
Sun;03;01;2016;09:00;72,36;7,5;13,7;9,92;41,24
Sun;03;01;2016;09:15;68,73;11,1;9,9;9,47;38,26
Sun;03;01;2016;09:30;71,07;9,3;10,63;10,35;40,78
Sun;03;01;2016;09:45;74,14;9,2;12,74;9,89;42,31
Sun;03;01;2016;10:00;75,17;9,9;14,25;11,42;39,61
Sun;03;01;2016;10:15;71,1;8,4;12,42;9,57;40,71
Sun;03;01;2016;10:30;73,77;9,3;12,23;11,27;40,98
Sun;03;01;2016;10:45;72,12;10,8;12,47;9,85;39
Sun;03;01;2016;11:00;73,83;8,4;12,49;11,37;41,57
Sun;03;01;2016;11:15;73,02;11,5;11,12;10,45;39,95
Sun;03;01;2016;11:30;59,34;7,8;10,64;0,81;40,1
Sun;03;01;2016;11:45;66,83;11,9;12,77;0,4;41,76
Sun;03;01;2016;12:00;88,01;8,4;12,73;26,29;40,59
Sun;03;01;2016;12:15;72,28;9,2;12,74;8,8;41,55
Sun;03;01;2016;12:30;75,88;10,6;13,92;10,29;41,07
Sun;03;01;2016;12:45;69,92;7,8;12,2;10;39,92
Sun;03;01;2016;13:00;73,73;11,5;12,26;10,21;39,76
Sun;03;01;2016;13:15;68,32;8,1;9,99;8,32;41,91
Sun;03;01;2016;13:30;71,64;10,9;10,92;9,9;39,92
Sun;03;01;2016;13:45;73,25;9,7;13,86;10,11;39,58
Sun;03;01;2016;14:00;74,87;11,5;11,73;8,62;43,02
Sun;03;01;2016;14:15;71,78;9,3;11,87;10,38;40,23
Sun;03;01;2016;14:30;71,43;9,6;12,1;9,95;39,78
Sun;03;01;2016;14:45;72,42;10;12,14;10,09;40,19
Sun;03;01;2016;15:00;73,21;9,1;13,59;10,36;40,16
Sun;03;01;2016;15:15;70,64;9,9;11,66;9,94;39,15
Sun;03;01;2016;15:30;69,34;8,6;12,39;8,98;39,37
Sun;03;01;2016;15:45;73,42;10,3;12,42;9,47;41,22
Sun;03;01;2016;16:00;70,96;8,8;11,85;10,09;40,22
Sun;03;01;2016;16:15;74,91;10,5;13,72;11,02;39,67
Sun;03;01;2016;16:30;68,86;8,2;11,68;9,48;39,5
Sun;03;01;2016;16:45;74;10,9;12,56;11,24;39,3
Sun;03;01;2016;17:00;73,5;9,8;11,96;10,85;40,89
Sun;03;01;2016;17:15;69,31;8,9;12,36;9,4;38,65
Sun;03;01;2016;17:30;75,71;11,6;13,22;11,91;38,97
Sun;03;01;2016;17:45;69,38;7,3;11,86;9,73;40,48
Sun;03;01;2016;18:00;71,78;11,8;12,28;9;38,71
Sun;03;01;2016;18:15;68,17;7,8;12,11;8,11;40,15
Sun;03;01;2016;18:30;77,45;11,9;12,03;11,34;42,18
Sun;03;01;2016;18:45;72,63;9;13,44;9,25;40,94
Sun;03;01;2016;19:00;71,28;9,6;11,81;10,79;39,09
Sun;03;01;2016;19:15;69,08;8,9;11,79;9,51;38,89
Sun;03;01;2016;19:30;73,17;9,7;11,61;11,69;40,17
Sun;03;01;2016;19:45;72,12;10,1;12,08;9,78;40,17
Sun;03;01;2016;20:00;72,2;8,8;12,95;10,28;40,17
Sun;03;01;2016;20:15;72,33;9,4;11,82;10,94;40,17
Sun;03;01;2016;20:30;72,46;10,2;11,87;10,22;40,17
Sun;03;01;2016;20:45;73,05;8,9;12,31;11,67;40,17
Sun;03;01;2016;21:00;74,83;10,5;12,26;10,4;41,67
Sun;03;01;2016;21:15;71,51;9,6;13,58;9,86;38,47
Sun;03;01;2016;21:30;68,84;8,6;11,7;8,68;39,85
Sun;03;01;2016;21:45;74,21;10,5;12,26;10,74;40,72
Sun;03;01;2016;22:00;70,06;9,1;12,31;9,27;39,38
Sun;03;01;2016;22:15;73,68;9,6;13,57;9,87;40,64
Sun;03;01;2016;22:30;75,07;11,8;11,63;11,16;40,49
Sun;03;01;2016;22:45;70,03;9,1;12,63;7,52;40,79
Sun;03;01;2016;23:00;71,6;8,8;12,14;11,54;39,12
Sun;03;01;2016;23:15;72,97;10,7;12,6;8,45;41,22
Sun;03;01;2016;23:30;72,61;10,5;12,07;11,25;38,79
Sun;03;01;2016;23:45;66,85;8,3;11,91;7,63;39,02
Mon;04;01;2016;00:00;77,43;12;12,13;11,16;42,15
Mon;04;01;2016;00:15;71,69;8,1;12;11,73;39,86
Mon;04;01;2016;00:30;72,8;11,3;13,24;9,34;38,93
Mon;04;01;2016;00:45;74,56;8,7;11,75;11,13;42,99
Mon;04;01;2016;01:00;69,97;9,9;11,99;10,4;37,68
Mon;04;01;2016;01:15;70,09;9;12,34;11,07;37,68
Mon;04;01;2016;01:30;76,34;11,9;12,11;10,48;41,85
Mon;04;01;2016;01:45;74,36;10,6;13,15;9,52;41,08
Mon;04;01;2016;02:00;75,32;12,9;12,02;11,26;39,14
Mon;04;01;2016;02:15;72,77;12;12,02;8,78;39,96
Mon;04;01;2016;02:30;71,65;10,9;11,79;9,8;39,16
Mon;04;01;2016;02:45;73,89;11,5;13,48;9,53;39,38
Mon;04;01;2016;03:00;73,31;10,6;11,66;10,74;40,31
Mon;04;01;2016;03:15;74,42;12;12,15;8,4;41,86
Mon;04;01;2016;03:30;72,94;10;12,14;10,69;40,11
Mon;04;01;2016;03:45;72,41;11,9;12,39;11,12;36,99
Mon;04;01;2016;04:00;72,06;9,7;12,81;10,1;39,45
Mon;04;01;2016;04:15;74,96;12,2;12,07;10,32;40,37
Mon;04;01;2016;04:30;74,38;10,5;11,84;11,72;40,32
Mon;04;01;2016;04:45;71,54;10;12,02;9,69;39,83
Mon;04;01;2016;05:00;74,72;11,1;13,13;11,05;39,44
Mon;04;01;2016;05:15;72,57;10,3;11,8;9,47;41
Mon;04;01;2016;05:30;73,49;11,5;11,79;10,88;39,33
Mon;04;01;2016;05:45;69,12;10,3;12,03;7,78;39,01
Mon;04;01;2016;06:00;76,52;12,1;12,72;10,78;40,91
Mon;04;01;2016;06:15;69,75;9,3;12,75;8,9;38,8
Mon;04;01;2016;06:30;72,67;12,5;11,87;9,09;39,21
Mon;04;01;2016;06:45;71,69;9;12,16;9,95;40,58
Mon;04;01;2016;07:00;75,69;12;12,68;10,55;40,46
Mon;04;01;2016;07:15;71,41;10,8;12,81;8;39,8
Mon;04;01;2016;07:30;71,91;9,4;12,1;10,31;40,1
Mon;04;01;2016;07:45;76,52;10,8;12,48;10,77;42,48
Mon;04;01;2016;08:00;71,98;12;11,8;9,19;39
Mon;04;01;2016;08:15;72,11;9,2;13,16;10,44;39,31
Mon;04;01;2016;08:30;74,75;10,9;12,23;11,22;40,4
Mon;04;01;2016;08:45;72,99;11,9;12,51;9,7;38,88
Mon;04;01;2016;09:00;71,52;9,1;12,53;10,14;39,75
Mon;04;01;2016;09:15;75,23;12,7;12,4;10,44;39,7
Mon;04;01;2016;09:30;73,96;9,9;14,02;9,77;40,27
Mon;04;01;2016;09:45;72,89;11,1;11,99;8,97;40,84
Mon;04;01;2016;10:00;74,62;11,9;12,13;8,69;41,91
Mon;04;01;2016;10:15;68,84;9,7;11,33;9,36;38,46
Mon;04;01;2016;10:30;74,07;12,6;11,94;9,51;40,02
Mon;04;01;2016;10:45;73,8;10;13,72;10,42;39,67
Mon;04;01;2016;11:00;73,65;11,7;11,74;10,14;40,07
Mon;04;01;2016;11:15;72,92;10,9;11,72;8,52;41,77
Mon;04;01;2016;11:30;73,6;11;11,96;8,47;42,17
Mon;04;01;2016;11:45;71,61;11,2;12,15;11,27;37
Mon;04;01;2016;12:00;73,81;10,7;13;10,2;39,91
Mon;04;01;2016;12:15;77,54;12,4;11,93;8,62;44,59
Mon;04;01;2016;12:30;71,82;10,4;11,86;9,77;39,79
Mon;04;01;2016;12:45;73,29;11;12,08;9,44;40,77
Mon;04;01;2016;13:00;77,58;11,4;12,36;12,61;41,21
Mon;04;01;2016;13:15;74,11;11,1;13,37;9,8;39,84
Mon;04;01;2016;13:30;71,84;10,3;11,45;9,3;40,79
Mon;04;01;2016;13:45;76,47;12,6;9,79;9,74;44,34
Mon;04;01;2016;14:00;73,12;11,1;10,77;11,2;40,05
Mon;04;01;2016;14:15;71,2;9,7;13,59;7,96;39,95
Mon;04;01;2016;14:30;76,74;11,5;12,3;10,88;42,07
Mon;04;01;2016;14:45;72,66;10,7;12,1;8,67;41,19
Mon;04;01;2016;15:00;76,27;12,1;11,67;11,1;41,39
Mon;04;01;2016;15:15;75,01;10,9;13,13;9,93;41,05
Mon;04;01;2016;15:30;70,52;11,3;11,81;10,66;36,75
Mon;04;01;2016;15:45;79,1;11,9;12;11,43;43,77
Mon;04;01;2016;16:00;72,51;10,7;12,22;9,65;39,94
Mon;04;01;2016;16:15;74,91;11,9;11,87;10,92;40,22
Mon;04;01;2016;16:30;71,13;10,6;13,03;9,07;38,43
Mon;04;01;2016;16:45;68,5;9,2;11,18;11,24;36,88
Mon;04;01;2016;17:00;75,54;13;10,14;10,42;41,98
Mon;04;01;2016;17:15;71,66;8,6;12,47;8,82;41,77
Mon;04;01;2016;17:30;79,77;14,3;14,01;9,22;42,24
Mon;04;01;2016;17:45;72,14;8,3;11,76;10,78;41,31
Mon;04;01;2016;18:00;76,57;13,1;12,16;8,87;42,44
Mon;04;01;2016;18:15;69,77;10,4;12,17;8,78;38,42
Mon;04;01;2016;18:30;71,58;10,9;12,96;8,99;38,73
Mon;04;01;2016;18:45;77,45;13,4;11,84;10,71;41,5
Mon;04;01;2016;19:00;73,45;9,3;12,1;10,38;41,68
Mon;04;01;2016;19:15;72,21;11,5;11,86;9,23;39,61
Mon;04;01;2016;19:30;70,53;11,5;12,8;8,38;37,85
Mon;04;01;2016;19:45;72,76;11,6;12,44;9,96;38,76
Mon;04;01;2016;20:00;75,08;11,9;12,04;9,98;41,16
Mon;04;01;2016;20:15;72,07;11,7;11,67;8,34;40,37
Mon;04;01;2016;20:30;71,03;10,6;12,26;10,49;37,68
Mon;04;01;2016;20:45;75,63;13,7;13,54;9,79;38,61
Mon;04;01;2016;21:00;70,97;10,2;11,64;8,68;40,46
Mon;04;01;2016;21:15;73,7;12,3;12,26;8,7;40,44
Mon;04;01;2016;21:30;73,23;11,7;12,09;10,51;38,94
Mon;04;01;2016;21:45;68,48;10,6;12,97;6,94;37,98
Mon;04;01;2016;22:00;73,06;11,6;11,97;11,22;38,27
Mon;04;01;2016;22:15;74,5;11,3;12,35;9,81;41,04
Mon;04;01;2016;22:30;73,63;11,7;12,01;10,48;39,44
Mon;04;01;2016;22:45;72,79;10,6;13,48;11,48;37,23
Mon;04;01;2016;23:00;71,76;13,1;11,87;8,16;38,62
Mon;04;01;2016;23:15;67,33;8,7;9,81;9,15;39,67
Mon;04;01;2016;23:30;75,45;14,2;12,27;8,8;40,18
Mon;04;01;2016;23:45;71,42;9;12,75;9,9;39,76
Tue;05;01;2016;00:00;74,67;12,4;13,25;9,3;39,71
Tue;05;01;2016;00:15;73,64;11,7;12,13;9,16;40,65
Tue;05;01;2016;00:30;72,51;10,3;12,22;10,32;39,67
Tue;05;01;2016;00:45;71,86;11,3;12,31;9,15;39,1
Tue;05;01;2016;01:00;71,36;10,5;13,4;7,96;39,5
Tue;05;01;2016;01:15;73,87;12,2;11,72;10,68;39,26
Tue;05;01;2016;01:30;68,09;10,1;12,35;8,02;37,62
Tue;05;01;2016;01:45;70,5;12,2;12,35;8,53;37,42
Tue;05;01;2016;02:00;73,19;9,6;13,12;9,95;40,51
Tue;05;01;2016;02:15;74;12,1;12,32;8,87;40,71
Tue;05;01;2016;02:30;71,29;10;12,09;9,99;39,21
Tue;05;01;2016;02:45;72,64;11,8;12,23;8,62;39,99
