WiseMetering realtime, exported on November 19, 2016 17:38, by Pedro Castanheira of Vodafone.;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;
;;;;;;;;;;;
weekday;day;month;year;time;EA+ DTCs (KWh);EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ Geral ALF2A7+A8 (KWh)
Fri;01;01;2016;00:00;233,8;39,76;22,22;1,59;25,7;12;132,52
Fri;01;01;2016;00:15;233,57;40,87;21,91;1,57;25,6;10;133,61
Fri;01;01;2016;00:30;234,56;40,48;24,14;1,59;25,4;12;130,95
Fri;01;01;2016;00:45;232,53;39,67;24;1,57;25,6;10;131,69
Fri;01;01;2016;01:00;231,82;40,42;22,08;1,59;25,5;10;132,23
Fri;01;01;2016;01:15;233,31;39,49;24,65;1,58;25,5;12;130,08
Fri;01;01;2016;01:30;229,45;38,1;22,22;1,6;25,5;8;134,03
Fri;01;01;2016;01:45;234,27;40;23,09;1,57;25,7;14;129,91
Fri;01;01;2016;02:00;232,09;42,06;24,68;1,59;25,5;7;131,25
Fri;01;01;2016;02:15;235,69;40,06;22,78;1,57;25,7;13;132,58
Fri;01;01;2016;02:30;229,19;40,65;22,16;1,59;25,3;9;130,49
Fri;01;01;2016;02:45;231,92;40,05;21,99;1,57;25,7;11;131,61
Fri;01;01;2016;03:00;232,08;41,83;21,65;1,59;25,6;11;130,4
Fri;01;01;2016;03:15;234,79;39,99;23,8;1,57;25,4;11;133,02
Fri;01;01;2016;03:30;233,3;40,15;22,93;1,59;25,6;11;132,04
Fri;01;01;2016;03:45;228,49;39,85;22,55;1,57;25,4;9;130,12
Fri;01;01;2016;04:00;239,42;41,3;24,61;1,59;25,6;13;133,33
Fri;01;01;2016;04:15;227,94;39,82;23,03;1,57;25,4;7;131,12
Fri;01;01;2016;04:30;233,61;40,65;22,1;1,6;25,6;13;130,67
Fri;01;01;2016;04:45;231,44;40,81;22,7;1,57;25,4;8;132,96
Fri;01;01;2016;05:00;232,81;40,59;24,09;1,59;25,6;13;127,93
Fri;01;01;2016;05:15;231,34;40,09;23,57;1,58;25,4;9;131,7
Fri;01;01;2016;05:30;234,78;41,16;21,25;1,6;25,6;11;134,18
Fri;01;01;2016;05:45;231,58;40,24;25,1;1,58;25,4;10;129,27
Fri;01;01;2016;06:00;228,58;40,73;20,84;1,6;25,3;10;130,12
Fri;01;01;2016;06:15;230,07;39,83;22,63;1,58;25,4;11;129,63
Fri;01;01;2016;06:30;230,74;41,54;22,65;1,6;25,6;8;131,35
Fri;01;01;2016;06:45;236,38;38,92;24,06;1,58;25,4;13;133,43
Fri;01;01;2016;07:00;230,18;38,09;22,32;1,6;25,4;10;132,76
Fri;01;01;2016;07:15;229,99;40,51;21,25;1,58;25,5;10;131,14
Fri;01;01;2016;07:30;237,96;40,83;25,19;1,6;25,2;11;134,15
Fri;01;01;2016;07:45;231,7;40,15;23,24;1,58;25,5;8;133,22
Fri;01;01;2016;08:00;237,64;41,27;23,47;1,6;25,5;13;132,8
Fri;01;01;2016;08:15;230,38;39,78;22,06;1,58;25,5;9;132,47
Fri;01;01;2016;08:30;211,29;40,11;1,79;1,6;25,4;10;132,39
Fri;01;01;2016;08:45;211,76;40,17;0,84;1,58;25,6;11;132,57
Fri;01;01;2016;09:00;252,06;41,02;66,88;1,6;25,4;9;108,16
Fri;01;01;2016;09:15;257,01;40,52;22,66;1,58;25,4;12;154,85
Fri;01;01;2016;09:30;228,6;40,4;21,78;1,6;25,4;8;131,42
Fri;01;01;2016;09:45;235,98;41,34;23,36;1,58;25,6;12;132,1
Fri;01;01;2016;10:00;235,12;40,65;23,18;1,6;25,4;10;134,29
Fri;01;01;2016;10:15;233,15;39,93;21,4;1,58;25,6;10;134,64
Fri;01;01;2016;10:30;232,85;40,86;22,81;1,6;25,4;11;131,17
Fri;01;01;2016;10:45;233,58;41,19;24,67;1,58;25,3;10;130,83
Fri;01;01;2016;11:00;232,46;40,51;21,57;1,6;25,5;10;133,29
Fri;01;01;2016;11:15;236,75;39,92;24,84;1,58;25,5;9;135,91
Fri;01;01;2016;11:30;237,29;40,64;24,03;1,6;25,5;11;134,53
Fri;01;01;2016;11:45;231,85;41,39;22,92;1,58;25,3;9;131,66
Fri;01;01;2016;12:00;233,47;40,14;23,2;1,6;25,7;11;131,84
Fri;01;01;2016;12:15;232,69;40,09;21,45;1,58;25,3;10;134,28
Fri;01;01;2016;12:30;231,04;40,6;22,26;1,6;25,7;9;131,88
Fri;01;01;2016;12:45;233,94;40,19;23,96;1,58;25,3;12;130,92
Fri;01;01;2016;13:00;236,18;41,58;23,17;1,6;25,6;9;135,23
Fri;01;01;2016;13:15;233,76;40,8;22,42;1,58;25,4;10;133,57
Fri;01;01;2016;13:30;232,04;40,34;22,26;1,6;25,6;10;132,24
Fri;01;01;2016;13:45;233,74;40,62;22,51;1,58;25,4;10;133,63
Fri;01;01;2016;14:00;239,99;40,75;25,85;1,6;25,5;11;135,28
Fri;01;01;2016;14:15;236,16;41,87;23,3;1,58;25,5;10;133,91
Fri;01;01;2016;14:30;232,56;40,44;23,05;1,6;25,6;11;130,87
Fri;01;01;2016;14:45;238,61;40,63;24,16;1,58;25,4;12;134,84
Fri;01;01;2016;15:00;234,32;40,99;22,46;1,6;25,5;10;133,76
Fri;01;01;2016;15:15;235,7;40,97;24,55;1,58;25,5;10;133,09
Fri;01;01;2016;15:30;234,78;41,12;22,98;1,6;25,5;11;132,58
Fri;01;01;2016;15:45;230,79;40,15;22,81;1,58;25,5;11;129,75
Fri;01;01;2016;16:00;238,63;40,73;24,71;1,6;25,5;10;136,09
Fri;01;01;2016;16:15;237,22;41,57;21,51;1,58;25,5;12;135,06
Fri;01;01;2016;16:30;233,67;40,76;24,69;1,6;25,5;10;131,12
Fri;01;01;2016;16:45;233,03;37,84;22,88;1,58;25,5;12;133,22
Fri;01;01;2016;17:00;230,85;39,05;22,18;1,6;25,5;11;131,51
Fri;01;01;2016;17:15;232,48;41,77;21,44;1,58;25,5;10;132,18
Fri;01;01;2016;17:30;237,33;41,04;22,14;1,6;25,5;11;136,05
Fri;01;01;2016;17:45;233,49;40,65;22,16;1,58;25,5;12;131,6
Fri;01;01;2016;18:00;233,64;41,72;22,76;1,6;25,6;10;131,96
Fri;01;01;2016;18:15;234,68;40,57;23,19;1,58;25,4;12;131,93
Fri;01;01;2016;18:30;233,93;40,59;22,73;1,6;25,6;12;131,4
Fri;01;01;2016;18:45;229,07;39,46;21,42;1,58;25,6;10;131
Fri;01;01;2016;19:00;232,43;39,15;22,75;1,6;25,4;11;132,53
Fri;01;01;2016;19:15;237,88;38,56;22,79;1,58;25,6;13;136,35
Fri;01;01;2016;19:30;236,9;40,24;24,36;1,6;25,5;12;133,2
Fri;01;01;2016;19:45;231,76;40,21;22,92;1,58;25,5;10;131,54
Fri;01;01;2016;20:00;234,25;41,98;21,67;1,6;25,5;12;131,51
Fri;01;01;2016;20:15;235,05;39,73;21,63;1,58;25,5;14;132,62
Fri;01;01;2016;20:30;231,54;40,34;21,98;1,6;25,5;11;131,13
Fri;01;01;2016;20:45;231,71;40,72;22,15;1,58;25,5;9;132,76
Fri;01;01;2016;21:00;235,44;40,67;23,77;1,6;25,5;12;131,9
Fri;01;01;2016;21:15;230,27;39,91;20,86;1,58;25,7;12;130,23
Fri;01;01;2016;21:30;229,69;39,89;21,55;1,6;25,3;11;130,36
Fri;01;01;2016;21:45;231,14;40,59;22,14;1,58;25,7;10;131,13
Fri;01;01;2016;22:00;232,59;40,06;22,85;1,59;25,6;12;130,49
Fri;01;01;2016;22:15;234,8;39,43;23,35;1,58;25,4;13;132,05
Fri;01;01;2016;22:30;234,33;40,71;22,74;1,59;25,6;10;133,69
Fri;01;01;2016;22:45;230,14;39,25;21,76;1,58;25,5;10;132,05
Fri;01;01;2016;23:00;231,71;37,64;24,04;1,6;25,7;12;130,73
Fri;01;01;2016;23:15;231,16;39,51;22,53;1,57;25,3;12;130,24
Fri;01;01;2016;23:30;231,07;41,59;22,07;1,59;25,7;9;131,11
Fri;01;01;2016;23:45;236,5;39,77;21,98;1,58;25,3;12;135,87
Sat;02;01;2016;00:00;228,99;40,63;21,72;1,6;25,7;9;130,35
Sat;02;01;2016;00:15;231,81;40,22;22,49;1,57;25,5;12;130,03
Sat;02;01;2016;00:30;231,29;40,73;22,4;1,6;25,7;10;130,86
Sat;02;01;2016;00:45;227,47;39,32;20,9;1,58;25,3;11;129,38
Sat;02;01;2016;01:00;233,59;40,14;23,94;1,6;25,7;11;131,22
Sat;02;01;2016;01:15;230,4;39,92;22,26;1,58;25,6;10;131,05
Sat;02;01;2016;01:30;232,05;40,78;20,82;1,6;25,4;11;132,45
Sat;02;01;2016;01:45;229,3;39,7;21,49;1,58;25,6;10;130,93
Sat;02;01;2016;02:00;230,25;39,18;23,94;1,6;25,5;10;130,03
Sat;02;01;2016;02:15;229,19;40,42;22,78;1,58;25,5;11;127,92
Sat;02;01;2016;02:30;229,94;40,4;22,58;1,6;25,5;9;130,85
Sat;02;01;2016;02:45;234,24;39,3;22,02;1,58;25,6;14;131,74
Sat;02;01;2016;03:00;228,22;40,1;20,57;1,6;25,4;9;131,56
Sat;02;01;2016;03:15;230,3;41,03;23,41;1,58;25,6;10;128,68
Sat;02;01;2016;03:30;231,7;39,88;22,31;1,6;25,6;11;131,3
Sat;02;01;2016;03:45;227,48;39,27;21,6;1,58;25,4;9;130,63
Sat;02;01;2016;04:00;232,66;37,9;23,72;1,6;25,6;12;131,83
Sat;02;01;2016;04:15;230,12;39,87;23,82;1,58;25,4;9;130,45
Sat;02;01;2016;04:30;230,33;40,21;21,78;1,6;25,6;11;130,14
Sat;02;01;2016;04:45;233,02;39,76;22,32;1,58;25,4;12;131,96
Sat;02;01;2016;05:00;233,57;40,28;22,02;1,6;25,6;9;135,07
Sat;02;01;2016;05:15;230,23;40,33;21,07;1,58;25,4;11;130,85
Sat;02;01;2016;05:30;230,2;39,55;22,71;1,6;25,4;10;130,94
Sat;02;01;2016;05:45;230,47;39,36;23,33;1,58;25,6;10;130,59
Sat;02;01;2016;06:00;234,76;40,8;22,29;1,6;25,4;11;133,67
Sat;02;01;2016;06:15;229,44;39,21;24,16;1,58;25,5;9;129,99
Sat;02;01;2016;06:30;231,51;39,7;22,23;1,6;25,5;12;130,49
Sat;02;01;2016;06:45;226,12;39,45;20,8;1,58;25,4;9;129,89
Sat;02;01;2016;07:00;232,01;40,54;23,36;1,6;25,6;11;129,91
Sat;02;01;2016;07:15;228,16;39,15;20,84;1,58;25,4;10;131,21
Sat;02;01;2016;07:30;232,2;39,77;22,51;1,6;25,6;9;133,73
Sat;02;01;2016;07:45;228,33;37,06;22,13;1,58;25,4;12;130,17
Sat;02;01;2016;08:00;230,15;38,82;23,61;1,6;25,6;10;130,52
Sat;02;01;2016;08:15;229,29;39,23;23,46;1,58;25,4;11;128,62
Sat;02;01;2016;08:30;230,43;40,04;22,19;1,6;25,6;11;130,01
Sat;02;01;2016;08:45;227,25;40,54;20,87;1,57;25,4;9;129,87
Sat;02;01;2016;09:00;234,45;40,09;23,58;1,59;25,6;12;131,58
Sat;02;01;2016;09:15;231,49;39,69;22,34;1,58;25,4;9;133,48
Sat;02;01;2016;09:30;228,5;39,98;20,75;1,6;25,6;12;128,57
Sat;02;01;2016;09:45;229,11;40,75;21,32;1,58;25,4;10;130,06
Sat;02;01;2016;10:00;233,98;39,98;23,94;1,6;25,6;12;130,87
Sat;02;01;2016;10:15;228,53;37,05;22,89;1,58;25,5;10;131,51
Sat;02;01;2016;10:30;237,67;38,75;23,07;1,6;25,7;11;137,55
Sat;02;01;2016;10:45;234,6;41,1;23,92;1,57;25,5;11;131,51
Sat;02;01;2016;11:00;232,6;40,42;22,74;1,6;25,5;11;131,35
Sat;02;01;2016;11:15;232,91;39,95;21,58;1,57;25,5;11;133,31
Sat;02;01;2016;11:30;231,51;41,38;22,58;1,6;25,7;9;131,25
Sat;02;01;2016;11:45;235,51;39,76;24,56;1,57;25,6;12;132,02
Sat;02;01;2016;12:00;231,92;40,06;22,85;1,6;25,5;10;131,91
Sat;02;01;2016;12:15;238,77;39,85;24,67;1,57;25,7;12;134,98
Sat;02;01;2016;12:30;230,96;41,43;20,76;1,59;25,5;11;130,67
Sat;02;01;2016;12:45;232,93;38,68;23,42;1,58;25,7;10;133,55
Sat;02;01;2016;13:00;236,84;39,67;24,02;1,59;25,3;12;134,25
Sat;02;01;2016;13:15;231,43;39,6;22,69;1,58;25,7;10;131,87
Sat;02;01;2016;13:30;266,15;41,56;22,49;1,59;25,6;12;162,91
Sat;02;01;2016;13:45;217,06;39,53;23,03;1,58;25,5;10;117,42
Sat;02;01;2016;14:00;219,8;39,87;23,21;1,59;25,7;12;117,42
Sat;02;01;2016;14:15;231,69;39,45;23,62;1,57;25,3;10;131,74
Sat;02;01;2016;14:30;234,13;41,78;22,69;1,59;25,7;11;131,37
Sat;02;01;2016;14:45;232,72;39,71;22,76;1,57;25,5;11;132,18
Sat;02;01;2016;15:00;233,36;39,68;24,61;1,6;25,7;11;130,77
Sat;02;01;2016;15:15;231,72;39,6;23,26;1,57;25,6;11;130,69
Sat;02;01;2016;15:30;234,72;41,22;24,27;1,6;25,4;10;132,24
Sat;02;01;2016;15:45;234,15;39,37;23,91;1,57;25,6;13;130,71
Sat;02;01;2016;16:00;152,98;39,98;22,62;1,59;25,5;9;54,29
Sat;02;01;2016;16:15;310,6;40,04;21,91;1,57;25,7;11;210,39
Sat;02;01;2016;16:30;233,45;40,33;23,08;1,59;25,5;12;130,96
Sat;02;01;2016;16:45;230,75;39,48;23,41;1,57;25,7;10;130,6
Sat;02;01;2016;17:00;231,22;39,6;22,13;1,59;25,3;12;130,59
Sat;02;01;2016;17:15;233,65;40,72;23,04;1,57;25,7;11;131,62
Sat;02;01;2016;17:30;232,86;39,07;22,26;1,6;25,6;12;132,33
Sat;02;01;2016;17:45;230,15;39,08;23,96;1,58;25,5;10;130,03
Sat;02;01;2016;18:00;232,47;40,09;23,98;1,59;25,6;12;129,21
Sat;02;01;2016;18:15;231,15;40,71;22,15;1,58;25,6;11;130,11
Sat;02;01;2016;18:30;232,03;39,44;21,78;1,6;25,7;11;132,52
Sat;02;01;2016;18:45;234,4;39,52;25,07;1,58;25,3;12;130,94
Sat;02;01;2016;19:00;230,42;40,78;22,75;1,6;25,7;10;129,59
Sat;02;01;2016;19:15;232,82;39,68;22,83;1,58;25,6;12;131,14
Sat;02;01;2016;19:30;228,85;39,55;22,72;1,6;25,5;9;130,49
Sat;02;01;2016;19:45;234,25;39,46;23,84;1,58;25,6;12;131,78
Sat;02;01;2016;20:00;231,92;41,02;22,81;1,6;25,6;10;130,89
Sat;02;01;2016;20:15;232,56;38,61;23,93;1,58;25,4;11;132,03
Sat;02;01;2016;20:30;233,05;40,45;22,38;1,6;25,6;12;131,03
Sat;02;01;2016;20:45;231,12;40,96;22,23;1,58;25,5;10;130,85
Sat;02;01;2016;21:00;235,46;39,94;24,21;1,6;25,8;12;131,91
Sat;02;01;2016;21:15;229,29;39,74;22,25;1,58;25,5;9;131,23
Sat;02;01;2016;21:30;234,38;41,32;23,82;1,6;25,6;11;131,04
Sat;02;01;2016;21:45;227,2;37,83;21,24;1,57;25,6;11;129,95
Sat;02;01;2016;22:00;225,97;37,61;21,32;1,59;25,4;9;131,04
Sat;02;01;2016;22:15;232,37;39,9;21,63;1,58;25,6;12;131,67
Sat;02;01;2016;22:30;230,8;41,14;23,46;1,59;25,5;9;130,12
Sat;02;01;2016;22:45;235,16;39,84;21,03;1,58;25,8;12;134,91
Sat;02;01;2016;23:00;232,37;39,77;23,17;1,59;25,5;9;133,34
Sat;02;01;2016;23:15;231,55;41,06;23,85;1,58;25,6;10;129,46
Sat;02;01;2016;23:30;232,62;39,75;21,56;1,6;25,4;12;132,31
Sat;02;01;2016;23:45;230,53;37,56;24,48;1,57;25,6;9;132,31
Sun;03;01;2016;00:00;233,39;38,95;22,94;1,6;25,6;12;132,31
Sun;03;01;2016;00:15;230,38;39,83;22,17;1,57;25,5;9;132,31
Sun;03;01;2016;00:30;233,37;40,36;22,3;1,6;25,8;11;132,31
Sun;03;01;2016;00:45;233,55;40,5;21,66;1,58;25,5;12;132,31
Sun;03;01;2016;01:00;230,32;40,12;21,69;1,6;25,6;9;132,31
Sun;03;01;2016;01:15;238,34;39,6;23,56;1,58;25,4;12;136,2
Sun;03;01;2016;01:30;228,95;40,1;22,16;1,6;25,6;8;131,49
Sun;03;01;2016;01:45;231,55;39,08;22,17;1,58;25,6;12;131,12
Sun;03;01;2016;02:00;229,47;37,37;23,16;1,6;25,4;11;130,95
Sun;03;01;2016;02:15;233,73;39,53;23,94;1,57;25,6;10;133,09
Sun;03;01;2016;02:30;234,4;41,56;21,96;1,6;25,5;11;132,79
Sun;03;01;2016;02:45;232,43;39,8;24,69;1,58;25,5;8;132,86
Sun;03;01;2016;03:00;232,38;40,05;22,47;1,6;25,5;12;130,76
Sun;03;01;2016;03:15;233,1;39,59;22,31;1,58;25,5;10;134,12
Sun;03;01;2016;03:30;231,88;40,69;22,64;1,6;25,5;9;132,46
Sun;03;01;2016;03:45;230,96;39,07;22,53;1,58;25,5;12;130,28
Sun;03;01;2016;04:00;227,52;37,14;23,45;1,6;25,5;8;131,83
Sun;03;01;2016;04:15;229,98;39,54;21,82;1,58;25,5;11;130,54
Sun;03;01;2016;04:30;234,53;40,48;25,02;1,6;25,5;11;130,94
Sun;03;01;2016;04:45;231,64;39,84;22,94;1,58;25,5;9;132,78
Sun;03;01;2016;05:00;237,19;39,87;23,49;1,6;25,4;12;134,83
Sun;03;01;2016;05:15;230,97;40,36;22,81;1,58;25,6;9;131,63
Sun;03;01;2016;05:30;230,17;40,02;21,7;1,6;25,3;11;130,55
Sun;03;01;2016;05:45;231,5;38,33;25,19;1,58;25,5;10;130,9
Sun;03;01;2016;06:00;228,82;37,88;23,5;1,6;25,4;9;131,45
Sun;03;01;2016;06:15;231,65;39,62;20,91;1,58;25,6;12;131,95
Sun;03;01;2016;06:30;233,09;40,08;24,02;1,6;25,4;9;133
Sun;03;01;2016;06:45;233,9;39,71;21,78;1,57;25,6;12;133,24
Sun;03;01;2016;07:00;232,28;41,13;22,57;1,6;25,4;10;131,58
Sun;03;01;2016;07:15;230,82;39,01;22,9;1,58;25,6;10;131,73
Sun;03;01;2016;07:30;229,79;38,66;23,08;1,6;25,4;11;130,05
Sun;03;01;2016;07:45;225,59;36,66;23,18;1,58;25,3;8;130,87
Sun;03;01;2016;08:00;238,32;40,71;23,19;1,59;25,7;12;135,13
Sun;03;01;2016;08:15;229,47;39,37;23,92;1,58;25,3;9;130,3
Sun;03;01;2016;08:30;230,33;39,8;22,39;1,6;25,7;10;130,84
Sun;03;01;2016;08:45;233,98;39,46;22,61;1,58;25,3;11;134,03
Sun;03;01;2016;09:00;231,95;41;22,76;1,59;25,7;8;132,9
Sun;03;01;2016;09:15;228,13;36,62;22,42;1,58;25,3;12;130,21
Sun;03;01;2016;09:30;230,31;37,79;23,19;1,59;25,7;9;133,03
Sun;03;01;2016;09:45;233,29;39,55;22,77;1,58;25,3;10;134,09
Sun;03;01;2016;10:00;236,69;41,6;24,31;1,6;25,4;11;132,79
Sun;03;01;2016;10:15;231,11;39,18;22,43;1,57;25,9;8;134,02
Sun;03;01;2016;10:30;234,25;39,5;24,29;1,6;25,2;10;133,67
Sun;03;01;2016;10:45;231,88;39,27;22,62;1,58;25,5;11;131,93
Sun;03;01;2016;11:00;233,14;39,75;24,3;1,6;25,5;9;132,98
Sun;03;01;2016;11:15;231,64;37,91;23,34;1,57;25,5;12;131,31
Sun;03;01;2016;11:30;207,92;37,95;1,71;1,6;25,5;9;132,16
Sun;03;01;2016;11:45;213,65;39,53;0,82;1,57;25,8;12;133,92
Sun;03;01;2016;12:00;271,99;40,1;63,58;1,6;25,2;9;132,51
Sun;03;01;2016;12:15;232,48;39,61;21,69;1,58;25,8;10;133,8
Sun;03;01;2016;12:30;235,55;41,22;23,14;1,6;25,5;11;133,1
Sun;03;01;2016;12:45;228,67;39,07;22,86;1,58;25,6;8;131,56
Sun;03;01;2016;13:00;233,9;39,62;23,17;1,6;25,4;12;132,11
Sun;03;01;2016;13:15;227,61;37,07;21,12;1,58;25,6;8;134,24
Sun;03;01;2016;13:30;231,74;38,21;22,84;1,6;25,6;12;131,49
Sun;03;01;2016;13:45;232,26;40,73;23;1,58;25,4;10;131,55
Sun;03;01;2016;14:00;235,27;39,25;21,45;1,6;25,6;12;135,37
Sun;03;01;2016;14:15;230,68;38,67;23,26;1,58;25,5;10;131,67
Sun;03;01;2016;14:30;230,99;39,46;22,86;1,6;25,5;10;131,57
Sun;03;01;2016;14:45;232,3;39,27;23,03;1,58;25,5;10;132,92
Sun;03;01;2016;15:00;233,75;40,92;23,23;1,6;25,8;10;132,2
Sun;03;01;2016;15:15;229,68;38,72;22,82;1,58;25,2;10;131,36
Sun;03;01;2016;15:30;229,69;39,68;21,89;1,6;25,7;9;131,82
Sun;03;01;2016;15:45;232,83;39,55;22,29;1,58;25,3;11;133,12
Sun;03;01;2016;16:00;231;39,13;23,02;1,6;25,9;9;132,34
Sun;03;01;2016;16:15;234,63;40,82;23,86;1,58;25,4;11;131,97
Sun;03;01;2016;16:30;229,25;39,11;22,34;1,6;25,6;9;131,59
Sun;03;01;2016;16:45;233,13;39,55;24,2;1,58;25,4;11;131,41
Sun;03;01;2016;17:00;233,09;39,34;23,62;1,6;25,6;10;132,94
Sun;03;01;2016;17:15;229,4;39,61;22,25;1,58;25,6;10;130,35
Sun;03;01;2016;17:30;235,79;40,47;24,86;1,6;25,5;12;131,37
Sun;03;01;2016;17:45;229,74;38,97;22,61;1,58;25,5;8;133,08
Sun;03;01;2016;18:00;231,86;39,76;21,88;1,6;25,5;12;131,13
Sun;03;01;2016;18:15;227,96;39,26;20,99;1,58;25,7;8;132,43
Sun;03;01;2016;18:30;238,44;39,44;24,17;1,6;25,3;13;134,93
Sun;03;01;2016;18:45;233,11;40,53;22,22;1,58;25,7;10;133,08
Sun;03;01;2016;19:00;230,24;39,24;23,57;1,6;25,3;9;131,53
Sun;03;01;2016;19:15;230,16;38,94;22,34;1,58;25,7;10;131,59
Sun;03;01;2016;19:30;232,81;38,82;24,72;1,6;25,3;10;132,37
Sun;03;01;2016;19:45;232,25;39,09;22,51;1,58;25,7;11;132,37
Sun;03;01;2016;20:00;232,16;40,35;23,23;1,6;25,6;9;132,37
Sun;03;01;2016;20:15;231,85;38,77;23,73;1,58;25,4;10;132,37
Sun;03;01;2016;20:30;232,95;39,15;23,16;1,66;25,6;11;132,37
Sun;03;01;2016;20:45;231,92;39,1;24,47;1,58;25,4;9;132,37
Sun;03;01;2016;21:00;236,12;39,44;23,33;1,61;25,6;12;134,14
Sun;03;01;2016;21:15;231,29;40,38;22,74;1,58;25,5;10;131,09
Sun;03;01;2016;21:30;229,11;38,85;21,59;1,61;25,5;9;132,57
Sun;03;01;2016;21:45;234,73;39,19;23,63;1,59;25,5;11;133,82
Sun;03;01;2016;22:00;229,91;39,4;22,25;1,61;25,7;9;131,96
Sun;03;01;2016;22:15;234,06;40,34;22,68;1,58;25,3;11;133,16
Sun;03;01;2016;22:30;235,04;38,96;24,07;1,61;25,6;12;132,8
Sun;03;01;2016;22:45;230,16;39,26;20,4;1,68;25,6;10;133,22
Sun;03;01;2016;23:00;231,01;39,17;24,41;1,6;25,4;9;131,43
Sun;03;01;2016;23:15;231,85;39,51;21,33;1,58;25,6;11;132,83
Sun;03;01;2016;23:30;231,45;39,19;24,19;1,62;25,4;11;130,06
Sun;03;01;2016;23:45;226,61;38,55;20,67;1,66;25,6;9;131,14
Mon;04;01;2016;00:00;238,54;39,39;24,05;1,61;25,4;13;135,09
Mon;04;01;2016;00:15;231,1;38,65;24,56;1,59;25,6;8;132,7
Mon;04;01;2016;00:30;233,45;40,23;22,23;1,71;25,5;12;131,79
Mon;04;01;2016;00:45;236,11;38,39;24,06;1,59;25,5;9;137,57
Mon;04;01;2016;01:00;230,09;39,01;23,28;1,6;25,4;11;129,79
Mon;04;01;2016;01:15;229,01;38,9;24,02;1,69;25,6;9;129,79
Mon;04;01;2016;01:30;237,17;39,11;23,31;1,6;25,4;13;134,75
Mon;04;01;2016;01:45;233,95;39,83;22,46;1,59;25,6;11;133,47
Mon;04;01;2016;02:00;234,78;38,95;24,11;1,71;25,4;13;131,6
Mon;04;01;2016;02:15;232,83;38,67;21,7;1,58;25,6;13;132,28
Mon;04;01;2016;02:30;231,83;38,83;22,7;1,61;25,4;12;131,3
Mon;04;01;2016;02:45;232,46;40;22,41;1,69;25,4;12;130,96
Mon;04;01;2016;03:00;232,72;38,71;23,65;1,61;25,5;11;132,26
Mon;04;01;2016;03:15;233,39;38,82;21,35;1,59;25,5;12;134,13
Mon;04;01;2016;03:30;233,06;39;23,48;1,71;25,4;11;132,47
Mon;04;01;2016;03:45;231,33;39,1;24,08;1,59;25,3;12;129,26
Mon;04;01;2016;04:00;232,63;39,89;22,91;1,61;25,5;11;131,72
Mon;04;01;2016;04:15;234,45;38,68;23,14;1,69;25,5;13;132,44
Mon;04;01;2016;04:30;233,91;38,87;24,63;1,6;25,5;11;132,31
Mon;04;01;2016;04:45;230,17;38,76;22,58;1,59;25,3;10;131,94
Mon;04;01;2016;05:00;234,88;40,1;23,99;1,71;25,5;12;131,58
Mon;04;01;2016;05:15;232,12;38,44;22,32;1,58;25,4;11;133,38
Mon;04;01;2016;05:30;232,72;38,74;23,84;1,66;25,3;12;131,19
Mon;04;01;2016;05:45;228,07;38,57;20,6;1,64;25,5;11;130,77
Mon;04;01;2016;06:00;235,56;39,65;23,68;1,6;25,3;12;133,33
Mon;04;01;2016;06:15;228,51;39,27;21,79;1,7;25,5;10;130,26
Mon;04;01;2016;06:30;231,86;38,82;21,89;1,6;25,4;13;131,15
Mon;04;01;2016;06:45;231,2;38,79;22,84;1,58;25,3;10;132,69
Mon;04;01;2016;07:00;233,71;39,51;23,47;1,72;25,4;12;131,6
Mon;04;01;2016;07:15;230,72;39,46;20,82;1,58;25,4;12;131,45
Mon;04;01;2016;07:30;231,68;39,23;23,22;1,67;25,5;10;132,05
Mon;04;01;2016;07:45;235,27;39,08;23,63;1,64;25,2;11;134,72
Mon;04;01;2016;08:00;234,41;39,92;22,09;1,6;25,8;13;132,01
Mon;04;01;2016;08:15;234,15;41,39;23,28;1,7;25,5;10;132,27
Mon;04;01;2016;08:30;236,38;40,77;24,19;1,6;25,5;11;133,33
Mon;04;01;2016;08:45;234,43;40,69;22,46;1,66;25,5;12;132,12
Mon;04;01;2016;09:00;235,84;41,96;23,09;1,65;25,5;10;133,65
Mon;04;01;2016;09:15;237,85;40,99;23,2;1,58;25,5;13;133,58
Mon;04;01;2016;09:30;237,66;43,05;22,7;1,72;25,5;11;133,68
Mon;04;01;2016;09:45;235,65;40,61;21,8;1,58;25,5;11;135,15
Mon;04;01;2016;10:00;239,62;41,1;21,56;1,7;25,6;13;136,67
Mon;04;01;2016;10:15;232,38;40,6;22,22;1,58;25,6;10;132,39
Mon;04;01;2016;10:30;241,32;41,62;22,33;1,6;25,8;14;135,97
Mon;04;01;2016;10:45;237,85;42,92;23,29;1,68;25,6;11;133,36
Mon;04;01;2016;11:00;240,45;41,51;23,02;1,6;25,9;13;135,42
Mon;04;01;2016;11:15;239,4;40,99;21,36;1,68;25,7;12;137,67
Mon;04;01;2016;11:30;240,42;41,7;21,39;1,6;25,8;12;137,92
