Vodafone - Realtime Data;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;
At: January 30, 2018 16:22 (Europe/Lisbon);;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;
;;;;;;;;;;;
weekday;day;month;year;time;EA+ DTCs (KWh);EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ QGBT PT ALF2A7+A8 (KWh)
Thu;02;03;2017;14:00;220,86;41,73;23,21;1,72;25,2;9;120
Thu;02;03;2017;14:15;223,63;42,17;22,5;1,72;25,3;12;119,96
Thu;02;03;2017;14:30;222,39;42,94;22,61;1,72;25,5;8;121,63
Thu;02;03;2017;14:45;225,02;43,04;22,04;1,72;25,2;12;121,03
Thu;02;03;2017;15:00;220,96;41,66;23,07;1,72;25,3;8;121,21
Thu;02;03;2017;15:15;226,79;43,11;22,24;1,71;25,7;13;121,02
Thu;02;03;2017;15:30;220,52;43,79;22,49;1,72;25,3;8;119,23
Thu;02;03;2017;15:45;225,57;41,82;22,89;1,72;25,7;13;120,44
Thu;02;03;2017;16:00;221,14;42,32;21,83;1,72;25,3;7;122,97
Thu;02;03;2017;16:15;229,77;44,07;23,52;1,71;25,7;13;121,77
Thu;02;03;2017;16:30;217,54;41,67;21,58;1,72;25,3;7;120,28
Thu;02;03;2017;16:45;226,11;42,61;23,15;1,72;25,5;12;121,13
Thu;02;03;2017;17:00;219,79;43,76;22,45;1,72;25,5;8;118,36
Thu;02;03;2017;17:15;220,4;41,11;21,54;1,71;25,5;11;119,53
Thu;02;03;2017;17:30;223,51;42,39;23,46;1,71;25,5;11;119,44
Thu;02;03;2017;17:45;223,24;44,12;22,28;1,72;25,2;11;118,92
Thu;02;03;2017;18:00;218,61;41,22;21,78;1,71;25,5;9;119,4
Thu;02;03;2017;18:15;221,58;40,94;22,52;1,72;25,3;11;120,11
Thu;02;03;2017;18:30;221,21;42,19;22,83;1,72;25,5;9;119,98
Thu;02;03;2017;18:45;221,29;41,93;22,13;1,72;25,5;11;119,01
Thu;02;03;2017;19:00;215,51;39,71;21,59;1,71;25,2;9;118,29
Thu;02;03;2017;19:15;220,75;41,06;22,48;1,72;25,3;11;119,19
Thu;02;03;2017;19:30;219,96;42,17;21,78;1,72;25,5;9;119,8
Thu;02;03;2017;19:45;219,31;38,98;23,1;1,71;25,5;11;119,01
Thu;02;03;2017;20:00;215,98;40,27;20,78;1,71;25,5;9;118,71
Thu;02;03;2017;20:15;220,52;41,9;22,35;1,72;25;11;118,55
Thu;02;03;2017;20:30;214,44;39,08;21,23;1,72;25,5;9;117,91
Thu;02;03;2017;20:45;218,09;40,01;23,6;1,72;25;10;117,76
Thu;02;03;2017;21:00;220,71;42,42;22,48;1,72;25,5;11;117,59
Thu;02;03;2017;21:15;211,02;39,26;21,72;1,72;25,5;9;113,83
Thu;02;03;2017;21:30;218,14;39,71;22,33;1,72;25;11;118,38
Thu;02;03;2017;21:45;218,79;41,16;22,12;1,71;25,5;10;118,29
Thu;02;03;2017;22:00;212,53;39,38;21,71;1,72;25,2;10;114,52
Thu;02;03;2017;22:15;213,65;39,76;21,64;1,72;25,3;9;116,23
Thu;02;03;2017;22:30;220,53;41,2;22,79;1,72;25,2;11;118,63
Thu;02;03;2017;22:45;215,67;38,96;22,66;1,72;25,3;10;117,03
Thu;02;03;2017;23:00;217,86;39,64;22,48;1,71;25,5;11;117,52
Thu;02;03;2017;23:15;218,9;41,71;22,03;1,72;25,2;10;118,24
Thu;02;03;2017;23:30;215,77;40,47;22,49;1,72;25,3;10;115,8
Thu;02;03;2017;23:45;214,16;39,71;21,56;1,71;25,5;10;115,67
Fri;03;03;2017;00:00;218,24;40,74;22,24;1,72;25;10;118,55
Fri;03;03;2017;00:15;215,46;40,7;21,46;1,72;25,5;9;117,08
Fri;03;03;2017;00:30;216,29;39,69;21,14;1,71;25;11;117,75
Fri;03;03;2017;00:45;217,97;40,08;23,05;1,72;25,5;9;118,62
Fri;03;03;2017;01:00;213,94;41,82;21,8;1,71;25;10;113,62
Fri;03;03;2017;01:15;215,17;38,96;23,16;1,72;25,5;10;115,83
Fri;03;03;2017;01:30;215,69;39,81;22,9;1,71;25;9;117,27
Fri;03;03;2017;01:45;215,8;41,76;20,29;1,72;25,2;10;116,84
Fri;03;03;2017;02:00;213,48;38,97;22,23;1,71;25,3;9;116,27
Fri;03;03;2017;02:15;215,36;39,84;21,74;1,71;25,5;10;116,57
Fri;03;03;2017;02:30;218,71;41,65;23,55;1,71;25;9;117,8
Fri;03;03;2017;02:45;211,98;38,82;21,04;1,72;25,2;10;115,21
Fri;03;03;2017;03:00;216,08;40,01;22,59;1,72;25,3;10;116,46
Fri;03;03;2017;03:15;217,42;41,88;22,92;1,71;25;9;116,91
Fri;03;03;2017;03:30;215,36;38,83;22,54;1,72;25,5;10;116,78
Fri;03;03;2017;03:45;213,99;39,38;21,87;1,72;25;9;117,02
Fri;03;03;2017;04:00;217,47;41,26;21,45;1,71;25,2;10;117,84
Fri;03;03;2017;04:15;216,04;39,4;22,97;1,72;25,3;9;117,66
Fri;03;03;2017;04:30;214,94;39,12;22,11;1,71;25;10;116,99
Fri;03;03;2017;04:45;216,47;41,05;22,38;1,72;25,2;9;117,13
Fri;03;03;2017;05:00;213,45;38,98;21,79;1,71;25;9;116,97
Fri;03;03;2017;05:15;212,66;39,1;21,72;1,72;25,3;10;114,83
Fri;03;03;2017;05:30;216,61;40,63;22,58;1,71;25;9;117,7
Fri;03;03;2017;05:45;215,26;37,25;21,77;1,71;25,5;11;118,03
Fri;03;03;2017;06:00;212,85;38,12;22,81;1,71;24,7;9;116,5
Fri;03;03;2017;06:15;213,96;39,41;21,33;1,71;25,3;10;116,21
Fri;03;03;2017;06:30;210,2;38,45;22,71;1,71;25,2;8;114,12
Fri;03;03;2017;06:45;213,61;38,73;22,87;1,71;24,8;10;115,49
Fri;03;03;2017;07:00;212,01;39,7;20,58;1,71;25,5;8;116,51
Fri;03;03;2017;07:15;215,54;41,25;22,8;1,72;25;9;115,78
Fri;03;03;2017;07:30;212,48;38,7;20,43;1,71;25,2;10;116,44
Fri;03;03;2017;07:45;215,49;39,62;22,62;1,71;25,3;9;117,24
Fri;03;03;2017;08:00;216,92;40,83;21,7;1,72;25;10;117,68
Fri;03;03;2017;08:15;216,86;39,65;22,4;1,72;25,5;10;117,6
Fri;03;03;2017;08:30;218,91;39,04;22,37;1,72;25;12;118,78
Fri;03;03;2017;08:45;218,44;40,17;21,77;1,71;25,2;11;118,58
Fri;03;03;2017;09:00;221,1;42,59;22,75;1,72;25,3;11;117,74
Fri;03;03;2017;09:15;223,51;40,1;27,41;1,72;25,2;10;119,08
Fri;03;03;2017;09:30;224,14;40,82;24,71;1,71;25,3;12;119,6
Fri;03;03;2017;09:45;222,18;42,58;23,16;1,72;25,5;10;119,22
Fri;03;03;2017;10:00;223,13;40,76;24,46;1,71;25,2;12;119
Fri;03;03;2017;10:15;220,91;41,46;24,05;1,72;25,3;10;118,4
Fri;03;03;2017;10:30;224,1;42,12;24,97;1,72;25,5;12;117,79
Fri;03;03;2017;10:45;221,23;41,44;23,57;1,72;25,5;10;119
Fri;03;03;2017;11:00;222,45;41,17;23,79;1,71;25,5;11;119,28
Fri;03;03;2017;11:15;222,6;41,52;24,04;1,72;25,5;10;119,83
Fri;03;03;2017;11:30;226,23;43,12;24,25;1,72;25,5;12;119,64
Fri;03;03;2017;11:45;222,42;41,26;23,23;1,72;25,5;10;120,71
Fri;03;03;2017;12:00;225,79;41,76;24,27;1,72;25,5;12;120,54
Fri;03;03;2017;12:15;224,1;42,36;23,4;1,72;25,5;12;119,13
Fri;03;03;2017;12:30;224,62;42,58;24,01;1,72;25;12;119,31
Fri;03;03;2017;12:45;223,12;41,48;24,71;1,71;25,5;11;118,71
Fri;03;03;2017;13:00;219,03;41,24;22,94;1,72;25,5;10;117,63
Fri;03;03;2017;13:15;222,68;42,38;23,5;1,71;25,5;11;118,58
Fri;03;03;2017;13:30;222,83;41,31;24,62;1,72;25,2;11;118,99
Fri;03;03;2017;13:45;222,05;42,13;24,29;1,72;25,5;10;118,41
Fri;03;03;2017;14:00;222,5;42,83;23,11;1,71;25,8;10;119,04
Fri;03;03;2017;14:15;219,43;41,01;22,9;1,72;25,2;10;118,61
Fri;03;03;2017;14:30;223,39;41,55;23,61;1,72;25,5;11;120,02
Fri;03;03;2017;14:45;222,77;42,45;24,8;1,72;25,3;8;120,51
Fri;03;03;2017;15:00;222,57;41,93;22,65;1,72;25,5;10;120,78
Fri;03;03;2017;15:15;222,15;41,5;24,6;1,71;25,5;9;119,84
Fri;03;03;2017;15:30;221,16;41,85;22,05;1,72;25,2;11;119,34
Fri;03;03;2017;15:45;223,4;43,15;24,15;1,71;25,3;9;120,08
Fri;03;03;2017;16:00;221,51;41,65;22,85;1,72;25,5;10;119,79
Fri;03;03;2017;16:15;221,88;41,82;22,75;1,72;25,5;10;120,1
Fri;03;03;2017;16:30;220,42;43,16;21,75;1,71;25;10;118,81
Fri;03;03;2017;16:45;218,37;42,04;21,56;1,72;25,5;9;118,55
Fri;03;03;2017;17:00;220,29;41,54;22,55;1,72;25,5;10;118,99
Fri;03;03;2017;17:15;220,75;42,19;21,57;1,72;25,5;10;119,78
Fri;03;03;2017;17:30;221,5;42,86;22,07;1,71;25,2;10;119,66
Fri;03;03;2017;17:45;220,48;41,05;22,97;1,72;25,3;9;120,43
Fri;03;03;2017;18:00;218,98;40,86;21,8;1,72;25,5;10;119,11
Fri;03;03;2017;18:15;218,71;41,81;22,17;1,72;25,5;10;117,52
Fri;03;03;2017;18:30;215,86;41,32;20,38;1,72;25,5;9;117,95
Fri;03;03;2017;18:45;217,02;40,13;22,02;1,71;25,2;9;118,96
Fri;03;03;2017;19:00;216,63;40,25;21,48;1,72;25,3;10;117,88
Fri;03;03;2017;19:15;218,79;41,83;22,6;1,72;25,5;10;117,13
Fri;03;03;2017;19:30;215,96;39,09;20,59;1,72;25,5;10;119,06
Fri;03;03;2017;19:45;216,18;39,71;23,11;1,72;25;9;117,64
Fri;03;03;2017;20:00;214,73;39,71;21,96;1,72;25,5;10;115,84
Fri;03;03;2017;20:15;215,94;40,55;20,79;1,72;25,5;9;118,39
Fri;03;03;2017;20:30;215,73;39,65;22,73;1,72;25,2;10;116,44
Fri;03;03;2017;20:45;214,13;39,37;21,52;1,71;25,3;9;117,22
Fri;03;03;2017;21:00;214,9;40,47;22,08;1,72;25,5;9;116,13
Fri;03;03;2017;21:15;215,97;38,02;22,01;1,71;25,2;11;118,03
Fri;03;03;2017;21:30;213,15;38,89;22,64;1,72;25,3;9;115,6
Fri;03;03;2017;21:45;217,48;38,95;21,77;1,72;25,5;11;118,55
Fri;03;03;2017;22:00;216,05;39,82;22,32;1,72;25;8;119,2
Fri;03;03;2017;22:15;214,29;38,54;20,9;1,72;25,5;11;116,63
Fri;03;03;2017;22:30;212,87;38,41;22,35;1,71;25,5;8;116,9
Fri;03;03;2017;22:45;217,68;40,02;21,66;1,72;25;11;118,29
Fri;03;03;2017;23:00;212,56;38,71;22,31;1,72;25,5;8;116,32
Fri;03;03;2017;23:15;215,42;38,61;22,29;1,72;25;11;116,8
Fri;03;03;2017;23:30;213,07;38,68;20,73;1,71;25,5;9;117,45
Fri;03;03;2017;23:45;215,25;40,09;22,61;1,72;25;10;115,83
Sat;04;03;2017;00:00;213,86;38,33;21,71;1,72;25,5;9;117,6
Sat;04;03;2017;00:15;214,7;38,85;21,59;1,71;25,2;9;118,35
Sat;04;03;2017;00:30;215,27;40,23;21,41;1,72;25,3;10;116,62
Sat;04;03;2017;00:45;212,36;38,25;22,06;1,72;25,5;9;115,84
Sat;04;03;2017;01:00;216,99;38,37;22,69;1,72;25,5;12;116,72
Sat;04;03;2017;01:15;210,53;38,9;19,7;1,71;25;8;117,21
Sat;04;03;2017;01:30;217,95;40,04;22,59;1,72;25,5;11;117,1
Sat;04;03;2017;01:45;212,31;37,93;22,02;1,71;25,2;8;117,45
Sat;04;03;2017;02:00;212,47;38,3;20,91;1,72;25,3;10;116,24
Sat;04;03;2017;02:15;212,37;38,63;22,83;1,72;25,5;9;114,7
Sat;04;03;2017;02:30;216,22;39,05;22,27;1,72;25;10;118,18
Sat;04;03;2017;02:45;214,45;37,7;21,45;1,71;25,2;10;118,4
Sat;04;03;2017;03:00;211,13;38,32;21,56;1,71;25,3;8;116,25
Sat;04;03;2017;03:15;217,05;39,25;21,95;1,71;25,2;11;117,94
Sat;04;03;2017;03:30;211,96;37,99;21,98;1,71;25,3;9;115,98
Sat;04;03;2017;03:45;208,87;37,81;20,73;1,72;25;11;112,62
Sat;04;03;2017;04:00;213,6;38,24;22,23;1,71;25,5;8;117,92
Sat;04;03;2017;04:15;214,37;39,16;20,58;1,72;25;10;117,92
Sat;04;03;2017;04:30;211,87;37,51;21,67;1,71;25,2;9;116,78
Sat;04;03;2017;04:45;213,02;38,32;22,18;1,71;25,3;10;115,51
Sat;04;03;2017;05:00;209,59;37,8;21,87;1,71;25;9;114,21
Sat;04;03;2017;05:15;216,04;39,54;22,58;1,71;25;10;117,2
Sat;04;03;2017;05:30;209,32;37,44;19,88;1,71;25,2;9;116,09
Sat;04;03;2017;05:45;213,45;37,8;22,03;1,71;25,3;10;116,6
Sat;04;03;2017;06:00;211,71;37,84;21,84;1,72;25;10;115,31
Sat;04;03;2017;06:15;209,41;38,55;21,15;1,71;25;9;114
Sat;04;03;2017;06:30;215,61;39,31;22,6;1,72;25,5;10;116,48
Sat;04;03;2017;06:45;211,01;37,46;21,64;1,72;25;9;116,2
Sat;04;03;2017;07:00;213,39;37,78;22,36;1,72;25;10;116,53
Sat;04;03;2017;07:15;212,84;38,15;21,2;1,72;25,2;9;117,58
Sat;04;03;2017;07:30;216,07;39,27;22,77;1,77;25,3;10;116,96
Sat;04;03;2017;07:45;211,96;37,33;20,84;1,72;25;10;117,07
Sat;04;03;2017;08:00;211,01;38,02;20,94;1,72;25,2;9;116,14
Sat;04;03;2017;08:15;213,3;37,86;23,06;1,72;25,3;10;115,35
Sat;04;03;2017;08:30;213,25;39,31;21,95;1,72;25;9;116,27
Sat;04;03;2017;08:45;213,49;37,3;21,22;1,72;25,5;10;117,75
Sat;04;03;2017;09:00;212,54;38,28;21,42;1,72;25,2;9;116,92
Sat;04;03;2017;09:15;213,68;38,08;22,32;1,73;25,3;10;116,26
Sat;04;03;2017;09:30;211,38;39,6;21,21;1,72;25,5;8;115,34
Sat;04;03;2017;09:45;212,74;37,65;21,09;1,72;25;12;115,28
Sat;04;03;2017;10:00;212,59;38,41;22,22;1,72;25,2;8;117,04
Sat;04;03;2017;10:15;215,92;38,25;21,25;1,73;26;11;117,7
Sat;04;03;2017;10:30;215,82;39,83;23,25;1,73;25,3;8;117,72
Sat;04;03;2017;10:45;214,51;37,92;22,15;1,72;25;11;116,72
Sat;04;03;2017;11:00;213,98;38,92;21,85;1,88;25,5;9;116,83
Sat;04;03;2017;11:15;214,23;38,65;22,59;1,73;25,2;9;117,08
Sat;04;03;2017;11:30;214,4;40,33;20,78;1,73;25,3;10;116,26
Sat;04;03;2017;11:45;215,37;37,78;23,22;1,72;25,2;11;116,45
Sat;04;03;2017;12:00;213,63;39,05;20,73;1,73;25,3;10;116,83
Sat;04;03;2017;12:15;215,22;38,57;22,42;1,88;25,5;10;116,85
Sat;04;03;2017;12:30;216,37;40,73;21,74;1,73;25,2;10;116,97
Sat;04;03;2017;12:45;213,93;38,18;22,33;1,72;25,3;9;117,39
Sat;04;03;2017;13:00;218,04;38,87;23,02;1,72;25,5;11;117,92
Sat;04;03;2017;13:15;214,04;38,8;21,16;1,89;25,2;9;117,99
Sat;04;03;2017;13:30;220,8;40,47;22,94;1,72;25,3;12;118,37
Sat;04;03;2017;13:45;211,84;37,98;21,43;1,73;25,5;8;117,2
Sat;04;03;2017;14:00;216,36;38,95;22,33;1,81;25;11;117,27
Sat;04;03;2017;14:15;215,93;38,61;22,39;1,81;25,5;9;118,62
Sat;04;03;2017;14:30;219,56;40,47;22,79;1,73;25,2;11;118,39
Sat;04;03;2017;14:45;215,06;38,14;22,8;1,73;25,3;9;118,09
Sat;04;03;2017;15:00;215,19;38,86;22,09;1,89;25,5;11;115,85
Sat;04;03;2017;15:15;213,73;39,11;22,12;1,73;25,2;9;116,57
Sat;04;03;2017;15:30;218,64;39,35;22,37;1,72;25,3;12;117,89
Sat;04;03;2017;15:45;213,42;38,6;22,06;1,73;25,5;8;117,54
Sat;04;03;2017;16:00;218,16;38,84;22,9;1,91;25;11;118,5
Sat;04;03;2017;16:15;216,1;39,84;22,21;1,73;25,5;9;117,82
Sat;04;03;2017;16:30;217,08;38,67;22,4;1,73;25;11;118,28
Sat;04;03;2017;16:45;213,92;38,54;22,07;1,89;25,5;9;116,92
Sat;04;03;2017;17:00;217,16;38,78;23,03;1,73;25,5;11;117,13
Sat;04;03;2017;17:15;215,07;40,11;20,92;1,73;25;9;118,31
Sat;04;03;2017;17:30;213,59;38,15;22,54;1,72;25,5;10;115,67
Sat;04;03;2017;17:45;215,04;38,88;21,76;1,9;25,5;10;117
Sat;04;03;2017;18:00;218,93;38,75;23,14;1,73;25,5;11;118,82
Sat;04;03;2017;18:15;217,25;39,66;22,54;1,72;25,2;10;118,12
Sat;04;03;2017;18:30;215,85;38,56;22,02;1,89;25,3;10;118,08
Sat;04;03;2017;18:45;214,4;38,6;21,65;1,73;25,2;10;117,22
Sat;04;03;2017;19:00;214,74;40,08;21,36;1,72;25,5;9;117,08
Sat;04;03;2017;19:15;214,6;37,94;22,45;1,75;25,3;10;117,16
Sat;04;03;2017;19:30;217,06;38,82;21,78;1,87;25,2;11;118,39
Sat;04;03;2017;19:45;216,15;39,86;23;1,72;25,3;9;117,27
Sat;04;03;2017;20:00;216,63;38,63;22,64;1,73;25,5;10;118,14
Sat;04;03;2017;20:15;215,18;38,54;21,98;1,9;25,2;9;118,56
Sat;04;03;2017;20:30;216,24;39,33;21,53;1,72;25,3;11;117,35
Sat;04;03;2017;20:45;215,58;39,38;21,86;1,72;25,5;8;119,11
Sat;04;03;2017;21:00;219,25;38,61;23,02;1,73;25,2;11;119,7
Sat;04;03;2017;21:15;213,34;38,43;21,54;1,92;25,3;8;118,14
Sat;04;03;2017;21:30;219,55;39,95;22,17;1,72;25,5;12;118,21
Sat;04;03;2017;21:45;211,67;38,03;23,11;1,73;25,2;7;116,6
Sat;04;03;2017;22:00;215,85;38,51;22,12;1,9;25,3;12;116,02
Sat;04;03;2017;22:15;213,09;39,05;22,61;1,72;25,2;7;117,51
Sat;04;03;2017;22:30;217,21;37,88;20,64;1,72;25,5;12;119,47
Sat;04;03;2017;22:45;212,74;38,76;22,18;1,74;25,3;7;117,76
Sat;04;03;2017;23:00;217,48;39,2;22,82;1,86;25,2;12;116,4
Sat;04;03;2017;23:15;212,09;38,11;21,47;1,72;25,3;7;118,5
Sat;04;03;2017;23:30;217;37,45;22,12;1,72;25,5;12;118,2
Sat;04;03;2017;23:45;213,64;39,72;22,94;1,89;25;7;117,09
Sun;05;03;2017;00:00;219,93;39,12;22,95;1,72;25,5;13;117,64
Sun;05;03;2017;00:15;210,8;38,26;21,45;1,73;25,5;6;117,86
Sun;05;03;2017;00:30;219,65;38,63;22,97;1,84;25;13;118,21
Sun;05;03;2017;00:45;215,12;39,73;21,1;1,78;25,5;8;119
Sun;05;03;2017;01:00;217,66;38,07;22,53;1,72;25,5;12;117,84
Sun;05;03;2017;01:15;212,93;38,25;22,66;1,76;25;8;117,26
Sun;05;03;2017;01:30;219,02;40,22;21,47;1,86;25,5;12;117,97
Sun;05;03;2017;01:45;212,64;37,73;22,45;1,72;25;8;117,73
Sun;05;03;2017;02:00;215,91;38,09;22,36;1,72;25,2;12;116,55
Sun;05;03;2017;02:15;215,69;38,58;22,73;1,89;25,5;9;118
Sun;05;03;2017;02:30;219,62;39,31;22,64;1,72;25,3;11;119,65
Sun;05;03;2017;02:45;212,85;37,49;21,36;1,72;25;9;118,28
Sun;05;03;2017;03:00;217,25;38,27;23,03;1,89;25,5;12;116,57
Sun;05;03;2017;03:15;214,3;40,16;21,22;1,72;25;9;117,2
Sun;05;03;2017;03:30;214,49;37,41;22,36;1,72;25,5;10;117,5
Sun;05;03;2017;03:45;216,48;38,42;23,19;1,86;25;10;118,01
Sun;05;03;2017;04:00;216,59;39,02;22,78;1,76;25,5;11;116,54
Sun;05;03;2017;04:15;213,29;38,79;21,26;1,72;25;9;117,53
Sun;05;03;2017;04:30;214,16;37,93;21,01;1,72;25,5;11;117
Sun;05;03;2017;04:45;216,6;38,58;23,56;1,91;25;10;117,56
Sun;05;03;2017;05:00;215,03;39,67;21,01;1,73;25,2;10;117,42
Sun;05;03;2017;05:15;216,55;37,5;22,66;1,72;25,3;11;118,36
Sun;05;03;2017;05:30;213,85;38,19;22,47;1,9;25;9;117,29
Sun;05;03;2017;05:45;216,81;38,75;22,42;1,73;25;12;116,92
Sun;05;03;2017;06:00;212,51;38,66;23,15;1,72;25,2;7;116,78
Sun;05;03;2017;06:15;217,6;37,63;21,42;1,86;25,3;14;117,4
Sun;05;03;2017;06:30;211,89;38,38;22,67;1,77;25;7;117,06
Sun;05;03;2017;06:45;218,12;39,99;20,95;1,72;25,5;13;116,96
Sun;05;03;2017;07:00;211,93;37,44;22,73;1,72;25;7;118,04
Sun;05;03;2017;07:15;217,78;38,18;22,4;1,92;25,2;13;117,09
Sun;05;03;2017;07:30;212,77;37,9;23,07;1,72;25;8;117,07
Sun;05;03;2017;07:45;219,29;40,06;23,07;1,73;25,3;12;117,13
Sun;05;03;2017;08:00;209,66;37,54;20,48;1,91;25,2;9;115,54
Sun;05;03;2017;08:15;216,05;38,29;22,73;1,73;25,3;11;117
Sun;05;03;2017;08:30;214,8;39,01;21,92;1,72;25;8;119,15
Sun;05;03;2017;08:45;217,03;38,28;22,19;1,86;25,5;12;117,2
Sun;05;03;2017;09:00;212,09;38;23,45;1,78;25,2;8;115,65
Sun;05;03;2017;09:15;217,75;38,46;21,62;1,73;25,3;12;118,64
Sun;05;03;2017;09:30;216,26;40,05;23,29;1,72;25;9;117,2
Sun;05;03;2017;09:45;215,79;37,81;22,37;1,91;25,5;11;117,2
Sun;05;03;2017;10:00;214,76;37,95;22,23;1,72;25,2;9;118,66
Sun;05;03;2017;10:15;216,76;38,65;21,59;1,73;25,3;11;118,49
Sun;05;03;2017;10:30;215,65;39,97;21,45;1,92;25,2;9;118,12
Sun;05;03;2017;10:45;216,55;37,8;23,98;1,73;25,3;11;116,74
Sun;05;03;2017;11:00;215,27;38,26;22,77;1,72;25,5;10;117,03
Sun;05;03;2017;11:15;218,41;39,72;21,77;1,85;25;10;120,07
Sun;05;03;2017;11:30;217,53;38,95;22,17;1,8;25,5;10;119,12
Sun;05;03;2017;11:45;220,24;37,84;22,52;1,72;25;11;122,16
Sun;05;03;2017;12:00;216,97;38,47;22,85;1,79;25,5;10;118,36
Sun;05;03;2017;12:15;215,56;40,42;22,78;1,86;25,5;10;115
Sun;05;03;2017;12:30;218,49;38,35;23,58;1,73;25;10;119,84
Sun;05;03;2017;12:45;215,66;38,33;22,66;1,72;25,5;10;117,46
Sun;05;03;2017;13:00;219,98;39,89;22,72;1,93;25,2;11;119,23
Sun;05;03;2017;13:15;218,17;38,35;23,42;1,72;25,3;10;119,37
Sun;05;03;2017;13:30;214,44;38,19;21,23;1,72;25,5;10;117,8
Sun;05;03;2017;13:45;217,57;38,97;22,79;1,94;25,2;10;118,67
Sun;05;03;2017;14:00;215,03;39,96;22,07;1,72;25,3;11;114,99
Sun;05;03;2017;14:15;217,09;38,14;23,08;1,73;25,2;9;119,94
Sun;05;03;2017;14:30;221,2;38,35;23,53;1,91;25,3;11;121,1
Sun;05;03;2017;14:45;215,35;39,79;20,98;1,73;25,5;9;118,36
Sun;05;03;2017;15:00;224,44;38,79;22,62;1,72;25,2;13;123,11
Sun;05;03;2017;15:15;214,9;38,36;23,33;1,92;25,3;8;118
Sun;05;03;2017;15:30;219,65;39,79;22,79;1,73;25,5;12;117,85
Sun;05;03;2017;15:45;219,25;39,15;23,18;1,72;25;8;122,2
Sun;05;03;2017;16:00;217,16;38,17;21,19;1,9;25,5;13;117,39
Sun;05;03;2017;16:15;214,14;39,8;22,37;1,72;25,5;8;116,74
Sun;05;03;2017;16:30;219,83;38,71;23,47;1,72;25;13;117,93
Sun;05;03;2017;16:45;212,49;38,46;22,4;1,93;25,5;8;116,2
Sun;05;03;2017;17:00;223,14;39,15;23,02;1,72;25,5;13;120,75
Sun;05;03;2017;17:15;215,48;39,63;21,91;1,72;25;8;119,22
Sun;05;03;2017;17:30;217,84;38,11;22,56;1,88;25,5;13;116,79
Sun;05;03;2017;17:45;216,09;38,7;23,56;1,75;25,2;8;118,88
Sun;05;03;2017;18:00;217,2;40,14;21,33;1,72;25,5;11;117,51
Sun;05;03;2017;18:15;217,73;38,44;23;1,92;25,3;12;117,07
Sun;05;03;2017;18:30;214,73;38,34;21,2;1,72;25,2;10;118,27
Sun;05;03;2017;18:45;221,13;39,19;23,4;1,72;25,3;13;118,52
Sun;05;03;2017;19:00;217,67;39,34;23,55;1,91;25,5;8;119,37
Sun;05;03;2017;19:15;215,8;38,24;21,24;1,72;25,5;11;118,11
Sun;05;03;2017;19:30;216,41;39,44;22,35;1,72;25,5;9;118,4
Sun;05;03;2017;19:45;221,72;39,58;22,71;1,94;25;12;120,5
Sun;05;03;2017;20:00;216,76;38,03;22,65;1,72;25,5;8;120,87
Sun;05;03;2017;20:15;220,31;38,79;22,56;1,72;25,5;13;118,74
Sun;05;03;2017;20:30;214,23;40,44;21,3;1,87;25;8;117,62
Sun;05;03;2017;20:45;219,18;38,05;22,87;1,76;25,5;13;117,99
Sun;05;03;2017;21:00;213,31;37,87;21,53;1,72;25,5;8;118,69
Sun;05;03;2017;21:15;220,12;39,45;22,22;1,92;25;13;118,53
Sun;05;03;2017;21:30;217,98;40,17;23,55;1,73;25,5;8;119,02
Sun;05;03;2017;21:45;217,61;37,96;22,3;1,72;25,2;12;118,43
Sun;05;03;2017;22:00;215,23;38,39;22,53;1,93;25,5;9;117,88
Sun;05;03;2017;22:15;219,61;39,89;22,1;1,73;25,3;12;118,59
Sun;05;03;2017;22:30;114;39,31;22,97;1,72;25,2;9;15,8
Sun;05;03;2017;22:45;104,48;37,89;21,67;1,9;25,3;12;5,73
Sun;05;03;2017;23:00;427,16;38,97;21,12;1,75;25,5;8;331,82
Sun;05;03;2017;23:15;220,21;40,34;23,09;1,72;25,2;12;117,86
Sun;05;03;2017;23:30;212,66;38,2;22,03;1,76;25,3;9;116,37
Sun;05;03;2017;23:45;218,12;38,49;22,92;1,91;25,5;12;117,31
Mon;06;03;2017;00:00;217,48;38,91;23,1;1,72;25;9;119,75
Mon;06;03;2017;00:15;217,8;40,36;20,86;1,73;25,5;11;118,36
Mon;06;03;2017;00:30;215,2;37,65;23,67;1,93;25;9;117,95
Mon;06;03;2017;00:45;219,13;38,9;22,49;1,72;25,5;12;118,52
Mon;06;03;2017;01:00;217,1;40,25;21,86;1,72;25,5;9;118,77
Mon;06;03;2017;01:15;218,46;38,7;21,87;1,93;25;12;118,96
Mon;06;03;2017;01:30;213,26;38,53;22,06;1,72;25,5;7;118,45
Mon;06;03;2017;01:45;220,51;39,28;22,37;1,72;25,2;14;117,94
Mon;06;03;2017;02:00;218,43;40;22,32;1,93;25,3;11;117,88
