Vodafone - Realtime Data;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;
At: January 30, 2018 17:18 (Europe/Lisbon);;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;
Rate: 15 minutes;;;;;;;;;
Exported by WiseMetering;;;;;;;;;
;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC IT DTCs (KWh);EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh)
Sat;01;04;2017;08:30;68,05;10,2;11,66;10,32;35,87
Sat;01;04;2017;08:45;68,19;9,6;13,12;10,12;35,35
Sat;01;04;2017;09:00;68,76;11,1;11,93;11,12;34,61
Sat;01;04;2017;09:15;66,16;8,2;11,68;10,85;35,43
Sat;01;04;2017;09:30;70,78;10,8;13,51;10,92;35,54
Sat;01;04;2017;09:45;69,21;9,6;11,98;12,14;35,49
Sat;01;04;2017;10:00;70,14;10;11,51;11,03;37,6
Sat;01;04;2017;10:15;72,19;11,2;13,25;10,87;36,86
Sat;01;04;2017;10:30;69,86;8,5;12,06;11,74;37,56
Sat;01;04;2017;10:45;71,28;11,4;11,87;10,2;37,82
Sat;01;04;2017;11:00;70,03;9,4;13,46;12,04;35,13
Sat;01;04;2017;11:15;68,25;10,4;11,66;10,38;35,81
Sat;01;04;2017;11:30;71,66;10,4;12;12,15;37,11
Sat;01;04;2017;11:45;71,82;10;13,94;10,93;36,95
Sat;01;04;2017;12:00;69,65;11,4;11,62;10,66;35,97
Sat;01;04;2017;12:15;72,69;9,5;12,94;12,23;38,02
Sat;01;04;2017;12:30;74,08;11;12,77;10,47;39,85
Sat;01;04;2017;12:45;70,06;10,2;11,98;11,77;36,11
Sat;01;04;2017;13:00;75,49;10,7;13,13;11,21;40,46
Sat;01;04;2017;13:15;73,69;10,7;12,48;11,57;38,95
Sat;01;04;2017;13:30;72,34;10,4;12,3;12,22;37,42
Sat;01;04;2017;13:45;74,62;10,8;13,48;10,82;39,52
Sat;01;04;2017;14:00;72,38;10,7;11,85;11,69;38,15
Sat;01;04;2017;14:15;70,97;9,8;12,24;11,82;37,11
Sat;01;04;2017;14:30;75,58;10,8;14,08;10,98;39,73
Sat;01;04;2017;14:45;73,1;10,7;11,3;12,31;38,79
Sat;01;04;2017;15:00;71,81;9,7;12,23;10,91;38,97
Sat;01;04;2017;15:15;73,95;11,3;13,85;11,93;36,87
Sat;01;04;2017;15:30;70,04;9,5;11,55;10,87;38,12
Sat;01;04;2017;15:45;71,67;10,2;12,85;11,89;36,73
Sat;01;04;2017;16:00;74,46;10,6;13,07;11,73;39,07
Sat;01;04;2017;16:15;71,01;10,3;11,9;11,06;37,75
Sat;01;04;2017;16:30;77,6;13,2;13,69;11,96;38,76
Sat;01;04;2017;16:45;68,89;9,2;11,67;11,06;36,96
Sat;01;04;2017;17:00;75,3;14;12,04;11,81;37,44
Sat;01;04;2017;17:15;71,09;8,2;14,02;11,01;37,86
Sat;01;04;2017;17:30;71,6;12;11,15;11,48;36,98
Sat;01;04;2017;17:45;71,72;8,3;12,34;11,94;39,14
Sat;01;04;2017;18:00;72,08;11,7;13,46;10,42;36,51
Sat;01;04;2017;18:15;66,24;6,8;11,6;10,86;36,98
Sat;01;04;2017;18:30;75,23;13,3;12,51;11,05;38,37
Sat;01;04;2017;18:45;68,84;8;12,56;12,13;36,15
Sat;01;04;2017;19:00;70,56;11,2;11,44;11,3;36,61
Sat;01;04;2017;19:15;73,49;10,3;13,46;11,86;37,87
Sat;01;04;2017;19:30;66,16;9,3;11,32;10,9;34,64
Sat;01;04;2017;19:45;72,17;13,6;12,38;9,91;36,28
Sat;01;04;2017;20:00;68,26;8,9;13,01;10,04;36,31
Sat;01;04;2017;20:15;72,79;14,1;11,57;11,98;35,13
Sat;01;04;2017;20:30;68,9;7,9;13,01;11,3;36,7
Sat;01;04;2017;20:45;71,21;12,7;11,78;10,78;35,95
Sat;01;04;2017;21:00;68,35;8,3;12,21;11,73;36,11
Sat;01;04;2017;21:15;70,58;10,9;13,26;10,63;35,79
Sat;01;04;2017;21:30;69,63;10,2;11,44;11,69;36,3
Sat;01;04;2017;21:45;66,31;8,2;12,84;10,15;35,13
Sat;01;04;2017;22:00;72,05;12,6;11,98;11,9;35,57
Sat;01;04;2017;22:15;64,31;6,6;11,87;10,07;35,78
Sat;01;04;2017;22:30;72,5;12,2;13,79;11,76;34,76
Sat;01;04;2017;22:45;65,04;9,1;11,09;9,88;34,98
Sat;01;04;2017;23:00;67,17;9,1;12,14;10,82;35,11
Sat;01;04;2017;23:15;69,82;12,1;13,01;10,83;33,88
Sat;01;04;2017;23:30;65,81;6,8;11,65;10,4;36,96
Sat;01;04;2017;23:45;74,94;12,9;13,24;11,54;37,25
Sun;02;04;2017;00:00;64,68;6,9;11,48;10,46;35,84
Sun;02;04;2017;00:15;70,65;11,7;12,24;10,55;36,16
Sun;02;04;2017;00:30;68,77;9,5;13,25;11,09;34,93
Sun;02;04;2017;00:45;66,76;8,7;11,42;11,96;34,68
Sun;02;04;2017;01:00;68,25;11,9;12,66;9,6;34,09
Sun;02;04;2017;01:15;65,22;6,5;12,16;10,75;35,81
Sun;02;04;2017;01:30;70,54;12,6;11,78;10,61;35,55
Sun;02;04;2017;01:45;66,32;7,2;13,37;10,83;34,92
Sun;02;04;2017;02:00;67,36;10,5;11,06;10,25;35,55
Sun;02;04;2017;02:15;69,04;11,4;12,23;11,7;33,71
Sun;02;04;2017;02:30;65,49;7,9;12,57;10,4;34,62
Sun;02;04;2017;02:45;68,69;11,1;11,37;10,92;35,29
Sun;02;04;2017;03:00;67,74;7,7;12,97;11,69;35,38
Sun;02;04;2017;03:15;68,31;10,6;11,47;9,98;36,27
Sun;02;04;2017;03:30;69,94;9,1;12,57;11,7;36,57
Sun;02;04;2017;03:45;65,65;8,7;12,21;9,55;35,18
Sun;02;04;2017;04:00;67,19;10,7;11,74;10,4;34,36
Sun;02;04;2017;04:15;65,17;7,6;13,36;9,82;34,38
Sun;02;04;2017;04:30;68,67;11;11,36;11,32;34,99
Sun;02;04;2017;04:45;66,55;7,5;12,15;11,23;35,67
Sun;02;04;2017;05:00;68,96;11,3;12,45;11,01;34,21
Sun;02;04;2017;05:15;64,5;7;11,39;10,87;35,24
Sun;02;04;2017;05:30;68,77;11,8;12,75;10,2;34,01
Sun;02;04;2017;05:45;64,94;7,2;12,01;11,34;34,39
Sun;02;04;2017;06:00;67,37;12;11,39;9,3;34,67
Sun;02;04;2017;06:15;65,43;6,4;13,16;11,08;34,79
Sun;02;04;2017;06:30;70,9;12,5;11,27;10,1;37,03
Sun;02;04;2017;06:45;67,09;7;12,15;11,55;36,39
Sun;02;04;2017;07:00;69,92;12,1;12,83;8,95;36,05
Sun;02;04;2017;07:15;65,22;6,9;11,34;11,09;35,89
Sun;02;04;2017;07:30;69,28;11,7;12,41;11,14;34,03
Sun;02;04;2017;07:45;66,24;7,6;12,48;10,46;35,7
Sun;02;04;2017;08:00;70,6;11,1;11,22;10,33;37,95
Sun;02;04;2017;08:15;68,2;8,2;12,25;11,09;36,66
Sun;02;04;2017;08:30;70,73;10,8;12,66;10,86;36,41
Sun;02;04;2017;08:45;67,73;9;11,44;10,29;37
Sun;02;04;2017;09:00;68,07;9,9;12,68;11,15;34,33
Sun;02;04;2017;09:15;70,12;9,8;12,32;10,35;37,65
Sun;02;04;2017;09:30;71,2;9,6;11,56;11,71;38,34
Sun;02;04;2017;09:45;68,09;10,1;13,01;9,47;35,51
Sun;02;04;2017;10:00;68,2;9,4;12,3;11,46;35,03
Sun;02;04;2017;10:15;70,3;11;11,41;10,8;37,08
Sun;02;04;2017;10:30;70,67;9,3;12,82;10,51;38,03
Sun;02;04;2017;10:45;73,59;11,5;12,36;10,84;38,9
Sun;02;04;2017;11:00;69,17;8,2;11,83;11;38,14
Sun;02;04;2017;11:15;75,82;13;13,37;12,06;37,39
Sun;02;04;2017;11:30;69,34;7,9;12,69;11,37;37,38
Sun;02;04;2017;11:45;74,49;13;11,81;11,49;38,18
Sun;02;04;2017;12:00;72,12;8;13,36;11,41;39,35
Sun;02;04;2017;12:15;75,8;13;12,04;11,39;39,37
Sun;02;04;2017;12:30;72,95;8,4;12,24;11,55;40,76
Sun;02;04;2017;12:45;74,94;12,9;14,12;10,71;37,22
Sun;02;04;2017;13:00;73,47;8,6;11,93;11,67;41,27
Sun;02;04;2017;13:15;74,23;12,5;12;11,12;38,61
Sun;02;04;2017;13:30;76,17;9,1;13,99;11,56;41,51
Sun;02;04;2017;13:45;76,42;11,9;12,01;12,07;40,44
Sun;02;04;2017;14:00;73,4;10,7;12,15;11,73;38,83
Sun;02;04;2017;14:15;74,96;10,2;13,78;12,31;38,67
Sun;02;04;2017;14:30;78,34;12;11,97;10,99;43,38
Sun;02;04;2017;14:45;72,59;9,2;12,02;11,67;39,71
Sun;02;04;2017;15:00;76;13,5;13,61;11,59;37,31
Sun;02;04;2017;15:15;73,98;9,1;11,91;11,45;41,52
Sun;02;04;2017;15:30;81,22;15,9;11,76;11,79;41,78
Sun;02;04;2017;15:45;74,47;9,4;14,11;11,32;39,64
Sun;02;04;2017;16:00;80,18;14,3;11,68;12,41;41,79
Sun;02;04;2017;16:15;80,64;12,6;12,07;11,47;44,5
Sun;02;04;2017;16:30;73,65;9,9;14,57;11,72;37,47
Sun;02;04;2017;16:45;78,44;11,9;11,8;12,49;42,26
Sun;02;04;2017;17:00;73,07;9,1;12,73;11,37;39,87
Sun;02;04;2017;17:15;79,24;13;13,47;12,42;40,35
Sun;02;04;2017;17:30;74,8;8,4;12,36;11,14;42,91
Sun;02;04;2017;17:45;76,4;13,2;13,33;12,09;37,78
Sun;02;04;2017;18:00;70,14;8,7;12,36;11,8;37,28
Sun;02;04;2017;18:15;74,16;11,5;12,14;10,97;39,54
Sun;02;04;2017;18:30;76,65;9,66;14,11;11,94;40,95
Sun;02;04;2017;18:45;68,63;9,87;11,63;10,93;36,21
Sun;02;04;2017;19:00;71,44;9,02;12,9;11,47;38,05
Sun;02;04;2017;19:15;75,88;10,28;13,1;11,62;40,88
Sun;02;04;2017;19:30;73,06;11,59;12;10,96;38,52
Sun;02;04;2017;19:45;72,13;9,76;13,44;12,17;36,76
Sun;02;04;2017;20:00;71,17;10,42;12,03;10,99;37,73
Sun;02;04;2017;20:15;69,78;9,43;12,05;11,13;37,17
Sun;02;04;2017;20:30;70,31;10,31;13,8;10,41;35,8
Sun;02;04;2017;20:45;66,91;8,8;11,42;11,74;34,95
Sun;02;04;2017;21:00;72,76;9,86;12,98;11,15;38,77
Sun;02;04;2017;21:15;74,55;12,35;13,35;11,06;37,79
Sun;02;04;2017;21:30;70,24;8,99;12,04;11,4;37,82
Sun;02;04;2017;21:45;73,06;11,07;13,09;11,24;37,66
Sun;02;04;2017;22:00;68;8,56;12,7;10,86;35,88
Sun;02;04;2017;22:15;69,82;10,63;12,22;11,16;35,81
Sun;02;04;2017;22:30;70,14;9,54;12,58;11,12;36,9
Sun;02;04;2017;22:45;68,31;9,13;12,13;10,65;36,41
Sun;02;04;2017;23:00;70,86;11,8;12,82;10,62;35,62
Sun;02;04;2017;23:15;68,31;9,75;12,1;10,23;36,23
Sun;02;04;2017;23:30;70,04;10,74;11,84;11,54;35,92
Sun;02;04;2017;23:45;67,85;8,57;12,87;9,73;36,68
Mon;03;04;2017;00:00;70,94;10,64;11,79;11,7;36,81
Mon;03;04;2017;00:15;69,68;9,55;11,95;11,36;36,81
Mon;03;04;2017;00:30;68,41;9,13;12,56;10,5;36,22
Mon;03;04;2017;00:45;71,21;12,7;11,73;10,91;35,87
Mon;03;04;2017;01:00;67,92;10,41;11,77;10,18;35,56
Mon;03;04;2017;01:15;69,71;10,75;12,49;10,83;35,64
Mon;03;04;2017;01:30;63,79;5,7;11,86;10,37;35,86
Mon;03;04;2017;01:45;71,95;11,7;12,56;11,61;36,09
Mon;03;04;2017;02:00;68,34;9,8;12,1;11,26;35,18
Mon;03;04;2017;02:15;71,15;13,5;11,6;10,08;35,98
Mon;03;04;2017;02:30;69,75;9,8;12,63;11,42;35,9
Mon;03;04;2017;02:45;69,92;14;11,47;9,19;35,26
Mon;03;04;2017;03:00;50,47;7,7;12,09;10,81;19,87
Mon;03;04;2017;03:15;78,29;13;12,3;11,13;41,86
Mon;03;04;2017;03:30;77,52;9,4;11,81;10,7;45,61
Mon;03;04;2017;03:45;76,43;11,2;12,02;11,1;42,11
Mon;03;04;2017;04:00;78,03;12,4;12,67;10,95;42,01
Mon;03;04;2017;04:15;68,67;7,6;11,56;10,77;38,74
Mon;03;04;2017;04:30;71,98;13,9;12,14;10,46;35,49
Mon;03;04;2017;04:45;64,63;7;11,87;10,15;35,61
Mon;03;04;2017;05:00;71,43;13,1;11,8;10,58;35,95
Mon;03;04;2017;05:15;67,99;8,7;12,51;10,29;36,49
Mon;03;04;2017;05:30;69,6;10,8;11,47;11,43;35,9
Mon;03;04;2017;05:45;69,15;11,6;11,76;10,62;35,17
Mon;03;04;2017;06:00;67,63;8,3;12,51;10,91;35,91
Mon;03;04;2017;06:15;74,34;13,9;11,85;11,12;37,47
Mon;03;04;2017;06:30;66,67;7,6;11,52;10,19;37,35
Mon;03;04;2017;06:45;70,2;12,1;12,37;9,85;35,88
Mon;03;04;2017;07:00;69,99;10,1;11,69;11,47;36,73
Mon;03;04;2017;07:15;66,5;9,7;11,76;9,07;35,97
Mon;03;04;2017;07:30;75,72;12,7;12,08;12,09;38,86
Mon;03;04;2017;07:45;65,89;7,5;11,7;10,66;36,03
Mon;03;04;2017;08:00;72,44;13,8;12,74;10,95;34,96
Mon;03;04;2017;08:15;67,74;8,3;12,17;11,25;36,02
Mon;03;04;2017;08:30;73,09;12,8;11,9;9,81;38,58
Mon;03;04;2017;08:45;72,68;11,2;12,57;11,27;37,64
Mon;03;04;2017;09:00;73,68;10,3;11,88;10,55;40,95
Mon;03;04;2017;09:15;75,18;13;12,14;10,41;39,63
Mon;03;04;2017;09:30;70,13;9,9;12,7;10,89;36,64
Mon;03;04;2017;09:45;75,25;14,1;12,44;11,84;36,87
Mon;03;04;2017;10:00;69,29;8,7;12,01;11,19;37,39
Mon;03;04;2017;10:15;77,96;13,3;14,53;11,36;38,78
Mon;03;04;2017;10:30;76,19;10,2;12,73;9,75;43,51
Mon;03;04;2017;10:45;77,78;12,1;12,94;10,06;42,69
Mon;03;04;2017;11:00;73,9;11,2;13,86;11,86;36,97
Mon;03;04;2017;11:15;72,45;11,3;12,73;11,08;37,35
Mon;03;04;2017;11:30;78,58;12,8;12,73;12,06;40,99
Mon;03;04;2017;11:45;80,36;10,2;14,61;11,12;44,43
Mon;03;04;2017;12:00;78,52;14,5;12,25;11,19;40,58
Mon;03;04;2017;12:15;74,89;9,6;12,76;11,59;40,94
Mon;03;04;2017;12:30;81,44;14,7;13,98;10,69;42,07
Mon;03;04;2017;12:45;71,96;9,1;12,72;11,47;38,68
Mon;03;04;2017;13:00;83,98;14,4;13,41;12,16;44,01
Mon;03;04;2017;13:15;80,64;12,3;14,13;11,67;42,55
Mon;03;04;2017;13:30;75,69;11,5;12,32;12,12;39,76
Mon;03;04;2017;13:45;82,64;15;13,19;10,82;43,63
Mon;03;04;2017;14:00;79,49;9,5;14,33;11,68;43,98
Mon;03;04;2017;14:15;79,92;15,2;12,23;12,03;40,46
Mon;03;04;2017;14:30;77,06;11,5;13,36;11,4;40,8
Mon;03;04;2017;14:45;83,88;13,2;14,6;12,57;43,51
Mon;03;04;2017;15:00;78,86;13,5;12,57;11,59;41,21
Mon;03;04;2017;15:15;75,8;11,1;13,58;12,07;39,05
Mon;03;04;2017;15:30;83,75;13,8;13,82;12,37;43,76
Mon;03;04;2017;15:45;77,36;10,8;12,58;11,2;42,78
Mon;03;04;2017;16:00;77,24;12,7;13,75;11,88;38,9
Mon;03;04;2017;16:15;80,8;13,1;13,54;11,54;42,62
Mon;03;04;2017;16:30;78,08;11,6;12,06;12,3;42,13
Mon;03;04;2017;16:45;76,64;13;13,53;11,98;38,13
Mon;03;04;2017;17:00;78,99;11;14,06;11,59;42,34
Mon;03;04;2017;17:15;83,03;14,4;12,4;12,65;43,58
Mon;03;04;2017;17:30;75,95;9,6;13,33;12,14;40,88
Mon;03;04;2017;17:45;81,28;15,1;13,69;11,5;41
Mon;03;04;2017;18:00;80,44;11,5;12,41;12,16;44,37
Mon;03;04;2017;18:15;78,47;11,5;13,41;11,28;42,28
Mon;03;04;2017;18:30;81,56;14,6;12,57;12,59;41,8
Mon;03;04;2017;18:45;75,61;9,7;12,62;11,64;41,64
Mon;03;04;2017;19:00;79,34;14,8;14,16;11,56;38,83
Mon;03;04;2017;19:15;72,8;9,9;12,01;12,48;38,41
Mon;03;04;2017;19:30;80,32;13,6;12,81;11,28;42,63
Mon;03;04;2017;19:45;78,91;12,2;13,75;12,11;40,85
Mon;03;04;2017;20:00;71,41;10,5;11,81;11,66;37,43
Mon;03;04;2017;20:15;77,95;14;12,78;11,14;40,04
Mon;03;04;2017;20:30;76,51;8,7;12,83;11,74;43,24
Mon;03;04;2017;20:45;76,66;14,1;11,87;11,12;39,57
Mon;03;04;2017;21:00;73,5;10,8;14,25;11,71;36,74
Mon;03;04;2017;21:15;73,45;11,6;11,82;11,39;38,65
Mon;03;04;2017;21:30;76,53;12;13,29;11,67;39,57
Mon;03;04;2017;21:45;74,31;11,3;12,8;11,41;38,81
Mon;03;04;2017;22:00;71,81;11,3;12,29;11,32;36,91
Mon;03;04;2017;22:15;74,79;12,2;14,31;11,68;36,61
Mon;03;04;2017;22:30;70,89;10,8;11,66;10,18;38,26
Mon;03;04;2017;22:45;73,29;12;12,76;11,45;37,08
Mon;03;04;2017;23:00;73,94;10,3;13,92;10,87;38,84
Mon;03;04;2017;23:15;74,17;12,4;11,77;11,7;38,3
Mon;03;04;2017;23:30;76,52;10,5;12,83;11,58;41,62
Mon;03;04;2017;23:45;73,99;12,1;13,61;10,87;37,42
Tue;04;04;2017;00:00;72,29;11,4;11,77;11,85;37,28
Tue;04;04;2017;00:15;69,43;10,9;11,7;9,72;37,11
Tue;04;04;2017;00:30;72,85;13,6;12,11;11,32;35,82
Tue;04;04;2017;00:45;67,33;8,2;12,03;10,7;36,4
Tue;04;04;2017;01:00;79,33;14;13,55;11,46;40,31
Tue;04;04;2017;01:15;68,5;9,1;11,3;11,04;37,06
Tue;04;04;2017;01:30;73,88;13,5;13,11;10,87;36,4
Tue;04;04;2017;01:45;68,37;9,2;12,54;10,96;35,66
Tue;04;04;2017;02:00;73,72;12,5;11,98;10,12;39,12
Tue;04;04;2017;02:15;74,23;10,7;13,3;12,05;38,19
Tue;04;04;2017;02:30;71,54;11,1;11,78;11,14;37,52
Tue;04;04;2017;02:45;75,88;13,8;12,33;11,31;38,45
Tue;04;04;2017;03:00;68,88;9,2;13,57;10,7;35,42
Tue;04;04;2017;03:15;71,95;12,8;11,47;11,44;36,25
Tue;04;04;2017;03:30;71,04;10,1;13,15;10,98;36,82
Tue;04;04;2017;03:45;72,53;11,2;12,48;10,9;37,94
Tue;04;04;2017;04:00;72,79;12,3;12,15;10,82;37,53
Tue;04;04;2017;04:15;70,72;9,1;13,57;10,89;37,16
Tue;04;04;2017;04:30;73,18;12,7;12,44;10,9;37,14
Tue;04;04;2017;04:45;71,01;8,6;11,67;11,51;39,23
Tue;04;04;2017;05:00;73,51;12,1;13,76;10,8;36,85
Tue;04;04;2017;05:15;71,1;8,8;11,34;11,75;39,21
Tue;04;04;2017;05:30;73,5;12,3;12,55;10,69;37,96
Tue;04;04;2017;05:45;71,13;10,2;13,45;10,99;36,49
Tue;04;04;2017;06:00;68,53;11;11,59;9,82;36,12
Tue;04;04;2017;06:15;69,1;10,5;12,9;10,53;35,18
Tue;04;04;2017;06:30;69,78;10,4;12,05;11,16;36,17
Tue;04;04;2017;06:45;75,56;11,4;12,18;11,32;40,66
Tue;04;04;2017;07:00;70,69;9,3;13,72;10,96;36,71
Tue;04;04;2017;07:15;71,15;12,5;11,46;11,48;35,71
Tue;04;04;2017;07:30;67,77;8,4;12,9;11;35,47
Tue;04;04;2017;07:45;73,66;13,3;12,78;11,4;36,17
Tue;04;04;2017;08:00;70,35;10,4;11,74;10,8;37,41
Tue;04;04;2017;08:15;72,28;11,1;13,31;10,13;37,74
Tue;04;04;2017;08:30;76,34;12,4;12,41;11,66;39,88
Tue;04;04;2017;08:45;75,25;10,9;12,22;10,91;41,22
Tue;04;04;2017;09:00;75,1;12,3;13,69;11,05;38,06
Tue;04;04;2017;09:15;73,58;10;12,25;11,84;39,49
Tue;04;04;2017;09:30;77,67;13,3;13,8;11,35;39,22
Tue;04;04;2017;09:45;72,33;9,7;12,4;12,18;38,05
Tue;04;04;2017;10:00;79,31;13,2;12,55;11,07;42,49
Tue;04;04;2017;10:15;78,41;10,7;14,63;10,62;42,45
Tue;04;04;2017;10:30;72,66;12,1;12,11;10,19;38,27
Tue;04;04;2017;10:45;76,71;11,2;13,17;12,15;40,19
Tue;04;04;2017;11:00;81,8;11,4;14,6;12,16;43,64
Tue;04;04;2017;11:15;76,08;11,5;13,14;11,33;40,11
Tue;04;04;2017;11:30;75,1;11,9;12,89;12,37;37,95
Tue;04;04;2017;11:45;80,9;11,7;15,33;11,59;42,28
Tue;04;04;2017;12:00;80,23;12,6;13,11;11,65;42,87
Tue;04;04;2017;12:15;76,77;12,5;14,28;11,72;38,27
Tue;04;04;2017;12:30;77,77;11;14,08;11,46;41,23
Tue;04;04;2017;12:45;83,68;13,6;12,67;12,5;44,9
Tue;04;04;2017;13:00;76,41;10,9;14,9;11,7;38,91
Tue;04;04;2017;13:15;79,79;14,2;12,47;12,42;40,7
Tue;04;04;2017;13:30;81,08;11,1;14,29;12,11;43,58
Tue;04;04;2017;13:45;83,05;14,5;13,76;11,17;43,62
Tue;04;04;2017;14:00;80,49;11,8;13,03;12,24;43,41
Tue;04;04;2017;14:15;79,96;12,6;14,9;12,51;39,96
Tue;04;04;2017;14:30;79,71;12,3;12,67;11,83;42,91
Tue;04;04;2017;14:45;82,85;11,8;14,35;12,59;44,11
Tue;04;04;2017;15:00;81,25;13,4;14;11,8;42,05
Tue;04;04;2017;15:15;73,78;9,6;13,25;12,18;38,75
Tue;04;04;2017;15:30;82,85;15,3;14,86;12,38;40,31
Tue;04;04;2017;15:45;79,45;10,6;13,14;11,01;44,71
Tue;04;04;2017;16:00;83,02;13,1;14,12;12,29;43,51
Tue;04;04;2017;16:15;78,18;12,5;13,98;12,29;39,41
Tue;04;04;2017;16:30;78,79;11,3;13,49;11,45;42,55
Tue;04;04;2017;16:45;82,47;13,4;15,09;12,55;41,43
Tue;04;04;2017;17:00;73,35;10,8;12,76;11,34;38,45
Tue;04;04;2017;17:15;82,76;12,8;14,65;12,36;42,95
Tue;04;04;2017;17:30;79,89;11,4;13,23;12,14;43,11
Tue;04;04;2017;17:45;76;11,1;13,1;11,81;39,99
Tue;04;04;2017;18:00;83,25;13,7;14,66;12,34;42,55
Tue;04;04;2017;18:15;76,54;10;12,39;11,3;42,84
Tue;04;04;2017;18:30;76,67;13,4;13,31;12,01;37,96
Tue;04;04;2017;18:45;73,29;10,8;12,83;11,93;37,74
Tue;04;04;2017;19:00;78,06;11,4;12,93;11,62;42,1
Tue;04;04;2017;19:15;80,98;11,3;14,23;12,04;43,41
Tue;04;04;2017;19:30;75,64;12,2;11,84;10,99;40,61
Tue;04;04;2017;19:45;75,84;9,8;13,79;11,45;40,8
Tue;04;04;2017;20:00;74,45;13,5;12,86;11,77;36,31
Tue;04;04;2017;20:15;74,27;10,7;12,33;11,42;39,82
Tue;04;04;2017;20:30;74,08;10,2;14,29;11,67;37,92
Tue;04;04;2017;20:45;73,2;12,5;12,13;11,15;37,42
Tue;04;04;2017;21:00;71,26;8,8;12,38;12,04;38,04
Tue;04;04;2017;21:15;76,52;12,9;14,3;11,19;38,12
Tue;04;04;2017;21:30;76,62;10,6;11,48;12,02;42,52
Tue;04;04;2017;21:45;75,12;11,5;13,91;11,76;37,96
Tue;04;04;2017;22:00;74,32;12,4;13,54;11,22;37,16
Tue;04;04;2017;22:15;69,75;10,5;11,74;10,83;36,68
Tue;04;04;2017;22:30;72,86;9,7;14,13;10,13;38,9
Tue;04;04;2017;22:45;76,45;13,2;12,6;12,28;38,37
Tue;04;04;2017;23:00;72,6;10,8;12,53;11,41;37,86
Tue;04;04;2017;23:15;73,44;9,6;14,12;11,3;38,42
Tue;04;04;2017;23:30;72,69;12,5;11,81;12,08;36,3
Tue;04;04;2017;23:45;70,11;9,5;13,73;9,91;36,96
Wed;05;04;2017;00:00;77,53;12,3;12,89;12,01;40,34
Wed;05;04;2017;00:15;70,35;10,1;12,18;11,38;36,69
Wed;05;04;2017;00:30;75,08;11,4;14,44;10,83;38,41
Wed;05;04;2017;00:45;71,73;11,9;12,18;10,68;36,98
Wed;05;04;2017;01:00;70,22;10,1;12,38;11,1;36,64
Wed;05;04;2017;01:15;73,99;10,8;14,44;11,98;36,77
Wed;05;04;2017;01:30;70,58;9,8;11,26;11;38,52
Wed;05;04;2017;01:45;75,45;11,3;13,51;11,99;38,65
Wed;05;04;2017;02:00;72,06;11,6;12,94;10,5;37,03
Wed;05;04;2017;02:15;68,94;9;11,92;10,67;37,35
Wed;05;04;2017;02:30;75,68;13,3;14,04;11,94;36,4
Wed;05;04;2017;02:45;69,19;8,4;12,13;9,98;38,69
Wed;05;04;2017;03:00;74,39;13,1;12,65;12,04;36,61
Wed;05;04;2017;03:15;70,8;12,3;13,5;9,28;35,71
Wed;05;04;2017;03:30;69,64;10,9;11,76;10,73;36,26
Wed;05;04;2017;03:45;73,39;11,1;13,98;11,52;36,8
Wed;05;04;2017;04:00;75,32;12,1;12,12;11,82;39,28
Wed;05;04;2017;04:15;72,95;10,9;13,1;11,72;37,24
Wed;05;04;2017;04:30;72,76;12,1;13,11;11,15;36,4
Wed;05;04;2017;04:45;69,4;10,7;12,29;10,45;35,96
Wed;05;04;2017;05:00;77,81;12,1;13,93;11,1;40,69
Wed;05;04;2017;05:15;71,44;10,5;11,75;12,1;37,09
Wed;05;04;2017;05:30;73,31;11,9;12,92;10,82;37,68
Wed;05;04;2017;05:45;74,53;10,1;13,34;11,65;39,45
Wed;05;04;2017;06:00;70,25;11,6;11,97;10;36,68
Wed;05;04;2017;06:15;71,4;11;13,76;11,18;35,46
Wed;05;04;2017;06:30;71,53;11,6;11,85;12,02;36,06
Wed;05;04;2017;06:45;74,21;10,9;13,15;11,15;39
Wed;05;04;2017;07:00;76,22;12,3;13,27;11,8;38,86
Wed;05;04;2017;07:15;71,03;11,4;12,07;10,44;37,12
Wed;05;04;2017;07:30;74,58;10,8;13,53;12,13;38,12
Wed;05;04;2017;07:45;71,72;11,7;12,23;11,11;36,67
Wed;05;04;2017;08:00;71,99;11,2;12,86;10,72;37,21
Wed;05;04;2017;08:15;72,78;11;13,28;11,78;36,73
Wed;05;04;2017;08:30;75,02;11,4;12,66;9,53;41,43
Wed;05;04;2017;08:45;75,25;11,6;14,13;10,77;38,76
Wed;05;04;2017;09:00;74,5;11,6;12,44;11,49;38,97
Wed;05;04;2017;09:15;77,43;10,2;13,51;11,77;41,96
Wed;05;04;2017;09:30;75,93;13,2;13,51;12,02;37,2
Wed;05;04;2017;09:45;74,78;11,4;12,34;11,23;39,81
Wed;05;04;2017;10:00;81,24;11,4;14,24;12,12;43,48
Wed;05;04;2017;10:15;76,17;12;12,64;11,07;40,46
Wed;05;04;2017;10:30;77,79;10,3;13,41;11,79;42,29
Wed;05;04;2017;10:45;77,92;12,6;13,65;11,71;39,96
